Name,PTS,FGM,FGA,PM3,PA3,AST,Game_day,Team
Luguentz Dort,17,5,14,2,6,0,2022-01-15,OKC
Jeremiah Robinson-Earl,4,1,7,0,3,0,2022-01-15,OKC
Aaron Wiggins,0,0,2,0,1,1,2022-01-15,OKC
OG Anunoby,24,9,23,3,13,4,2022-01-15,TOR
Chris Boucher,15,6,12,2,5,1,2022-01-15,TOR
Precious Achiuwa,14,7,13,0,3,2,2022-01-15,TOR
Justin Champagnie,3,1,5,1,2,1,2022-01-15,TOR
Yuta Watanabe,0,0,0,0,0,0,2022-01-15,TOR
Svi Mykhailiuk,0,0,1,0,1,0,2022-01-15,TOR
Pascal Siakam,30,11,20,3,3,10,2022-01-15,TOR
Fred VanVleet,17,6,17,3,8,7,2022-01-15,TOR
Deni Avdija,6,2,6,1,4,0,2022-01-15,WAS
Daniel Gafford,2,0,4,0,0,1,2022-01-15,WAS
Rui Hachimura,5,1,4,1,1,1,2022-01-15,WAS
Montrezl Harrell,16,8,10,0,1,2,2022-01-15,CHA
Raul Neto,7,2,5,1,3,1,2022-01-15,WAS
Kentavious Caldwell-Pope,8,3,11,0,4,2,2022-01-15,WAS
Spencer Dinwiddie,27,9,18,4,10,7,2022-01-15,DAL
Kyle Kuzma,16,7,18,0,4,2,2022-01-15,WAS
Thomas Bryant,0,0,3,0,2,0,2022-01-15,WAS
Aaron Holiday,10,3,5,2,3,3,2022-01-15,PHX
Corey Kispert,13,4,6,3,5,1,2022-01-15,WAS
Bogdan Bogdanovic,7,1,7,1,6,5,2022-01-14,ATL
Trae Young,24,7,13,3,7,9,2022-01-14,ATL
John Collins,16,6,13,2,3,1,2022-01-14,ATL
De'Andre Hunter,20,7,10,3,4,2,2022-01-14,ATL
Gorgui Dieng,2,1,2,0,1,0,2022-01-14,ATL
Danilo Gallinari,18,5,12,3,6,1,2022-01-14,ATL
Delon Wright,8,2,3,1,2,4,2022-01-14,ATL
Timothe Luwawu-Cabarrot,3,1,3,1,3,1,2022-01-14,ATL
Kevin Huerter,15,6,14,2,6,2,2022-01-14,ATL
Onyeka Okongwu,5,2,2,0,0,1,2022-01-14,ATL
Grant Williams,5,2,3,1,2,2,2022-01-14,BOS
Al Horford,5,2,5,1,3,2,2022-01-14,BOS
Enes Freedom,0,0,0,0,0,1,2022-01-14,BOS
Dennis Schroder,1,0,6,0,2,2,2022-01-14,HOU
Josh Richardson,5,1,3,1,1,1,2022-01-14,SAS
Jaylen Brown,21,7,18,2,9,1,2022-01-14,BOS
Jayson Tatum,20,7,17,2,7,5,2022-01-14,BOS
Bruno Fernando,2,1,1,0,0,0,2022-01-14,HOU
Robert Williams III,12,6,8,0,0,1,2022-01-14,BOS
Romeo Langford,1,0,2,0,1,0,2022-01-14,SAS
Aaron Nesmith,10,4,5,1,2,1,2022-01-14,BOS
Brodric Thomas,0,0,0,0,0,0,2022-01-14,BOS
Payton Pritchard,17,7,10,3,4,4,2022-01-14,BOS
Cedi Osman,14,5,12,2,5,2,2022-01-14,CLE
Lauri Markkanen,8,4,5,0,1,0,2022-01-14,CLE
Darius Garland,32,11,25,4,8,8,2022-01-14,CLE
Isaac Okoro,6,2,6,0,2,1,2022-01-14,CLE
Evan Mobley,15,7,15,0,0,3,2022-01-14,CLE
Kevin Love,7,3,7,1,3,1,2022-01-14,CLE
Jarrett Allen,17,7,11,0,0,2,2022-01-14,CLE
Brandon Goodwin,7,3,5,1,1,5,2022-01-14,CLE
Lamar Stevens,8,4,9,0,0,2,2022-01-14,CLE
Alfonzo McKinnie,7,3,7,0,2,0,2022-01-14,CHI
Lonzo Ball,15,5,12,4,10,3,2022-01-14,CHI
Devon Dotson,2,1,4,0,2,2,2022-01-14,CHI
Marko Simonovic,8,3,5,1,2,0,2022-01-14,CHI
Troy Brown Jr.,0,0,3,0,2,3,2022-01-14,CHI
Tony Bradley,2,0,4,0,0,2,2022-01-14,CHI
Ayo Dosunmu,0,0,5,0,1,0,2022-01-14,CHI
Matt Thomas,6,2,7,2,6,3,2022-01-14,CHI
Coby White,20,9,17,2,9,1,2022-01-14,CHI
DeMar DeRozan,17,5,10,0,0,7,2022-01-14,CHI
Nikola Vucevic,19,9,13,1,4,5,2022-01-14,CHI
Zach LaVine,0,0,0,0,0,0,2022-01-14,CHI
Dorian Finney-Smith,13,6,12,1,5,2,2022-01-14,DAL
Marquese Chriss,15,6,7,1,2,1,2022-01-14,DAL
Trey Burke,0,0,1,0,1,2,2022-01-14,DAL
Maxi Kleber,3,1,3,1,2,1,2022-01-14,DAL
Dwight Powell,13,6,6,0,0,3,2022-01-14,DAL
Tim Hardaway Jr.,16,5,14,3,9,2,2022-01-14,DAL
Josh Green,0,0,2,0,1,0,2022-01-14,DAL
Luka Doncic,27,12,22,0,6,10,2022-01-14,DAL
Reggie Bullock,10,4,8,2,5,0,2022-01-14,DAL
Jalen Brunson,15,7,13,0,0,9,2022-01-14,DAL
Sterling Brown,0,0,2,0,1,0,2022-01-14,DAL
Frank Ntilikina,0,0,1,0,0,0,2022-01-14,DAL
Jordan Poole,22,8,19,5,9,5,2022-01-14,GSW
Juan Toscano-Anderson,7,3,6,1,3,1,2022-01-14,GSW
Chris Chiozza,3,1,1,1,1,2,2022-01-14,GSW
Damion Lee,11,4,8,1,4,0,2022-01-14,GSW
Nemanja Bjelica,6,3,5,0,2,7,2022-01-14,GSW
Andre Iguodala,5,1,3,1,2,3,2022-01-14,GSW
Jonathan Kuminga,25,10,12,2,4,3,2022-01-14,GSW
Stephen Curry,19,7,15,4,10,2,2022-01-14,GSW
Otto Porter Jr.,9,4,9,1,2,6,2022-01-14,GSW
Andrew Wiggins,21,8,11,3,5,6,2022-01-14,GSW
Kevon Looney,10,4,5,0,0,4,2022-01-14,GSW
Garrison Mathews,0,0,4,0,3,0,2022-01-14,HOU
Kenyon Martin Jr.,2,1,8,0,3,0,2022-01-14,HOU
Josh Christopher,6,3,6,0,1,2,2022-01-14,HOU
Alperen Sengun,9,4,6,0,2,2,2022-01-14,HOU
D.J. Augustin,11,3,4,2,2,0,2022-01-14,LAL
Kevin Porter Jr.,16,7,16,1,7,8,2022-01-14,HOU
Jalen Green,11,5,18,1,6,4,2022-01-14,HOU
Jae'Sean Tate,17,7,13,1,4,8,2022-01-14,HOU
Daniel Theis,0,0,2,0,1,0,2022-01-14,BOS
Christian Wood,26,8,15,4,7,0,2022-01-14,HOU
Eric Gordon,16,6,9,4,7,1,2022-01-14,HOU
Omer Yurtseven,17,7,9,0,0,4,2022-01-14,MIA
Gabe Vincent,0,0,1,0,1,0,2022-01-14,MIA
Jimmy Butler,23,7,13,0,0,10,2022-01-14,MIA
Max Strus,16,6,9,4,7,1,2022-01-14,MIA
P.J. Tucker,17,5,8,3,5,2,2022-01-14,MIA
Kyle Lowry,13,4,9,3,6,8,2022-01-14,MIA
Dewayne Dedmon,12,4,6,0,0,0,2022-01-14,MIA
Caleb Martin,2,1,4,0,1,0,2022-01-14,MIA
Duncan Robinson,0,0,2,0,2,2,2022-01-14,MIA
Tyler Herro,24,7,16,4,8,3,2022-01-14,MIA
R.J. Hampton,7,3,7,1,4,2,2022-01-14,ORL
Moritz Wagner,26,11,17,4,8,1,2022-01-14,ORL
Jalen Suggs,12,5,8,1,2,7,2022-01-14,ORL
Franz Wagner,19,8,11,1,3,7,2022-01-14,ORL
Gary Harris,18,6,14,4,12,2,2022-01-14,ORL
Terrence Ross,10,4,11,2,7,3,2022-01-14,ORL
Cole Anthony,8,2,8,0,3,8,2022-01-14,ORL
Chuma Okeke,6,2,6,2,6,0,2022-01-14,ORL
Robin Lopez,10,4,5,0,0,2,2022-01-14,ORL
Isaiah Jackson,0,0,0,0,0,0,2022-01-14,IND
Goga Bitadze,0,0,0,0,0,0,2022-01-14,IND
Justin Holiday,25,9,16,7,14,4,2022-01-14,SAC
Keifer Sykes,4,2,6,0,1,0,2022-01-14,IND
Domantas Sabonis,14,4,10,1,3,6,2022-01-14,SAC
Caris LeVert,20,8,19,2,6,9,2022-01-14,CLE
Duane Washington Jr.,0,0,0,0,0,0,2022-01-14,IND
Chris Duarte,7,2,9,0,5,1,2022-01-14,IND
Oshae Brissett,6,3,8,0,4,0,2022-01-14,IND
Lance Stephenson,5,1,6,1,4,0,2022-01-14,IND
Myles Turner,5,2,9,0,3,0,2022-01-14,IND
Torrey Craig,8,3,5,2,3,0,2022-01-14,PHX
Seth Curry,17,5,12,5,9,7,2022-01-14,BKN
Joel Embiid,25,7,15,2,7,6,2022-01-14,PHI
Myles Powell,0,0,0,0,0,0,2022-01-14,PHI
Matisse Thybulle,8,3,6,1,3,1,2022-01-14,PHI
Charlie Brown Jr.,0,0,1,0,1,0,2022-01-14,PHI
Isaiah Joe,0,0,1,0,1,0,2022-01-14,PHI
Tobias Harris,17,7,15,1,6,2,2022-01-14,PHI
Andre Drummond,9,4,5,0,0,2,2022-01-14,BKN
Georges Niang,5,1,6,0,3,1,2022-01-14,PHI
Furkan Korkmaz,7,3,8,0,4,2,2022-01-14,PHI
Tyrese Maxey,23,8,16,5,7,5,2022-01-14,PHI
Jalen Smith,0,0,4,0,2,0,2022-01-14,IND
Chris Paul,12,5,10,0,2,9,2022-01-14,PHX
Elfrid Payton,0,0,0,0,0,0,2022-01-14,PHX
Mikal Bridges,4,1,6,0,2,2,2022-01-14,PHX
Deandre Ayton,27,12,18,1,1,1,2022-01-14,PHX
Ish Wainright,0,0,1,0,1,0,2022-01-14,PHX
Landry Shamet,8,2,6,1,4,0,2022-01-14,PHX
JaVale McGee,7,2,5,0,0,3,2022-01-14,PHX
Jae Crowder,8,2,6,2,2,1,2022-01-14,PHX
Devin Booker,35,11,25,6,13,3,2022-01-14,PHX
Cameron Payne,11,5,7,1,1,5,2022-01-14,PHX
Marvin Bagley III,26,12,20,0,2,1,2022-01-14,DET
Tyrese Haliburton,9,3,8,1,6,12,2022-01-14,IND
Davion Mitchell,4,2,11,0,4,2,2022-01-14,SAC
Buddy Hield,19,5,13,4,10,1,2022-01-14,IND
Harrison Barnes,16,5,9,2,5,6,2022-01-14,SAC
Chimezie Metu,7,3,4,1,2,0,2022-01-14,SAC
Terence Davis,14,5,8,3,4,1,2022-01-14,SAC
Neemias Queta,2,1,3,0,0,0,2022-01-14,SAC
De'Aaron Fox,27,11,18,2,4,8,2022-01-14,SAC
Alex Len,2,1,2,0,0,2,2022-01-14,SAC
Bryn Forbes,15,5,8,4,5,2,2022-01-14,DEN
Keita Bates-Diop,9,4,6,1,2,0,2022-01-14,SAS
Lonnie Walker IV,11,4,9,0,2,6,2022-01-14,SAS
Jock Landale,5,1,3,0,2,2,2022-01-14,SAS
Joshua Primo,2,0,1,0,0,0,2022-01-14,SAS
Doug McDermott,9,3,13,3,6,0,2022-01-14,SAS
Dejounte Murray,30,14,23,1,4,8,2022-01-14,SAS
Jakob Poeltl,0,0,4,0,0,2,2022-01-14,SAS
Devin Vassell,10,4,11,2,4,0,2022-01-14,SAS
Keldon Johnson,18,7,14,4,9,2,2022-01-14,SAS
Khem Birch,0,0,1,0,0,0,2022-01-14,TOR
Malachi Flynn,0,0,0,0,0,0,2022-01-14,TOR
Svi Mykhailiuk,0,0,2,0,2,0,2022-01-14,TOR
Precious Achiuwa,4,2,7,0,1,0,2022-01-14,TOR
Justin Champagnie,0,0,1,0,1,0,2022-01-14,TOR
Yuta Watanabe,2,0,3,0,3,0,2022-01-14,TOR
Chris Boucher,10,3,7,1,4,0,2022-01-14,TOR
Fred VanVleet,24,6,21,6,14,10,2022-01-14,TOR
Pascal Siakam,23,8,17,1,2,4,2022-01-14,TOR
Scottie Barnes,8,4,13,0,4,2,2022-01-14,TOR
OG Anunoby,16,5,14,3,7,2,2022-01-14,TOR
Dalano Banton,0,0,1,0,0,0,2022-01-14,TOR
Kyle Anderson,12,4,10,2,2,1,2022-01-14,MEM
Steven Adams,6,3,4,0,0,3,2022-01-14,MEM
Desmond Bane,16,7,15,1,4,0,2022-01-14,MEM
John Konchar,0,0,2,0,2,0,2022-01-14,MEM
Brandon Clarke,9,3,5,2,2,1,2022-01-14,MEM
Jaren Jackson Jr.,8,4,14,0,6,0,2022-01-14,MEM
Tyus Jones,0,0,4,0,2,2,2022-01-14,MEM
Jarrett Culver,4,1,4,0,1,0,2022-01-14,MEM
Dakota Mathias,0,0,1,0,1,1,2022-01-14,MEM
Xavier Tillman,2,1,1,0,0,0,2022-01-14,MEM
Ziaire Williams,7,3,9,1,6,2,2022-01-14,MEM
Santi Aldama,0,0,1,0,0,0,2022-01-14,MEM
Ja Morant,19,8,15,1,4,8,2022-01-14,MEM
De'Anthony Melton,2,0,4,0,1,1,2022-01-14,MEM
Hamidou Diallo,18,9,16,0,1,0,2022-01-14,DET
Killian Hayes,5,2,5,0,1,5,2022-01-14,DET
Cassius Stanley,0,0,1,0,1,0,2022-01-14,DET
Saben Lee,3,0,4,0,0,3,2022-01-14,DET
Josh Jackson,13,5,12,2,7,1,2022-01-14,SAC
Trey Lyles,21,6,10,0,2,1,2022-01-14,SAC
Isaiah Stewart,1,0,0,0,0,1,2022-01-14,DET
Cory Joseph,9,3,7,2,4,4,2022-01-14,DET
Saddiq Bey,15,5,11,3,7,2,2022-01-14,DET
Cade Cunningham,18,8,15,1,4,5,2022-01-14,DET
Jalen McDaniels,7,3,6,1,3,0,2022-01-14,CHA
P.J. Washington,4,2,5,0,2,1,2022-01-14,CHA
Cody Martin,4,1,4,0,1,2,2022-01-14,CHA
Gordon Hayward,18,7,14,2,5,3,2022-01-14,CHA
Ish Smith,4,1,4,0,2,3,2022-01-14,WAS
Terry Rozier,19,6,23,4,15,6,2022-01-14,CHA
LaMelo Ball,23,8,18,3,7,8,2022-01-14,CHA
Miles Bridges,20,7,17,2,7,3,2022-01-14,CHA
Mason Plumlee,10,5,6,0,0,2,2022-01-14,CHA
Brandon Ingram,24,10,19,1,4,6,2022-01-13,NOP
Devonte' Graham,13,4,15,4,10,7,2022-01-13,NOP
Josh Hart,12,4,12,2,5,3,2022-01-13,POR
Nickeil Alexander-Walker,6,3,10,0,6,0,2022-01-13,UTA
Jose Alvarado,4,2,3,0,0,4,2022-01-13,NOP
Jaxson Hayes,13,5,5,1,1,0,2022-01-13,NOP
Trey Murphy III,1,0,3,0,0,0,2022-01-13,NOP
Gary Clark,0,0,3,0,3,0,2022-01-13,NOP
Jonas Valanciunas,18,7,12,2,3,0,2022-01-13,NOP
Garrett Temple,3,1,5,1,3,0,2022-01-13,NOP
Herbert Jones,14,5,6,2,3,3,2022-01-13,NOP
Naji Marshall,5,2,4,1,1,0,2022-01-13,NOP
Aaron Gordon,5,2,5,0,2,4,2022-01-13,DEN
Nikola Jokic,20,8,10,1,2,7,2022-01-13,DEN
Monte Morris,9,2,5,2,5,2,2022-01-13,DEN
Davon Reed,3,1,1,1,1,1,2022-01-13,DEN
Markus Howard,3,1,2,1,2,0,2022-01-13,DEN
Jeff Green,19,9,11,0,1,3,2022-01-13,DEN
Austin Rivers,9,3,7,3,7,1,2022-01-13,DEN
Zeke Nnaji,16,6,8,1,2,0,2022-01-13,DEN
Facundo Campazzo,18,7,10,3,6,12,2022-01-13,DEN
Bones Hyland,17,6,12,5,8,3,2022-01-13,DEN
Will Barton,21,7,12,4,6,2,2022-01-13,DEN
Damion Lee,7,3,7,1,3,1,2022-01-13,GSW
Jonathan Kuminga,15,5,16,1,3,0,2022-01-13,GSW
Chris Chiozza,3,1,4,1,3,4,2022-01-13,GSW
Andre Iguodala,2,1,3,0,1,1,2022-01-13,GSW
Stephen Curry,12,4,11,2,6,4,2022-01-13,GSW
Klay Thompson,11,3,11,2,7,1,2022-01-13,GSW
Andrew Wiggins,16,6,11,2,5,1,2022-01-13,GSW
Kevon Looney,7,2,5,0,0,1,2022-01-13,GSW
Gary Payton II,0,0,1,0,1,2,2022-01-13,GSW
Juan Toscano-Anderson,9,3,6,3,5,1,2022-01-13,GSW
Otto Porter Jr.,8,3,6,2,3,1,2022-01-13,GSW
Nemanja Bjelica,0,0,7,0,4,3,2022-01-13,GSW
Jordan Poole,9,2,7,2,7,0,2022-01-13,GSW
Nicolas Batum,6,2,5,0,2,0,2022-01-13,LAC
Eric Bledsoe,3,1,2,0,0,2,2022-01-13,LAC
Marcus Morris Sr.,12,3,14,1,9,1,2022-01-13,LAC
Reggie Jackson,5,2,11,1,6,3,2022-01-13,LAC
Ivica Zubac,6,3,5,0,0,1,2022-01-13,LAC
Wenyen Gabriel,3,1,1,1,1,0,2022-01-13,LAL
Amir Coffey,5,2,7,1,4,5,2022-01-13,LAC
Terance Mann,15,5,10,1,1,1,2022-01-13,LAC
Xavier Moon,10,3,4,2,2,4,2022-01-13,LAC
Jay Scrubb,4,2,6,0,2,0,2022-01-13,LAC
Serge Ibaka,10,4,8,2,4,0,2022-01-13,MIL
Brandon Boston Jr.,10,3,8,1,3,2,2022-01-13,LAC
Thanasis Antetokounmpo,2,1,1,0,0,0,2022-01-13,MIL
Sandro Mamukelashvili,0,0,0,0,0,1,2022-01-13,MIL
Wesley Matthews,6,2,3,2,3,0,2022-01-13,MIL
Khris Middleton,23,7,13,5,7,7,2022-01-13,MIL
Giannis Antetokounmpo,30,11,17,0,2,11,2022-01-13,MIL
Pat Connaughton,3,1,2,1,2,3,2022-01-13,MIL
Semi Ojeleye,3,1,1,1,1,0,2022-01-13,LAC
Grayson Allen,15,6,10,3,7,0,2022-01-13,MIL
Bobby Portis,20,8,16,4,7,0,2022-01-13,MIL
Donte DiVincenzo,5,2,7,1,5,0,2022-01-13,SAC
Rodney Hood,3,1,1,1,1,2,2022-01-13,LAC
George Hill,0,0,4,0,2,4,2022-01-13,MIL
Jordan Nwora,6,3,10,0,4,1,2022-01-13,MIL
Lindell Wigginton,2,1,1,0,0,0,2022-01-13,MIL
Karl-Anthony Towns,25,11,17,2,6,3,2022-01-13,MIN
Malik Beasley,3,1,8,1,7,3,2022-01-13,MIN
Patrick Beverley,3,1,9,0,5,6,2022-01-13,MIN
Josh Okogie,0,0,1,0,1,0,2022-01-13,MIN
Jarred Vanderbilt,8,4,5,0,0,0,2022-01-13,MIN
Naz Reid,4,1,8,1,3,0,2022-01-13,MIN
Anthony Edwards,30,9,20,5,11,4,2022-01-13,MIN
Jaden McDaniels,4,2,7,0,3,0,2022-01-13,MIN
Taurean Prince,2,1,2,0,1,1,2022-01-13,MIN
D'Angelo Russell,29,11,19,6,11,6,2022-01-13,MIN
Blake Griffin,4,1,3,0,1,1,2022-01-13,BKN
James Harden,26,7,22,3,11,9,2022-01-13,PHI
Jevon Carter,6,3,9,0,3,0,2022-01-13,MIL
Kessler Edwards,9,4,10,0,3,0,2022-01-13,BKN
Cam Thomas,21,8,18,1,7,0,2022-01-13,BKN
Day'Ron Sharpe,4,2,5,0,0,1,2022-01-13,BKN
David Duke Jr.,13,4,7,3,3,1,2022-01-13,BKN
Paul Millsap,8,4,6,0,1,1,2022-01-13,PHI
Bruce Brown,10,4,10,0,2,1,2022-01-13,BKN
James Johnson,4,2,3,0,0,1,2022-01-13,BKN
DeAndre' Bembry,4,2,5,0,1,1,2022-01-13,MIL
Jusuf Nurkic,10,4,9,0,3,6,2022-01-13,POR
Trendon Watford,11,4,7,0,1,0,2022-01-13,POR
Greg Brown III,8,3,4,0,1,0,2022-01-13,POR
Dennis Smith Jr.,17,7,12,0,1,8,2022-01-13,POR
CJ Elleby,8,2,10,2,5,7,2022-01-13,POR
Nassir Little,14,4,12,3,10,2,2022-01-13,POR
Keljin Blevins,6,2,3,2,3,1,2022-01-13,POR
Tony Snell,6,3,5,0,2,0,2022-01-13,NOP
Robert Covington,10,4,10,2,5,0,2022-01-13,LAC
Ben McLemore,18,6,14,4,9,4,2022-01-13,POR
Aaron Wiggins,9,3,8,1,2,2,2022-01-13,OKC
Mamadi Diakite,2,1,3,0,0,0,2022-01-13,OKC
Darius Bazley,16,6,9,2,5,0,2022-01-13,OKC
Ty Jerome,3,1,6,1,5,6,2022-01-13,OKC
Tre Mann,7,3,5,1,2,4,2022-01-13,OKC
Josh Giddey,19,8,17,3,11,7,2022-01-13,OKC
Jeremiah Robinson-Earl,0,0,2,0,1,2,2022-01-13,OKC
Luguentz Dort,27,9,17,6,10,2,2022-01-13,OKC
Shai Gilgeous-Alexander,33,11,18,2,5,9,2022-01-13,OKC
Mike Muscala,14,5,6,4,4,0,2022-01-13,OKC
Kyle Anderson,6,3,7,0,0,3,2022-01-13,MEM
Tyus Jones,6,3,7,0,3,2,2022-01-13,MEM
De'Anthony Melton,7,3,10,1,4,1,2022-01-13,MEM
Ja Morant,16,5,16,0,7,9,2022-01-13,MEM
Xavier Tillman,6,3,8,0,1,0,2022-01-13,MEM
Desmond Bane,21,5,12,2,8,2,2022-01-13,MEM
Ziaire Williams,5,2,5,0,2,0,2022-01-13,MEM
John Konchar,15,6,7,3,4,3,2022-01-13,MEM
Brandon Clarke,14,6,10,0,0,1,2022-01-13,MEM
Jaren Jackson Jr.,20,6,10,2,3,1,2022-01-13,MEM
Onyeka Okongwu,6,3,3,0,0,1,2022-01-12,ATL
Kevin Huerter,7,2,9,0,5,4,2022-01-12,ATL
Gorgui Dieng,3,1,2,1,2,0,2022-01-12,ATL
Timothe Luwawu-Cabarrot,4,1,4,0,2,3,2022-01-12,ATL
John Collins,16,6,9,3,4,2,2022-01-12,ATL
Trae Young,15,4,15,1,6,5,2022-01-12,ATL
De'Andre Hunter,15,4,11,3,4,0,2022-01-12,ATL
Skylar Mays,0,0,2,0,2,1,2022-01-12,ATL
Sharife Cooper,0,0,1,0,1,0,2022-01-12,ATL
Danilo Gallinari,7,3,7,1,4,0,2022-01-12,ATL
Bogdan Bogdanovic,15,6,14,3,11,2,2022-01-12,ATL
Delon Wright,3,1,5,1,4,2,2022-01-12,ATL
Brodric Thomas,0,0,3,0,2,2,2022-01-12,BOS
Aaron Nesmith,0,0,0,0,0,0,2022-01-12,BOS
Romeo Langford,3,1,1,1,1,0,2022-01-12,SAS
Robert Williams III,5,2,3,0,0,2,2022-01-12,BOS
Bruno Fernando,2,0,0,0,0,0,2022-01-12,HOU
Jaylen Brown,34,11,19,7,11,3,2022-01-12,BOS
Enes Freedom,0,0,0,0,0,0,2022-01-12,BOS
Josh Richardson,5,2,7,1,4,4,2022-01-12,SAS
Jayson Tatum,33,11,19,4,9,4,2022-01-12,BOS
Grant Williams,3,1,2,0,1,0,2022-01-12,BOS
Payton Pritchard,3,1,5,1,2,1,2022-01-12,BOS
Dennis Schroder,23,7,11,4,5,3,2022-01-12,HOU
Al Horford,8,4,8,0,3,4,2022-01-12,BOS
Kevin Pangos,0,0,0,0,0,0,2022-01-12,CLE
RJ Nembhard Jr.,0,0,0,0,0,0,2022-01-12,CLE
Dean Wade,0,0,1,0,0,0,2022-01-12,CLE
Dylan Windler,3,1,2,1,2,0,2022-01-12,CLE
Cedi Osman,8,3,12,1,7,0,2022-01-12,CLE
Lauri Markkanen,20,8,11,4,5,1,2022-01-12,CLE
Brandon Goodwin,3,1,3,1,1,1,2022-01-12,CLE
Evan Mobley,15,7,9,0,0,7,2022-01-12,CLE
Jarrett Allen,12,5,7,0,0,2,2022-01-12,CLE
Darius Garland,11,3,11,1,8,14,2022-01-12,CLE
Lamar Stevens,23,10,15,1,2,2,2022-01-12,CLE
Kevin Love,16,5,10,2,5,1,2022-01-12,CLE
Coby White,16,6,10,4,8,0,2022-01-12,CHI
Ayo Dosunmu,5,1,3,0,2,1,2022-01-12,CHI
Troy Brown Jr.,8,3,3,2,2,1,2022-01-12,CHI
Tony Bradley,2,0,1,0,0,0,2022-01-12,CHI
Alfonzo McKinnie,5,2,10,1,5,0,2022-01-12,CHI
Derrick Jones Jr.,0,0,0,0,0,0,2022-01-12,CHI
Matt Thomas,8,2,4,0,2,0,2022-01-12,CHI
Marko Simonovic,4,1,2,0,0,0,2022-01-12,CHI
DeMar DeRozan,19,7,16,0,0,1,2022-01-12,CHI
Nikola Vucevic,14,5,13,0,3,3,2022-01-12,CHI
Zach LaVine,22,8,13,2,4,6,2022-01-12,CHI
Lonzo Ball,9,3,6,2,4,7,2022-01-12,CHI
Devon Dotson,0,0,0,0,0,3,2022-01-12,CHI
Moses Brown,0,0,2,0,0,0,2022-01-12,CLE
Reggie Bullock,3,1,4,1,4,1,2022-01-12,DAL
Dwight Powell,4,2,2,0,0,0,2022-01-12,DAL
Dorian Finney-Smith,7,2,8,0,4,0,2022-01-12,DAL
Jalen Brunson,14,6,12,1,3,6,2022-01-12,DAL
Theo Pinson,0,0,0,0,0,0,2022-01-12,DAL
Sterling Brown,5,2,3,0,1,0,2022-01-12,DAL
Frank Ntilikina,2,1,1,0,0,0,2022-01-12,DAL
Marquese Chriss,6,2,2,1,1,1,2022-01-12,DAL
Tim Hardaway Jr.,13,5,11,1,7,3,2022-01-12,DAL
Luka Doncic,21,8,23,1,9,5,2022-01-12,DAL
Maxi Kleber,9,3,10,3,8,0,2022-01-12,DAL
Josh Green,1,0,0,0,0,0,2022-01-12,DAL
Josh Christopher,6,3,5,0,0,1,2022-01-12,HOU
Eric Gordon,31,9,10,6,7,3,2022-01-12,HOU
Jae'Sean Tate,13,6,6,0,0,7,2022-01-12,HOU
Kevin Porter Jr.,18,6,10,3,5,2,2022-01-12,HOU
Christian Wood,23,9,17,2,4,1,2022-01-12,HOU
D.J. Augustin,9,3,7,3,6,3,2022-01-12,LAL
Daniel Theis,8,3,4,1,2,1,2022-01-12,BOS
Garrison Mathews,0,0,4,0,3,2,2022-01-12,HOU
Jalen Green,14,4,14,0,6,2,2022-01-12,HOU
Kenyon Martin Jr.,6,2,5,1,3,1,2022-01-12,HOU
LeBron James,34,13,29,3,12,6,2022-01-12,LAL
Trevor Ariza,2,1,4,0,2,3,2022-01-12,LAL
Russell Westbrook,8,2,14,0,5,6,2022-01-12,LAL
Wayne Ellington,0,0,2,0,2,0,2022-01-12,LAL
Avery Bradley,6,2,9,0,4,4,2022-01-12,LAL
Dwight Howard,8,3,3,0,0,1,2022-01-12,LAL
Stanley Johnson,8,3,5,2,3,1,2022-01-12,LAL
Malik Monk,22,7,13,6,9,3,2022-01-12,LAL
Austin Reaves,19,7,10,4,7,0,2022-01-12,LAL
Talen Horton-Tucker,9,4,9,1,3,1,2022-01-12,LAL
Omer Yurtseven,13,6,9,0,0,6,2022-01-12,MIA
Tyler Herro,21,9,19,1,6,11,2022-01-12,MIA
Gabe Vincent,14,5,8,4,7,2,2022-01-12,MIA
Duncan Robinson,14,4,11,3,10,0,2022-01-12,MIA
Caleb Martin,18,8,16,2,6,0,2022-01-12,MIA
Kyle Lowry,8,2,9,1,5,5,2022-01-12,MIA
P.J. Tucker,10,4,9,2,5,2,2022-01-12,MIA
Max Strus,11,3,7,3,6,1,2022-01-12,MIA
Kyle Guy,0,0,0,0,0,1,2022-01-12,MIA
Chris Silva,0,0,0,0,0,0,2022-01-12,MIA
Dewayne Dedmon,6,2,2,0,0,0,2022-01-12,MIA
Bruce Brown,2,1,1,0,0,0,2022-01-12,BKN
Jevon Carter,4,2,3,0,0,0,2022-01-12,MIL
Kyrie Irving,9,4,10,1,3,3,2022-01-12,BKN
James Johnson,2,1,2,0,1,0,2022-01-12,BKN
Kevin Durant,27,7,10,3,4,9,2022-01-12,BKN
Blake Griffin,9,3,5,0,1,2,2022-01-12,BKN
DeAndre' Bembry,5,2,3,0,0,1,2022-01-12,MIL
Day'Ron Sharpe,20,10,14,0,0,0,2022-01-12,BKN
Cam Thomas,2,1,4,0,1,1,2022-01-12,BKN
David Duke Jr.,3,1,4,1,2,1,2022-01-12,BKN
James Harden,25,6,13,5,8,16,2022-01-12,PHI
Patty Mills,21,7,10,6,8,1,2022-01-12,BKN
Kessler Edwards,9,4,8,1,4,1,2022-01-12,BKN
