Player_ID,Team_ID,Game_ID,Matchup,Game_day,Result,MINS,PTS,FGM,FGA,FGP,PM3,PA3,P3P,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,ID,Name
1630195,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1630195,Leandro Bolmaro
1630233,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,3,0,0,2,0.0,0,0,,0,0,,0,3,3,0,0,1,0,0,1630233,Nathan Knight
1630593,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,3,2,1,2,50.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,1630593,McKinley Wright IV
2738,1610612744,0022100652,GSW @ MIN,2022-01-16,L,20,0,0,4,0.0,0,4,0.0,0,0,,1,1,2,1,0,0,1,0,2738,Andre Iguodala
203490,1610612744,0022100652,GSW @ MIN,2022-01-16,L,26,12,5,9,55.6,2,5,40.0,0,0,,0,9,9,4,0,2,1,4,203490,Otto Porter Jr.
1627736,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,24,16,5,10,50.0,5,9,55.6,1,1,100.0,0,2,2,3,0,0,0,2,1627736,Malik Beasley
1627752,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,12,3,1,2,50.0,1,2,50.0,0,0,,0,4,4,1,0,0,0,0,1627752,Taurean Prince
1627814,1610612744,0022100652,GSW @ MIN,2022-01-16,L,24,8,3,5,60.0,1,2,50.0,1,2,50.0,1,3,4,2,1,1,0,1,1627814,Damion Lee
1629669,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,25,17,6,9,66.7,3,5,60.0,2,4,50.0,0,2,2,4,1,0,1,4,1629669,Jaylen Nowell
1629673,1610612744,0022100652,GSW @ MIN,2022-01-16,L,33,20,5,13,38.5,3,7,42.9,7,7,100.0,1,3,4,3,4,0,0,4,1629673,Jordan Poole
1629675,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,15,9,4,5,80.0,1,1,100.0,0,0,,1,8,9,1,2,0,1,3,1629675,Naz Reid
1630183,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,21,9,4,12,33.3,1,5,20.0,0,0,,0,2,2,1,3,2,2,3,1630183,Jaden McDaniels
1630228,1610612744,0022100652,GSW @ MIN,2022-01-16,L,33,19,6,12,50.0,1,5,20.0,6,10,60.0,0,7,7,1,2,0,0,1,1630228,Jonathan Kuminga
201976,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,25,10,3,7,42.9,2,5,40.0,2,4,50.0,0,4,4,4,0,1,1,2,201976,Patrick Beverley
202357,1610612744,0022100652,GSW @ MIN,2022-01-16,L,15,6,1,6,16.7,0,3,0.0,4,4,100.0,0,1,1,1,4,1,0,1,202357,Nemanja Bjelica
202691,1610612744,0022100652,GSW @ MIN,2022-01-16,L,23,13,5,14,35.7,3,8,37.5,0,0,,0,4,4,2,2,1,0,1,202691,Klay Thompson
203952,1610612744,0022100652,GSW @ MIN,2022-01-16,L,29,12,4,11,36.4,2,6,33.3,2,4,50.0,0,2,2,4,1,0,1,1,203952,Andrew Wiggins
1626156,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,22,7,2,9,22.2,0,5,0.0,3,3,100.0,0,3,3,12,5,2,0,1,1626156,D'Angelo Russell
1626157,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,30,26,11,20,55.0,1,6,16.7,3,5,60.0,4,7,11,1,1,0,2,3,1626157,Karl-Anthony Towns
1626172,1610612744,0022100652,GSW @ MIN,2022-01-16,L,25,4,2,5,40.0,0,0,,0,0,,4,8,12,2,0,1,0,2,1626172,Kevon Looney
1627774,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,3,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,1627774,Jake Layman
1629006,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,3,1,0,0,,0,0,,1,2,50.0,0,0,0,0,0,0,0,0,1629006,Josh Okogie
1629020,1610612750,0022100652,MIN vs. GSW,2022-01-16,W,24,10,5,5,100.0,0,0,,0,0,,1,5,6,1,1,0,1,2,1629020,Jarred Vanderbilt
1629185,1610612744,0022100652,GSW @ MIN,2022-01-16,L,5,0,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,1629185,Chris Chiozza
200752,1610612762,0022100653,UTA @ DEN,2022-01-16,W,21,7,2,7,28.6,1,3,33.3,2,2,100.0,0,2,2,0,1,2,0,3,200752,Rudy Gay
201144,1610612762,0022100653,UTA @ DEN,2022-01-16,W,23,8,3,6,50.0,2,5,40.0,0,0,,0,3,3,6,3,0,1,1,201144,Mike Conley
201145,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,20,4,2,4,50.0,0,0,,0,0,,1,2,3,1,0,0,0,1,201145,Jeff Green
203497,1610612762,0022100653,UTA @ DEN,2022-01-16,W,35,18,7,7,100.0,0,0,,4,7,57.1,7,12,19,2,3,0,2,2,203497,Rudy Gobert
203903,1610612762,0022100653,UTA @ DEN,2022-01-16,W,27,16,4,9,44.4,3,6,50.0,5,5,100.0,0,6,6,3,0,1,1,1,203903,Jordan Clarkson
204060,1610612762,0022100653,UTA @ DEN,2022-01-16,W,21,3,1,5,20.0,1,4,25.0,0,0,,0,4,4,5,0,0,0,1,204060,Joe Ingles
1628432,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,16,5,2,4,50.0,1,2,50.0,0,0,,0,1,1,1,0,0,0,2,1628432,Davon Reed
1629672,1610612762,0022100653,UTA @ DEN,2022-01-16,W,9,10,4,5,80.0,1,1,100.0,1,1,100.0,0,1,1,0,0,1,0,1,1629672,Eric Paschall
1630192,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,10,2,1,1,100.0,0,0,,0,0,,0,2,2,0,1,0,0,3,1630192,Zeke Nnaji
1630267,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,19,2,1,7,14.3,0,5,0.0,0,0,,0,1,1,1,2,0,0,5,1630267,Facundo Campazzo
1630538,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,37,13,5,14,35.7,3,10,30.0,0,0,,0,2,2,3,1,0,1,4,1630538,Bones Hyland
202711,1610612762,0022100653,UTA @ DEN,2022-01-16,W,31,21,8,15,53.3,1,4,25.0,4,6,66.7,1,3,4,5,1,1,0,1,202711,Bojan Bogdanovic
203115,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,36,16,6,17,35.3,2,8,25.0,2,2,100.0,0,2,2,4,0,1,1,1,203115,Will Barton
203516,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,3,2,1,2,50.0,0,0,,0,1,0.0,0,0,0,0,0,0,0,0,203516,James Ennis III
203932,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,35,20,8,15,53.3,2,5,40.0,2,2,100.0,2,5,7,6,1,1,0,1,203932,Aaron Gordon
203999,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,37,25,10,18,55.6,2,5,40.0,3,3,100.0,3,12,15,14,3,2,0,5,203999,Nikola Jokic
1626220,1610612762,0022100653,UTA @ DEN,2022-01-16,W,31,11,4,6,66.7,2,4,50.0,1,1,100.0,0,3,3,1,0,1,0,3,1626220,Royce O'Neale
1627756,1610612762,0022100653,UTA @ DEN,2022-01-16,W,2,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,1627756,Denzel Valentine
1628378,1610612762,0022100653,UTA @ DEN,2022-01-16,W,35,31,11,24,45.8,4,12,33.3,5,7,71.4,1,4,5,4,1,2,0,2,1628378,Donovan Mitchell
1628420,1610612743,0022100653,DEN vs. UTA,2022-01-16,L,29,13,6,13,46.2,1,8,12.5,0,0,,0,6,6,2,1,1,0,0,1628420,Monte Morris
1630235,1610612762,0022100653,UTA @ DEN,2022-01-16,W,6,0,0,0,,0,0,,0,0,,0,3,3,0,0,0,1,1,1630235,Trent Forrest
203458,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,13,1,0,3,0.0,0,0,,1,2,50.0,2,2,4,2,0,0,1,4,203458,Alex Len
203090,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,19,5,2,4,50.0,0,1,0.0,1,2,50.0,1,1,2,1,0,0,1,0,203090,Maurice Harkless
1630256,1610612745,0022100651,HOU @ SAC,2022-01-16,W,27,10,5,6,83.3,0,1,0.0,0,0,,1,3,4,2,4,1,0,4,1630256,Jae'Sean Tate
1629717,1610612745,0022100651,HOU @ SAC,2022-01-16,W,12,0,0,5,0.0,0,5,0.0,0,0,,0,5,5,1,0,0,0,1,1629717,Armoni Brooks
1629645,1610612745,0022100651,HOU @ SAC,2022-01-16,W,36,23,6,12,50.0,5,9,55.6,6,6,100.0,0,4,4,7,6,2,0,3,1629645,Kevin Porter Jr.
1627741,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,30,27,9,16,56.3,5,9,55.6,4,5,80.0,0,5,5,2,3,4,0,3,1627741,Buddy Hield
1630578,1610612745,0022100651,HOU @ SAC,2022-01-16,W,15,6,2,4,50.0,0,1,0.0,2,3,66.7,0,0,0,2,3,0,1,0,1630578,Alperen Sengun
1630558,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,28,16,7,12,58.3,2,4,50.0,0,1,0.0,2,2,4,7,2,4,0,1,1630558,Davion Mitchell
1629056,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,37,17,6,14,42.9,2,10,20.0,3,3,100.0,1,5,6,5,1,4,0,5,1629056,Terence Davis
1629726,1610612745,0022100651,HOU @ SAC,2022-01-16,W,23,17,4,6,66.7,4,6,66.7,5,5,100.0,0,1,1,0,0,0,0,5,1629726,Garrison Mathews
1629002,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,26,14,6,14,42.9,1,6,16.7,1,1,100.0,0,7,7,1,1,1,0,3,1629002,Chimezie Metu
1628368,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,26,14,6,12,50.0,1,2,50.0,1,3,33.3,0,3,3,4,3,0,0,3,1628368,De'Aaron Fox
1627745,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,14,2,1,7,14.3,0,1,0.0,0,0,,1,3,4,1,0,0,0,2,1627745,Damian Jones
1626174,1610612745,0022100651,HOU @ SAC,2022-01-16,W,33,23,8,15,53.3,3,7,42.9,4,7,57.1,1,13,14,3,3,2,1,2,1626174,Christian Wood
1626158,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,15,4,2,2,100.0,0,0,,0,0,,0,0,0,0,1,1,0,3,1626158,Richaun Holmes
203084,1610612758,0022100651,SAC vs. HOU,2022-01-16,L,32,12,2,7,28.6,1,5,20.0,7,7,100.0,0,2,2,3,1,2,0,0,203084,Harrison Barnes
1630528,1610612745,0022100651,HOU @ SAC,2022-01-16,W,11,0,0,1,0.0,0,1,0.0,0,0,,1,2,3,0,0,1,0,0,1630528,Josh Christopher
1630231,1610612745,0022100651,HOU @ SAC,2022-01-16,W,22,9,4,6,66.7,1,2,50.0,0,0,,0,4,4,1,0,0,1,1,1630231,Kenyon Martin Jr.
1630224,1610612745,0022100651,HOU @ SAC,2022-01-16,W,29,15,6,10,60.0,1,3,33.3,2,2,100.0,1,3,4,4,4,0,0,3,1630224,Jalen Green
201569,1610612745,0022100651,HOU @ SAC,2022-01-16,W,32,15,6,11,54.5,2,5,40.0,1,1,100.0,0,8,8,2,2,0,0,1,201569,Eric Gordon
1630568,1610612765,0022100617,DET vs. PHX,2022-01-16,L,7,5,2,3,66.7,1,1,100.0,0,0,,0,3,3,0,1,0,0,1,1630568,Luka Garza
1630191,1610612765,0022100617,DET vs. PHX,2022-01-16,L,23,5,2,8,25.0,0,1,0.0,1,1,100.0,3,3,6,2,2,1,0,2,1630191,Isaiah Stewart
1630180,1610612765,0022100617,DET vs. PHX,2022-01-16,L,29,8,3,9,33.3,2,6,33.3,0,0,,0,2,2,1,1,0,0,0,1630180,Saddiq Bey
1630165,1610612765,0022100617,DET vs. PHX,2022-01-16,L,27,9,3,6,50.0,1,2,50.0,2,2,100.0,0,3,3,5,1,0,1,2,1630165,Killian Hayes
1629028,1610612756,0022100617,PHX @ DET,2022-01-16,W,8,6,3,3,100.0,0,0,,0,0,,0,0,0,2,1,1,0,0,1629028,Deandre Ayton
1628977,1610612765,0022100617,DET vs. PHX,2022-01-16,L,29,10,4,8,50.0,0,0,,2,3,66.7,1,3,4,0,2,0,1,3,1628977,Hamidou Diallo
1628969,1610612756,0022100617,PHX @ DET,2022-01-16,W,30,10,4,10,40.0,2,6,33.3,0,0,,1,2,3,4,3,0,0,2,1628969,Mikal Bridges
1626164,1610612756,0022100617,PHX @ DET,2022-01-16,W,30,30,11,18,61.1,1,5,20.0,7,10,70.0,1,3,4,4,1,0,0,1,1626164,Devin Booker
203901,1610612756,0022100617,PHX @ DET,2022-01-16,W,7,2,1,1,100.0,0,0,,0,0,,0,1,1,1,1,0,0,0,203901,Elfrid Payton
203109,1610612756,0022100617,PHX @ DET,2022-01-16,W,23,9,3,4,75.0,3,4,75.0,0,0,,1,10,11,3,1,2,0,1,203109,Jae Crowder
202687,1610612756,0022100617,PHX @ DET,2022-01-16,W,14,7,3,6,50.0,0,0,,1,2,50.0,1,3,4,0,1,0,1,1,202687,Bismack Biyombo
1630688,1610612756,0022100617,PHX @ DET,2022-01-16,W,15,7,3,4,75.0,1,1,100.0,0,0,,2,2,4,0,0,0,1,1,1630688,Ish Wainright
1628367,1610612765,0022100617,DET vs. PHX,2022-01-16,L,15,1,0,2,0.0,0,1,0.0,1,2,50.0,0,1,1,0,0,0,0,2,1628367,Josh Jackson
1626168,1610612765,0022100617,DET vs. PHX,2022-01-16,L,19,18,6,8,75.0,0,1,0.0,6,13,46.2,1,5,6,2,0,0,0,2,1626168,Trey Lyles
1630240,1610612765,0022100617,DET vs. PHX,2022-01-16,L,18,2,1,4,25.0,0,1,0.0,0,0,,0,1,1,3,1,2,0,1,1630240,Saben Lee
1630199,1610612765,0022100617,DET vs. PHX,2022-01-16,L,22,8,3,8,37.5,0,3,0.0,2,2,100.0,0,3,3,1,1,2,0,1,1630199,Cassius Stanley
1630188,1610612756,0022100617,PHX @ DET,2022-01-16,W,15,3,0,3,0.0,0,1,0.0,3,4,75.0,2,5,7,0,1,0,2,5,1630188,Jalen Smith
1629013,1610612756,0022100617,PHX @ DET,2022-01-16,W,25,11,2,6,33.3,1,4,25.0,6,7,85.7,0,0,0,5,0,0,1,4,1629013,Landry Shamet
1626166,1610612756,0022100617,PHX @ DET,2022-01-16,W,31,20,8,12,66.7,3,6,50.0,1,1,100.0,0,5,5,5,2,0,0,2,1626166,Cameron Payne
202709,1610612765,0022100617,DET vs. PHX,2022-01-16,L,27,21,5,11,45.5,4,6,66.7,7,8,87.5,0,2,2,7,0,0,0,3,202709,Cory Joseph
101108,1610612756,0022100617,PHX @ DET,2022-01-16,W,27,10,4,10,40.0,0,0,,2,2,100.0,0,6,6,6,2,1,1,4,101108,Chris Paul
1630595,1610612765,0022100617,DET vs. PHX,2022-01-16,L,25,21,9,15,60.0,1,3,33.3,2,3,66.7,0,1,1,4,0,1,0,3,1630595,Cade Cunningham
201580,1610612756,0022100617,PHX @ DET,2022-01-16,W,15,20,9,10,90.0,0,0,,2,4,50.0,3,3,6,0,1,0,1,5,201580,JaVale McGee
1629643,1610612753,0022100650,ORL @ DAL,2022-01-15,L,25,6,2,8,25.0,2,6,33.3,0,0,,0,6,6,0,0,3,0,2,1629643,Chuma Okeke
203939,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,13,6,1,1,100.0,0,0,,4,4,100.0,2,3,5,1,0,0,0,3,203939,Dwight Powell
1627737,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,6,2,0,2,0.0,0,1,0.0,2,2,100.0,0,1,1,0,0,0,0,0,1627737,Marquese Chriss
1627827,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,23,2,1,6,16.7,0,3,0.0,0,0,,2,2,4,1,2,1,1,0,1627827,Dorian Finney-Smith
1628373,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,6,3,1,2,50.0,1,1,100.0,0,0,,0,2,2,1,1,1,0,0,1628373,Frank Ntilikina
1628425,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,14,3,1,4,25.0,1,2,50.0,0,0,,1,3,4,0,0,0,0,1,1628425,Sterling Brown
1628467,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,19,3,1,3,33.3,1,3,33.3,0,0,,0,2,2,2,0,0,1,0,1628467,Maxi Kleber
1628973,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,28,19,8,11,72.7,1,1,100.0,2,2,100.0,0,5,5,3,0,2,0,1,1628973,Jalen Brunson
1629649,1610612753,0022100650,ORL @ DAL,2022-01-15,L,6,0,0,3,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,0,1629649,Ignas Brazdeikis
1630175,1610612753,0022100650,ORL @ DAL,2022-01-15,L,26,12,4,8,50.0,2,4,50.0,2,2,100.0,0,4,4,3,1,0,0,2,1630175,Cole Anthony
1630181,1610612753,0022100650,ORL @ DAL,2022-01-15,L,24,6,3,8,37.5,0,2,0.0,0,0,,1,3,4,2,2,2,0,3,1630181,R.J. Hampton
1630182,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,25,7,3,6,50.0,1,3,33.3,0,0,,3,1,4,2,2,1,0,4,1630182,Josh Green
1629678,1610612753,0022100650,ORL @ DAL,2022-01-15,L,6,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,1629678,Admiral Schofield
1629029,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,31,23,7,19,36.8,1,6,16.7,8,9,88.9,1,8,9,3,1,0,0,3,1629029,Luka Doncic
1628964,1610612753,0022100650,ORL @ DAL,2022-01-15,L,17,6,3,9,33.3,0,4,0.0,0,0,,2,4,6,2,2,0,2,5,1628964,Mo Bamba
204001,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,28,19,4,8,50.0,2,3,66.7,9,12,75.0,2,5,7,0,1,1,1,3,204001,Kristaps Porzingis
203493,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,19,4,1,2,50.0,1,2,50.0,1,2,50.0,1,1,2,3,0,0,0,0,203493,Reggie Bullock
203082,1610612753,0022100650,ORL @ DAL,2022-01-15,L,23,1,0,1,0.0,0,0,,1,1,100.0,0,3,3,0,0,0,0,0,203082,Terrence Ross
1630532,1610612753,0022100650,ORL @ DAL,2022-01-15,L,27,6,2,6,33.3,0,1,0.0,2,4,50.0,0,2,2,3,3,0,1,2,1630532,Franz Wagner
1630591,1610612753,0022100650,ORL @ DAL,2022-01-15,L,24,16,7,11,63.6,0,2,0.0,2,3,66.7,0,3,3,2,3,0,0,5,1630591,Jalen Suggs
203914,1610612753,0022100650,ORL @ DAL,2022-01-15,L,25,7,3,8,37.5,1,3,33.3,0,0,,0,1,1,1,0,0,0,3,203914,Gary Harris
203504,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,4,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,203504,Trey Burke
203501,1610612742,0022100650,DAL vs. ORL,2022-01-15,W,23,17,4,13,30.8,3,9,33.3,6,7,85.7,0,2,2,0,2,0,0,2,203501,Tim Hardaway Jr.
201577,1610612753,0022100650,ORL @ DAL,2022-01-15,L,17,16,8,9,88.9,0,0,,0,0,,1,0,1,1,2,0,0,2,201577,Robin Lopez
1629021,1610612753,0022100650,ORL @ DAL,2022-01-15,L,20,16,5,6,83.3,2,3,66.7,4,6,66.7,1,3,4,2,2,2,0,2,1629021,Moritz Wagner
1628420,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,22,10,3,8,37.5,2,2,100.0,2,2,100.0,0,0,0,1,0,2,0,0,1628420,Monte Morris
1628370,1610612747,0022100649,LAL @ DEN,2022-01-15,L,25,4,2,5,40.0,0,1,0.0,0,0,,1,3,4,6,2,0,0,2,1628370,Malik Monk
1629659,1610612747,0022100649,LAL @ DEN,2022-01-15,L,21,3,1,5,20.0,0,2,0.0,1,2,50.0,0,4,4,1,0,1,0,1,1629659,Talen Horton-Tucker
203516,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,7,2,1,4,25.0,0,2,0.0,0,0,,1,1,2,3,0,0,0,0,203516,James Ennis III
201566,1610612747,0022100649,LAL @ DEN,2022-01-15,L,26,19,7,15,46.7,1,2,50.0,4,4,100.0,1,4,5,3,0,0,0,1,201566,Russell Westbrook
1630192,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,24,8,3,11,27.3,1,4,25.0,1,2,50.0,3,8,11,0,0,1,1,4,1630192,Zeke Nnaji
1630267,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,26,9,3,6,50.0,1,4,25.0,2,2,100.0,0,3,3,5,0,1,0,2,1630267,Facundo Campazzo
1630538,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,33,27,8,15,53.3,6,10,60.0,5,5,100.0,1,9,10,2,2,2,0,3,1630538,Bones Hyland
1630559,1610612747,0022100649,LAL @ DEN,2022-01-15,L,27,5,1,5,20.0,0,1,0.0,3,4,75.0,0,4,4,1,2,0,0,0,1630559,Austin Reaves
1628432,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,27,11,4,7,57.1,3,4,75.0,0,0,,1,3,4,2,0,1,1,1,1628432,Davon Reed
201961,1610612747,0022100649,LAL @ DEN,2022-01-15,L,15,3,1,4,25.0,1,4,25.0,0,0,,0,1,1,0,1,1,0,2,201961,Wayne Ellington
1626169,1610612747,0022100649,LAL @ DEN,2022-01-15,L,13,2,1,2,50.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,2,1626169,Stanley Johnson
201145,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,29,26,10,14,71.4,4,5,80.0,2,2,100.0,0,3,3,4,0,1,0,2,201145,Jeff Green
2772,1610612747,0022100649,LAL @ DEN,2022-01-15,L,21,9,3,5,60.0,3,5,60.0,0,0,,1,2,3,3,0,0,0,0,2772,Trevor Ariza
2544,1610612747,0022100649,LAL @ DEN,2022-01-15,L,31,25,9,23,39.1,2,8,25.0,5,7,71.4,1,8,9,2,1,0,2,0,2544,LeBron James
203999,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,28,17,7,12,58.3,1,2,50.0,2,2,100.0,2,10,12,13,3,1,0,1,203999,Nikola Jokic
203932,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,23,11,4,9,44.4,3,5,60.0,0,0,,1,2,3,4,0,0,0,4,203932,Aaron Gordon
203145,1610612747,0022100649,LAL @ DEN,2022-01-15,L,9,6,2,5,40.0,2,3,66.7,0,0,,0,2,2,1,2,0,0,2,203145,Kent Bazemore
203115,1610612743,0022100649,DEN vs. LAL,2022-01-15,W,23,12,4,5,80.0,2,2,100.0,2,2,100.0,0,3,3,1,1,0,0,0,203115,Will Barton
202340,1610612747,0022100649,LAL @ DEN,2022-01-15,L,20,3,1,2,50.0,1,2,50.0,0,0,,0,1,1,1,1,1,0,1,202340,Avery Bradley
201599,1610612747,0022100649,LAL @ DEN,2022-01-15,L,12,4,2,3,66.7,0,0,,0,0,,1,2,3,2,0,0,1,1,201599,DeAndre Jordan
2730,1610612747,0022100649,LAL @ DEN,2022-01-15,L,21,13,6,8,75.0,0,1,0.0,1,2,50.0,3,0,3,1,1,1,0,3,2730,Dwight Howard
1630245,1610612741,0022100647,CHI @ BOS,2022-01-15,L,40,21,9,10,90.0,3,3,100.0,0,0,,1,3,4,10,1,0,0,2,1630245,Ayo Dosunmu
1629684,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,14,3,1,2,50.0,1,2,50.0,0,0,,0,1,1,1,0,0,0,1,1629684,Grant Williams
1629057,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,35,14,5,8,62.5,0,0,,4,4,100.0,4,9,13,6,3,0,2,2,1629057,Robert Williams III
1628972,1610612741,0022100647,CHI @ BOS,2022-01-15,L,13,2,1,2,50.0,0,1,0.0,0,0,,2,1,3,1,2,1,0,2,1628972,Troy Brown Jr.
1628035,1610612741,0022100647,CHI @ BOS,2022-01-15,L,27,4,2,6,33.3,0,1,0.0,0,2,0.0,1,2,3,1,0,0,0,4,1628035,Alfonzo McKinnie
1627759,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,36,19,8,19,42.1,0,5,0.0,3,4,75.0,2,5,7,4,1,4,0,2,1627759,Jaylen Brown
203471,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,36,16,6,9,66.7,1,1,100.0,3,4,75.0,1,5,6,8,1,1,0,1,203471,Dennis Schroder
202696,1610612741,0022100647,CHI @ BOS,2022-01-15,L,35,27,12,20,60.0,2,7,28.6,1,1,100.0,1,5,6,6,1,2,1,1,202696,Nikola Vucevic
202683,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,8,5,2,2,100.0,0,0,,1,1,100.0,1,0,1,0,0,0,0,1,202683,Enes Freedom
201143,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,30,15,7,11,63.6,1,3,33.3,0,0,,4,4,8,1,1,0,1,3,201143,Al Horford
201942,1610612741,0022100647,CHI @ BOS,2022-01-15,L,37,23,7,20,35.0,0,0,,9,9,100.0,1,7,8,7,2,0,1,1,201942,DeMar DeRozan
1626196,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,29,13,5,9,55.6,3,5,60.0,0,0,,1,0,1,2,0,1,1,2,1626196,Josh Richardson
1628369,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,40,23,8,24,33.3,1,5,20.0,6,6,100.0,4,8,12,4,4,0,2,2,1628369,Jayson Tatum
1628396,1610612741,0022100647,CHI @ BOS,2022-01-15,L,13,6,3,3,100.0,0,0,,0,0,,0,2,2,0,0,0,0,1,1628396,Tony Bradley
1629632,1610612741,0022100647,CHI @ BOS,2022-01-15,L,39,19,7,16,43.8,5,10,50.0,0,0,,0,3,3,5,0,0,1,4,1629632,Coby White
1629744,1610612741,0022100647,CHI @ BOS,2022-01-15,L,17,5,2,5,40.0,1,4,25.0,0,0,,1,1,2,0,0,0,0,2,1629744,Matt Thomas
1630202,1610612738,0022100647,BOS vs. CHI,2022-01-15,W,12,6,2,6,33.3,2,5,40.0,0,0,,0,1,1,1,1,0,0,1,1630202,Payton Pritchard
1630792,1610612741,0022100647,CHI @ BOS,2022-01-15,L,18,5,1,5,20.0,1,3,33.3,2,3,66.7,0,1,1,1,0,0,0,2,1630792,Malcolm Hill
202704,1610612746,0022100648,LAC @ SAS,2022-01-15,L,25,7,3,14,21.4,1,6,16.7,0,1,0.0,0,2,2,4,1,1,0,0,202704,Reggie Jackson
202694,1610612746,0022100648,LAC @ SAS,2022-01-15,L,37,15,6,17,35.3,3,7,42.9,0,0,,0,6,6,5,2,1,0,3,202694,Marcus Morris Sr.
201587,1610612746,0022100648,LAC @ SAS,2022-01-15,L,27,13,4,9,44.4,1,4,25.0,4,5,80.0,1,6,7,1,3,1,0,4,201587,Nicolas Batum
202339,1610612746,0022100648,LAC @ SAS,2022-01-15,L,26,7,3,11,27.3,1,5,20.0,0,0,,1,4,5,5,4,2,1,4,202339,Eric Bledsoe
203926,1610612759,0022100648,SAS vs. LAC,2022-01-15,W,23,4,1,5,20.0,0,3,0.0,2,3,66.7,0,0,0,1,0,0,0,1,203926,Doug McDermott
1627749,1610612759,0022100648,SAS vs. LAC,2022-01-15,W,36,18,8,17,47.1,0,3,0.0,2,2,100.0,1,6,7,9,3,3,0,0,1627749,Dejounte Murray
1629022,1610612759,0022100648,SAS vs. LAC,2022-01-15,W,20,10,4,11,36.4,1,5,20.0,1,2,50.0,0,1,1,0,1,0,1,2,1629022,Lonnie Walker IV
