,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Milwaukee Bucks,73,56,17,0.767,48.2,118.7,43.3,90.9,47.6,13.8,38.9,35.5,18.3,24.7,74.2,9.5,42.2,51.7,25.9,15.1,7.2,5.9,4.5,19.6,21.7,10.1,1610612749
1,2,Toronto Raptors,72,53,19,0.736,48.3,112.8,40.2,87.9,45.8,13.8,37.0,37.4,18.5,23.2,79.6,9.5,35.9,45.4,25.2,14.8,8.8,5.0,5.5,21.7,20.4,6.2,1610612761
2,3,Los Angeles Lakers,71,52,19,0.732,48.1,113.4,42.3,88.3,48.0,11.0,31.6,34.9,17.7,24.3,72.9,10.7,35.1,45.7,25.4,15.2,8.6,6.6,3.7,20.7,21.7,5.8,1610612747
3,4,LA Clippers,72,49,23,0.6809999999999999,48.3,116.3,41.6,89.2,46.6,12.4,33.5,37.1,20.8,26.3,79.1,10.7,37.0,47.7,23.7,14.6,7.1,4.7,4.7,22.1,22.9,6.4,1610612746
4,5,Boston Celtics,72,48,24,0.667,48.4,113.7,41.3,89.6,46.1,12.6,34.5,36.4,18.6,23.2,80.1,10.7,35.4,46.1,23.0,13.8,8.3,5.6,5.5,21.6,20.7,6.3,1610612738
5,6,Denver Nuggets,73,46,27,0.63,48.6,111.3,42.0,88.9,47.3,11.0,30.6,35.9,16.2,20.9,77.7,10.8,33.4,44.1,26.7,13.8,8.0,4.6,4.4,20.3,20.5,2.1,1610612743
6,7,Indiana Pacers,73,45,28,0.616,48.3,109.4,42.1,88.5,47.6,10.2,28.0,36.3,15.0,19.1,78.7,8.7,34.1,42.8,25.9,13.2,7.4,5.2,4.6,19.8,18.8,2.0,1610612754
7,8,Houston Rockets,72,44,28,0.611,48.3,117.8,40.8,90.4,45.1,15.6,45.3,34.5,20.6,26.1,79.1,9.8,34.5,44.3,21.6,14.7,8.7,5.2,4.9,21.8,21.0,3.0,1610612745
8,8,Oklahoma City Thunder,72,44,28,0.611,48.4,110.4,40.0,85.5,46.8,10.7,30.2,35.5,19.8,24.8,79.6,8.2,34.7,42.9,21.7,13.7,7.6,4.9,4.0,19.3,22.8,2.0,1610612760
9,8,Utah Jazz,72,44,28,0.611,48.2,111.3,40.1,85.1,47.1,13.4,35.2,38.0,17.8,22.8,77.9,9.1,35.8,44.9,22.4,15.1,6.1,4.1,4.6,20.4,20.8,2.5,1610612762
