Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83.0,5.2,10.8,48.0,1.4040000000000001,0.51,81,81.0,37.5,20.5,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,1.3,17.74,BOS
Ray Allen,SG,6.3,13.2,48.0,2.5,6.2,40.9,3.0,3.2,95.2,3.8,7.0,54.2,1.379,0.58,79,79.0,36.4,18.2,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,1.6,17.34,BOS
Kevin Garnett,PF,6.9,13.0,53.1,0.0,0.1,25.0,1.9,2.3,84.1,6.9,12.8,53.4,1.215,0.53,57,57.0,31.1,15.8,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,1.6,21.32,BOS
Rajon Rondo,PG,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,4.6,8.9,51.8,1.256,0.51,80,80.0,33.0,11.9,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4,3.2,18.9,BOS
Eddie House,SG,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,1.2,2.7,44.5,1.234,0.58,81,0.0,18.3,8.5,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,1.7,15.44,BOS
Kendrick Perkins,C,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,3.6,6.3,58.0,1.3559999999999999,0.58,76,76.0,29.6,8.5,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3,0.6,13.29,BOS
Tony Allen,SG,3.0,6.2,48.2,0.1,0.6,22.2,1.7,2.4,72.5,2.8,5.6,51.0,1.264,0.49,46,2.0,19.3,7.8,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,0.9,12.96,BOS
Leon Powe,PF,2.5,4.8,52.4,0.0,0.0,0.0,2.6,3.8,68.9,2.5,4.8,52.4,1.5919999999999999,0.52,70,7.0,17.5,7.7,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,0.6,17.25,BOS
Glen Davis,PF,2.6,5.9,44.2,0.0,0.1,40.0,1.7,2.3,73.0,2.6,5.9,44.3,1.178,0.44,76,16.0,21.5,7.0,1.6,2.4,4.0,0.9,0.7,0.3,0.9,3.0,1.0,10.77,BOS
Mikki Moore,C,2.1,3.5,60.0,0.0,0.0,0.0,0.6,0.8,73.7,2.1,3.5,60.0,1.365,0.6,24,0.0,19.0,4.8,1.3,3.1,4.4,1.0,0.2,0.2,0.9,4.0,1.2,9.34,BOS
