,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Tracy McGrady,ORL,24,75,39,36,39.3,32.1,11.1,24.2,45.7,2.3,6.0,38.6,7.7,9.7,79.3,1.6,4.9,6.5,5.5,2.6,1.7,0.8,2.1,52.8,19,1,2.7,1503,1610612753
1,2,Kobe Bryant,LAL,24,82,50,32,41.5,30.0,10.6,23.5,45.1,1.5,4.0,38.3,7.3,8.7,84.3,1.3,5.6,6.9,5.9,3.5,2.2,0.8,2.7,52.6,23,5,3.2,977,1610612747
2,3,Allen Iverson,PHI,28,82,48,34,42.5,27.6,9.8,23.7,41.4,1.0,3.7,27.7,7.0,9.0,77.4,0.8,3.4,4.2,5.5,3.5,2.7,0.2,1.8,46.1,6,0,2.2,947,1610612755
3,4,Shaquille O'Neal,LAL,31,67,45,22,37.8,27.5,10.4,18.1,57.4,0.0,0.0,0.0,6.7,10.8,62.2,3.9,7.2,11.1,3.1,2.9,0.6,2.4,3.4,51.3,46,0,5.4,406,1610612747
4,5,Paul Pierce,BOS,25,79,42,37,39.2,25.9,8.4,20.2,41.6,1.5,4.9,30.2,7.6,9.5,80.2,1.3,6.0,7.3,4.4,3.6,1.8,0.8,2.9,45.3,20,1,1.6,1718,1610612738
5,6,Dirk Nowitzki,DAL,25,80,59,21,39.0,25.1,8.6,18.6,46.3,1.9,4.9,37.9,6.0,6.9,88.1,1.0,8.9,9.9,3.0,1.9,1.4,1.0,2.6,46.8,41,0,9.7,1717,1610612742
6,7,Tim Duncan,SAS,27,81,60,21,39.3,23.3,8.8,17.2,51.3,0.1,0.3,27.3,5.6,7.8,71.0,3.2,9.7,12.9,3.9,3.1,0.7,2.9,2.9,52.3,58,1,6.8,1495,1610612759
7,8,Chris Webber,SAC,30,67,49,18,39.1,23.0,9.9,21.4,46.1,0.1,0.3,23.8,3.2,5.3,60.7,2.4,8.1,10.5,5.4,3.2,1.6,1.3,3.0,49.3,45,3,6.0,185,1610612758
8,9,Kevin Garnett,MIN,27,82,51,31,40.5,23.0,9.1,18.1,50.2,0.2,0.9,28.2,4.6,6.1,75.1,3.0,10.5,13.4,6.0,2.8,1.4,1.6,2.4,54.2,68,6,5.1,708,1610612750
9,10,Ray Allen,SEA,27,76,42,34,37.9,22.5,7.9,17.9,43.9,2.6,7.0,37.7,4.2,4.5,91.6,1.2,3.8,5.0,4.4,2.6,1.4,0.2,2.9,37.2,3,1,2.2,951,1610612760
10,11,Allan Houston,NYK,32,82,37,45,37.9,22.5,8.0,17.9,44.5,2.2,5.5,39.6,4.4,4.8,91.9,0.3,2.5,2.8,2.7,2.2,0.7,0.1,2.3,30.0,0,0,-0.4,275,1610612752
11,12,Stephon Marbury,PHX,26,81,44,37,40.1,22.3,8.3,18.9,43.9,1.1,3.7,30.1,4.6,5.8,80.3,0.7,2.6,3.2,8.1,3.2,1.3,0.2,2.5,39.8,23,0,1.3,950,1610612756
12,13,Antawn Jamison,GSW,27,82,38,44,39.4,22.2,8.4,17.9,47.0,0.8,2.5,31.1,4.6,5.8,78.9,2.4,4.7,7.0,1.9,2.2,0.9,0.5,2.4,35.8,18,0,-1.4,1712,1610612744
13,14,Jalen Rose,CHI,30,82,30,52,40.9,22.1,7.8,19.3,40.6,1.6,4.4,37.0,4.9,5.7,85.4,0.8,3.5,4.3,4.8,3.5,0.9,0.3,3.3,34.5,7,1,-4.8,147,1610612741
14,15,Jamal Mashburn,NOH,30,82,47,35,40.6,21.6,8.2,19.3,42.2,1.5,3.7,38.9,3.8,4.5,84.8,0.8,5.3,6.1,5.6,2.8,1.0,0.2,2.4,38.2,11,2,1.9,469,1610612740
15,16,Jerry Stackhouse,WAS,28,70,31,39,39.3,21.5,7.0,17.2,40.9,1.0,3.5,29.0,6.5,7.4,87.8,0.9,2.8,3.7,4.5,2.8,0.9,0.4,1.9,34.0,5,0,-0.3,711,1610612764
16,17,Shawn Marion,PHX,25,81,43,38,41.7,21.2,8.2,18.1,45.2,1.7,4.5,38.7,3.1,3.6,85.1,2.5,7.1,9.5,2.4,1.9,2.3,1.2,2.6,44.7,38,0,0.7,1890,1610612756
17,18,Steve Francis,HOU,26,81,42,39,41.0,21.0,7.0,16.2,43.5,1.0,3.0,35.4,5.9,7.3,80.0,2.0,4.2,6.2,6.2,3.7,1.7,0.5,3.1,40.8,12,1,2.3,1883,1610612745
18,19,Glenn Robinson,ATL,30,69,26,43,37.6,20.8,7.8,18.1,43.2,1.3,3.8,34.2,3.9,4.4,87.6,1.2,5.4,6.6,3.0,3.6,1.3,0.4,2.7,34.7,9,0,-2.6,299,1610612737
19,20,Jermaine O'Neal,IND,24,77,44,33,37.2,20.8,7.9,16.4,48.4,0.1,0.3,33.3,4.8,6.6,73.1,2.6,7.7,10.3,2.0,2.3,0.9,2.3,3.6,43.4,43,1,2.4,979,1610612754
20,21,Ricky Davis,CLE,23,79,16,63,39.7,20.6,7.6,18.6,41.0,0.9,2.6,36.3,4.4,5.9,74.8,1.2,3.7,4.9,5.5,3.5,1.6,0.5,2.3,37.4,11,0,-8.1,1729,1610612739
21,22,Karl Malone,UTA,39,81,47,34,36.2,20.6,7.3,15.9,46.2,0.0,0.2,21.4,5.9,7.7,76.3,1.4,6.4,7.8,4.7,2.6,1.7,0.4,2.5,40.5,21,0,2.1,252,1610612762
