,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Kobe Bryant,LAL,24,12,6,6,44.2,32.1,11.4,26.4,43.2,2.1,5.2,40.3,7.2,8.7,82.7,1.3,3.8,5.1,5.2,3.5,1.2,0.1,2.9,46.2,0,0,1.7
1,2,Tracy McGrady,ORL,24,7,3,4,44.1,31.7,10.6,23.6,44.8,2.3,6.7,34.0,8.3,10.7,77.3,1.4,5.3,6.7,4.7,3.7,2.0,0.9,2.3,51.7,1,0,-7.0
2,3,Allen Iverson,PHI,28,12,6,6,46.4,31.7,11.4,27.4,41.6,1.6,4.6,34.5,7.3,9.8,73.7,0.9,3.4,4.3,7.4,3.9,2.4,0.1,2.1,51.6,2,0,0.3
3,4,Paul Pierce,BOS,25,10,4,6,44.5,27.1,7.7,19.3,39.9,1.6,4.5,35.6,10.1,11.7,86.3,1.1,7.9,9.0,6.7,4.4,2.1,0.8,3.8,52.3,6,1,-1.3
4,5,Kevin Garnett,MIN,27,6,2,4,44.1,27.0,11.8,23.0,51.4,0.5,1.5,33.3,2.8,4.7,60.7,1.8,13.8,15.7,5.2,3.0,1.7,1.7,3.8,60.6,6,0,-5.2
5,5,Shaquille O'Neal,LAL,31,12,6,6,40.0,27.0,10.1,18.8,53.5,0.0,0.0,0.0,6.8,11.0,62.1,5.3,9.6,14.8,3.7,2.9,0.6,2.8,2.8,57.6,12,0,2.2
6,7,Dirk Nowitzki,DAL,25,17,9,8,42.5,25.3,8.8,18.4,47.9,1.6,3.6,44.3,6.1,6.6,91.2,0.9,10.6,11.5,2.2,2.4,1.2,0.9,3.1,46.6,14,0,-0.3
7,8,Jamal Mashburn,NOH,30,4,1,3,40.4,24.8,8.5,19.8,43.0,1.5,3.8,40.0,6.3,8.8,71.4,0.0,3.5,3.5,5.3,2.5,1.0,0.3,1.0,38.1,0,0,-6.0
8,9,Tim Duncan,SAS,27,24,16,8,42.6,24.7,9.1,17.2,52.9,0.0,0.3,0.0,6.5,9.7,67.7,4.0,11.4,15.4,5.3,3.2,0.6,3.3,3.3,59.7,22,2,7.7
9,10,Chris Webber,SAC,30,7,5,2,35.1,23.7,9.6,19.3,49.6,0.0,0.4,0.0,4.6,7.0,65.3,2.6,5.7,8.3,3.6,3.3,1.4,1.1,3.6,43.4,4,0,6.3
10,11,Troy Hudson,MIN,27,6,2,4,36.8,23.5,7.3,17.7,41.5,2.8,6.5,43.6,6.0,6.3,94.7,0.2,1.8,2.0,5.5,2.7,1.3,0.0,0.8,35.5,1,0,-3.3
11,12,Peja Stojakovic,SAC,26,12,7,5,40.5,23.1,8.1,16.8,48.0,2.7,5.8,45.7,4.3,5.0,85.0,1.4,5.5,6.9,2.5,1.0,0.8,0.4,2.8,37.9,2,0,6.3
12,13,Jermaine O'Neal,IND,24,6,2,4,45.4,22.8,7.2,15.3,46.7,0.0,0.5,0.0,8.5,10.8,78.5,4.0,13.5,17.5,0.7,3.0,0.5,3.0,3.7,52.3,5,0,-2.3
13,14,Richard Hamilton,DET,25,17,8,9,38.7,22.5,7.9,17.8,44.2,0.5,1.6,33.3,6.2,6.9,90.6,1.1,2.8,3.9,2.6,3.4,0.8,0.1,3.0,30.3,0,0,1.5
14,15,Stephon Marbury,PHX,26,6,2,4,45.4,22.0,8.5,22.7,37.5,0.8,3.7,22.7,4.2,5.5,75.8,1.0,3.0,4.0,5.7,3.8,1.2,0.0,4.3,35.0,1,0,-6.2
15,16,Baron Davis,NOH,24,5,2,3,38.8,20.4,7.4,16.6,44.6,2.4,7.0,34.3,3.2,4.4,72.7,0.8,2.8,3.6,8.4,3.0,1.4,0.4,4.0,39.7,1,0,3.4
16,17,Jason Kidd,NJN,30,20,14,6,42.6,20.1,6.9,17.1,40.2,1.7,5.2,32.7,4.7,5.7,82.5,1.8,5.9,7.7,8.2,4.0,1.8,0.2,2.3,43.6,9,1,4.0
17,18,Karl Malone,UTA,39,5,1,4,38.2,19.6,6.8,16.8,40.5,0.0,0.2,0.0,6.0,8.2,73.2,1.4,5.4,6.8,4.0,4.0,1.6,0.4,3.0,35.8,1,0,-6.2
18,19,Nick Van Exel,DAL,31,20,10,10,33.7,19.5,7.5,16.3,46.0,2.2,5.6,39.3,2.3,3.2,70.3,0.9,2.5,3.4,4.1,2.0,0.6,0.0,2.4,29.5,0,0,-1.5
19,20,Bonzi Wells,POR,26,7,3,4,38.3,19.0,7.0,17.7,39.5,1.3,4.3,30.0,3.7,5.6,66.7,2.0,4.9,6.9,3.7,3.0,2.1,0.4,4.3,37.5,1,0,1.1
20,20,Metta World Peace,IND,23,6,2,4,42.1,19.0,5.8,15.0,38.9,2.0,5.2,38.7,5.3,6.7,80.0,1.8,4.0,5.8,2.2,2.7,2.5,1.0,4.2,37.1,1,0,-5.2
21,22,Kenyon Martin,NJN,25,20,14,6,38.8,18.9,7.5,16.5,45.3,0.1,0.6,9.1,4.0,5.7,69.3,2.5,6.9,9.4,2.9,2.9,1.5,1.6,4.6,40.5,8,0,4.2
22,23,Gary Payton,MIL,34,6,2,4,41.9,18.5,8.0,18.7,42.9,0.2,2.5,6.7,2.3,3.3,70.0,0.7,2.3,3.0,8.7,2.2,1.3,0.2,3.0,37.4,1,0,-3.7
23,23,Shawn Marion,PHX,25,6,2,4,47.1,18.5,6.7,17.8,37.4,1.5,4.7,32.1,3.7,4.3,84.6,3.5,8.2,11.7,2.0,2.2,1.8,1.8,2.8,44.3,3,0,-2.8
24,25,Michael Finley,DAL,30,20,10,10,41.0,18.3,6.6,15.1,43.5,2.4,5.7,41.2,2.9,3.3,86.4,1.3,4.5,5.8,3.0,1.6,1.3,0.6,2.3,33.9,1,0,-1.8
25,26,Chauncey Billups,DET,26,14,6,8,34.6,18.0,5.1,13.6,37.4,1.9,6.0,31.0,6.0,6.4,93.3,0.3,3.1,3.4,4.7,2.4,0.6,0.1,2.7,29.0,1,0,3.0
26,27,Tim Thomas,MIL,26,6,2,4,31.9,17.8,6.0,13.0,46.2,2.0,3.5,57.1,3.8,5.3,71.9,1.3,3.5,4.8,1.3,1.3,0.5,1.0,4.5,28.8,1,0,-0.5
27,28,Rasheed Wallace,POR,28,7,3,4,37.1,17.4,6.3,13.9,45.4,2.0,5.0,40.0,2.9,4.0,71.4,1.4,3.7,5.1,2.6,0.9,0.6,0.7,3.7,30.5,0,0,2.0
28,29,Antoine Walker,BOS,26,10,4,6,43.9,17.3,7.3,17.6,41.5,1.6,4.5,35.6,1.1,2.2,50.0,2.0,6.7,8.7,4.3,3.7,1.7,0.4,4.4,36.8,2,0,1.0
29,30,Sam Cassell,MIL,33,6,2,4,36.1,17.2,6.5,13.8,47.0,1.8,3.5,52.4,2.3,2.5,93.3,0.5,2.7,3.2,2.7,2.8,0.5,0.2,3.3,24.1,0,0,-4.0
30,31,Steve Nash,DAL,29,20,10,10,36.4,16.1,5.8,12.9,44.7,1.9,3.8,48.7,2.8,3.2,87.3,0.8,2.8,3.5,7.3,2.6,0.9,0.1,2.4,31.3,3,0,-0.7
31,32,Tony Delk,BOS,29,10,4,6,36.8,15.8,5.4,11.4,47.4,2.2,4.9,44.9,2.8,3.2,87.5,0.5,4.2,4.7,3.6,1.3,1.2,0.4,2.4,30.3,0,0,2.7
32,33,Damon Stoudamire,POR,29,7,3,4,33.3,15.3,5.1,11.3,45.6,2.1,4.4,48.4,2.9,3.0,95.2,1.0,4.1,5.1,5.6,1.7,0.9,0.3,3.1,31.5,1,0,3.1
33,34,Toni Kukoc,MIL,34,6,2,4,30.9,14.8,5.3,10.8,49.2,1.8,4.8,37.9,2.3,3.3,70.0,1.0,3.2,4.2,3.7,1.8,2.2,0.2,2.0,30.5,0,0,-5.3
34,35,Matt Harpring,UTA,27,5,1,4,31.3,14.8,6.0,12.4,48.4,0.2,1.4,14.3,2.6,3.2,81.3,1.8,3.6,5.4,1.0,1.6,1.0,0.2,4.6,24.8,0,0,-3.6
35,36,Tony Parker,SAS,21,24,16,8,33.9,14.7,5.6,14.0,40.3,0.6,2.3,26.8,2.8,3.9,71.3,0.3,2.4,2.8,3.5,2.0,0.9,0.1,2.1,24.4,0,0,0.8
36,37,Wally Szczerbiak,MIN,26,6,2,4,42.0,14.5,4.8,10.2,47.5,0.5,2.3,21.4,4.3,5.0,86.7,1.0,4.0,5.0,2.2,3.0,1.0,0.2,3.2,24.3,0,0,-7.8
37,38,Bobby Jackson,SAC,30,12,7,5,27.6,14.3,5.3,11.5,45.7,1.3,3.6,34.9,2.6,2.9,88.6,0.9,3.6,4.5,3.3,1.4,1.0,0.1,1.8,26.6,1,0,-2.7
38,39,Amar'e Stoudemire,PHX,20,6,2,4,34.0,14.2,5.7,10.8,52.3,0.2,0.2,100.0,2.7,4.7,57.1,2.7,5.2,7.8,1.2,3.2,1.7,1.5,4.7,31.7,2,0,-1.5
39,40,Richard Jefferson,NJN,23,20,14,6,35.7,14.1,5.5,11.6,47.6,0.0,0.2,0.0,3.1,4.3,71.8,1.5,4.9,6.4,2.4,2.3,0.8,0.2,3.4,25.9,2,0,4.4
40,41,Drew Gooden,ORL,21,7,3,4,33.2,14.0,5.1,12.9,40.0,0.0,0.4,0.0,3.7,5.1,72.2,4.0,8.7,12.7,0.6,1.7,0.4,0.9,3.3,32.3,5,0,-5.3
41,42,Zach Randolph,POR,21,7,3,4,29.3,13.9,4.6,8.7,52.5,0.0,0.0,0.0,4.7,5.3,89.2,3.1,5.6,8.7,1.6,1.9,0.4,0.3,2.4,27.0,3,0,4.0
42,43,Derrick Coleman,PHI,36,12,6,6,37.4,13.6,4.9,9.8,50.0,0.3,0.8,40.0,3.4,3.9,87.2,2.4,5.6,8.0,2.0,1.4,0.6,1.3,3.0,30.5,4,0,2.9
43,44,David Wesley,NOH,32,6,2,4,31.0,13.2,4.8,12.0,40.3,2.3,5.7,41.2,1.2,1.2,100.0,0.2,1.0,1.2,2.2,2.5,0.8,0.2,3.8,18.3,0,0,-3.0
44,45,Desmond Mason,MIL,25,6,2,4,34.0,13.0,4.7,9.2,50.9,0.0,0.7,0.0,3.7,5.2,71.0,1.0,6.0,7.0,0.8,1.2,1.0,0.7,3.2,26.5,1,0,-0.3
45,46,Stephen Jackson,SAS,25,24,16,8,33.8,12.8,4.5,10.9,41.4,1.6,4.7,33.6,2.2,2.8,80.3,0.8,3.3,4.1,2.7,2.8,1.4,0.4,2.2,24.2,1,0,2.0
46,47,Derek Fisher,LAL,28,12,6,6,35.4,12.8,4.4,8.5,52.0,2.4,3.9,61.7,1.5,1.8,81.8,0.4,2.6,3.0,1.8,1.5,1.5,0.1,3.3,22.4,0,0,-1.0
47,48,Anfernee Hardaway,PHX,31,6,2,4,40.7,12.7,4.5,11.7,38.6,1.5,4.2,36.0,2.2,3.0,72.2,1.5,4.5,6.0,4.3,2.2,2.2,0.8,4.3,33.2,1,0,0.8
48,48,Mike Bibby,SAC,25,12,7,5,33.5,12.7,4.8,11.3,42.2,0.9,3.3,28.2,2.3,2.8,79.4,0.7,1.9,2.6,5.0,1.5,1.2,0.4,2.6,26.5,0,0,1.1
49,50,Andrei Kirilenko,UTA,22,5,1,4,29.0,11.6,3.6,8.6,41.9,0.2,1.4,14.3,4.2,4.8,87.5,1.6,3.2,4.8,1.4,1.2,0.6,2.0,1.2,26.1,0,0,-4.4
50,51,Eric Snow,PHI,30,12,6,6,34.6,11.5,3.6,8.5,42.2,0.1,0.8,10.0,4.3,4.8,87.9,0.8,2.6,3.3,5.6,2.5,1.5,0.0,3.9,25.9,2,0,4.3
51,51,Jamaal Magloire,NOH,25,6,2,4,31.2,11.5,3.7,8.2,44.9,0.0,0.0,0.0,4.2,5.5,75.8,2.8,5.5,8.3,0.3,1.5,0.7,1.0,2.5,25.5,1,0,-3.2
52,53,Vlade Divac,SAC,35,12,7,5,26.3,11.4,4.3,7.6,56.0,0.0,0.0,0.0,2.9,4.3,67.3,2.5,3.3,5.8,2.3,1.3,0.7,0.9,3.2,25.1,1,0,2.8
53,54,Jim Jackson,SAC,32,12,7,5,24.8,11.3,4.1,8.2,50.0,1.1,2.3,46.4,2.0,2.6,77.4,1.3,2.6,3.9,1.2,1.4,0.7,0.3,2.8,19.0,1,0,-1.3
54,55,John Stockton,UTA,41,5,1,4,29.7,11.2,3.6,7.8,46.2,0.0,0.2,0.0,4.0,4.0,100.0,1.0,2.2,3.2,5.2,2.8,1.6,0.2,2.6,25.4,0,0,-8.4
55,56,Kerry Kittles,NJN,29,20,14,6,30.6,10.8,4.0,10.0,39.5,1.3,3.2,41.3,1.6,2.1,76.2,1.0,2.6,3.5,2.0,0.9,1.5,0.3,2.0,22.3,0,0,5.2
56,57,Kenny Thomas,PHI,25,12,6,6,32.6,10.6,4.5,8.4,53.5,0.0,0.0,0.0,1.6,2.4,65.5,3.5,5.8,9.3,0.9,1.6,0.7,0.4,3.5,24.8,5,0,-0.8
