,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Golden State Warriors,82,67,15,0.8170000000000001,48.1,110.0,41.6,87.0,47.8,10.8,27.0,39.8,16.0,20.8,76.8,10.4,34.3,44.7,27.4,14.5,9.3,6.0,3.6,19.9,18.8,10.1,1610612744
1,2,Atlanta Hawks,82,60,22,0.732,48.1,102.5,38.1,81.7,46.6,10.0,26.2,38.0,16.5,21.2,77.8,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,19.6,5.4,1610612737
2,3,Houston Rockets,82,56,26,0.6829999999999999,48.3,103.9,37.0,83.3,44.4,11.4,32.7,34.8,18.6,26.0,71.5,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,21.1,3.4,1610612745
3,3,Los Angeles Clippers,82,56,26,0.6829999999999999,48.1,106.7,39.4,83.3,47.3,10.1,26.9,37.6,17.9,25.2,71.0,9.6,33.1,42.6,24.8,12.3,7.8,5.0,3.0,21.3,21.5,6.6,1610612746
4,5,Memphis Grizzlies,82,55,27,0.6709999999999999,48.5,98.3,37.8,82.5,45.8,5.2,15.2,33.9,17.6,22.8,77.3,10.4,32.1,42.6,21.7,13.3,8.5,4.2,5.2,19.1,20.3,3.2,1610612763
5,5,San Antonio Spurs,82,55,27,0.6709999999999999,48.7,103.2,39.1,83.6,46.8,8.3,22.5,36.7,16.7,21.4,78.0,9.8,33.8,43.6,24.4,14.0,8.0,5.4,4.4,19.1,19.7,6.2,1610612759
6,7,Cleveland Cavaliers,82,53,29,0.6459999999999999,48.2,103.1,37.7,82.2,45.8,10.1,27.5,36.7,17.7,23.6,75.1,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,20.5,4.5,1610612739
7,8,Portland Trail Blazers,82,51,31,0.622,48.4,102.8,38.7,86.0,45.0,9.8,27.2,36.2,15.5,19.4,80.1,10.7,35.1,45.9,21.9,13.6,6.4,4.5,3.6,18.2,18.7,4.2,1610612757
8,9,Chicago Bulls,82,50,32,0.61,48.5,100.8,36.6,82.9,44.2,7.9,22.3,35.3,19.7,25.2,78.3,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,21.2,3.0,1610612741
9,9,Dallas Mavericks,82,50,32,0.61,48.5,105.2,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5,31.8,42.3,22.5,13.0,8.1,4.5,3.8,20.0,22.1,2.9,1610612742
10,11,Toronto Raptors,82,49,33,0.598,48.4,104.0,37.9,83.3,45.5,8.9,25.1,35.2,19.3,24.6,78.7,10.7,30.8,41.5,20.7,12.9,7.5,4.4,5.0,20.9,20.3,3.1,1610612761
11,12,Washington Wizards,82,46,36,0.561,48.7,98.5,38.3,82.8,46.2,6.1,16.8,36.0,15.9,21.4,74.2,10.5,34.2,44.7,24.0,15.0,7.3,4.6,4.3,20.8,19.6,0.7,1610612764
12,13,New Orleans Pelicans,82,45,37,0.5489999999999999,48.2,99.4,37.9,82.9,45.7,7.1,19.3,37.0,16.4,21.8,75.1,11.5,32.0,43.5,22.0,13.3,6.7,6.2,5.8,18.7,18.7,0.8,1610612740
13,13,Oklahoma City Thunder,82,45,37,0.5489999999999999,48.4,104.0,38.8,86.8,44.7,7.7,22.7,33.9,18.6,24.6,75.4,12.8,34.7,47.5,20.5,14.7,7.3,5.5,4.6,22.3,20.4,2.2,1610612760
14,15,Milwaukee Bucks,82,41,41,0.5,48.6,97.8,37.6,82.0,45.9,6.6,18.3,36.3,16.0,21.1,75.7,10.7,31.4,42.1,23.6,16.7,9.6,4.9,4.8,22.1,20.1,0.4,1610612749
15,16,Boston Celtics,82,40,42,0.488,48.5,101.4,38.9,87.9,44.3,8.0,24.6,32.7,15.4,20.5,75.4,11.1,32.7,43.8,24.5,13.8,8.2,3.6,5.3,21.2,18.8,0.2,1610612738
16,17,Phoenix Suns,82,39,43,0.47600000000000003,48.5,102.4,38.8,85.8,45.2,8.5,25.0,34.1,16.4,21.5,76.0,10.9,32.2,43.2,20.2,15.1,8.5,4.7,4.1,21.3,20.3,-0.9,1610612756
17,18,Brooklyn Nets,82,38,44,0.46299999999999997,48.6,98.0,37.4,83.0,45.1,6.6,19.9,33.1,16.6,22.2,74.8,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,20.0,-2.9,1610612751
18,18,Indiana Pacers,82,38,44,0.46299999999999997,48.4,97.3,36.6,83.2,43.9,7.5,21.2,35.2,16.7,22.2,75.6,10.4,34.4,44.9,21.4,14.0,6.2,4.6,4.7,21.2,21.4,0.3,1610612754
19,18,Utah Jazz,82,38,44,0.46299999999999997,48.1,95.1,35.4,79.2,44.7,7.4,21.7,34.3,17.0,23.5,72.1,12.0,31.9,44.0,19.9,15.3,7.6,6.0,4.7,19.3,19.6,0.2,1610612762
20,21,Miami Heat,82,37,45,0.451,48.1,94.7,35.2,77.2,45.6,6.8,20.2,33.5,17.5,23.7,74.1,9.1,30.0,39.1,19.8,14.8,7.8,4.5,4.4,20.0,20.9,-2.6,1610612748
21,22,Charlotte Hornets,82,33,49,0.402,48.5,94.2,35.5,84.5,42.0,6.1,19.1,31.8,17.0,22.8,74.8,10.0,34.1,44.1,20.2,11.9,6.1,5.5,5.4,18.2,20.8,-3.2,1610612766
