,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Golden State Warriors,21,16,5,0.762,48.7,103.3,38.2,84.2,45.3,11.4,30.5,37.4,15.5,22.1,69.9,11.6,34.0,45.6,24.5,14.6,8.0,5.8,4.7,22.4,20.9,7.8,1610612744
1,2,Cleveland Cavaliers,20,14,6,0.7,48.8,99.0,34.7,82.7,42.0,9.8,28.7,34.0,19.9,26.9,73.8,12.3,34.9,47.1,18.0,13.0,6.3,6.4,4.7,20.9,22.5,4.0,1610612739
2,3,Washington Wizards,10,6,4,0.6,48.5,101.1,37.3,84.5,44.1,9.4,23.3,40.3,17.1,23.7,72.2,11.6,35.6,47.2,23.1,14.5,7.1,5.3,4.8,20.0,21.9,3.9,1610612764
3,4,Memphis Grizzlies,11,6,5,0.545,48.0,94.7,35.7,84.1,42.5,4.4,14.0,31.2,18.9,22.7,83.2,10.5,32.9,43.5,20.4,11.0,8.6,4.1,5.6,19.4,20.4,-1.3,1610612763
4,5,Houston Rockets,17,9,8,0.529,48.0,108.2,37.4,83.4,44.8,9.5,27.5,34.4,24.0,36.7,65.4,10.9,34.8,45.7,21.9,15.5,8.4,5.5,5.4,23.4,27.2,-2.5,1610612745
5,6,Atlanta Hawks,16,8,8,0.5,48.6,98.0,36.9,85.6,43.1,9.1,28.6,31.7,15.2,19.4,78.1,9.8,33.9,43.7,23.8,12.7,8.5,4.9,4.3,19.7,19.2,-0.2,1610612737
6,6,Chicago Bulls,12,6,6,0.5,48.8,96.0,35.1,83.8,41.9,9.2,24.6,37.3,16.7,21.5,77.5,11.7,33.8,45.4,22.2,14.0,7.2,6.6,7.1,18.8,20.3,3.4,1610612741
7,6,Los Angeles Clippers,14,7,7,0.5,48.4,107.8,39.5,84.8,46.6,8.4,25.4,32.9,20.4,30.6,66.7,9.6,35.0,44.6,22.5,13.1,8.6,5.9,4.9,24.8,25.1,1.4,1610612746
8,9,San Antonio Spurs,7,3,4,0.429,48.7,103.4,38.3,85.3,44.9,9.6,26.1,36.6,17.3,25.4,68.0,11.7,34.7,46.4,24.1,12.1,6.1,4.7,6.1,24.9,20.9,0.4,1610612759
9,10,Brooklyn Nets,6,2,4,0.33299999999999996,48.8,96.3,36.2,83.2,43.5,8.5,24.0,35.4,15.5,20.8,74.4,9.5,35.0,44.5,21.7,14.3,7.5,3.3,4.7,19.0,18.5,-5.5,1610612751
10,10,Milwaukee Bucks,6,2,4,0.33299999999999996,49.7,88.5,34.2,88.2,38.8,5.5,18.2,30.3,14.7,20.8,70.4,12.2,31.5,43.7,20.3,13.2,10.8,6.7,7.0,21.2,18.8,-12.3,1610612749
11,12,Dallas Mavericks,5,1,4,0.2,48.0,110.0,41.6,92.0,45.2,7.6,24.4,31.1,19.2,25.2,76.2,13.6,33.8,47.4,21.2,14.2,7.0,4.6,5.2,27.2,24.6,-4.2,1610612742
12,12,Portland Trail Blazers,5,1,4,0.2,48.0,93.8,33.4,83.6,40.0,9.2,26.2,35.1,17.8,21.6,82.4,10.0,34.2,44.2,16.6,11.6,3.4,5.2,6.2,20.6,20.0,-6.8,1610612757
13,14,Boston Celtics,4,0,4,0.0,48.0,94.8,34.8,82.8,42.0,5.5,21.5,25.6,19.8,25.5,77.5,10.0,30.8,40.8,20.0,13.5,5.3,3.8,7.8,26.8,23.3,-9.3,1610612738
14,14,New Orleans Pelicans,4,0,4,0.0,49.3,100.8,38.0,84.3,45.1,6.8,21.3,31.8,18.0,22.3,80.9,10.8,31.3,42.0,23.3,13.5,7.5,5.8,6.3,23.8,19.8,-8.0,1610612740
15,14,Toronto Raptors,4,0,4,0.0,49.3,96.3,36.8,88.3,41.6,7.5,25.0,30.0,15.3,21.3,71.8,8.8,29.8,38.5,19.5,12.0,7.5,2.3,6.5,25.0,20.5,-14.0,1610612761
