,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
93,94,Michael Beasley,HOU,27,20,10,10,18.1,12.8,5.4,10.3,52.2,0.2,0.5,33.3,1.9,2.5,77.6,1.5,3.5,4.9,0.8,1.2,0.6,0.5,2.0,21.6,1,0,-3.4
94,95,DeAndre Jordan,LAC,27,77,51,26,33.7,12.7,4.6,6.6,70.3,0.0,0.0,0.0,3.5,8.0,43.0,3.5,10.3,13.8,1.2,1.4,0.7,2.3,2.7,38.5,49,0,5.7
95,96,Michael Kidd-Gilchrist,CHA,22,7,5,2,29.2,12.7,4.7,8.7,54.1,0.4,1.0,42.9,2.9,4.1,69.0,1.7,4.7,6.4,1.3,1.1,0.4,0.4,1.3,23.8,2,0,8.3
96,97,Enes Freedom,OKC,24,82,55,27,21.0,12.7,5.0,8.8,57.6,0.1,0.3,47.6,2.4,3.1,79.7,3.0,5.1,8.1,0.4,1.4,0.3,0.4,2.0,23.7,25,0,1.5
97,98,Trevor Ariza,HOU,31,81,40,41,35.3,12.7,4.4,10.6,41.6,2.3,6.2,37.1,1.6,2.0,78.3,0.8,3.7,4.5,2.3,1.4,2.0,0.3,2.2,27.1,1,0,0.5
98,99,Ish Smith,PHI,27,77,16,61,29.1,12.6,5.2,12.6,41.1,0.7,2.2,32.9,1.6,2.3,69.3,0.6,3.4,4.0,6.5,2.3,1.1,0.3,1.7,29.2,12,0,-4.5
99,100,Serge Ibaka,OKC,26,78,54,24,32.1,12.6,5.3,11.1,47.9,0.8,2.4,32.6,1.2,1.6,75.2,1.8,5.0,6.8,0.8,1.4,0.5,1.9,2.7,27.8,9,0,6.8
100,101,Wesley Matthews,DAL,29,78,40,38,33.9,12.5,4.2,10.9,38.8,2.4,6.7,36.0,1.6,1.9,86.3,0.3,2.7,3.1,1.9,1.0,1.0,0.2,2.3,21.7,0,0,1.3
101,102,Kenneth Faried,DEN,26,67,26,41,25.3,12.5,5.2,9.3,55.8,0.0,0.0,50.0,2.0,3.3,61.3,3.5,5.2,8.7,1.2,1.4,0.5,0.9,2.5,27.4,21,0,-1.6
102,103,JR Smith,CLE,30,77,53,24,30.7,12.4,4.6,11.0,41.5,2.6,6.6,40.0,0.6,0.9,63.4,0.6,2.3,2.8,1.7,0.8,1.1,0.3,2.6,21.5,1,0,4.0
103,104,Luol Deng,MIA,31,74,45,29,32.4,12.3,4.6,10.1,45.5,1.2,3.5,34.4,2.0,2.6,75.5,1.5,4.5,6.0,1.9,1.1,1.0,0.4,1.6,25.4,13,0,0.3
104,105,Gary Harris,DEN,21,76,31,45,32.1,12.3,4.7,10.1,46.9,1.4,3.9,35.4,1.4,1.8,82.0,0.7,2.2,2.9,1.9,1.3,1.3,0.2,1.9,21.9,0,0,-2.8
105,106,Joe Johnson,MIA,35,81,31,50,33.4,12.2,4.7,10.6,43.9,1.5,3.9,38.3,1.5,1.8,83.1,0.6,3.0,3.6,3.9,2.0,0.8,0.0,1.8,22.9,3,0,-0.7
106,107,Mirza Teletovic,PHX,30,79,23,56,21.3,12.2,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2.0,77.4,0.7,3.1,3.8,1.1,1.1,0.4,0.3,2.0,19.4,2,0,-2.2
107,108,George Hill,IND,30,74,41,33,34.1,12.1,4.4,10.0,44.1,1.7,4.2,40.8,1.5,2.0,76.0,0.8,3.2,4.0,3.5,1.4,1.1,0.2,2.0,24.9,0,0,1.3
108,109,Al Jefferson,CHA,31,47,33,14,23.3,12.0,5.2,10.7,48.5,0.0,0.0,0.0,1.5,2.4,64.9,1.2,5.2,6.4,1.5,0.7,0.6,0.9,2.5,25.7,7,0,1.0
109,110,Markieff Morris,WAS,26,64,22,42,25.5,12.0,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,1.1,4.4,5.5,1.9,2.1,0.9,0.5,2.9,23.7,2,0,-1.4
110,111,Rajon Rondo,SAC,30,72,29,43,35.2,11.9,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58.0,1.1,5.0,6.0,11.7,3.9,2.0,0.1,2.4,39.1,37,6,-2.1
111,112,Tony Parker,SAS,34,72,59,13,27.5,11.9,4.9,9.9,49.3,0.4,0.9,41.5,1.8,2.4,76.0,0.2,2.2,2.4,5.3,1.8,0.8,0.2,1.6,23.6,3,0,5.7
112,113,Omri Casspi,SAC,28,69,27,42,27.3,11.8,4.3,9.0,48.1,1.6,4.0,40.9,1.5,2.3,64.8,0.8,5.1,5.9,1.4,1.4,0.8,0.2,2.2,22.8,6,0,0.1
113,114,Nikola Mirotic,CHI,25,66,37,29,24.9,11.8,3.8,9.2,40.7,2.0,5.2,39.0,2.2,2.7,80.7,0.9,4.6,5.5,1.5,1.5,0.9,0.7,2.3,23.8,5,0,0.6
114,115,CJ Miles,IND,29,64,34,30,22.9,11.8,4.0,9.9,40.9,2.2,6.0,36.7,1.5,1.9,75.0,0.4,2.3,2.7,1.0,1.1,0.8,0.5,2.2,19.3,0,0,0.0
115,116,Jeff Green,LAC,29,80,48,32,28.2,11.7,4.4,10.3,43.0,0.8,2.7,31.5,2.1,2.8,74.5,0.9,3.2,4.2,1.7,1.2,0.7,0.5,2.1,21.8,1,0,-0.5
116,117,Harrison Barnes,GSW,24,66,59,7,30.9,11.7,4.5,9.6,46.6,1.2,3.2,38.3,1.5,2.0,76.1,1.2,3.8,4.9,1.8,0.9,0.6,0.2,2.1,21.8,1,0,6.8
117,118,Jeremy Lin,CHA,27,78,47,31,26.3,11.7,3.8,9.3,41.2,1.0,2.9,33.6,3.1,3.7,81.5,0.5,2.7,3.2,3.0,1.9,0.7,0.5,2.1,22.1,1,0,1.1
118,119,Marvin Williams,CHA,30,81,47,34,28.9,11.7,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,1.6,4.9,6.4,1.4,0.8,0.7,1.0,1.6,25.7,10,0,3.1
119,120,Kent Bazemore,ATL,26,75,44,31,27.8,11.6,4.3,9.7,44.1,1.5,4.1,35.7,1.6,2.0,81.5,0.4,4.7,5.1,2.3,1.8,1.3,0.5,2.3,24.7,1,0,1.0
120,121,Otto Porter Jr.,WAS,23,75,36,39,30.3,11.6,4.5,9.6,47.3,1.3,3.6,36.7,1.3,1.7,75.4,1.3,3.9,5.2,1.6,0.9,1.4,0.4,2.2,24.8,5,0,0.6
