,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Kevin Durant,OKC,27,18,11,7,40.3,28.4,9.7,22.6,43.0,1.7,6.1,28.2,7.2,8.1,89.0,0.7,6.4,7.1,3.3,3.6,1.0,1.0,2.1,44.3,2,0,5.5
1,2,Paul George,IND,26,7,3,4,39.3,27.3,8.0,17.6,45.5,2.6,6.1,41.9,8.7,9.1,95.3,1.3,6.3,7.6,4.3,3.3,2.0,0.7,3.4,47.7,3,0,6.4
2,3,James Harden,HOU,26,5,1,4,38.6,26.6,8.2,20.0,41.0,2.6,8.4,31.0,7.6,9.0,84.4,1.4,3.8,5.2,7.6,5.2,2.4,0.2,2.6,46.8,2,0,-16.4
3,4,Damian Lillard,POR,25,11,5,6,39.8,26.5,8.1,22.0,36.8,3.8,9.7,39.3,6.5,7.1,91.0,1.1,3.2,4.3,6.3,3.0,1.3,0.3,2.1,42.6,2,0,-3.6
4,5,LeBron James,CLE,31,21,16,5,39.1,26.3,10.4,19.9,52.5,1.5,4.5,34.0,3.9,5.9,66.1,2.0,7.5,9.5,7.6,3.6,2.3,1.3,2.6,56.4,13,2,10.0
5,6,Russell Westbrook,OKC,27,18,11,7,37.4,26.0,8.8,21.8,40.5,1.9,5.8,32.4,6.4,7.8,82.9,2.3,4.6,6.9,11.0,4.3,2.6,0.1,2.4,54.4,15,1,6.6
6,7,Kyrie Irving,CLE,24,21,16,5,36.8,25.2,9.6,20.1,47.5,2.4,5.5,44.0,3.7,4.2,87.5,0.7,2.2,3.0,4.7,2.3,1.7,0.6,2.2,40.5,0,0,6.9
7,8,Stephen Curry,GSW,28,18,11,7,34.1,25.1,8.2,18.8,43.8,4.4,11.0,40.4,4.2,4.6,91.6,0.8,4.7,5.5,5.2,4.2,1.4,0.3,2.2,40.5,3,0,2.6
8,9,Klay Thompson,GSW,26,24,15,9,35.4,24.3,8.4,18.9,44.4,4.1,9.6,42.4,3.4,4.0,85.4,0.6,3.0,3.7,2.3,2.0,1.1,0.4,2.2,34.4,0,0,2.7
9,10,Isaiah Thomas,BOS,27,6,2,4,36.6,24.2,7.8,19.8,39.5,2.2,7.7,28.3,6.3,7.8,80.9,0.3,2.7,3.0,5.0,2.3,0.7,0.8,3.0,37.4,1,0,-6.0
