,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Allen Iverson,PHI,26,71,50,21,41.9,31.1,10.7,25.5,42.0,1.4,4.3,32.0,8.2,10.1,81.4,0.7,3.1,3.8,4.6,3.3,2.5,0.3,2.1,47.6,4,0,5.2
1,2,Jerry Stackhouse,DET,26,80,31,49,40.1,29.8,9.7,24.1,40.2,2.1,5.9,35.1,8.3,10.1,82.2,1.2,2.7,3.9,5.1,4.1,1.2,0.7,2.0,43.8,5,1,-0.8
2,3,Shaquille O'Neal,LAL,29,74,51,23,39.5,28.7,11.0,19.2,57.2,0.0,0.0,0.0,6.7,13.1,51.3,3.9,8.8,12.7,3.7,2.9,0.6,2.8,3.5,56.8,60,0,6.3
3,4,Kobe Bryant,LAL,22,68,45,23,41.0,28.5,10.3,22.2,46.4,0.9,2.9,30.5,7.0,8.2,85.3,1.5,4.3,5.9,5.0,3.2,1.7,0.6,3.3,46.7,10,2,5.4
4,5,Vince Carter,TOR,24,75,45,30,39.7,27.6,10.2,22.1,46.0,2.2,5.3,40.8,5.1,6.7,76.5,2.3,3.2,5.5,3.9,2.2,1.5,1.1,2.7,45.7,10,0,4.3
5,6,Chris Webber,SAC,28,70,48,22,40.5,27.1,11.2,23.4,48.1,0.0,0.4,7.1,4.6,6.6,70.3,2.6,8.5,11.1,4.2,2.8,1.3,1.7,3.2,53.0,50,1,5.3
6,7,Tracy McGrady,ORL,22,77,39,38,40.2,26.8,10.2,22.4,45.7,0.8,2.2,35.5,5.6,7.6,73.3,2.5,5.0,7.5,4.6,2.6,1.5,1.5,2.1,49.3,18,0,3.3
7,8,Paul Pierce,BOS,23,82,36,46,38.1,25.3,8.4,18.5,45.4,1.8,4.7,38.3,6.7,9.0,74.5,1.1,5.2,6.4,3.1,3.2,1.7,0.8,3.1,41.9,12,0,-0.9
8,9,Antawn Jamison,GSW,25,82,17,65,41.4,24.9,9.8,22.1,44.2,0.8,2.5,30.2,4.7,6.5,71.5,3.4,5.3,8.7,2.0,2.4,1.4,0.3,2.7,41.2,33,0,-6.8
9,10,Stephon Marbury,NJN,24,67,22,45,38.2,23.9,8.4,19.1,44.1,1.6,5.0,32.8,5.4,6.8,79.0,0.8,2.3,3.1,7.6,2.9,1.2,0.1,2.2,39.7,12,1,-3.9
10,11,Antoine Walker,BOS,24,81,35,46,41.9,23.4,8.8,21.2,41.3,2.7,7.4,36.7,3.1,4.3,71.6,1.9,7.0,8.9,5.5,3.7,1.7,0.6,3.1,45.5,38,5,-1.5
11,12,Karl Malone,UTA,37,81,52,29,35.7,23.2,8.3,16.6,49.8,0.0,0.1,40.0,6.6,8.3,79.3,1.4,6.9,8.3,4.5,3.0,1.1,0.8,2.7,42.5,27,0,4.7
12,13,Gary Payton,SEA,32,79,43,36,41.1,23.1,9.2,20.1,45.6,1.3,3.4,37.5,3.4,4.5,76.6,0.9,3.6,4.6,8.1,2.6,1.6,0.3,2.3,43.9,27,2,-0.2
