,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Chicago Bulls,21,15,6,0.7140000000000001,48.5,93.1,34.1,76.7,44.5,4.2,13.0,32.4,20.7,28.1,73.4,14.0,27.0,41.0,20.5,12.6,9.0,4.5,3.1,22.8,0.2,7.0,1610612741
1,2,Utah Jazz,20,13,7,0.65,48.5,89.0,33.4,73.4,45.5,3.3,9.4,35.3,19.0,25.5,74.5,9.7,30.1,39.8,22.3,14.4,6.5,4.9,5.5,26.0,0.3,2.1,1610612762
2,3,Indiana Pacers,16,10,6,0.625,48.3,91.8,32.0,69.6,46.0,5.4,14.5,37.5,22.3,29.4,76.0,9.3,26.0,35.3,19.1,14.6,7.2,4.9,3.6,24.8,0.2,2.3,1610612754
3,4,Los Angeles Lakers,13,7,6,0.5379999999999999,48.0,100.2,35.6,75.1,47.4,6.0,17.5,34.4,23.0,35.4,65.0,13.4,26.7,40.1,22.7,12.9,7.4,7.8,5.8,24.6,0.2,1.2,1610612747
4,5,Charlotte Hornets,9,4,5,0.444,48.0,82.8,33.1,72.9,45.4,3.6,11.1,32.0,13.0,19.0,68.4,9.1,27.0,36.1,21.2,14.1,6.4,2.8,4.4,21.6,0.3,-6.0,1610612766
5,5,San Antonio Spurs,9,4,5,0.444,48.6,91.8,33.3,72.1,46.2,3.9,12.9,30.2,21.2,30.8,69.0,11.0,32.6,43.6,17.3,14.4,5.7,7.0,4.3,22.1,0.2,3.2,1610612759
6,7,Houston Rockets,5,2,3,0.4,48.0,84.6,29.0,75.4,38.5,4.8,18.6,25.8,21.8,29.8,73.2,11.2,31.2,42.4,16.2,13.0,7.2,5.0,5.8,23.8,0.2,-6.8,1610612745
7,7,Miami Heat,5,2,3,0.4,48.0,87.4,30.0,69.6,43.1,7.2,20.0,36.0,20.2,29.6,68.2,8.2,28.6,36.8,16.4,13.6,6.8,3.8,1.4,25.4,0.4,-2.2,1610612748
8,7,Minnesota Timberwolves,5,2,3,0.4,48.0,90.2,33.2,79.8,41.6,7.4,19.6,37.8,16.4,20.4,80.4,13.6,25.8,39.4,23.2,14.0,7.4,3.6,3.8,22.6,0.6,-5.8,1610612750
9,7,New York Knicks,10,4,6,0.4,48.5,88.6,32.2,73.8,43.6,5.3,13.6,39.0,18.9,24.7,76.5,10.5,29.2,39.7,18.8,16.1,8.6,2.0,4.1,26.8,0.2,-2.2,1610612752
10,7,Seattle SuperSonics,10,4,6,0.4,48.0,95.2,35.6,78.3,45.5,6.6,19.2,34.4,17.4,23.1,75.3,12.7,26.1,38.8,22.0,12.7,8.7,4.3,6.2,23.5,0.3,-2.4,1610612760
11,12,Atlanta Hawks,4,1,3,0.25,48.0,87.5,32.8,73.0,44.9,6.8,18.0,37.5,15.3,22.3,68.5,11.0,29.0,40.0,17.0,12.8,7.8,4.8,2.8,23.5,0.0,1.5,1610612737
12,12,Cleveland Cavaliers,4,1,3,0.25,48.0,80.8,26.8,61.5,43.5,1.8,6.0,29.2,25.5,35.3,72.3,10.0,24.5,34.5,18.5,18.3,8.5,3.0,7.8,23.8,0.3,-8.0,1610612739
13,12,Phoenix Suns,4,1,3,0.25,48.0,93.0,37.0,85.3,43.4,4.3,12.8,33.3,14.8,21.3,69.4,12.0,28.5,40.5,19.8,11.0,8.5,4.0,7.3,25.0,0.0,-7.5,1610612756
14,12,Portland Trail Blazers,4,1,3,0.25,48.0,99.8,36.0,79.5,45.3,5.8,15.3,37.7,22.0,28.5,77.2,14.0,27.8,41.8,24.0,16.3,7.0,5.3,8.5,29.8,0.0,-4.3,1610612757
15,16,New Jersey Nets,3,0,3,0.0,49.7,95.0,37.0,78.7,47.0,2.3,7.3,31.8,18.7,24.7,75.7,12.3,27.0,39.3,16.7,13.3,7.0,3.3,4.3,26.0,0.0,-7.7,1610612751
