,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Chicago Bulls,82,62,20,0.7559999999999999,48.4,96.7,37.4,82.9,45.1,3.8,11.7,32.3,18.2,24.5,74.3,15.2,29.7,44.9,23.8,14.4,8.5,4.3,4.3,20.6,0.2,7.1,1610612741
1,1,Utah Jazz,82,62,20,0.7559999999999999,48.2,101.0,36.5,74.5,49.0,3.0,8.2,37.2,24.9,32.2,77.3,11.7,29.3,41.1,25.2,15.4,7.9,5.0,5.2,23.9,0.3,6.5,1610612762
2,3,Los Angeles Lakers,82,61,21,0.7440000000000001,48.4,105.5,38.4,79.7,48.1,6.1,17.3,35.1,22.7,33.5,67.9,13.2,30.1,43.3,24.5,15.3,9.0,6.8,5.2,22.7,0.1,7.7,1610612747
3,3,Seattle SuperSonics,82,61,21,0.7440000000000001,48.2,100.6,37.2,78.8,47.3,7.6,19.2,39.5,18.5,25.7,72.1,11.4,27.1,38.5,24.2,14.0,9.8,4.6,4.9,22.1,0.2,7.2,1610612760
4,5,Indiana Pacers,82,58,24,0.7070000000000001,48.4,96.0,35.6,75.9,46.9,4.9,12.5,39.0,19.9,26.0,76.4,10.7,28.6,39.3,23.0,14.2,7.9,4.5,4.5,22.7,0.1,6.1,1610612754
5,6,Phoenix Suns,82,56,26,0.6829999999999999,48.7,99.6,38.3,81.8,46.8,5.3,14.8,35.6,17.8,23.8,74.9,12.1,29.9,42.0,25.9,15.1,9.2,5.2,3.9,21.5,0.2,5.2,1610612756
6,6,San Antonio Spurs,82,56,26,0.6829999999999999,48.4,92.5,35.3,75.5,46.8,3.7,10.5,35.0,18.2,26.4,68.8,12.0,32.2,44.2,22.4,16.1,6.3,6.9,4.6,21.1,0.2,4.0,1610612759
7,8,Miami Heat,82,55,27,0.6709999999999999,48.2,95.0,34.8,77.2,45.0,6.7,18.8,35.5,18.8,25.4,73.9,12.5,29.5,42.0,21.4,15.0,8.1,5.2,4.5,24.2,0.2,4.9,1610612748
8,9,Charlotte Hornets,82,51,31,0.622,48.2,96.6,36.2,77.4,46.8,4.2,11.0,38.3,20.0,26.7,75.1,12.0,28.5,40.6,23.7,15.2,8.4,3.8,4.5,21.4,0.3,2.0,1610612766
9,10,Atlanta Hawks,82,50,32,0.61,48.5,95.9,35.2,77.5,45.5,4.1,12.4,33.2,21.3,28.2,75.6,13.5,29.5,43.0,19.1,14.8,7.9,6.0,4.5,20.4,0.2,3.5,1610612737
10,11,Cleveland Cavaliers,82,47,35,0.573,48.4,92.5,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,2.7,1610612739
11,12,Portland Trail Blazers,82,46,36,0.561,48.4,94.3,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,16.9,7.1,5.7,5.4,22.7,0.2,1.4,1610612757
12,13,Minnesota Timberwolves,82,45,37,0.5489999999999999,48.6,101.1,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,5.0,23.0,0.3,0.7,1610612750
13,14,New Jersey Nets,82,43,39,0.524,48.5,99.6,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,14.4,9.5,3.8,6.3,23.4,0.3,1.6,1610612751
14,14,New York Knicks,82,43,39,0.524,48.4,91.6,34.9,78.2,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,15.2,7.7,3.4,3.8,23.7,0.3,2.5,1610612752
15,16,Washington Wizards,82,42,40,0.512,48.3,97.2,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,4.5,22.4,0.2,0.6,1610612764
16,17,Houston Rockets,82,41,41,0.5,48.4,98.8,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,-0.8,1610612745
17,17,Orlando Magic,82,41,41,0.5,48.4,90.1,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,15.3,7.9,5.4,4.7,19.7,0.2,-1.1,1610612753
