,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,LeBron James,CLE,33,22,12,10,41.9,34.0,12.5,23.2,53.9,1.8,5.2,34.2,7.2,9.7,74.6,1.4,7.7,9.1,9.0,4.3,1.4,1.0,2.4,61.4,15,4,-1.0,2544,1610612739
1,2,Anthony Davis,NOP,25,9,5,4,39.8,30.1,11.8,22.7,52.0,0.7,2.4,27.3,5.9,7.1,82.8,2.7,10.8,13.4,1.7,2.6,2.0,2.3,3.3,59.2,9,0,1.0,203076,1610612740
2,3,Russell Westbrook,OKC,29,6,2,4,39.2,29.3,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,1.8,10.2,12.0,7.5,5.2,1.5,0.0,3.5,54.3,6,0,-6.0,201566,1610612760
3,4,Kevin Durant,GSW,29,21,16,5,38.4,29.0,10.1,20.7,48.7,2.2,6.6,34.1,6.5,7.2,90.1,0.6,7.1,7.8,4.7,2.4,0.7,1.2,2.0,48.7,5,1,9.9,201142,1610612744
4,5,James Harden,HOU,28,17,11,6,36.5,28.6,9.3,22.6,41.0,3.1,10.2,29.9,6.9,7.8,88.7,0.8,4.4,5.2,6.8,3.8,2.2,0.6,2.7,49.9,4,0,4.4,201935,1610612745
5,6,John Wall,WAS,27,6,2,4,39.1,26.0,9.3,21.2,44.1,0.7,3.5,19.0,6.7,7.8,85.1,0.5,5.2,5.7,11.5,4.5,2.3,1.3,2.7,56.6,3,0,-0.5,202322,1610612764
6,7,Giannis Antetokounmpo,MIL,23,7,3,4,40.0,25.7,9.9,17.3,57.0,0.6,2.0,28.6,5.4,7.9,69.1,1.1,8.4,9.6,6.3,2.4,1.4,0.9,4.0,51.1,3,0,-1.6,203507,1610612749
7,8,Stephen Curry,GSW,30,15,11,4,37.0,25.5,9.1,20.3,45.1,4.3,10.8,39.5,3.0,3.1,95.7,0.6,5.5,6.1,5.4,2.9,1.7,0.7,2.5,45.4,1,0,9.8,201939,1610612744
8,9,CJ McCollum,POR,26,4,0,4,38.9,25.3,10.0,19.3,51.9,2.8,6.5,42.3,2.5,3.3,76.9,0.0,2.0,2.0,3.5,2.3,1.3,0.3,2.8,35.2,0,0,-9.0,203468,1610612757
9,10,Khris Middleton,MIL,26,7,3,4,39.3,24.7,9.6,16.0,59.8,3.6,5.9,61.0,2.0,2.7,73.7,0.1,5.0,5.1,3.1,2.3,0.9,0.7,4.3,38.0,0,0,1.4,203114,1610612749
10,11,Paul George,OKC,28,6,2,4,41.9,24.7,8.2,20.0,40.8,3.2,8.7,36.5,5.2,6.0,86.1,0.7,5.3,6.0,2.7,4.0,1.3,0.7,2.8,37.9,1,0,-3.7,202331,1610612760
11,12,Donovan Mitchell,UTA,21,11,5,6,37.4,24.4,9.3,22.1,42.0,2.3,7.3,31.3,3.5,3.9,90.7,0.8,5.1,5.9,4.2,2.9,1.5,0.4,3.2,40.3,3,0,-2.3,1628378,1610612762
12,13,Jrue Holiday,NOP,28,9,5,4,38.7,23.7,9.8,18.9,51.8,1.8,5.6,32.0,2.3,3.3,70.0,1.0,4.7,5.7,6.3,2.6,1.1,0.6,2.4,42.4,1,1,1.3,201950,1610612740
13,14,LaMarcus Aldridge,SAS,32,5,1,4,35.3,23.6,7.4,16.0,46.3,0.6,1.0,60.0,8.2,8.4,97.6,2.6,6.6,9.2,2.4,1.8,0.6,0.4,1.8,39.4,4,0,-7.6,200746,1610612759
14,15,Bradley Beal,WAS,25,6,2,4,35.9,23.2,8.2,18.0,45.4,3.5,7.5,46.7,3.3,3.8,87.0,0.3,3.0,3.3,2.8,2.5,1.2,0.3,3.2,33.4,0,0,-7.8,203078,1610612764
15,16,Victor Oladipo,IND,26,7,3,4,37.2,22.7,7.6,18.1,41.7,3.3,8.1,40.4,4.3,5.9,73.2,0.4,7.9,8.3,6.0,3.4,2.4,0.4,1.6,46.8,3,1,8.0,203506,1610612754
16,17,DeMar DeRozan,TOR,28,10,4,6,35.4,22.7,8.7,19.9,43.7,1.0,3.5,28.6,4.3,5.3,81.1,0.6,3.0,3.6,4.0,2.3,0.5,0.6,2.4,34.0,0,0,-6.5,201942,1610612761
17,18,Joel Embiid,PHI,24,8,4,4,34.8,21.4,7.5,17.3,43.5,1.0,3.6,27.6,5.4,7.6,70.5,2.9,9.8,12.6,3.0,3.6,0.9,1.8,3.9,45.3,7,0,5.4,203954,1610612755
18,19,Chris Paul,HOU,33,15,11,4,34.5,21.1,7.9,17.1,45.9,2.5,6.6,37.4,2.9,3.5,83.0,0.6,5.3,5.9,5.8,1.9,2.0,0.3,3.1,41.9,4,0,4.1,101108,1610612745
19,20,Klay Thompson,GSW,28,21,16,5,37.8,19.6,7.6,16.3,46.5,3.2,7.5,42.7,1.3,1.5,87.1,0.5,3.6,4.1,1.8,1.5,0.8,0.3,2.3,28.9,0,0,7.0,202691,1610612744
20,21,Goran Dragic,MIA,32,5,1,4,31.3,18.6,7.0,15.0,46.7,1.6,4.2,38.1,3.0,4.4,68.2,0.6,2.0,2.6,4.6,3.0,1.0,0.0,3.0,28.6,0,0,-5.2,201609,1610612748
21,22,Damian Lillard,POR,27,4,0,4,40.6,18.5,6.3,17.8,35.2,2.3,7.5,30.0,3.8,4.3,88.2,0.8,3.8,4.5,4.8,4.0,1.3,0.0,2.0,30.8,0,0,-10.5,203081,1610612757
22,23,Jayson Tatum,BOS,20,19,11,8,35.9,18.5,6.5,13.7,47.1,1.2,3.7,32.4,4.3,5.1,84.5,0.5,3.8,4.4,2.7,2.2,1.2,0.5,2.6,30.9,1,0,2.7,1628369,1610612738
23,24,JJ Redick,PHI,34,10,5,5,34.2,18.2,6.0,13.5,44.4,2.6,7.5,34.7,3.6,4.2,85.7,0.3,1.2,1.5,2.6,1.1,0.8,0.1,2.1,25.5,0,0,5.1,200755,1610612755
24,25,Jaylen Brown,BOS,21,18,10,8,32.4,18.0,6.9,14.8,46.6,2.4,6.2,39.3,1.8,2.8,64.0,0.9,3.9,4.8,1.4,1.3,0.8,0.6,3.2,28.7,0,0,1.2,1627759,1610612738
25,26,Kyle Lowry,TOR,32,10,4,6,36.1,17.4,6.0,11.8,50.8,2.8,6.3,44.4,2.6,3.2,81.3,0.2,4.1,4.3,8.5,3.1,1.5,0.0,3.3,36.7,3,0,-1.5,200768,1610612761
26,27,Al-Farouq Aminu,POR,27,4,0,4,32.7,17.3,6.8,13.0,51.9,3.3,7.5,43.3,0.5,0.5,100.0,3.0,6.0,9.0,1.3,1.5,1.0,0.5,2.0,32.9,1,0,-11.0,202329,1610612757
27,28,Dario Saric,PHI,24,10,5,5,32.8,17.2,5.9,14.0,42.1,2.0,5.2,38.5,3.4,4.0,85.0,3.2,4.1,7.3,3.5,1.5,1.0,0.4,2.8,33.9,1,0,-2.2,203967,1610612755
28,29,Dwyane Wade,MIA,36,5,1,4,25.5,16.6,6.2,14.0,44.3,0.0,0.8,0.0,4.2,5.2,80.8,0.6,3.6,4.2,3.6,2.2,1.4,0.2,2.2,29.6,0,0,1.0,2548,1610612748
29,30,Terry Rozier,BOS,24,19,11,8,36.6,16.5,5.7,14.0,40.6,2.7,7.7,34.7,2.4,2.9,82.1,0.4,4.8,5.3,5.7,1.2,1.3,0.3,2.0,35.0,1,0,1.1,1626179,1610612738
30,31,Ben Simmons,PHI,21,10,5,5,36.9,16.3,6.1,12.5,48.8,0.0,0.1,0.0,4.1,5.8,70.7,1.6,7.8,9.4,7.7,4.4,1.7,0.8,3.4,42.2,5,1,-2.1,1627732,1610612755
