,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Michael Jordan,CHI,35,82,62,20,38.8,28.7,10.7,23.1,46.5,0.4,1.5,23.8,6.9,8.8,78.4,1.6,4.2,5.8,3.5,2.3,1.7,0.5,1.8,45.4,5,0,7.3,893,1610612741
1,2,Shaquille O'Neal,LAL,26,60,46,14,36.2,28.3,11.2,19.1,58.4,0.0,0.0,0.0,6.0,11.4,52.7,3.5,7.9,11.4,2.4,2.9,0.7,2.4,3.2,51.7,39,0,10.9,406,1610612747
2,3,Karl Malone,UTA,34,81,61,20,37.4,27.0,9.6,18.2,53.0,0.0,0.1,33.3,7.8,10.2,76.1,2.3,8.0,10.3,3.9,3.0,1.2,0.9,2.9,48.3,41,0,7.2,252,1610612762
3,4,Glenn Robinson,MIL,25,56,29,27,40.9,23.4,9.5,20.3,47.0,0.4,1.2,38.5,3.8,4.8,80.8,1.5,4.0,5.5,2.8,3.6,1.2,0.6,2.9,36.1,2,0,1.0,299,1610612749
4,5,Mitch Richmond,SAC,33,70,26,44,36.7,23.2,7.8,17.4,44.5,1.9,4.8,38.9,5.8,6.7,86.4,0.7,2.6,3.3,4.0,2.6,1.3,0.2,2.2,34.9,1,0,-1.9,782,1610612758
5,6,Antoine Walker,BOS,21,82,36,46,39.9,22.4,8.8,20.8,42.3,1.1,3.6,31.2,3.7,5.8,64.5,3.3,6.9,10.2,3.3,3.6,1.7,0.7,3.2,43.5,47,1,-3.3,952,1610612738
6,7,Shareef Abdur-Rahim,VAN,21,82,19,63,35.9,22.3,8.0,16.4,48.4,0.3,0.6,41.2,6.1,7.8,78.4,2.8,4.3,7.1,2.6,3.1,1.1,0.9,2.5,37.6,13,0,-5.3,949,1610612763
7,8,Glen Rice,CHH,31,82,51,31,40.2,22.3,7.7,16.9,45.7,1.6,3.7,43.3,5.2,6.1,84.9,1.1,3.2,4.3,2.2,2.2,0.9,0.3,2.4,32.2,2,0,2.1,779,1610612766
8,9,Allen Iverson,PHI,23,80,31,49,39.4,22.0,8.1,17.6,46.1,0.9,2.9,29.8,4.9,6.7,72.9,1.1,2.6,3.7,6.2,3.1,2.2,0.3,2.5,40.2,12,0,-1.2,947,1610612755
9,10,Chris Webber,WAS,25,71,39,32,39.6,21.9,9.1,18.9,48.2,0.9,2.9,31.7,2.8,4.7,58.9,2.5,7.0,9.5,3.8,2.6,1.6,1.7,3.8,46.4,36,0,0.6,185,1610612764
10,11,David Robinson,SAS,32,73,50,23,33.7,21.6,7.5,14.6,51.1,0.0,0.1,25.0,6.6,9.0,73.5,3.3,7.3,10.6,2.7,2.8,0.9,2.6,2.8,46.1,40,0,4.9,764,1610612759
11,12,Michael Finley,DAL,25,82,20,62,41.4,21.5,8.2,18.4,44.9,1.1,3.0,35.7,4.0,5.1,78.4,1.8,3.5,5.3,4.9,2.7,1.6,0.4,2.0,38.6,9,1,-5.0,714,1610612742
12,13,Latrell Sprewell,GSW,27,14,1,13,39.1,21.4,7.9,19.8,39.7,0.6,3.4,18.8,5.0,6.7,74.5,0.5,3.1,3.6,4.9,3.1,1.4,0.4,1.9,35.0,0,0,-12.9,84,1610612744
13,14,Grant Hill,DET,25,81,36,45,40.7,21.1,7.6,16.8,45.2,0.0,0.3,14.3,5.9,8.0,74.0,1.1,6.5,7.7,6.8,3.5,1.8,0.7,2.4,44.3,36,4,2.7,255,1610612765
14,15,Tim Duncan,SAS,22,82,56,26,39.1,21.1,8.6,15.7,54.9,0.0,0.1,0.0,3.9,5.9,66.2,3.3,8.6,11.9,2.7,3.4,0.7,2.5,3.1,45.7,57,0,5.2,1495,1610612759
15,16,Patrick Ewing,NYK,35,26,15,11,32.6,20.8,7.8,15.5,50.4,0.0,0.1,0.0,5.2,7.2,72.0,2.3,7.9,10.2,1.1,3.0,0.6,2.2,2.8,40.2,17,0,3.1,121,1610612752
16,17,Tom Gugliotta,MIN,28,41,24,17,38.5,20.1,7.8,15.5,50.2,0.0,0.4,11.8,4.5,5.4,82.1,2.6,6.1,8.7,4.1,2.7,1.5,0.5,2.5,40.0,17,0,2.0,339,1610612750
17,18,Steven Smith,ATL,29,73,45,28,39.1,20.1,6.7,15.1,44.4,1.3,3.8,35.1,5.3,6.2,85.5,1.8,2.4,4.2,4.0,2.4,1.0,0.4,3.0,33.0,1,0,2.8,120,1610612737
