,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Allen Iverson,PHI,24,48,28,20,41.5,26.8,9.1,22.0,41.2,1.2,4.1,29.1,7.4,9.9,75.1,1.4,3.5,4.9,4.6,3.5,2.3,0.1,2.0,43.5,4,0,3.9
1,2,Shaquille O'Neal,LAL,27,49,31,18,34.8,26.3,10.4,18.1,57.6,0.0,0.0,0.0,5.5,10.2,54.0,3.8,6.9,10.7,2.3,2.5,0.7,1.7,3.2,47.4,30,0,4.6
2,3,Karl Malone,UTA,35,49,36,13,37.4,23.8,8.0,16.3,49.3,0.0,0.0,0.0,7.7,9.8,78.8,2.2,7.3,9.4,4.1,3.3,1.3,0.6,2.7,43.5,21,1,7.2
3,4,Shareef Abdur-Rahim,VAN,22,50,8,42,40.4,23.0,7.7,17.9,43.2,0.2,0.7,30.6,7.4,8.8,84.1,2.3,5.2,7.5,3.4,3.7,1.4,1.1,2.7,40.9,11,0,-7.2
4,5,Keith Van Horn,NJN,23,42,14,28,37.5,21.8,7.7,17.9,42.8,0.4,1.3,30.2,6.1,7.1,85.9,2.7,5.8,8.5,1.5,3.2,1.0,1.3,3.2,38.1,13,0,-2.7
5,6,Gary Payton,SEA,30,50,25,25,40.2,21.7,8.0,18.5,43.4,1.7,5.6,29.5,4.0,5.5,72.1,1.2,3.6,4.9,8.7,3.1,2.2,0.2,2.3,44.8,19,1,0.6
6,6,Tim Duncan,SAS,23,50,37,13,39.3,21.7,8.4,16.9,49.5,0.0,0.1,14.3,4.9,7.2,69.0,3.2,8.2,11.4,2.4,2.9,0.9,2.5,2.9,46.4,37,0,7.4
7,8,Stephon Marbury,NJN,22,49,25,24,38.6,21.3,7.7,18.0,42.8,1.3,4.0,33.5,4.5,5.7,79.9,0.8,2.1,2.9,8.9,3.3,1.2,0.2,2.6,38.9,18,0,1.8
8,9,Antonio McDyess,DEN,24,50,14,36,38.7,21.2,8.3,17.6,47.1,0.0,0.2,11.1,4.6,6.8,68.0,3.4,7.4,10.7,1.6,2.8,1.5,2.3,3.5,45.1,28,0,-5.0
9,10,Grant Hill,DET,26,50,29,21,37.0,21.1,7.7,16.0,47.9,0.0,0.3,0.0,5.7,7.6,75.2,1.3,5.8,7.1,6.0,3.7,1.6,0.5,2.3,41.3,10,1,3.8
10,11,Kevin Garnett,MIN,23,47,24,23,37.9,20.8,8.8,19.1,46.0,0.1,0.3,28.6,3.1,4.4,70.4,3.5,6.9,10.4,4.3,2.9,1.7,1.8,3.2,47.1,25,0,1.6
11,12,Shawn Kemp,CLE,29,42,21,21,35.0,20.5,6.6,13.7,48.2,0.0,0.0,50.0,7.3,9.3,78.9,3.1,6.1,9.2,2.4,3.0,1.1,1.1,3.8,38.8,20,0,0.6
12,13,Michael Finley,DAL,26,50,19,31,41.1,20.2,7.8,17.5,44.4,0.9,2.7,33.1,3.7,4.5,82.3,1.4,3.9,5.3,4.4,2.1,1.3,0.3,1.9,35.8,6,0,-1.2
13,14,Alonzo Mourning,MIA,29,46,32,14,38.2,20.1,7.0,13.8,51.2,0.0,0.0,0.0,6.0,9.2,65.2,3.6,7.4,11.0,1.6,3.0,0.7,3.9,3.5,46.7,29,0,7.4
14,15,Chris Webber,SAC,26,42,22,20,41.0,20.0,9.0,18.5,48.6,0.1,0.8,11.8,1.9,4.1,45.4,3.5,9.4,13.0,4.1,3.5,1.4,2.1,3.4,48.8,36,1,0.9
15,16,Kobe Bryant,LAL,20,50,31,19,37.9,19.9,7.2,15.6,46.5,0.5,2.0,26.7,4.9,5.8,83.9,1.1,4.2,5.3,3.8,3.1,1.4,1.0,3.1,36.1,9,0,1.8
16,17,Mitch Richmond,WAS,33,50,18,32,38.2,19.7,6.6,16.1,41.2,1.4,4.4,31.7,5.0,5.9,85.7,0.6,2.8,3.4,2.4,2.7,1.3,0.2,2.4,29.2,1,0,-2.0
17,18,Juwan Howard,WAS,26,36,14,22,39.8,19.0,8.0,16.8,47.4,0.0,0.1,0.0,3.1,4.1,75.3,2.5,5.6,8.2,3.0,2.6,1.2,0.4,3.6,35.3,11,0,-2.3
