,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Milwaukee Bucks,23,16,7,0.696,48.4,110.3,42.1,91.1,46.2,11.2,35.0,32.1,14.9,20.8,71.8,12.8,36.1,49.0,22.8,12.7,7.8,4.2,3.8,18.0,20.1,5.1,1610612749
1,2,Phoenix Suns,22,14,8,0.636,48.0,109.0,40.9,85.0,48.1,11.2,29.7,37.6,16.0,18.6,86.1,8.0,34.7,42.7,23.2,11.9,6.5,4.2,3.6,19.7,18.5,4.5,1610612756
2,3,Brooklyn Nets,12,7,5,0.583,48.4,112.5,40.7,86.2,47.2,13.6,35.6,38.2,17.6,20.3,86.8,8.3,34.3,42.6,22.6,11.6,7.1,4.8,6.2,21.2,18.6,6.3,1610612751
3,3,Philadelphia 76ers,12,7,5,0.583,48.0,116.3,42.5,85.8,49.6,11.2,28.4,39.3,20.1,29.3,68.5,9.0,35.7,44.7,24.9,12.8,8.0,6.2,3.8,23.0,23.8,7.5,1610612755
4,5,Atlanta Hawks,18,10,8,0.556,48.0,106.3,38.9,86.8,44.9,11.7,34.2,34.3,16.7,20.9,79.8,9.1,33.3,42.4,20.2,12.4,6.7,4.4,4.3,21.2,20.3,-1.5,1610612737
5,6,Utah Jazz,11,6,5,0.545,48.0,116.9,39.7,84.2,47.2,18.0,43.6,41.3,19.5,24.3,80.1,9.4,33.0,42.4,19.6,13.5,5.2,4.1,4.3,21.5,21.1,-0.8,1610612762
6,7,LA Clippers,19,10,9,0.526,48.0,111.6,39.1,81.9,47.7,13.8,36.4,38.1,19.5,23.7,82.3,8.8,32.4,41.2,20.8,10.7,6.8,4.3,2.7,19.5,21.3,4.1,1610612746
7,8,Dallas Mavericks,7,3,4,0.429,48.0,106.0,39.1,86.0,45.5,13.6,35.0,38.8,14.1,20.0,70.7,10.3,30.3,40.6,20.7,11.0,5.6,2.1,5.0,20.3,20.6,-5.1,1610612742
8,9,Denver Nuggets,10,4,6,0.4,49.0,114.8,42.1,92.2,45.7,14.7,38.5,38.2,15.9,20.9,76.1,11.7,31.9,43.6,24.9,11.2,6.1,4.3,4.9,20.4,20.3,-5.5,1610612743
9,10,Los Angeles Lakers,6,2,4,0.33299999999999996,48.0,97.5,34.3,83.0,41.4,9.8,32.8,29.9,19.0,24.5,77.6,10.5,32.7,43.2,19.3,13.8,6.7,4.0,5.0,20.5,21.0,-6.5,1610612747
10,10,Portland Trail Blazers,6,2,4,0.33299999999999996,49.7,119.5,42.0,88.3,47.5,16.2,39.2,41.3,19.3,22.7,85.3,9.3,32.3,41.7,22.8,11.8,5.2,5.5,4.5,23.2,20.2,-1.3,1610612757
11,12,Boston Celtics,5,1,4,0.2,48.0,112.2,38.4,88.2,43.5,12.8,36.6,35.0,22.6,27.4,82.5,12.6,28.8,41.4,21.0,13.0,6.4,7.0,6.6,21.0,23.4,-11.2,1610612738
12,12,Memphis Grizzlies,5,1,4,0.2,48.0,115.0,44.2,94.4,46.8,10.4,31.6,32.9,16.2,20.4,79.4,11.2,30.0,41.2,22.0,10.4,8.0,4.0,6.2,20.6,19.2,-8.4,1610612763
13,12,New York Knicks,5,1,4,0.2,48.0,97.0,34.4,86.4,39.8,10.4,30.4,34.2,17.8,21.8,81.7,11.8,34.6,46.4,18.6,12.2,5.8,2.8,6.8,19.8,19.0,-7.0,1610612752
14,12,Washington Wizards,5,1,4,0.2,48.0,110.0,40.6,88.6,45.8,7.0,24.2,28.9,21.8,29.0,75.2,10.6,32.8,43.4,22.4,13.4,4.8,4.8,7.2,24.0,23.8,-14.0,1610612764
15,16,Miami Heat,4,0,4,0.0,49.3,98.0,35.3,89.3,39.5,12.0,35.8,33.6,15.5,20.3,76.5,9.0,33.3,42.3,21.5,14.0,7.3,3.5,3.0,20.5,20.0,-20.5,1610612748
