,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Kobe Bryant,LAL,29,21,14,7,41.1,30.1,10.6,22.0,47.9,1.5,5.0,30.2,7.5,9.2,80.9,0.9,4.8,5.7,5.6,3.3,1.7,0.4,2.8,48.1,4,0,3.0,977,1610612747
1,2,LeBron James,CLE,23,13,7,6,42.5,28.2,8.7,21.2,41.1,1.4,5.4,25.7,9.4,12.8,73.1,1.2,6.6,7.8,7.6,4.2,1.8,1.3,2.5,54.1,6,1,5.1,2544,1610612739
2,3,Tracy McGrady,HOU,29,6,2,4,41.2,27.0,10.3,24.3,42.5,0.8,4.0,20.8,5.5,8.8,62.3,1.2,7.0,8.2,6.8,3.0,1.5,0.8,1.3,51.1,3,0,0.7,1503,1610612745
3,4,Dirk Nowitzki,DAL,30,5,1,4,42.1,26.8,8.6,18.2,47.3,1.2,3.6,33.3,8.4,10.4,80.8,2.0,10.0,12.0,4.0,2.0,0.2,1.4,2.6,50.0,4,0,-7.2,1717,1610612742
4,5,Allen Iverson,DEN,33,4,0,4,39.5,24.5,9.0,20.8,43.4,0.8,3.5,21.4,5.8,8.3,69.7,1.0,2.0,3.0,4.5,1.8,1.0,0.3,0.8,36.9,0,0,-12.0,947,1610612743
5,6,Chris Paul,NOH,23,12,7,5,40.5,24.1,9.3,18.4,50.2,0.4,1.8,23.8,5.2,6.6,78.5,1.3,3.6,4.9,11.3,1.8,2.3,0.2,3.6,52.5,8,1,4.8,101108,1610612740
6,7,Chris Bosh,TOR,24,5,1,4,39.8,24.0,8.4,17.8,47.2,0.2,1.4,14.3,7.0,8.4,83.3,4.0,5.0,9.0,3.6,2.6,1.6,0.4,3.8,43.6,2,0,-7.8,2547,1610612761
7,8,Amar'e Stoudemire,PHX,25,5,1,4,40.8,23.2,9.6,19.8,48.5,0.2,0.8,25.0,3.8,6.0,63.3,3.0,6.0,9.0,0.4,2.8,1.4,2.4,3.8,43.2,2,0,3.2,2405,1610612756
8,9,Carmelo Anthony,DEN,24,4,0,4,36.6,22.5,8.0,22.0,36.4,0.5,2.0,25.0,6.0,7.3,82.8,4.8,4.8,9.5,2.0,3.0,0.5,0.3,4.3,36.2,3,0,-13.5,2546,1610612743
9,10,Tony Parker,SAS,26,17,9,8,38.5,22.4,8.9,18.0,49.7,0.4,1.2,35.0,4.1,5.5,75.3,0.6,3.1,3.7,6.1,2.9,0.9,0.1,2.2,36.0,3,0,-0.2,2225,1610612759
