,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Shaquille O'Neal,LAL,28,23,15,8,43.5,30.7,12.4,22.0,56.6,0.0,0.0,0.0,5.9,12.9,45.6,5.2,10.3,15.4,3.1,2.4,0.6,2.4,2.9,60.3,21,0,5.0,406,1610612747
1,2,Karl Malone,UTA,36,10,4,6,38.6,27.2,10.3,19.8,52.0,0.2,0.2,100.0,6.4,7.9,81.0,1.9,7.0,8.9,3.1,2.7,0.7,0.7,3.1,44.0,4,0,-2.1,252,1610612762
2,3,Allen Iverson,PHI,25,10,5,5,44.4,26.2,9.1,23.7,38.4,1.2,3.9,30.8,6.8,9.2,73.9,1.4,2.6,4.0,4.5,3.2,1.2,0.1,2.4,38.5,1,0,-0.9,947,1610612755
3,4,Gary Payton,SEA,31,5,2,3,44.3,25.8,10.0,22.6,44.2,1.8,4.6,39.1,4.0,5.2,76.9,1.6,6.0,7.6,7.4,3.6,1.8,0.2,3.2,48.4,3,1,-4.0,56,1610612760
4,5,Jerry Stackhouse,DET,25,3,0,3,39.9,24.7,8.0,19.7,40.7,1.0,2.3,42.9,7.7,10.3,74.2,0.3,3.7,4.0,3.3,4.7,0.7,0.0,1.3,31.8,0,0,-11.0,711,1610612765
5,6,Chris Webber,SAC,27,5,2,3,39.3,24.4,9.4,22.0,42.7,0.2,1.0,20.0,5.4,6.8,79.4,2.8,6.8,9.6,5.4,1.6,1.6,2.0,2.8,53.2,3,0,-6.8,185,1610612758
6,7,Reggie Miller,IND,34,22,13,9,40.6,24.0,7.9,17.5,45.2,2.6,6.7,39.5,5.5,5.9,93.8,0.4,2.0,2.4,2.7,1.3,1.0,0.5,1.7,34.2,0,0,4.6,397,1610612754
7,8,David Robinson,SAS,34,4,1,3,38.8,23.5,7.8,20.8,37.3,0.0,0.3,0.0,8.0,10.5,76.2,4.3,9.5,13.8,2.5,2.0,1.5,3.0,3.8,55.3,4,0,3.3,764,1610612759
8,9,Ray Allen,MIL,24,5,2,3,37.4,22.0,8.0,18.0,44.4,2.0,5.2,38.5,4.0,4.4,90.9,2.0,4.6,6.6,2.6,1.8,1.6,0.0,2.0,36.8,0,0,6.2,951,1610612749
9,10,Alonzo Mourning,MIA,30,10,6,4,37.5,21.6,7.6,15.7,48.4,0.0,0.1,0.0,6.4,9.6,66.7,3.1,6.9,10.0,1.4,2.4,0.2,3.3,4.0,43.8,4,0,1.1,297,1610612748
10,11,Kobe Bryant,LAL,21,22,15,7,39.0,21.1,7.9,17.9,44.2,1.0,2.9,34.4,4.3,5.7,75.4,1.2,3.3,4.5,4.4,2.5,1.5,1.5,4.0,39.3,2,0,2.1,977,1610612747
11,12,Jalen Rose,IND,27,23,13,10,42.0,20.8,7.4,17.0,43.7,1.3,3.0,42.9,4.7,5.8,80.5,0.4,4.0,4.4,3.4,2.2,0.7,0.5,3.1,32.5,0,0,0.6,147,1610612754
12,13,Anfernee Hardaway,PHX,28,9,4,5,42.8,20.3,7.4,16.1,46.2,0.6,2.1,26.3,4.9,6.9,71.0,1.6,3.3,4.9,5.7,2.8,1.6,1.0,3.2,39.6,1,1,-1.7,358,1610612756
13,14,Derrick Coleman,CHH,33,4,1,3,42.1,20.3,6.8,14.3,47.4,1.3,4.0,31.3,5.5,7.0,78.6,2.5,10.0,12.5,3.5,3.3,0.8,3.0,2.8,48.5,3,0,-5.3,934,1610612766
14,15,Terrell Brandon,MIN,30,4,1,3,40.6,19.5,8.0,15.8,50.8,1.0,2.8,36.4,2.5,2.8,90.9,1.0,4.8,5.8,8.5,2.0,0.8,0.0,2.8,39.4,2,0,-2.3,210,1610612750
15,16,Vince Carter,TOR,23,3,0,3,39.7,19.3,5.0,16.7,30.0,0.3,3.3,10.0,9.0,10.3,87.1,3.0,3.0,6.0,6.3,2.7,1.0,1.3,4.0,40.4,0,0,-5.7,1713,1610612761
16,17,Kevin Garnett,MIN,24,4,1,3,42.5,18.8,7.5,19.5,38.5,0.5,0.8,66.7,3.3,4.0,81.3,3.3,7.5,10.8,8.8,2.8,1.3,0.8,3.0,48.0,4,2,-0.3,708,1610612750
17,18,Latrell Sprewell,NYK,29,16,9,7,43.8,18.7,6.9,16.6,41.4,0.6,1.9,33.3,4.3,5.5,78.4,0.8,3.6,4.4,3.6,2.3,1.1,0.3,1.8,31.4,0,0,-0.3,84,1610612752
18,19,Rasheed Wallace,POR,25,16,10,6,37.9,17.9,6.9,14.1,48.9,0.5,0.8,61.5,3.6,4.7,77.3,1.9,4.5,6.4,1.8,1.4,0.9,1.3,3.2,33.4,3,0,3.1,739,1610612757
19,20,Allan Houston,NYK,29,16,9,7,40.8,17.6,6.4,14.7,43.8,1.2,2.4,50.0,3.5,4.1,86.2,0.2,3.1,3.3,1.6,2.3,1.2,0.2,2.6,25.8,0,0,-1.4,275,1610612752
20,21,Clifford Robinson,PHX,33,9,4,5,37.0,17.6,6.2,16.1,38.6,1.4,4.4,32.5,3.7,5.0,73.3,2.0,4.0,6.0,2.1,2.0,1.2,0.8,3.9,31.9,0,0,-0.4,361,1610612756
