Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Isaiah Thomas,G,4.5,13.5,33.3,0.8,4.5,16.7,7.8,8.0,96.9,3.8,9.0,41.7,1.296,0.36,4,0.0,29.8,17.5,0.3,2.8,3.0,7.0,0.8,0.0,3.5,2.5,2.0,17.95,BOS
Avery Bradley,PG,4.8,12.5,38.0,1.3,4.8,26.3,1.5,1.8,85.7,3.5,7.8,45.2,0.98,0.43,4,4.0,33.3,12.3,0.8,3.0,3.8,0.8,0.8,0.0,0.8,3.3,1.0,8.29,BOS
Jared Sullinger,C,5.3,9.5,55.3,0.8,2.3,33.3,1.0,1.8,57.1,4.5,7.3,62.1,1.2890000000000001,0.59,4,0.0,20.0,12.3,2.3,4.8,7.0,0.3,0.0,0.8,1.3,3.0,0.2,21.8,BOS
Jae Crowder,PF,3.8,7.3,51.7,0.8,2.5,30.0,2.5,3.3,76.9,3.0,4.8,63.2,1.483,0.57,4,1.0,25.0,10.8,2.0,3.0,5.0,2.0,1.0,0.8,1.3,3.5,1.6,19.23,BOS
Evan Turner,G,4.0,11.0,36.4,0.5,1.0,50.0,2.0,2.3,88.9,3.5,10.0,35.0,0.955,0.39,4,4.0,29.5,10.5,0.5,6.8,7.3,4.8,0.8,0.0,2.3,2.8,2.1,11.25,BOS
Marcus Smart,PG,3.5,7.3,48.3,0.8,3.3,23.1,2.0,3.8,53.3,2.8,4.0,68.8,1.345,0.53,4,3.0,22.5,9.8,1.3,1.5,2.8,1.3,0.3,0.3,1.0,3.0,1.3,12.8,BOS
Tyler Zeller,C,3.8,7.3,51.7,0.0,0.0,0.0,1.0,1.3,80.0,3.8,7.3,51.7,1.172,0.52,4,4.0,22.5,8.5,0.5,4.0,4.5,0.5,0.5,0.3,1.0,1.3,0.5,12.54,BOS
Brandon Bass,PF,1.8,5.0,35.0,0.0,0.0,0.0,1.5,2.5,60.0,1.8,5.0,35.0,1.0,0.35,4,4.0,21.5,5.0,0.8,1.3,2.0,2.5,0.3,0.8,0.8,1.0,3.3,9.02,BOS
Kelly Olynyk,PF,1.8,3.3,53.8,0.8,1.5,50.0,0.3,0.5,50.0,1.0,1.8,57.1,1.385,0.65,4,0.0,13.3,4.5,0.5,0.8,1.3,0.5,0.5,0.5,1.0,3.0,0.5,9.84,BOS
Jonas Jerebko,F,1.3,3.8,33.3,0.0,1.0,0.0,0.3,0.5,50.0,1.3,2.8,45.5,0.733,0.33,4,0.0,17.0,2.8,1.0,2.5,3.5,0.3,0.5,0.3,0.8,2.3,0.3,3.33,BOS
Luigi Datome,SF,0.7,2.0,33.3,0.0,0.7,0.0,0.0,0.0,0.0,0.7,1.3,50.0,0.667,0.33,3,0.0,4.7,1.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.3,inf,-0.4,BOS
Gerald Wallace,SF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,BOS
Phil Pressey,PG,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,-11.48,BOS
Brook Lopez,C,7.2,14.5,49.4,0.0,0.0,0.0,5.5,6.7,82.5,7.2,14.5,49.4,1.368,0.49,6,6.0,39.0,19.8,3.3,5.7,9.0,0.8,0.7,2.2,1.0,3.0,0.8,21.07,BKN
Joe Johnson,G,5.7,15.7,36.2,2.0,6.8,29.3,3.2,4.0,79.2,3.7,8.8,41.5,1.053,0.43,6,6.0,41.5,16.5,0.8,6.8,7.7,4.8,1.2,0.0,0.8,2.7,5.8,14.24,BKN
Jarrett Jack,G,4.7,9.0,51.9,0.8,2.5,33.3,2.2,2.2,100.0,3.8,6.5,59.0,1.37,0.56,6,0.0,25.5,12.3,0.3,3.8,4.2,4.5,1.2,0.2,3.3,2.3,1.4,17.61,BKN
Deron Williams,PG,4.5,11.5,39.1,1.8,4.3,42.3,1.0,1.2,85.7,2.7,7.2,37.2,1.0290000000000001,0.47,6,6.0,32.0,11.8,0.5,5.7,6.2,5.5,1.3,0.0,2.7,3.0,2.1,12.91,BKN
Alan Anderson,SG,4.2,6.8,61.0,1.7,2.7,62.5,1.0,1.5,66.7,2.5,4.2,60.0,1.61,0.73,6,0.0,23.7,11.0,0.3,3.2,3.5,1.2,0.7,0.2,1.3,1.5,0.9,17.78,BKN
Thaddeus Young,PF,4.8,11.0,43.9,0.0,0.7,0.0,0.8,2.0,41.7,4.8,10.3,46.8,0.955,0.44,6,6.0,31.7,10.5,2.8,4.3,7.2,2.7,0.8,0.2,2.3,2.5,1.1,10.58,BKN
Bojan Bogdanovic,SF,3.8,9.8,39.0,1.8,5.5,33.3,0.8,1.2,71.4,2.0,4.3,46.2,1.051,0.48,6,5.0,34.3,10.3,0.5,3.3,3.8,1.7,0.7,0.3,1.3,2.0,1.3,8.31,BKN
Earl Clark,SF,1.0,5.0,20.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,3.5,0.0,0.6,0.3,2,0.0,6.5,3.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.28,BKN
Markel Brown,G,1.0,2.5,40.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,1.5,66.7,1.2,0.4,2,1.0,5.0,3.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,15.48,BKN
Mason Plumlee,C,0.7,1.0,66.7,0.0,0.0,0.0,0.7,1.8,36.4,0.7,1.0,66.7,2.0,0.67,6,0.0,8.2,2.0,0.3,1.0,1.3,0.3,0.7,0.3,0.5,1.7,0.7,10.49,BKN
Jerome Adolphus Jordan,C,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-16.33,BKN
Mirza Teletovic,PF,0.0,1.7,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3,0.0,5.3,0.0,0.0,1.3,1.3,0.0,0.3,0.0,0.3,0.3,0.0,-10.48,BKN
Darius Morris,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.16,BKN
Carmelo Anthony,PF,9.0,20.2,44.4,1.5,4.5,34.1,4.7,5.9,79.7,7.4,15.7,47.4,1.199,0.48,40,40.0,35.7,24.2,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,1.4,21.58,NY
Andrea Bargnani,C,5.7,12.4,45.4,0.5,1.4,36.6,3.0,3.7,81.3,5.1,11.0,46.6,1.1909999999999998,0.48,29,22.0,27.1,14.8,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,1.1,16.71,NY
Alexey Shved,PG,4.6,11.3,40.3,1.6,4.4,37.1,4.0,5.1,78.0,2.9,6.9,42.3,1.304,0.48,16,9.0,26.4,14.8,0.9,3.7,4.6,3.6,0.9,0.3,1.6,1.6,2.3,20.57,NY
Amar'e Stoudemire,C,4.7,8.6,54.3,0.0,0.1,0.0,2.6,3.5,74.0,4.7,8.6,54.9,1.389,0.54,36,14.0,24.0,12.0,2.3,4.5,6.8,1.0,0.6,0.9,1.8,3.1,0.6,19.52,NY
Langston Galloway,SG,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,3.2,7.4,42.4,1.043,0.46,45,41.0,32.4,11.8,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,2.5,12.36,NY
Tim Hardaway Jr.,SF,4.0,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,2.3,5.2,43.5,1.121,0.47,70,30.0,24.0,11.5,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,1.5,12.12,NY
JR Smith,G,4.2,10.5,40.2,1.3,3.8,35.6,1.1,1.6,69.2,2.9,6.7,42.9,1.04,0.47,24,6.0,25.8,10.9,0.2,2.3,2.4,3.4,0.8,0.2,1.9,1.8,1.8,11.55,NY
Iman Shumpert,G,3.7,9.0,40.9,1.0,2.8,34.8,1.0,1.5,67.6,2.7,6.2,43.6,1.042,0.46,24,24.0,26.0,9.3,0.9,2.5,3.4,3.3,1.3,0.1,1.8,2.8,1.9,11.93,NY
Jose Calderon,G,3.5,8.4,41.5,1.4,3.4,41.5,0.7,0.8,90.6,2.1,5.0,41.5,1.079,0.5,42,42.0,30.2,9.1,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,2.6,11.34,NY
Lance Thomas,F,3.4,7.9,43.4,0.2,0.5,33.3,1.2,1.7,74.2,3.3,7.4,44.1,1.044,0.44,40,24.0,26.0,8.3,0.9,2.1,3.0,1.2,0.7,0.2,1.4,1.6,0.9,8.62,NY
