,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,LeBron James,MIA,27,23,16,7,42.8,30.3,10.9,21.8,50.0,1.0,3.7,25.9,7.5,10.2,73.9,2.3,7.4,9.7,5.6,3.5,1.9,0.7,2.0,54.6,11,1,8.7
1,2,Kobe Bryant,LAL,33,12,5,7,39.7,30.0,11.0,25.1,43.9,1.4,5.0,28.3,6.6,7.9,83.2,1.3,3.5,4.8,4.3,2.8,1.3,0.2,2.8,44.0,0,0,-3.4
2,3,Kevin Durant,OKC,23,20,13,7,41.8,28.5,9.9,19.2,51.7,2.1,5.5,37.3,6.7,7.7,86.4,0.7,6.8,7.4,3.7,3.2,1.5,1.2,2.6,47.7,7,0,3.5
3,4,Carmelo Anthony,NYK,28,5,1,4,40.8,27.8,10.4,24.8,41.9,0.8,3.6,22.2,6.2,8.2,75.6,2.6,5.6,8.2,2.2,2.8,1.2,0.2,4.2,42.3,1,0,-12.8
4,5,Dirk Nowitzki,DAL,34,4,0,4,38.4,26.8,8.5,19.3,44.2,0.3,1.5,16.7,9.5,10.5,90.5,0.8,5.5,6.3,1.8,2.5,0.8,0.0,2.3,36.6,0,0,-7.0
5,6,Russell Westbrook,OKC,23,20,13,7,38.4,23.1,8.9,20.4,43.5,0.9,3.3,27.7,4.5,5.6,80.2,1.1,4.4,5.5,5.9,2.3,1.6,0.4,2.5,42.0,2,0,4.7
6,7,Derrick Rose,CHI,23,1,1,0,37.2,23.0,9.0,23.0,39.1,3.0,6.0,50.0,2.0,2.0,100.0,3.0,6.0,9.0,9.0,5.0,1.0,1.0,1.0,48.3,0,0,6.0
7,8,Dwyane Wade,MIA,30,23,16,7,39.4,22.8,8.6,18.5,46.2,0.4,1.5,29.4,5.3,7.2,72.9,1.4,3.8,5.2,4.3,3.0,1.7,1.3,2.8,41.7,1,0,8.0
8,9,Tony Parker,SAS,30,14,10,4,36.1,20.1,7.3,16.1,45.3,0.5,1.5,33.3,5.1,6.3,80.7,0.6,3.0,3.6,6.8,3.1,0.9,0.0,1.6,34.3,2,0,8.7
9,10,Kevin Garnett,BOS,36,20,11,9,36.9,19.2,8.0,16.0,49.7,0.1,0.2,25.0,3.3,4.0,81.3,1.6,8.8,10.3,1.5,2.2,1.2,1.5,3.0,39.4,13,0,6.9
10,11,Blake Griffin,LAC,23,11,4,7,35.7,19.1,7.6,15.3,50.0,0.0,0.1,0.0,3.8,6.0,63.6,1.7,5.2,6.9,2.5,2.3,1.8,0.9,3.7,37.0,2,0,-3.7
11,12,Glen Davis,ORL,26,5,1,4,38.1,19.0,7.8,17.8,43.8,0.0,0.0,0.0,3.4,4.4,77.3,4.6,4.6,9.2,0.8,1.8,0.6,1.2,2.0,34.8,3,0,-11.2
12,12,Rudy Gay,MEM,25,7,3,4,39.9,19.0,6.9,16.3,42.1,0.6,2.7,21.1,4.7,5.7,82.5,1.4,5.1,6.6,1.4,3.0,1.3,0.3,2.1,30.7,0,0,4.6
13,12,Ty Lawson,DEN,24,7,3,4,34.6,19.0,8.0,15.6,51.4,1.3,4.0,32.1,1.7,2.7,63.2,0.6,2.0,2.6,6.0,1.1,1.0,0.1,1.7,33.4,0,0,4.4
14,15,Paul Pierce,BOS,34,20,11,9,38.9,18.9,6.0,15.6,38.6,1.4,4.4,31.0,5.5,6.2,89.4,0.7,5.4,6.1,3.1,2.8,1.5,0.9,3.4,35.2,3,0,-0.8
15,16,Al Jefferson,UTA,27,4,0,4,35.2,18.3,9.0,17.0,52.9,0.0,0.3,0.0,0.3,1.0,25.0,1.8,6.8,8.5,2.5,1.3,1.3,0.8,2.5,37.0,2,0,-17.3
16,17,Chris Paul,LAC,27,11,4,7,38.4,17.6,6.4,14.9,42.7,1.2,3.5,33.3,3.7,4.3,87.2,0.5,4.5,5.1,7.9,3.9,2.7,0.1,2.7,40.2,4,0,-5.5
17,18,Tim Duncan,SAS,36,14,10,4,33.1,17.4,7.2,14.6,49.5,0.0,0.1,0.0,2.9,4.1,70.7,2.3,7.1,9.4,2.8,1.5,0.7,2.1,2.1,39.6,8,0,9.8
18,19,Rajon Rondo,BOS,26,19,10,9,42.6,17.3,7.4,15.8,46.8,0.4,1.6,26.7,2.1,2.9,69.6,1.8,4.9,6.7,11.9,3.8,2.4,0.1,2.1,47.0,14,4,0.9
19,20,Joe Johnson,ATL,31,6,2,4,40.5,17.2,6.3,17.0,37.3,1.5,6.0,25.0,3.0,4.0,75.0,1.0,2.5,3.5,3.5,2.7,1.3,0.2,1.8,28.5,0,0,-1.5
20,21,Danny Granger,IND,29,11,6,5,38.2,17.0,6.3,15.8,39.7,2.4,6.6,35.6,2.1,2.5,82.1,1.4,4.3,5.6,2.5,2.6,0.5,0.4,2.8,27.5,0,0,5.3
21,22,Josh Smith,ATL,26,5,2,3,39.1,16.8,6.8,17.6,38.6,0.0,0.8,0.0,3.2,4.2,76.2,2.0,11.6,13.6,4.8,3.0,0.6,1.0,2.8,42.1,4,0,-1.6
22,23,Andrew Bynum,LAL,24,12,5,7,37.6,16.7,6.1,12.8,47.7,0.0,0.0,0.0,4.5,5.8,78.3,3.8,7.3,11.1,1.5,1.3,0.4,3.1,1.8,41.4,7,1,-2.1
23,24,James Harden,OKC,22,20,13,7,31.5,16.3,4.7,10.7,43.5,1.6,3.9,41.0,5.4,6.3,85.7,0.7,4.5,5.1,3.4,2.1,1.6,0.1,3.4,30.4,0,0,6.5
24,25,Jrue Holiday,PHI,22,13,7,6,38.0,15.8,5.7,13.8,41.3,1.5,3.8,40.8,2.9,3.4,86.4,1.3,3.4,4.7,5.2,2.0,1.5,0.6,1.8,33.7,0,0,-2.8
25,26,Jameer Nelson,ORL,30,5,1,4,36.3,15.6,5.8,14.8,39.2,1.6,5.0,32.0,2.4,3.2,75.0,0.2,3.6,3.8,6.6,2.0,0.8,0.2,2.6,31.1,1,0,-9.4
26,27,Al Horford,ATL,26,3,1,2,35.9,15.3,6.7,11.3,58.8,0.0,0.0,0.0,2.0,2.7,75.0,1.7,6.7,8.3,2.7,4.0,1.3,1.3,3.7,33.3,1,0,0.7
27,28,David West,IND,31,11,6,5,37.8,15.3,6.0,13.5,44.6,0.0,0.0,0.0,3.3,4.0,81.8,1.9,6.6,8.5,2.0,1.5,0.7,0.5,3.0,30.8,4,0,6.9
28,29,Amar'e Stoudemire,NYK,29,4,1,3,34.8,15.3,5.0,9.0,55.6,0.0,0.0,0.0,5.3,7.0,75.0,2.0,4.5,6.5,0.8,3.0,1.3,0.3,4.0,25.7,1,0,-8.0
29,30,Marc Gasol,MEM,27,7,3,4,37.3,15.1,5.1,9.9,52.2,0.0,0.1,0.0,4.9,6.1,79.1,2.3,4.4,6.7,3.1,1.9,0.3,1.9,3.6,32.5,1,0,3.3
30,31,Joakim Noah,CHI,27,3,1,2,33.0,15.0,6.3,8.7,73.1,0.0,0.0,0.0,2.3,3.7,63.6,3.0,6.3,9.3,3.0,0.3,0.7,1.3,1.7,36.4,1,0,-1.0
31,32,Manu Ginobili,SAS,34,14,10,4,27.9,14.4,4.6,10.4,44.8,1.6,4.9,33.8,3.4,4.0,85.7,0.6,2.9,3.5,4.0,3.0,0.7,0.3,2.6,24.6,0,0,1.9
32,33,Mike Conley,MEM,24,7,3,4,39.5,14.1,4.6,10.9,42.1,1.6,3.1,50.0,3.4,4.6,75.0,0.6,2.7,3.3,7.1,2.3,0.9,0.0,2.7,29.1,0,0,2.0
33,34,Chris Bosh,MIA,28,14,11,3,31.4,14.0,5.2,10.6,49.3,0.5,0.9,53.8,3.1,3.7,82.7,2.6,5.2,7.8,0.6,1.4,0.4,1.0,1.4,27.1,2,0,5.8
34,34,Jeff Teague,ATL,24,6,2,4,37.4,14.0,5.0,12.2,41.1,1.2,2.8,41.2,2.8,3.2,89.5,0.7,3.0,3.7,4.2,1.7,0.8,0.8,3.0,28.0,0,0,-1.2
35,34,Luol Deng,CHI,27,6,2,4,38.0,14.0,6.0,13.2,45.6,1.3,3.7,36.4,0.7,1.2,57.1,1.3,7.0,8.3,1.5,1.7,0.8,1.5,1.7,31.6,1,0,-2.0
36,37,Jason Terry,DAL,34,4,0,4,34.7,13.8,5.0,11.0,45.5,2.5,5.0,50.0,1.3,2.0,62.5,0.3,2.0,2.3,3.8,2.0,0.3,0.0,2.8,20.8,0,0,-8.5
37,38,Zach Randolph,MEM,30,7,3,4,35.4,13.7,5.3,12.6,42.0,0.0,0.6,0.0,3.1,5.0,62.9,3.9,6.0,9.9,0.9,1.6,1.0,0.6,3.6,30.0,2,0,4.3
38,39,Carlos Boozer,CHI,30,6,2,4,33.4,13.5,6.3,15.0,42.2,0.0,0.0,0.0,0.8,1.2,71.4,1.7,8.2,9.8,3.0,3.8,0.8,0.3,3.3,29.5,3,0,-1.7
