,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,LeBron James,MIA,27,23,16,7,42.8,30.3,10.9,21.8,50.0,1.0,3.7,25.9,7.5,10.2,73.9,2.3,7.4,9.7,5.6,3.5,1.9,0.7,2.0,54.6,11,1,8.7,2544,1610612748
1,2,Kobe Bryant,LAL,33,12,5,7,39.7,30.0,11.0,25.1,43.9,1.4,5.0,28.3,6.6,7.9,83.2,1.3,3.5,4.8,4.3,2.8,1.3,0.2,2.8,44.0,0,0,-3.4,977,1610612747
2,3,Kevin Durant,OKC,23,20,13,7,41.8,28.5,9.9,19.2,51.7,2.1,5.5,37.3,6.7,7.7,86.4,0.7,6.8,7.4,3.7,3.2,1.5,1.2,2.6,47.7,7,0,3.5,201142,1610612760
3,4,Carmelo Anthony,NYK,28,5,1,4,40.8,27.8,10.4,24.8,41.9,0.8,3.6,22.2,6.2,8.2,75.6,2.6,5.6,8.2,2.2,2.8,1.2,0.2,4.2,42.3,1,0,-12.8,2546,1610612752
4,5,Dirk Nowitzki,DAL,34,4,0,4,38.4,26.8,8.5,19.3,44.2,0.3,1.5,16.7,9.5,10.5,90.5,0.8,5.5,6.3,1.8,2.5,0.8,0.0,2.3,36.6,0,0,-7.0,1717,1610612742
5,6,Russell Westbrook,OKC,23,20,13,7,38.4,23.1,8.9,20.4,43.5,0.9,3.3,27.7,4.5,5.6,80.2,1.1,4.4,5.5,5.9,2.3,1.6,0.4,2.5,42.0,2,0,4.7,201566,1610612760
6,7,Derrick Rose,CHI,23,1,1,0,37.2,23.0,9.0,23.0,39.1,3.0,6.0,50.0,2.0,2.0,100.0,3.0,6.0,9.0,9.0,5.0,1.0,1.0,1.0,48.3,0,0,6.0,201565,1610612741
7,8,Dwyane Wade,MIA,30,23,16,7,39.4,22.8,8.6,18.5,46.2,0.4,1.5,29.4,5.3,7.2,72.9,1.4,3.8,5.2,4.3,3.0,1.7,1.3,2.8,41.7,1,0,8.0,2548,1610612748
8,9,Tony Parker,SAS,30,14,10,4,36.1,20.1,7.3,16.1,45.3,0.5,1.5,33.3,5.1,6.3,80.7,0.6,3.0,3.6,6.8,3.1,0.9,0.0,1.6,34.3,2,0,8.7,2225,1610612759
9,10,Kevin Garnett,BOS,36,20,11,9,36.9,19.2,8.0,16.0,49.7,0.1,0.2,25.0,3.3,4.0,81.3,1.6,8.8,10.3,1.5,2.2,1.2,1.5,3.0,39.4,13,0,6.9,708,1610612738
10,11,Blake Griffin,LAC,23,11,4,7,35.7,19.1,7.6,15.3,50.0,0.0,0.1,0.0,3.8,6.0,63.6,1.7,5.2,6.9,2.5,2.3,1.8,0.9,3.7,37.0,2,0,-3.7,201933,1610612746
11,12,Glen Davis,ORL,26,5,1,4,38.1,19.0,7.8,17.8,43.8,0.0,0.0,0.0,3.4,4.4,77.3,4.6,4.6,9.2,0.8,1.8,0.6,1.2,2.0,34.8,3,0,-11.2,201175,1610612753
