,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Milwaukee Bucks,15,10,5,0.667,48.7,112.8,39.8,88.3,45.1,12.8,38.1,33.6,20.4,28.0,72.9,10.1,41.8,51.9,25.0,13.0,6.7,6.4,4.7,21.8,23.3,8.8,1610612749
1,1,Toronto Raptors,24,16,8,0.667,48.4,106.6,37.7,84.8,44.4,11.9,34.5,34.6,19.3,23.3,83.0,8.3,34.0,42.3,22.5,12.1,8.0,4.6,5.0,22.6,21.8,5.5,1610612761
2,3,Golden State Warriors,22,14,8,0.636,48.5,114.1,41.1,86.1,47.7,12.2,32.7,37.2,19.8,24.3,81.3,10.1,33.2,43.3,28.4,14.9,7.4,5.7,3.9,23.2,22.3,3.4,1610612744
3,4,Philadelphia 76ers,12,7,5,0.583,48.0,108.7,39.4,85.8,45.9,9.4,28.4,33.1,20.4,25.8,79.0,11.4,37.1,48.5,24.4,16.5,6.3,5.4,3.4,22.4,22.1,3.0,1610612755
4,5,Boston Celtics,9,5,4,0.556,48.0,102.1,35.7,84.1,42.4,11.3,33.0,34.3,19.4,24.2,80.3,7.4,40.3,47.8,21.4,14.8,5.9,3.8,4.3,20.8,21.0,-1.4,1610612738
5,6,Houston Rockets,11,6,5,0.545,48.5,108.5,37.2,83.8,44.4,15.6,42.7,36.6,18.5,24.3,76.4,9.6,33.3,42.9,18.3,15.8,8.5,5.1,4.6,21.6,21.5,3.2,1610612745
6,7,Denver Nuggets,14,7,7,0.5,49.4,109.1,39.9,90.2,44.3,9.6,27.8,34.4,19.7,25.2,78.2,13.1,34.6,47.7,24.0,9.8,5.7,4.6,4.7,21.3,21.9,1.9,1610612743
7,7,Portland Trail Blazers,16,8,8,0.5,49.6,109.7,39.4,90.4,43.6,11.8,32.8,36.0,19.0,24.8,76.6,11.4,33.8,45.2,19.8,12.9,6.9,5.1,5.9,22.8,22.8,-1.4,1610612757
8,9,San Antonio Spurs,7,3,4,0.429,48.0,103.3,39.4,85.1,46.3,6.7,19.9,33.8,17.7,23.0,77.0,10.7,34.4,45.1,21.1,8.4,4.6,4.0,3.6,19.4,20.0,-1.9,1610612759
9,10,LA Clippers,6,2,4,0.33299999999999996,48.0,114.7,39.8,89.2,44.7,11.5,31.7,36.3,23.5,28.8,81.5,10.0,30.2,40.2,25.3,15.0,8.0,3.3,7.5,25.0,25.8,-9.8,1610612746
10,11,Brooklyn Nets,5,1,4,0.2,48.0,111.4,38.4,91.4,42.0,11.0,34.0,32.4,23.6,29.2,80.8,11.2,29.2,40.4,19.2,14.2,7.6,2.8,6.0,22.8,24.2,-11.0,1610612751
11,11,Oklahoma City Thunder,5,1,4,0.2,48.0,105.2,37.8,86.0,44.0,10.4,31.4,33.1,19.2,25.4,75.6,10.2,33.0,43.2,22.6,15.2,6.6,5.4,5.8,24.2,23.4,-5.8,1610612760
12,11,Orlando Magic,5,1,4,0.2,48.0,92.0,32.2,83.0,38.8,10.4,34.8,29.9,17.2,22.2,77.5,9.6,33.8,43.4,19.0,15.6,6.6,4.0,4.2,18.8,23.0,-14.4,1610612753
13,11,Utah Jazz,5,1,4,0.2,48.0,97.8,34.6,86.4,40.0,9.4,35.8,26.3,19.2,25.6,75.0,11.8,35.4,47.2,23.0,15.2,9.2,5.4,7.0,21.8,21.4,-9.2,1610612762
14,15,Detroit Pistons,4,0,4,0.0,48.0,98.0,37.5,96.8,38.8,11.0,33.3,33.1,12.0,16.5,72.7,10.8,31.5,42.3,23.0,10.5,7.3,4.0,8.8,24.3,20.0,-23.8,1610612765
15,15,Indiana Pacers,4,0,4,0.0,48.0,91.8,33.5,83.5,40.1,10.0,29.8,33.6,14.8,20.5,72.0,8.0,32.3,40.3,20.8,12.0,8.3,3.5,3.0,20.0,19.5,-7.5,1610612754
