,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Los Angeles Lakers,82,67,15,0.8170000000000001,48.3,100.8,38.3,83.4,45.9,4.2,12.8,32.9,20.1,28.9,69.6,13.6,33.4,47.0,23.4,13.9,7.5,6.5,4.2,22.5,2.5,8.5,1610612747
1,2,Portland Trail Blazers,82,59,23,0.72,48.2,97.5,36.8,78.4,47.0,5.0,13.8,36.1,18.8,24.7,76.0,11.8,31.2,43.0,23.5,15.2,7.7,4.8,4.3,22.7,1.7,6.4,1610612757
2,3,Indiana Pacers,82,56,26,0.6829999999999999,48.1,101.3,37.2,81.0,45.9,7.1,18.1,39.2,19.9,24.5,81.1,10.3,31.9,42.1,22.6,14.1,6.8,5.1,3.9,21.8,2.3,4.6,1610612754
3,4,Utah Jazz,82,55,27,0.6709999999999999,48.2,96.5,36.1,77.8,46.4,4.0,10.4,38.5,20.3,26.2,77.3,11.4,29.6,41.0,24.9,14.9,7.7,5.4,5.0,24.5,2.8,4.5,1610612762
4,5,Phoenix Suns,82,53,29,0.6459999999999999,48.3,98.9,37.7,82.6,45.7,5.6,15.2,36.8,17.9,23.6,75.9,12.5,31.2,43.7,25.6,16.7,9.1,5.3,5.2,24.1,2.7,5.2,1610612756
5,5,San Antonio Spurs,82,53,29,0.6459999999999999,48.4,96.2,36.0,78.0,46.2,4.0,10.8,37.4,20.1,27.0,74.6,11.3,32.5,43.8,22.2,15.0,7.5,6.7,5.2,20.9,2.0,5.9,1610612759
6,7,Miami Heat,82,52,30,0.634,48.4,94.4,36.3,78.8,46.0,5.4,14.7,37.1,16.4,22.3,73.6,11.2,31.9,43.2,23.5,15.0,7.1,6.4,4.4,23.7,2.1,3.1,1610612748
7,8,Minnesota Timberwolves,82,50,32,0.61,48.5,98.5,39.3,84.3,46.7,3.0,8.7,34.6,16.8,21.6,78.0,12.4,30.1,42.5,26.9,13.9,7.6,5.4,4.2,23.3,2.3,2.5,1610612750
8,8,New York Knicks,82,50,32,0.61,48.4,92.1,35.3,77.7,45.5,4.3,11.4,37.5,17.2,22.0,78.1,9.8,30.7,40.5,19.4,14.6,6.3,4.3,4.3,24.2,2.8,1.5,1610612752
9,10,Charlotte Hornets,82,49,33,0.598,48.2,98.4,35.8,79.7,44.9,4.1,12.2,33.9,22.7,30.0,75.8,10.8,32.1,42.9,24.7,14.7,8.9,5.9,5.1,20.4,2.2,2.7,1610612766
10,10,Philadelphia 76ers,82,49,33,0.598,48.4,94.8,36.5,82.6,44.2,2.5,7.8,32.3,19.2,27.1,70.8,14.0,30.1,44.1,22.2,15.7,9.6,4.7,6.5,23.6,2.5,1.3,1610612755
11,12,Seattle SuperSonics,82,45,37,0.5489999999999999,48.2,99.1,37.9,84.7,44.7,6.7,19.6,33.9,16.6,23.9,69.5,12.7,30.3,43.0,22.9,14.0,8.0,4.2,5.3,21.7,2.2,1.0,1610612760
12,12,Toronto Raptors,82,45,37,0.5489999999999999,48.2,97.2,36.3,83.9,43.3,5.2,14.3,36.3,19.3,25.2,76.5,13.4,29.9,43.3,23.7,13.9,8.1,6.6,5.3,24.3,2.0,-0.2,1610612761
13,14,Sacramento Kings,82,44,38,0.537,48.3,105.0,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,16.2,9.6,4.6,4.9,21.1,2.6,2.9,1610612758
14,15,Detroit Pistons,82,42,40,0.512,48.4,103.5,37.1,80.9,45.9,5.4,14.9,35.9,23.9,30.6,78.1,11.2,30.0,41.2,20.8,15.7,8.1,3.3,4.8,24.5,3.5,1.4,1610612765
15,15,Milwaukee Bucks,82,42,40,0.512,48.4,101.2,38.7,83.3,46.5,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,15.0,8.2,4.6,4.1,24.6,2.2,0.2,1610612749
16,17,Orlando Magic,82,41,41,0.5,48.2,100.1,38.6,85.5,45.2,3.6,10.6,33.8,19.2,26.1,73.5,14.0,31.0,44.9,20.8,17.6,9.1,5.7,5.8,24.0,2.8,0.7,1610612753
17,18,Dallas Mavericks,82,40,42,0.488,48.1,101.4,39.0,85.9,45.3,6.3,16.2,39.1,17.2,21.4,80.4,11.4,29.8,41.2,22.1,13.7,7.2,5.1,5.1,21.6,3.8,-0.6,1610612742
18,19,Boston Celtics,82,35,47,0.42700000000000005,48.1,99.3,37.2,83.9,44.4,5.1,15.4,33.1,19.8,26.5,74.5,13.5,29.5,43.0,21.2,15.4,9.7,3.5,5.8,27.1,2.3,-0.8,1610612738
19,19,Denver Nuggets,82,35,47,0.42700000000000005,48.4,99.0,37.3,84.3,44.2,5.7,17.0,33.6,18.7,25.8,72.4,13.1,31.6,44.7,23.3,15.6,6.8,7.5,5.6,23.9,2.5,-2.1,1610612743
20,21,Houston Rockets,82,34,48,0.415,48.4,99.5,36.6,81.3,45.0,7.1,19.8,35.8,19.2,26.2,73.3,12.3,31.5,43.8,21.6,17.4,7.5,5.3,5.3,20.3,1.8,-0.9,1610612745
21,22,Cleveland Cavaliers,82,32,50,0.39,48.4,97.0,36.3,82.1,44.2,4.2,11.2,37.3,20.2,26.9,75.0,12.3,30.5,42.8,23.7,17.4,8.7,4.4,6.1,27.1,3.0,-3.5,1610612739
22,23,New Jersey Nets,82,31,51,0.37799999999999995,48.4,98.0,36.3,83.9,43.3,5.8,16.8,34.7,19.5,24.9,78.4,12.7,28.2,40.9,20.6,13.6,8.8,4.8,5.7,23.3,2.4,-1.0,1610612751
23,24,Washington Wizards,82,29,53,0.354,48.3,96.6,36.7,81.5,45.1,4.1,10.9,37.6,19.1,25.7,74.3,13.0,29.7,42.7,21.6,16.1,7.2,4.7,6.1,26.2,2.7,-3.3,1610612764
24,25,Atlanta Hawks,82,28,54,0.341,48.4,94.3,36.6,83.0,44.1,3.1,9.9,31.7,18.0,24.2,74.3,14.0,31.3,45.3,18.9,15.4,6.1,5.6,4.9,21.0,1.6,-5.4,1610612737
25,26,Vancouver Grizzlies,82,22,60,0.268,48.4,93.9,35.3,78.5,44.9,4.0,11.0,36.1,19.4,25.1,77.4,12.3,28.3,40.6,20.7,16.8,7.4,4.2,6.3,22.9,2.4,-5.6,1610612763
26,27,Golden State Warriors,82,19,63,0.23199999999999998,48.2,95.5,36.5,87.1,42.0,4.2,13.0,32.3,18.3,26.2,69.7,15.9,29.7,45.6,22.6,15.9,8.9,4.3,6.0,24.9,2.0,-8.3,1610612744
27,28,Chicago Bulls,82,17,65,0.207,48.3,84.8,31.3,75.4,41.5,4.1,12.6,32.9,18.1,25.5,70.9,12.6,28.3,40.9,20.0,19.0,7.9,4.7,5.6,23.3,2.6,-9.4,1610612741
28,29,Los Angeles Clippers,82,15,67,0.183,48.1,92.0,35.1,82.4,42.6,5.2,15.5,33.9,16.6,22.3,74.6,11.6,29.0,40.6,18.0,16.2,7.0,6.0,4.6,22.2,2.0,-11.5,1610612746
