Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Kevin Garnett,PF,8.0,16.0,49.7,0.1,0.2,25.0,3.3,4.0,81.3,7.9,15.8,50.0,1.2,0.5,20,20.0,36.9,19.2,1.6,8.8,10.3,1.5,1.2,1.5,2.2,3.0,0.7,20.58,BOS
Paul Pierce,SF,6.0,15.6,38.6,1.4,4.4,31.0,5.5,6.2,89.4,4.7,11.2,41.5,1.212,0.43,20,20.0,38.9,18.9,0.7,5.4,6.1,3.1,1.5,0.9,2.8,3.4,1.1,16.18,BOS
Rajon Rondo,PG,7.4,15.8,46.8,0.4,1.6,26.7,2.1,2.9,69.6,7.0,14.3,49.1,1.093,0.48,19,19.0,42.6,17.3,1.8,4.9,6.7,11.9,2.4,0.1,3.8,2.1,3.2,22.05,BOS
Brandon Bass,PF,4.1,8.8,46.3,0.0,0.0,0.0,3.0,3.2,92.2,4.1,8.8,46.3,1.263,0.46,20,20.0,30.4,11.1,1.3,4.0,5.3,0.8,0.7,0.5,0.8,2.5,1.0,14.5,BOS
Ray Allen,SG,3.7,9.3,39.5,1.6,5.1,30.4,1.8,2.5,71.1,2.1,4.2,50.7,1.15,0.48,18,10.0,34.2,10.7,0.4,3.7,4.1,1.0,0.9,0.1,0.9,2.3,1.1,10.01,BOS
Avery Bradley,PG,2.5,6.8,36.8,0.5,2.2,22.7,1.2,1.8,66.7,2.0,4.6,43.5,0.985,0.4,10,10.0,24.8,6.7,0.3,1.7,2.0,0.8,0.8,0.6,1.0,2.0,0.8,6.97,BOS
Mickael Pietrus,SF,1.2,3.7,32.9,0.6,2.7,22.2,0.5,0.8,56.3,0.6,1.0,63.2,0.945,0.41,20,1.0,19.7,3.5,0.6,1.5,2.1,0.1,0.7,0.3,0.5,2.5,0.2,4.33,BOS
Keyon Dooling,PG,1.1,2.4,43.8,0.6,1.4,39.3,0.1,0.2,66.7,0.5,1.0,50.0,1.146,0.55,20,0.0,10.6,2.8,0.1,0.7,0.8,0.7,0.3,0.2,0.2,1.5,4.7,9.93,BOS
Marquis Daniels,SG,0.7,1.3,57.9,0.0,0.1,0.0,0.5,0.7,80.0,0.7,1.1,64.7,1.579,0.58,15,0.0,6.1,2.0,0.1,0.6,0.7,0.2,0.1,0.1,0.1,0.9,1.5,12.44,BOS
Ryan Hollins,C,0.6,1.5,42.3,0.0,0.0,0.0,0.2,0.5,44.4,0.6,1.5,42.3,1.0,0.42,17,0.0,10.0,1.5,0.9,0.6,1.6,0.5,0.0,0.5,0.4,1.7,1.1,5.98,BOS
Greg Stiemsma,C,0.6,0.9,66.7,0.0,0.0,0.0,0.2,0.3,66.7,0.6,0.9,66.7,1.556,0.67,19,0.0,7.5,1.5,0.5,1.7,2.2,0.3,0.2,0.6,0.2,1.4,1.3,14.34,BOS
Sasha Pavlovic,SG,0.3,0.9,33.3,0.1,0.5,20.0,0.0,0.0,0.0,0.2,0.4,50.0,0.778,0.39,10,0.0,4.0,0.7,0.2,0.3,0.5,0.1,0.1,0.1,0.4,0.4,0.3,1.07,BOS
E'Twaun Moore,G,0.2,0.9,25.0,0.0,0.2,0.0,0.1,0.2,50.0,0.2,0.7,33.3,0.625,0.25,9,0.0,2.3,0.6,0.0,0.3,0.3,0.3,0.0,0.1,0.1,0.2,3.0,3.15,BOS
Sean Williams,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-10.46,BOS
Carmelo Anthony,PF,10.4,24.8,41.9,0.8,3.6,22.2,6.2,8.2,75.6,9.6,21.2,45.3,1.121,0.44,5,5.0,40.8,27.8,2.6,5.6,8.2,2.2,1.2,0.2,2.8,4.2,0.8,21.56,NY
Amar'e Stoudemire,C,5.0,9.0,55.6,0.0,0.0,0.0,5.3,7.0,75.0,5.0,9.0,55.6,1.694,0.56,4,4.0,34.8,15.3,2.0,4.5,6.5,0.8,1.3,0.3,3.0,4.0,0.3,16.97,NY
JR Smith,G,4.8,15.2,31.6,1.0,5.6,17.9,1.6,1.6,100.0,3.8,9.6,39.6,0.8029999999999999,0.35,5,0.0,35.0,12.2,0.4,2.2,2.6,2.2,1.2,0.2,2.2,3.8,1.0,5.42,NY
Baron Davis,PG,2.8,5.8,47.8,1.0,3.5,28.6,1.3,1.3,100.0,1.8,2.3,77.8,1.348,0.57,4,4.0,24.3,7.8,0.0,0.8,0.8,3.3,0.0,0.0,3.3,3.8,1.0,6.03,NY
Landry Fields,SG,3.0,6.2,48.4,0.2,1.0,20.0,1.0,1.4,71.4,2.8,5.2,53.8,1.161,0.5,5,4.0,23.0,7.2,0.8,2.2,3.0,1.4,0.6,0.0,1.8,1.0,0.8,11.04,NY
Tyson Chandler,C,2.2,5.0,44.0,0.0,0.0,0.0,1.8,3.0,60.0,2.2,5.0,44.0,1.24,0.44,5,5.0,33.4,6.2,3.6,5.4,9.0,0.8,1.4,1.4,3.0,3.6,0.3,10.04,NY
Mike Bibby,PG,1.8,4.6,39.1,1.4,3.4,41.2,0.4,0.6,66.7,0.4,1.2,33.3,1.1740000000000002,0.54,5,1.0,23.6,5.4,0.6,3.6,4.2,2.6,0.2,0.0,0.8,1.4,3.3,11.7,NY
Josh Harrellson,C,1.0,2.3,44.4,0.0,0.3,0.0,0.5,0.5,100.0,1.0,2.0,50.0,1.111,0.44,4,0.0,6.3,2.5,0.8,1.3,2.0,0.0,0.0,0.0,0.5,1.5,0.0,10.6,NY
Steve Novak,SF,0.8,1.8,44.4,0.8,1.4,57.1,0.0,0.0,0.0,0.0,0.4,0.0,1.3330000000000002,0.67,5,1.0,19.0,2.4,0.6,2.4,3.0,0.0,0.0,0.2,0.6,1.4,0.0,4.82,NY
Toney Douglas,PG,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,1.0,1,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,17.5,NY
Jerome Adolphus Jordan,C,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.5,1,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21,NY
Jared Jeffries,PF,0.2,1.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,16.7,0.33299999999999996,0.17,5,0.0,6.8,0.4,1.2,1.2,2.4,0.0,0.2,0.0,0.2,1.0,0.0,3.95,NY
Iman Shumpert,G,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,-5.88,NY
Jrue Holiday,PG,5.7,13.8,41.3,1.5,3.8,40.8,2.9,3.4,86.4,4.2,10.0,41.5,1.151,0.47,13,13.0,38.0,15.8,1.3,3.4,4.7,5.2,1.5,0.6,2.0,1.8,2.6,18.07,PHI
