Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,6.5,14.6,44.3,1.6,4.5,36.6,4.8,5.6,85.2,4.8,10.1,47.6,1.327,0.5,61,61.0,34.0,19.4,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,1.6,19.69,BOS
Kevin Garnett,PF,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,6.5,12.8,50.5,1.219,0.51,60,60.0,31.1,15.8,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,1.6,20.47,BOS
Ray Allen,SG,4.9,10.7,45.8,2.3,5.1,45.3,2.1,2.3,91.5,2.6,5.6,46.3,1.329,0.57,46,42.0,34.0,14.2,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,1.6,14.83,BOS
Brandon Bass,PF,5.1,10.7,47.9,0.0,0.0,0.0,2.2,2.8,81.0,5.1,10.7,47.9,1.168,0.48,59,39.0,31.7,12.5,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,0.8,14.21,BOS
Rajon Rondo,PG,4.8,10.8,44.8,0.2,0.8,23.8,2.0,3.4,59.7,4.6,10.0,46.4,1.101,0.46,53,53.0,36.9,11.9,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,3.2,17.55,BOS
Avery Bradley,PG,3.1,6.3,49.8,0.3,0.8,40.7,1.0,1.2,79.5,2.8,5.4,51.1,1.204,0.52,64,28.0,21.4,7.6,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,1.2,11.31,BOS
Mickael Pietrus,SF,2.5,6.4,38.5,1.5,4.3,33.5,0.5,0.7,64.5,1.0,2.1,48.9,1.07,0.5,42,6.0,21.9,6.9,0.4,2.7,3.1,0.6,0.5,0.2,0.8,1.9,0.8,8.58,BOS
Chris Wilcox,PF,2.3,3.8,59.8,0.0,0.0,0.0,0.9,1.4,61.5,2.3,3.8,59.8,1.421,0.6,28,4.0,17.2,5.4,1.4,3.0,4.4,0.4,0.4,0.3,1.1,2.3,0.4,12.46,BOS
Jermaine O'Neal,C,2.1,4.8,43.3,0.0,0.0,0.0,0.8,1.2,67.7,2.1,4.8,43.3,1.042,0.43,25,24.0,22.8,5.0,1.5,3.9,5.4,0.4,0.3,1.7,0.8,3.2,0.5,9.46,BOS
Keyon Dooling,PG,1.4,3.5,40.5,0.6,1.8,33.3,0.5,0.7,74.2,0.8,1.8,47.6,1.117,0.49,46,2.0,14.4,4.0,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.2,1.5,6.92,BOS
Sean Williams,PF,0.7,2.0,33.3,0.0,0.0,0.0,2.3,2.3,100.0,0.7,2.0,33.3,1.8330000000000002,0.33,3,0.0,14.0,3.7,1.3,2.7,4.0,1.0,1.0,1.0,1.0,1.3,1.0,18.59,BOS
