,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Kevin Durant,OKC,25,19,10,9,42.9,29.6,10.2,22.2,46.0,2.3,6.6,34.4,6.9,8.6,81.0,1.3,7.6,8.9,3.9,3.8,1.0,1.3,2.2,49.4,8,0,0.5
1,2,LeBron James,MIA,29,20,13,7,38.2,27.4,9.6,17.0,56.5,1.8,4.3,40.7,6.5,8.0,80.6,0.7,6.4,7.1,4.8,3.1,1.8,0.6,2.3,47.0,5,0,3.2
2,3,James Harden,HOU,24,6,2,4,43.9,26.8,8.3,22.2,37.6,2.7,9.0,29.6,7.5,8.3,90.0,0.8,3.8,4.7,5.8,3.5,2.0,0.2,3.5,44.2,0,0,2.7
3,4,Russell Westbrook,OKC,25,19,10,9,38.7,26.7,8.8,20.9,42.0,1.5,5.3,28.0,7.6,8.6,88.4,2.4,4.9,7.3,8.1,4.4,2.2,0.3,3.3,50.5,8,3,2.2
4,5,LaMarcus Aldridge,POR,28,11,5,6,40.1,26.2,10.3,22.7,45.2,0.2,0.3,66.7,5.5,6.8,80.0,2.7,7.9,10.6,1.5,1.7,0.6,1.6,3.6,46.2,8,0,-1.5
5,6,Dwight Howard,HOU,28,6,2,4,38.6,26.0,9.7,17.7,54.7,0.0,0.0,0.0,6.7,10.7,62.5,4.5,9.2,13.7,1.8,3.2,0.7,2.8,4.2,52.5,6,0,-1.2
6,7,DeMar DeRozan,TOR,24,7,3,4,40.3,23.9,6.4,16.7,38.5,0.9,2.6,33.3,10.1,11.3,89.9,0.4,3.7,4.1,3.6,2.6,1.1,0.3,3.3,35.9,0,0,-2.4
7,8,Blake Griffin,LAC,25,13,6,7,36.8,23.5,9.0,18.0,50.0,0.1,0.5,14.3,5.5,7.4,74.0,2.7,4.7,7.4,3.8,2.4,1.2,1.1,4.2,42.7,1,0,1.5
8,9,Stephen Curry,GSW,26,7,3,4,42.4,23.0,7.3,16.6,44.0,3.1,8.1,38.6,5.3,6.0,88.1,0.6,3.0,3.6,8.4,3.7,1.7,0.1,2.6,41.8,1,0,0.4
9,10,Damian Lillard,POR,23,11,5,6,42.3,22.9,7.5,17.2,43.9,2.5,6.4,38.6,5.4,6.0,89.4,1.1,4.0,5.1,6.5,2.7,1.0,0.1,2.6,39.4,2,0,-1.2
10,11,Paul George,IND,24,19,10,9,41.1,22.6,7.3,16.6,43.8,2.7,6.8,40.3,5.3,6.7,78.9,0.7,6.9,7.6,3.8,2.6,2.2,0.4,2.9,42.5,7,0,1.3
11,12,Joe Johnson,BKN,33,12,5,7,39.1,21.2,8.2,15.3,53.3,1.8,4.4,41.5,3.0,3.6,83.7,0.8,3.1,3.8,2.9,1.6,0.5,0.3,1.7,30.8,0,0,1.2
12,13,Kyle Lowry,TOR,28,7,3,4,38.8,21.1,6.3,15.6,40.4,2.4,6.1,39.5,6.1,7.0,87.8,1.3,3.4,4.7,4.7,2.9,0.9,0.0,3.9,33.6,0,0,0.1
13,14,Monta Ellis,DAL,28,7,3,4,35.6,20.4,7.4,18.1,40.9,1.7,4.9,35.3,3.9,4.4,87.1,0.9,1.6,2.4,2.9,2.1,1.3,0.1,2.7,29.8,0,0,-7.4
14,15,Chris Paul,LAC,29,13,6,7,36.3,19.8,7.1,15.2,46.7,2.5,5.4,45.7,3.2,4.1,77.4,0.9,3.3,4.2,10.3,3.0,2.8,0.0,3.8,45.8,9,0,5.8
15,16,Kemba Walker,CHA,24,4,0,4,38.2,19.5,6.5,13.8,47.3,3.0,6.0,50.0,3.5,4.5,77.8,0.3,3.5,3.8,6.0,3.8,2.0,0.8,1.5,37.5,0,0,-8.5
16,17,Paul Millsap,ATL,29,7,3,4,38.2,19.4,5.9,14.7,39.8,1.3,3.9,33.3,6.4,8.0,80.4,3.0,7.9,10.9,2.9,2.9,1.4,1.9,3.6,43.7,3,0,-2.1
17,18,Chandler Parsons,HOU,25,6,2,4,41.7,19.3,7.7,17.5,43.8,2.2,6.0,36.1,1.8,2.5,73.3,1.0,5.8,6.8,2.3,0.8,0.7,0.3,3.2,33.2,1,0,-0.7
18,19,Jeff Teague,ATL,26,7,3,4,34.6,19.3,6.3,16.0,39.3,1.3,3.9,33.3,5.4,5.7,95.0,0.7,3.0,3.7,5.0,3.0,1.0,0.6,2.1,33.0,1,0,-3.6
19,20,Bradley Beal,WAS,21,11,6,5,41.6,19.2,6.8,16.1,42.4,2.0,4.8,41.5,3.5,4.5,79.6,1.4,3.6,5.0,4.5,2.1,1.6,0.6,2.8,36.7,0,0,2.2
20,21,Dirk Nowitzki,DAL,36,7,3,4,37.5,19.1,7.7,18.0,42.9,0.1,1.7,8.3,3.6,4.4,80.6,0.7,7.3,8.0,1.6,2.1,0.9,0.9,2.9,34.1,1,0,-4.6
21,22,Al Jefferson,CHA,29,3,0,3,35.3,18.7,8.7,17.7,49.1,0.0,0.0,0.0,1.3,1.7,80.0,2.0,7.3,9.3,0.7,0.3,0.3,1.7,2.3,36.5,2,0,-9.7
22,23,Taj Gibson,CHI,29,5,1,4,30.7,18.2,6.4,11.4,56.1,0.0,0.0,0.0,5.4,7.2,75.0,4.2,2.0,6.2,0.4,1.6,0.4,2.4,2.4,33.0,1,0,1.4
23,24,Zach Randolph,MEM,32,6,3,3,39.1,18.2,7.0,17.3,40.4,0.0,0.2,0.0,4.2,6.8,61.0,2.8,5.8,8.7,2.3,1.7,0.8,0.2,2.2,33.4,3,0,-5.3
24,25,Dwyane Wade,MIA,32,20,13,7,34.6,17.8,7.0,13.9,50.0,0.5,1.2,37.5,3.5,4.5,76.7,0.8,3.1,3.9,3.9,2.7,1.5,0.3,2.8,30.7,0,0,0.1
25,26,Tony Parker,SAS,32,23,16,7,31.3,17.4,7.3,15.0,48.6,0.6,1.5,37.1,2.2,3.0,72.9,0.2,1.7,2.0,4.8,2.7,0.7,0.1,1.6,26.5,2,0,4.4
26,27,Marc Gasol,MEM,29,7,3,4,42.8,17.3,6.7,16.6,40.5,0.0,0.1,0.0,3.9,4.9,79.4,1.9,5.9,7.7,4.4,1.7,1.7,0.9,3.9,39.2,2,0,-5.9
27,28,Klay Thompson,GSW,24,7,3,4,36.7,16.4,5.7,14.0,40.8,2.3,6.3,36.4,2.7,3.4,79.2,0.6,2.9,3.4,3.6,2.1,1.0,0.7,3.4,28.9,0,0,-3.1
28,29,John Wall,WAS,23,11,6,5,38.1,16.3,5.5,14.9,36.6,0.6,2.9,21.9,4.7,6.2,76.5,0.5,3.5,4.0,7.1,3.3,1.6,0.7,2.6,35.5,2,0,2.7
29,30,Tim Duncan,SAS,38,23,16,7,32.7,16.3,6.5,12.4,52.3,0.0,0.1,0.0,3.3,4.3,76.0,2.8,6.3,9.2,2.0,1.1,0.3,1.3,2.3,33.8,9,0,6.5
30,31,Mike Conley,MEM,26,7,3,4,38.1,15.9,6.3,14.6,43.1,0.4,3.9,11.1,2.9,3.7,76.9,0.7,3.9,4.6,7.9,2.1,2.0,0.1,2.0,37.4,3,0,-4.4
31,32,Jamal Crawford,LAC,34,13,6,7,24.0,15.5,5.2,13.2,39.8,2.1,6.1,34.2,3.0,3.4,88.6,0.4,1.1,1.5,2.0,1.2,0.9,0.2,1.8,22.4,0,0,0.7
32,33,Nicolas Batum,POR,25,11,5,6,41.7,15.2,6.1,12.9,47.2,1.9,5.5,35.0,1.1,1.4,80.0,0.9,6.7,7.6,4.8,2.5,1.4,0.5,1.9,34.5,2,0,-2.6
33,34,David West,IND,33,19,10,9,36.2,15.1,6.4,12.9,49.4,0.1,0.5,20.0,2.3,3.2,70.5,1.3,5.5,6.7,3.9,2.3,0.7,0.8,3.0,31.4,3,0,2.9
34,35,Chris Bosh,MIA,30,20,13,7,34.3,14.9,5.8,11.5,50.7,1.5,3.7,40.5,1.8,2.4,75.0,1.2,4.4,5.6,1.1,0.7,0.9,1.0,2.6,28.0,2,0,-1.3
35,36,Wesley Matthews,POR,27,11,5,6,38.7,14.5,5.1,12.4,41.2,2.0,6.2,32.4,2.4,2.9,81.3,0.6,3.3,3.9,1.3,2.0,1.3,0.5,4.1,24.3,0,0,-4.5
36,37,Deron Williams,BKN,30,12,5,7,35.7,14.5,5.0,12.7,39.5,1.5,4.4,34.0,3.0,3.8,80.0,0.6,2.6,3.2,5.8,2.3,1.1,0.2,2.6,28.6,0,0,2.5
37,38,Manu Ginobili,SAS,36,23,16,7,25.5,14.3,4.5,10.3,43.9,1.8,4.6,39.0,3.5,4.1,86.2,0.4,2.9,3.3,4.1,2.3,1.6,0.1,2.6,27.2,1,0,8.0
38,39,Kawhi Leonard,SAS,23,23,16,7,32.0,14.3,5.3,10.4,51.0,1.3,3.2,41.9,2.3,3.1,73.6,1.3,5.4,6.7,1.7,1.3,1.7,0.6,2.9,30.5,5,0,7.5
39,40,David Lee,GSW,31,7,3,4,31.1,13.9,5.9,11.0,53.2,0.0,0.0,0.0,2.1,2.7,78.9,3.4,5.7,9.1,2.6,2.4,0.6,0.0,4.0,28.0,3,0,1.4
40,41,Nene,WAS,31,10,5,5,32.5,13.7,6.4,13.8,46.4,0.0,0.0,0.0,0.9,2.6,34.6,0.8,4.5,5.3,2.6,1.7,0.9,1.1,3.6,28.3,0,0,-2.7
41,42,Paul Pierce,BKN,36,12,5,7,30.7,13.7,5.0,10.8,46.5,1.6,4.4,35.8,2.1,2.7,78.1,0.3,4.2,4.5,2.0,1.7,1.2,0.3,3.7,24.9,0,0,-0.3
42,43,Trevor Ariza,WAS,28,11,6,5,37.0,13.6,4.7,9.8,48.1,2.3,5.1,44.6,1.9,2.5,77.8,1.9,7.0,8.9,1.7,1.3,1.5,0.4,2.4,31.4,3,0,2.2
43,44,Lance Stephenson,IND,23,19,10,9,37.1,13.6,5.3,11.6,45.5,1.3,3.5,35.8,1.8,2.6,71.4,1.3,5.6,6.9,4.2,2.4,0.8,0.2,2.9,29.0,3,0,1.0
44,45,Jimmy Butler,CHI,24,5,1,4,43.5,13.6,4.4,11.4,38.6,1.2,4.0,30.0,3.6,4.6,78.3,1.2,4.0,5.2,2.2,0.6,1.2,0.0,2.6,26.1,0,0,-4.6
45,46,Kyle Korver,ATL,33,7,3,4,35.7,13.4,4.3,9.4,45.5,3.3,7.7,42.6,1.6,1.7,91.7,0.3,5.0,5.3,0.7,1.6,0.6,0.3,2.1,21.8,0,0,2.1
46,47,JJ Redick,LAC,30,13,6,7,27.0,13.3,4.7,10.2,45.9,2.0,5.0,40.0,1.9,2.0,96.2,0.3,1.4,1.7,1.5,1.0,0.8,0.0,1.8,19.1,0,0,4.5
47,48,D.J. Augustin,CHI,26,5,1,4,28.2,13.2,4.2,14.4,29.2,1.4,5.2,26.9,3.4,3.8,89.5,0.8,0.8,1.6,4.8,1.8,0.6,0.0,3.2,22.3,0,0,4.0
48,48,Mike Dunleavy,CHI,33,5,1,4,32.6,13.2,5.0,10.6,47.2,2.4,5.2,46.2,0.8,1.2,66.7,1.0,2.6,3.6,2.4,1.0,0.6,0.2,1.4,22.5,0,0,-6.0
49,50,Andre Iguodala,GSW,30,7,3,4,35.5,13.1,4.6,8.9,51.6,1.1,2.1,53.3,2.9,4.7,60.6,0.7,4.0,4.7,4.4,3.0,1.3,0.3,2.7,27.2,0,0,-5.6
50,51,Marcin Gortat,WAS,30,11,6,5,34.7,13.0,5.3,10.7,49.2,0.0,0.0,0.0,2.5,3.7,65.9,3.3,6.6,9.9,1.5,1.8,0.5,1.3,2.0,30.4,5,0,3.8
51,52,Vince Carter,DAL,37,7,3,4,27.2,12.6,4.4,9.7,45.6,2.1,4.4,48.4,1.6,2.0,78.6,1.0,2.6,3.6,2.4,0.9,0.4,0.3,1.7,21.8,0,0,4.4
52,53,Tony Allen,MEM,32,7,3,4,32.9,12.3,5.0,10.3,48.6,0.0,1.0,0.0,2.3,3.0,76.2,3.3,4.4,7.7,1.4,1.7,1.7,0.1,3.3,27.5,1,0,-2.0
53,54,George Hill,IND,28,19,10,9,36.1,12.1,4.2,9.4,44.4,1.5,4.1,36.4,2.3,3.2,72.1,0.7,3.1,3.8,3.0,1.5,1.2,0.2,2.3,23.9,0,0,1.1
54,55,Serge Ibaka,OKC,24,17,10,7,34.2,12.1,5.1,8.6,59.2,0.3,0.8,38.5,1.5,2.0,76.5,1.8,5.0,6.8,0.7,1.2,0.6,2.5,3.2,29.5,3,0,3.3
55,56,Draymond Green,GSW,24,7,3,4,32.5,11.9,4.0,8.6,46.7,1.1,4.1,27.6,2.7,3.4,79.2,2.6,5.7,8.3,2.9,2.4,1.7,1.7,4.7,33.9,3,0,2.9
56,57,Josh McRoberts,CHA,27,4,0,4,38.5,11.5,3.8,8.3,45.5,2.0,4.3,47.1,2.0,2.5,80.0,0.3,6.5,6.8,3.8,1.5,1.0,0.3,3.3,27.5,1,0,-1.3
57,58,Devin Harris,DAL,31,7,3,4,25.2,11.4,4.4,9.4,47.0,1.6,3.6,44.0,1.0,1.1,87.5,0.1,2.3,2.4,3.9,1.6,0.3,0.3,1.9,20.3,0,0,-0.6
58,59,Jeremy Lin,HOU,25,6,2,4,29.4,11.3,4.2,10.2,41.0,0.8,3.8,21.7,2.2,2.7,81.3,1.2,2.5,3.7,4.3,2.2,0.5,0.2,2.5,22.1,0,0,-0.5
59,60,Gary Neal,CHA,29,4,0,4,26.1,11.3,4.5,12.8,35.3,1.0,4.5,22.2,1.3,1.8,71.4,0.8,1.3,2.0,1.0,2.0,0.0,0.0,2.3,13.2,0,0,-7.5
60,61,Reggie Jackson,OKC,24,19,10,9,27.9,11.1,3.9,8.5,46.6,1.1,2.8,39.6,2.1,2.3,88.6,0.7,3.1,3.8,2.4,2.0,0.3,0.2,2.6,18.7,0,0,-0.5
61,62,Amir Johnson,TOR,27,7,3,4,27.3,11.0,4.9,7.4,65.4,0.0,0.3,0.0,1.3,1.7,75.0,2.3,3.7,6.0,1.0,1.7,0.4,0.6,4.1,21.0,1,0,-6.0
62,62,Kirk Hinrich,CHI,33,5,1,4,33.5,11.0,4.6,11.2,41.1,1.4,3.8,36.8,0.4,0.8,50.0,0.2,2.8,3.0,4.4,2.2,0.8,0.2,4.4,22.0,0,0,-6.4
63,64,Jonas Valanciunas,TOR,22,7,3,4,28.6,10.9,4.4,7.0,63.3,0.0,0.0,0.0,2.0,3.1,63.6,2.7,7.0,9.7,0.3,2.7,0.0,1.0,3.1,23.2,3,0,-6.9
64,65,Patrick Patterson,TOR,25,7,3,4,28.5,10.4,3.7,6.9,54.2,1.0,2.6,38.9,2.0,2.6,77.8,1.7,5.0,6.7,1.3,0.9,0.4,0.4,1.9,22.1,0,0,4.1
65,66,Joakim Noah,CHI,29,5,1,4,42.0,10.4,4.2,8.2,51.2,0.0,0.0,0.0,2.0,3.4,58.8,3.0,9.8,12.8,4.6,3.8,1.0,1.4,3.8,36.1,3,0,-5.2
66,67,Jose Calderon,DAL,32,7,3,4,27.3,10.3,4.3,9.3,46.2,1.6,3.3,47.8,0.1,0.1,100.0,0.3,1.0,1.3,4.4,1.0,0.1,0.0,2.3,17.9,0,0,0.6
67,68,Greivis Vasquez,TOR,27,7,3,4,27.1,10.1,3.9,9.1,42.2,1.4,3.9,37.0,1.0,1.3,77.8,0.4,3.3,3.7,5.1,1.4,0.6,0.1,3.1,23.0,0,0,7.4
68,69,Courtney Lee,MEM,28,7,3,4,32.0,10.0,3.6,8.6,41.7,0.9,2.7,31.6,2.0,2.6,77.8,0.4,1.6,2.0,1.6,0.9,0.7,0.3,2.9,16.9,0,0,-4.4
69,69,Robin Lopez,POR,26,11,5,6,33.4,10.0,3.9,8.0,48.9,0.0,0.0,0.0,2.2,3.3,66.7,4.3,4.9,9.2,0.8,1.0,0.5,1.8,3.6,28.1,1,0,-6.5
70,71,Gerald Henderson,CHA,26,4,0,4,29.8,9.8,3.5,9.3,37.8,0.0,2.3,0.0,2.8,4.3,64.7,0.3,3.8,4.0,2.3,1.5,1.0,0.3,3.0,20.2,0,0,-7.0
71,72,Shaun Livingston,BKN,28,12,5,7,27.1,9.7,3.7,7.2,51.2,0.1,0.1,100.0,2.3,3.1,73.0,0.7,2.8,3.5,3.3,1.8,0.4,0.4,3.4,19.5,0,0,-5.3
72,73,DeAndre Jordan,LAC,25,13,6,7,34.0,9.6,3.5,4.8,73.0,0.0,0.0,0.0,2.5,5.8,43.4,3.3,9.2,12.5,0.8,1.8,0.9,2.5,3.5,34.4,5,0,-0.9
73,74,Carlos Boozer,CHI,32,5,1,4,24.2,9.6,4.0,9.4,42.6,0.0,0.0,0.0,1.6,1.8,88.9,1.6,6.2,7.8,1.0,1.4,0.2,0.0,2.6,19.7,0,0,-6.0
74,75,Chris Douglas-Roberts,CHA,27,4,0,4,17.4,9.5,2.8,4.0,68.8,1.0,2.0,50.0,3.0,3.5,85.7,0.5,1.5,2.0,0.5,1.0,0.0,0.0,2.8,11.7,0,0,-3.5
75,76,Mike Scott,ATL,25,7,3,4,20.9,9.4,3.3,9.0,36.5,1.4,4.4,32.3,1.4,2.0,71.4,0.4,2.1,2.6,0.4,0.3,0.1,0.0,1.6,13.3,0,0,0.4
76,77,Matt Barnes,LAC,34,13,6,7,31.1,9.4,3.5,8.2,42.1,1.5,4.6,31.7,1.0,1.5,68.4,1.7,2.8,4.5,1.8,1.3,0.9,0.2,3.2,19.5,2,0,-0.5
