,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Kevin Durant,OKC,24,11,5,6,44.0,30.8,10.2,22.4,45.5,2.0,6.4,31.4,8.5,10.2,83.0,0.6,8.4,9.0,6.3,3.9,1.3,1.1,2.4,54.2,4,0,1.4
1,2,Carmelo Anthony,NYK,29,12,6,6,40.1,28.8,10.5,25.8,40.6,1.4,4.8,29.8,6.4,7.3,88.5,0.9,5.7,6.6,1.6,2.6,1.1,0.2,3.8,40.3,1,0,0.8
2,3,James Harden,HOU,23,6,2,4,40.5,26.3,7.5,19.2,39.1,2.5,7.3,34.1,8.8,11.0,80.3,0.8,5.8,6.7,4.5,4.5,2.0,1.0,3.0,45.6,1,0,-0.7
3,4,LeBron James,MIA,28,23,16,7,41.8,25.9,9.2,18.8,49.1,1.6,4.2,37.5,5.9,7.6,77.7,1.6,6.8,8.4,6.6,3.0,1.8,0.8,1.9,50.5,7,3,5.8
4,5,Russell Westbrook,OKC,24,2,2,0,33.8,24.0,8.5,20.5,41.5,1.0,4.5,22.2,6.0,7.0,85.7,0.5,6.0,6.5,7.0,4.0,3.0,0.0,2.5,47.3,1,0,15.0
5,6,Stephen Curry,GSW,25,12,6,6,41.4,23.4,8.5,19.6,43.4,3.5,8.8,39.6,2.9,3.2,92.1,0.4,3.4,3.8,8.1,3.3,1.7,0.2,2.9,42.3,3,0,4.3
6,7,Chris Paul,LAC,28,6,2,4,37.3,22.8,8.2,15.3,53.3,1.0,3.2,31.6,5.5,6.2,89.2,0.5,3.5,4.0,6.3,1.5,1.8,0.0,2.8,41.1,0,0,-7.2
7,8,Brook Lopez,BKN,25,7,3,4,37.6,22.3,8.3,17.6,47.2,0.1,0.1,100.0,5.6,6.3,88.6,4.1,3.3,7.4,1.4,2.3,0.9,3.0,2.9,42.6,2,0,5.0
8,9,Ty Lawson,DEN,25,6,2,4,39.4,21.3,8.0,18.2,44.0,0.7,3.5,19.0,4.7,5.5,84.8,0.8,2.5,3.3,8.0,2.2,1.7,0.0,2.2,40.2,3,0,-8.8
9,10,Deron Williams,BKN,29,7,3,4,41.7,20.6,6.4,15.1,42.5,2.4,6.1,39.5,5.3,6.4,82.2,0.1,3.0,3.1,8.4,3.0,1.0,0.6,2.4,38.7,3,0,0.0
10,10,Tony Parker,SAS,31,21,15,6,36.4,20.6,8.0,17.4,45.8,0.5,1.5,35.5,4.1,5.3,77.7,0.7,2.6,3.2,7.0,2.5,1.1,0.1,1.2,36.2,2,0,4.2
11,12,Jeff Green,BOS,26,6,2,4,43.0,20.3,6.2,14.2,43.5,1.7,3.7,45.5,6.3,7.5,84.4,1.0,4.3,5.3,2.3,3.2,0.3,0.7,3.7,30.1,0,0,-8.0
12,13,Paul George,IND,23,19,11,8,41.0,19.2,6.3,14.6,43.0,1.8,5.5,32.7,4.9,6.7,72.7,0.8,6.6,7.4,5.1,3.9,1.3,0.5,3.8,37.1,5,1,2.3
13,14,Paul Pierce,BOS,35,6,2,4,42.5,19.2,6.5,17.7,36.8,1.8,6.8,26.8,4.3,4.8,89.7,0.7,5.0,5.7,5.3,5.3,0.8,0.5,3.5,32.6,0,0,-5.7
14,15,Chandler Parsons,HOU,24,6,2,4,39.6,18.2,7.0,15.5,45.2,2.7,6.7,40.0,1.5,2.3,64.3,1.2,5.3,6.5,3.7,3.0,0.2,0.3,3.2,30.0,1,0,-3.0
15,16,Tim Duncan,SAS,37,21,15,6,35.0,18.1,7.2,15.3,47.0,0.0,0.0,0.0,3.8,4.7,80.6,2.6,7.6,10.2,1.9,2.0,0.9,1.6,2.5,38.7,11,0,4.6
