Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,7.6,16.4,45.9,2.3,5.2,44.7,3.3,3.8,88.2,5.2,11.2,46.5,1.264,0.53,9,9.0,38.1,20.8,0.6,4.4,5.0,2.8,1.3,0.4,2.7,3.3,1.0,17.65,BOS
Ray Allen,SG,6.3,12.1,52.3,3.6,6.2,57.1,2.7,2.8,96.0,2.8,5.9,47.2,1.56,0.67,9,9.0,40.1,18.9,0.6,3.2,3.8,2.4,1.2,0.1,1.1,2.3,2.2,19.7,BOS
Kevin Garnett,PF,6.2,14.1,44.1,0.0,0.1,0.0,2.4,3.2,75.9,6.2,14.0,44.4,1.055,0.44,9,9.0,36.4,14.9,2.3,8.6,10.9,2.6,1.9,1.0,2.1,3.0,1.2,17.39,BOS
Rajon Rondo,PG,5.7,11.9,47.7,0.0,0.3,0.0,2.7,4.2,63.2,5.7,11.6,49.0,1.178,0.48,9,9.0,38.3,14.0,1.2,4.2,5.4,9.6,1.1,0.0,3.7,1.8,2.6,16.8,BOS
Jeff Green,PF,2.6,5.9,43.4,0.8,1.8,43.8,1.4,2.0,72.2,1.8,4.1,43.2,1.245,0.5,9,0.0,19.2,7.3,0.7,2.0,2.7,0.2,0.6,0.4,1.3,2.2,0.2,9.98,BOS
Delonte West,SG,2.4,5.2,46.8,0.8,2.1,36.8,0.9,1.1,80.0,1.7,3.1,53.6,1.255,0.54,9,0.0,18.9,6.6,0.4,1.4,1.9,1.3,0.6,0.0,1.3,1.8,1.0,10.5,BOS
Jermaine O'Neal,C,2.3,4.8,48.8,0.0,0.0,0.0,1.1,1.2,90.9,2.3,4.8,48.8,1.209,0.49,9,9.0,21.9,5.8,1.7,2.6,4.2,0.9,0.2,1.8,0.9,3.8,1.0,11.95,BOS
Glen Davis,PF,2.0,5.1,39.1,0.0,0.1,0.0,0.9,1.2,72.7,2.0,5.0,40.0,0.9570000000000001,0.39,9,0.0,21.2,4.9,0.8,2.8,3.6,0.9,0.3,0.0,1.0,2.3,0.9,5.22,BOS
Nenad Krstic,C,0.7,1.1,62.5,0.0,0.0,0.0,0.3,0.4,66.7,0.7,1.1,62.5,1.5,0.63,7,0.0,8.0,1.7,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,0.7,11.16,BOS
Shaquille O'Neal,C,0.5,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,50.0,1.0,0.5,2,0.0,6.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,inf,1.32,BOS
Troy Murphy,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,BOS
Von Wafer,SG,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3,0.0,1.7,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-13.57,BOS
Carmelo Anthony,PF,8.3,22.0,37.5,2.3,6.5,34.6,7.3,8.5,85.3,6.0,15.5,38.7,1.182,0.43,4,4.0,39.0,26.0,3.3,7.0,10.3,4.8,1.3,0.8,3.3,4.0,1.5,22.6,NY
Amar'e Stoudemire,C,5.3,13.8,38.2,0.0,0.0,0.0,4.0,6.0,66.7,5.3,13.8,38.2,1.055,0.38,4,4.0,33.5,14.5,2.8,5.0,7.8,1.8,0.3,0.8,3.0,2.5,0.6,10.77,NY
Toney Douglas,PG,3.8,10.3,36.6,1.8,4.5,38.9,1.5,1.5,100.0,2.0,5.8,34.8,1.0490000000000002,0.45,4,3.0,28.0,10.8,0.5,2.8,3.3,2.3,0.5,0.0,1.0,3.0,2.3,10.56,NY
Chauncey Billups,PG,3.0,11.0,27.3,2.0,6.0,33.3,2.0,2.0,100.0,1.0,5.0,20.0,0.909,0.36,1,1.0,35.0,10.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,1.3,3.43,NY
Shawne Williams,SF,2.5,6.0,41.7,1.5,3.5,42.9,1.5,2.0,75.0,1.0,2.5,40.0,1.3330000000000002,0.54,4,0.0,25.3,8.0,1.0,2.5,3.5,1.3,1.0,1.0,1.0,2.0,1.3,13.8,NY
Roger Mason Jr.,SG,2.3,6.0,38.9,1.7,4.3,38.5,0.0,0.0,0.0,0.7,1.7,40.0,1.056,0.53,3,0.0,18.3,6.3,1.0,0.3,1.3,1.0,0.3,0.0,0.3,2.0,3.0,10.47,NY
Jared Jeffries,PF,2.8,5.8,47.8,0.0,0.0,0.0,0.8,1.0,75.0,2.8,5.8,47.8,1.087,0.48,4,0.0,21.3,6.3,3.3,1.8,5.0,0.3,0.8,1.8,0.8,1.8,0.3,16.88,NY
Ronny Turiaf,C,2.0,3.0,66.7,0.0,0.0,0.0,1.8,2.5,70.0,2.0,3.0,66.7,1.9169999999999998,0.67,4,4.0,18.8,5.8,1.0,1.8,2.8,1.0,0.3,1.5,0.8,1.0,1.3,17.28,NY
Henry Walker,SF,2.3,7.5,30.0,0.8,2.8,27.3,0.5,0.8,66.7,1.5,4.8,31.6,0.767,0.35,4,0.0,22.3,5.8,1.3,2.0,3.3,1.0,1.3,0.0,1.8,2.3,0.6,4.19,NY
