,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Donovan Mitchell,UTA,23,7,3,4,37.7,36.3,11.9,22.4,52.9,4.7,9.1,51.6,7.9,8.3,94.8,0.9,4.1,5.0,4.9,4.1,1.0,0.3,1.6,49.3,0,0,5.4
1,2,Luka Doncic,DAL,21,6,2,4,35.8,31.0,10.7,21.3,50.0,2.7,7.3,36.4,7.0,10.7,65.6,0.7,9.2,9.8,8.7,5.2,1.2,0.5,2.8,55.6,2,2,-6.3
2,3,Joel Embiid,PHI,26,4,0,4,36.2,30.0,8.5,18.5,45.9,1.0,4.0,25.0,12.0,14.8,81.4,2.8,9.5,12.3,1.3,3.8,1.5,1.3,4.5,51.1,4,0,-13.3
3,4,James Harden,HOU,30,12,5,7,37.3,29.6,9.1,19.0,47.8,3.3,9.8,33.3,8.2,9.7,84.5,1.0,4.6,5.6,7.7,3.8,1.5,0.8,3.6,51.0,3,0,2.7
4,5,Kawhi Leonard,LAC,29,13,7,6,39.3,28.2,10.1,20.6,48.9,1.8,5.6,32.9,6.2,7.2,86.2,1.8,7.5,9.3,5.5,2.5,2.3,0.8,2.2,54.6,6,0,1.9
5,6,Nikola Vucevic,ORL,29,5,1,4,36.9,28.0,11.2,22.2,50.5,3.6,8.8,40.9,2.0,2.2,90.9,1.8,9.2,11.0,4.0,2.6,0.8,0.6,2.6,48.8,4,0,-9.6
6,7,Anthony Davis,LAL,27,21,16,5,36.6,27.7,9.8,17.1,57.1,1.1,2.9,38.3,7.1,8.5,83.2,2.6,7.1,9.7,3.5,2.5,1.2,1.4,2.7,50.1,12,0,8.8
7,8,LeBron James,LAL,35,21,16,5,36.3,27.6,10.2,18.2,56.0,2.1,5.7,37.0,5.1,7.1,72.0,1.3,9.4,10.8,8.8,4.0,1.2,0.9,1.9,56.0,16,5,7.9
8,9,Giannis Antetokounmpo,MIL,25,9,5,4,30.8,26.7,10.0,17.9,55.9,1.4,4.4,32.5,5.2,9.0,58.0,3.0,10.8,13.8,5.7,3.3,0.7,0.9,3.4,53.0,8,0,3.0
9,10,Jamal Murray,DEN,23,19,9,10,39.6,26.5,9.8,19.4,50.5,3.3,7.2,45.3,3.7,4.1,89.7,1.1,3.8,4.8,6.6,2.8,0.9,0.3,2.2,43.3,2,0,0.5
10,11,Jayson Tatum,BOS,22,17,10,7,40.6,25.7,8.5,19.6,43.4,2.8,7.4,37.3,5.9,7.2,81.3,1.3,8.7,10.0,5.0,2.8,1.0,1.2,2.4,48.9,10,0,5.4
11,12,Nikola Jokic,DEN,25,19,9,10,36.5,24.4,9.4,18.1,51.9,2.2,5.2,42.9,3.5,4.2,83.5,1.9,7.9,9.8,5.7,3.3,1.1,0.8,3.6,47.1,10,1,-0.7
12,13,Damian Lillard,POR,29,4,1,3,35.6,24.3,6.5,16.0,40.6,3.3,8.3,39.4,8.0,8.3,97.0,0.3,3.3,3.5,4.3,3.5,0.5,0.3,1.0,33.6,0,0,-10.8
13,14,Kristaps Porzingis,DAL,24,3,1,2,31.5,23.7,7.0,13.3,52.5,3.0,5.7,52.9,6.7,7.7,87.0,1.0,7.7,8.7,0.7,1.0,0.0,1.0,3.0,37.1,1,0,-2.3
14,15,CJ McCollum,POR,28,5,1,4,39.2,23.2,8.8,19.8,44.4,2.6,7.0,37.1,3.0,4.4,68.2,1.0,4.8,5.8,3.2,3.0,1.2,0.4,2.0,36.8,0,0,-11.4
15,16,Jimmy Butler,MIA,30,21,14,7,38.4,22.2,6.9,14.0,48.8,0.7,2.0,34.9,7.8,9.1,85.9,2.2,4.3,6.5,6.0,2.8,2.0,0.7,1.8,44.1,5,2,2.5
16,17,Jaylen Brown,BOS,23,17,10,7,39.5,21.8,8.1,16.9,47.6,2.5,7.1,35.8,3.1,3.7,84.1,1.4,6.1,7.5,2.3,2.4,1.5,0.5,2.8,37.9,2,0,2.8
17,18,Malcolm Brogdon,IND,27,4,0,4,39.9,21.5,6.5,16.3,40.0,2.3,6.0,37.5,6.3,7.0,89.3,0.0,4.3,4.3,10.0,2.5,1.0,0.0,2.5,42.1,2,0,-7.3
18,19,Chris Paul,OKC,35,7,3,4,37.3,21.3,7.9,16.0,49.1,2.3,6.1,37.2,3.3,3.7,88.5,0.4,7.0,7.4,5.3,3.3,1.6,0.4,2.6,40.8,2,1,-5.4
19,20,Khris Middleton,MIL,28,10,5,5,35.5,20.3,7.1,18.0,39.4,2.3,6.5,35.4,3.8,4.6,82.6,0.5,6.4,6.9,6.0,3.4,1.1,0.2,4.1,38.1,2,0,5.8
20,21,Caris LeVert,BKN,25,4,0,4,34.9,20.3,6.8,18.3,37.0,2.3,5.3,42.9,4.5,6.3,72.0,2.0,4.0,6.0,9.5,3.3,1.3,0.3,1.8,43.0,2,0,-13.0
21,22,Paul George,LAC,30,13,7,6,36.8,20.2,6.8,17.0,39.8,2.8,8.5,33.3,3.8,4.2,90.9,1.1,5.0,6.1,3.8,3.1,1.5,0.5,3.8,36.1,1,0,2.2
22,23,T.J. Warren,IND,26,4,0,4,39.1,20.0,8.0,17.0,47.1,1.8,4.8,36.8,2.3,2.3,100.0,1.3,5.0,6.3,3.0,2.8,2.3,0.3,4.0,36.8,0,0,-8.0
