,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Russell Westbrook,OKC,28,5,1,4,38.9,37.4,11.8,30.4,38.8,2.6,9.8,26.5,11.2,14.0,80.0,1.8,9.8,11.6,10.8,6.0,2.4,0.4,3.2,69.9,5,3,3.0
1,2,LeBron James,CLE,32,18,13,5,41.3,32.8,12.1,21.3,56.5,2.4,5.9,41.1,6.3,9.0,69.8,1.1,8.1,9.1,7.8,4.0,1.9,1.3,2.4,61.2,10,3,10.8
2,3,Kevin Durant,GSW,28,15,14,1,35.5,28.5,9.9,17.9,55.6,2.5,5.7,44.2,6.1,6.9,89.3,1.1,6.9,7.9,4.3,2.5,0.8,1.3,2.6,48.3,6,0,11.8
3,4,James Harden,HOU,27,11,6,5,37.0,28.5,8.2,19.8,41.3,2.9,10.5,27.8,9.2,10.5,87.8,0.6,4.8,5.5,8.5,5.4,1.9,0.5,3.9,49.4,4,1,0.4
4,5,Stephen Curry,GSW,29,17,16,1,35.3,28.1,8.9,18.4,48.4,4.2,10.1,41.9,6.1,6.7,90.4,1.3,4.9,6.2,6.7,3.4,2.0,0.2,2.2,48.9,5,1,14.4
5,6,Paul George,IND,27,4,0,4,42.9,28.0,8.5,22.0,38.6,4.5,10.5,42.9,6.5,7.5,86.7,1.3,7.5,8.8,7.3,3.3,1.8,0.5,3.3,52.9,1,0,-6.3
6,7,Damian Lillard,POR,26,4,0,4,37.7,27.8,9.8,22.5,43.3,2.3,8.0,28.1,6.0,6.3,96.0,1.0,3.5,4.5,3.3,3.3,1.3,0.5,2.8,40.0,0,0,-21.0
7,8,Kawhi Leonard,SAS,26,12,7,5,35.8,27.7,8.8,16.8,52.5,2.1,4.6,45.5,7.9,8.5,93.1,1.6,6.2,7.8,4.6,2.2,1.7,0.5,1.8,48.2,4,0,7.7
8,9,John Wall,WAS,26,13,7,6,39.0,27.2,9.8,21.6,45.2,1.6,4.7,34.4,6.0,7.2,83.9,0.5,3.2,3.7,10.3,4.2,1.7,1.2,2.0,51.4,7,0,2.1
9,10,Kyrie Irving,CLE,25,18,13,5,36.3,25.9,9.6,20.6,46.8,2.4,6.6,37.3,4.2,4.7,90.5,0.7,2.1,2.8,5.3,2.7,1.3,0.4,2.1,39.7,2,0,6.9
