,Name,PTS,FGM,FGA,PM3,PA3,AST,Team,Division,Conference,eFG,PM2
17458,Kris Dunn,12,6,11,0,2,8,POR,northwest,west,54.54545454545455,6
17459,CJ Elleby,0,0,8,0,4,6,POR,northwest,west,0.0,0
17460,Greg Brown III,13,4,8,2,3,1,POR,northwest,west,62.5,2
17461,Greg Brown III,14,4,8,4,5,1,POR,northwest,west,75.0,0
17462,Brandon Williams,5,2,9,1,5,7,POR,northwest,west,27.77777777777778,1
17463,Drew Eubanks,13,5,11,1,2,1,POR,northwest,west,50.0,4
17464,Kris Dunn,2,1,4,0,2,6,POR,northwest,west,25.0,1
17465,Ben McLemore,19,6,14,4,11,3,POR,northwest,west,57.142857142857146,2
17466,Keljin Blevins,2,0,5,0,5,0,POR,northwest,west,0.0,0
17467,Keon Johnson,19,8,15,3,7,2,POR,northwest,west,63.333333333333336,5
17468,Didi Louzada,3,1,3,1,2,0,POR,northwest,west,50.0,0
17469,CJ Elleby,8,3,6,2,4,1,POR,northwest,west,66.66666666666667,1
17470,Reggie Perry,7,3,9,0,2,1,POR,northwest,west,33.333333333333336,3
17471,Richaun Holmes,9,3,8,0,1,1,SAC,pacific,west,37.5,3
17472,Louis King,3,1,1,1,1,1,SAC,pacific,west,150.0,0
17473,Davion Mitchell,18,8,19,2,8,3,SAC,pacific,west,47.36842105263158,6
17474,Maurice Harkless,10,4,10,2,6,2,SAC,pacific,west,50.0,2
17475,Buddy Hield,18,7,16,3,9,0,SAC,pacific,west,53.125,4
17476,Harrison Barnes,19,6,9,3,5,4,SAC,pacific,west,83.33333333333333,3
17477,Damian Jones,12,4,5,0,0,0,SAC,pacific,west,80.0,4
17478,Chimezie Metu,11,3,10,2,6,1,SAC,pacific,west,40.0,1
17479,Tyrese Haliburton,12,5,15,1,6,11,SAC,pacific,west,36.666666666666664,4
17480,Neemias Queta,2,1,3,0,0,1,SAC,pacific,west,33.333333333333336,1
17481,Robert Woodard II,0,0,3,0,1,2,SAC,pacific,west,0.0,0
17482,Jahmi'us Ramsey,4,2,5,0,1,0,SAC,pacific,west,40.0,2
17483,Louis King,3,1,3,1,3,3,SAC,pacific,west,50.0,0
17484,Maurice Harkless,6,2,3,1,2,0,SAC,pacific,west,83.33333333333333,1
17485,Damian Jones,7,3,5,0,0,1,SAC,pacific,west,60.0,3
17486,Chimezie Metu,5,2,5,1,3,1,SAC,pacific,west,50.0,1
17487,Richaun Holmes,8,3,5,0,0,0,SAC,pacific,west,60.0,3
17488,Buddy Hield,11,4,13,3,12,0,SAC,pacific,west,42.30769230769231,1
17489,Tyrese Haliburton,21,7,16,2,5,8,SAC,pacific,west,50.0,5
17490,Davion Mitchell,18,8,17,2,7,6,SAC,pacific,west,52.94117647058823,6
17491,Harrison Barnes,11,4,8,1,4,2,SAC,pacific,west,56.25,3
17492,Davion Mitchell,15,6,14,3,7,5,SAC,pacific,west,53.57142857142857,3
17493,Tyrese Haliburton,38,11,19,5,9,7,SAC,pacific,west,71.05263157894737,6
17494,Richaun Holmes,10,4,6,0,0,1,SAC,pacific,west,66.66666666666667,4
17495,Maurice Harkless,0,0,4,0,2,0,SAC,pacific,west,0.0,0
17496,Marvin Bagley III,6,3,6,0,0,0,SAC,pacific,west,50.0,3
17497,Chimezie Metu,5,2,5,1,2,0,SAC,pacific,west,50.0,1
17498,Neemias Queta,0,0,0,0,0,0,SAC,pacific,west,,0
17499,Damian Jones,9,4,4,1,1,3,SAC,pacific,west,112.5,3
17500,Buddy Hield,2,1,8,0,7,3,SAC,pacific,west,12.5,1
17501,Harrison Barnes,16,5,16,2,7,5,SAC,pacific,west,37.5,3
17502,Neemias Queta,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17503,Jahmi'us Ramsey,5,2,3,1,2,1,SAC,pacific,west,83.33333333333333,1
17504,Robert Woodard II,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17505,Davion Mitchell,20,8,17,4,9,6,SAC,pacific,west,58.8235294117647,4
17506,Maurice Harkless,5,2,5,1,4,0,SAC,pacific,west,50.0,1
17507,Buddy Hield,8,3,12,1,8,4,SAC,pacific,west,29.166666666666668,2
17508,Louis King,2,1,6,0,2,0,SAC,pacific,west,16.666666666666668,1
17509,Tyrese Haliburton,11,5,14,1,6,7,SAC,pacific,west,39.285714285714285,4
17510,Harrison Barnes,28,7,14,3,5,2,SAC,pacific,west,60.714285714285715,4
17511,Alex Len,2,0,0,0,0,0,SAC,pacific,west,,0
17512,Richaun Holmes,12,6,11,0,0,1,SAC,pacific,west,54.54545454545455,6
17513,Marvin Bagley III,9,4,8,1,4,1,SAC,pacific,west,56.25,3
17514,Damian Jones,2,1,1,0,0,1,SAC,pacific,west,100.0,1
17515,Terence Davis,7,2,5,1,2,1,SAC,pacific,west,50.0,1
17516,Marvin Bagley III,6,3,7,0,1,0,SAC,pacific,west,42.857142857142854,3
17517,Damian Jones,4,1,2,0,0,0,SAC,pacific,west,50.0,1
17518,Louis King,6,2,5,1,2,1,SAC,pacific,west,50.0,1
17519,Jahmi'us Ramsey,6,3,7,0,0,0,SAC,pacific,west,42.857142857142854,3
17520,Robert Woodard II,0,0,4,0,1,1,SAC,pacific,west,0.0,0
17521,Davion Mitchell,6,3,15,0,5,2,SAC,pacific,west,20.0,3
17522,Richaun Holmes,9,4,6,0,0,0,SAC,pacific,west,66.66666666666667,4
17523,Buddy Hield,11,4,14,3,9,1,SAC,pacific,west,39.285714285714285,1
17524,Maurice Harkless,3,1,5,1,2,0,SAC,pacific,west,30.0,0
17525,Harrison Barnes,4,1,12,0,6,2,SAC,pacific,west,8.333333333333334,1
17526,Neemias Queta,6,3,4,0,0,0,SAC,pacific,west,75.0,3
17527,Tyrese Haliburton,7,2,9,0,5,7,SAC,pacific,west,22.22222222222222,2
17528,Buddy Hield,6,2,11,2,7,2,SAC,pacific,west,27.272727272727273,0
17529,Damian Jones,5,2,3,0,0,5,SAC,pacific,west,66.66666666666667,2
17530,Chimezie Metu,2,1,4,0,2,0,SAC,pacific,west,25.0,1
17531,Tyrese Haliburton,24,8,14,5,8,12,SAC,pacific,west,75.0,3
17532,Davion Mitchell,9,4,8,1,3,2,SAC,pacific,west,56.25,3
17533,Harrison Barnes,29,11,18,3,6,3,SAC,pacific,west,69.44444444444444,8
17534,Richaun Holmes,17,8,9,0,0,2,SAC,pacific,west,88.88888888888889,8
17535,Marvin Bagley III,13,6,12,1,2,0,SAC,pacific,west,54.166666666666664,5
17536,Terence Davis,22,9,18,3,9,3,SAC,pacific,west,58.333333333333336,6
17537,Terence Davis,35,11,23,7,13,3,SAC,pacific,west,63.04347826086956,4
17538,Marvin Bagley III,17,7,9,1,1,0,SAC,pacific,west,83.33333333333333,6
17539,De'Aaron Fox,27,10,20,0,3,8,SAC,pacific,west,50.0,10
17540,Damian Jones,4,2,4,0,0,2,SAC,pacific,west,50.0,2
17541,Harrison Barnes,20,4,10,1,4,0,SAC,pacific,west,45.0,3
17542,Davion Mitchell,13,5,9,3,4,4,SAC,pacific,west,72.22222222222223,2
17543,Richaun Holmes,10,4,5,0,0,0,SAC,pacific,west,80.0,4
17544,Buddy Hield,2,0,2,0,2,2,SAC,pacific,west,0.0,0
17545,Chimezie Metu,3,1,2,0,0,3,SAC,pacific,west,50.0,1
17546,Alex Len,1,0,3,0,0,2,SAC,pacific,west,0.0,0
17547,Maurice Harkless,5,2,4,0,1,1,SAC,pacific,west,50.0,2
17548,Buddy Hield,27,9,16,5,9,2,SAC,pacific,west,71.875,4
17549,Davion Mitchell,16,7,12,2,4,7,SAC,pacific,west,66.66666666666667,5
17550,Terence Davis,17,6,14,2,10,5,SAC,pacific,west,50.0,4
17551,Chimezie Metu,14,6,14,1,6,1,SAC,pacific,west,46.42857142857143,5
17552,De'Aaron Fox,14,6,12,1,2,4,SAC,pacific,west,54.166666666666664,5
17553,Damian Jones,2,1,7,0,1,1,SAC,pacific,west,14.285714285714286,1
17554,Richaun Holmes,4,2,2,0,0,0,SAC,pacific,west,100.0,2
17555,Harrison Barnes,12,2,7,1,5,3,SAC,pacific,west,35.714285714285715,1
17556,Marvin Bagley III,26,12,20,0,2,1,SAC,pacific,west,60.0,12
17557,Tyrese Haliburton,9,3,8,1,6,12,SAC,pacific,west,43.75,2
17558,Davion Mitchell,4,2,11,0,4,2,SAC,pacific,west,18.181818181818183,2
17559,Buddy Hield,19,5,13,4,10,1,SAC,pacific,west,53.84615384615385,1
17560,Harrison Barnes,16,5,9,2,5,6,SAC,pacific,west,66.66666666666667,3
17561,Chimezie Metu,7,3,4,1,2,0,SAC,pacific,west,87.5,2
17562,Terence Davis,14,5,8,3,4,1,SAC,pacific,west,81.25,2
17563,Neemias Queta,2,1,3,0,0,0,SAC,pacific,west,33.333333333333336,1
17564,De'Aaron Fox,27,11,18,2,4,8,SAC,pacific,west,66.66666666666667,9
17565,Alex Len,2,1,2,0,0,2,SAC,pacific,west,50.0,1
17566,Harrison Barnes,23,9,14,3,6,2,SAC,pacific,west,75.0,6
17567,Maurice Harkless,2,1,2,0,1,0,SAC,pacific,west,50.0,1
17568,Alex Len,8,3,4,0,0,3,SAC,pacific,west,75.0,3
17569,De'Aaron Fox,29,11,21,0,2,4,SAC,pacific,west,52.38095238095238,11
17570,Marvin Bagley III,16,7,12,1,2,1,SAC,pacific,west,62.5,6
17571,Chimezie Metu,14,5,8,2,4,4,SAC,pacific,west,75.0,3
17572,Terence Davis,3,1,2,1,2,1,SAC,pacific,west,75.0,0
17573,Neemias Queta,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17574,Davion Mitchell,6,3,7,0,3,2,SAC,pacific,west,42.857142857142854,3
17575,Tyrese Haliburton,14,5,10,2,5,10,SAC,pacific,west,60.0,3
17576,Buddy Hield,10,4,8,2,5,1,SAC,pacific,west,62.5,2
17577,Harrison Barnes,14,3,7,3,5,2,SAC,pacific,west,64.28571428571429,0
17578,De'Aaron Fox,12,5,14,0,1,4,SAC,pacific,west,35.714285714285715,5
17579,Marvin Bagley III,8,3,8,0,0,0,SAC,pacific,west,37.5,3
17580,Terence Davis,2,1,2,0,1,0,SAC,pacific,west,50.0,1
17581,Neemias Queta,11,4,7,0,0,1,SAC,pacific,west,57.142857142857146,4
17582,Davion Mitchell,4,1,2,1,1,1,SAC,pacific,west,75.0,0
17583,Tyrese Haliburton,21,8,16,2,6,8,SAC,pacific,west,56.25,6
17584,Chimezie Metu,13,5,11,3,6,0,SAC,pacific,west,59.09090909090909,2
17585,Buddy Hield,19,7,11,5,8,3,SAC,pacific,west,86.36363636363636,2
17586,Alex Len,4,2,13,0,2,1,SAC,pacific,west,15.384615384615385,2
17587,Buddy Hield,10,4,13,2,8,2,SAC,pacific,west,38.46153846153846,2
17588,Marvin Bagley III,6,2,8,0,1,0,SAC,pacific,west,25.0,2
17589,Tyrese Haliburton,17,6,11,2,6,9,SAC,pacific,west,63.63636363636363,4
17590,Davion Mitchell,3,1,7,0,3,1,SAC,pacific,west,14.285714285714286,1
17591,Tristan Thompson,1,0,2,0,0,0,SAC,pacific,west,0.0,0
17592,Harrison Barnes,13,5,10,2,5,2,SAC,pacific,west,60.0,3
17593,Alex Len,16,7,13,0,0,0,SAC,pacific,west,53.84615384615385,7
17594,De'Aaron Fox,14,6,14,1,4,2,SAC,pacific,west,46.42857142857143,5
17595,Chimezie Metu,4,1,2,0,1,1,SAC,pacific,west,50.0,1
17596,Terence Davis,2,0,3,0,3,3,SAC,pacific,west,0.0,0
17597,Jahmi'us Ramsey,2,1,1,0,0,0,SAC,pacific,west,100.0,1
17598,Robert Woodard II,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17599,Tristan Thompson,5,1,3,0,0,0,SAC,pacific,west,33.333333333333336,1
17600,Robert Woodard II,0,0,0,0,0,0,SAC,pacific,west,,0
17601,Jahmi'us Ramsey,0,0,0,0,0,0,SAC,pacific,west,,0
17602,Neemias Queta,0,0,0,0,0,0,SAC,pacific,west,,0
17603,Maurice Harkless,6,2,6,2,4,1,SAC,pacific,west,50.0,0
17604,De'Aaron Fox,30,11,23,0,3,5,SAC,pacific,west,47.82608695652174,11
17605,Damian Jones,2,1,3,0,0,0,SAC,pacific,west,33.333333333333336,1
17606,Alex Len,18,7,11,0,1,2,SAC,pacific,west,63.63636363636363,7
17607,Harrison Barnes,9,3,8,1,3,2,SAC,pacific,west,43.75,2
17608,Davion Mitchell,8,3,12,2,4,3,SAC,pacific,west,33.333333333333336,1
17609,Tyrese Haliburton,14,5,7,4,5,6,SAC,pacific,west,100.0,1
17610,Marvin Bagley III,12,5,10,0,2,0,SAC,pacific,west,50.0,5
17611,Buddy Hield,7,2,9,2,7,2,SAC,pacific,west,33.333333333333336,0
17612,Davion Mitchell,4,2,11,0,4,2,SAC,pacific,west,18.181818181818183,2
17613,Tyrese Haliburton,24,8,16,5,7,2,SAC,pacific,west,65.625,3
17614,Buddy Hield,11,3,8,2,5,1,SAC,pacific,west,50.0,1
17615,Alex Len,7,3,4,0,1,1,SAC,pacific,west,75.0,3
17616,Maurice Harkless,5,2,3,1,1,0,SAC,pacific,west,83.33333333333333,1
17617,Marvin Bagley III,6,2,10,0,2,0,SAC,pacific,west,20.0,2
17618,De'Aaron Fox,30,12,23,1,3,6,SAC,pacific,west,54.34782608695652,11
17619,Damian Jones,7,3,3,0,0,1,SAC,pacific,west,100.0,3
17620,Harrison Barnes,8,3,10,2,4,2,SAC,pacific,west,40.0,1
17621,Tristan Thompson,0,0,2,0,0,0,SAC,pacific,west,0.0,0
17622,De'Aaron Fox,30,12,21,2,4,6,SAC,pacific,west,61.904761904761905,10
17623,Alex Len,9,4,4,0,0,2,SAC,pacific,west,100.0,4
17624,Harrison Barnes,14,5,9,3,6,5,SAC,pacific,west,72.22222222222223,2
17625,Buddy Hield,26,8,18,7,13,2,SAC,pacific,west,63.888888888888886,1
17626,Damian Jones,11,3,4,0,1,3,SAC,pacific,west,75.0,3
17627,Tyrese Haliburton,7,3,10,1,5,9,SAC,pacific,west,35.0,2
17628,Davion Mitchell,8,4,9,0,2,2,SAC,pacific,west,44.44444444444444,4
17629,Maurice Harkless,5,2,2,1,1,1,SAC,pacific,west,125.0,1
17630,Marvin Bagley III,4,2,6,0,2,1,SAC,pacific,west,33.333333333333336,2
17631,Tristan Thompson,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17632,Tyrese Haliburton,9,3,6,1,1,12,SAC,pacific,west,58.333333333333336,2
17633,Chimezie Metu,6,3,6,0,3,3,SAC,pacific,west,50.0,3
17634,Buddy Hield,26,9,18,7,14,3,SAC,pacific,west,69.44444444444444,2
17635,Alex Len,4,2,2,0,0,2,SAC,pacific,west,100.0,2
17636,Maurice Harkless,0,0,0,0,0,0,SAC,pacific,west,,0
17637,Davion Mitchell,12,5,7,2,3,1,SAC,pacific,west,85.71428571428571,3
17638,Marvin Bagley III,6,2,9,1,3,1,SAC,pacific,west,27.77777777777778,1
17639,De'Aaron Fox,24,5,12,0,4,6,SAC,pacific,west,41.666666666666664,5
17640,Damian Jones,18,7,10,0,2,3,SAC,pacific,west,70.0,7
17641,Harrison Barnes,10,4,7,2,4,0,SAC,pacific,west,71.42857142857143,2
17642,Robert Woodard II,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17643,Richaun Holmes,11,5,6,0,0,0,SAC,pacific,west,83.33333333333333,5
17644,De'Aaron Fox,10,3,14,1,3,7,SAC,pacific,west,25.0,2
17645,Marvin Bagley III,15,7,14,0,5,1,SAC,pacific,west,50.0,7
17646,Harrison Barnes,11,3,9,2,4,1,SAC,pacific,west,44.44444444444444,1
17647,Jahmi'us Ramsey,2,1,1,0,0,0,SAC,pacific,west,100.0,1
17648,Damian Jones,10,5,8,0,0,0,SAC,pacific,west,62.5,5
17649,Buddy Hield,8,3,7,1,4,3,SAC,pacific,west,50.0,2
17650,Davion Mitchell,2,1,8,0,3,3,SAC,pacific,west,12.5,1
17651,Chimezie Metu,10,4,13,2,5,0,SAC,pacific,west,38.46153846153846,2
17652,Tyrese Haliburton,17,6,10,4,5,10,SAC,pacific,west,80.0,2
17653,De'Aaron Fox,16,7,12,0,1,3,SAC,pacific,west,58.333333333333336,7
17654,Tyrese Haliburton,12,4,13,1,5,10,SAC,pacific,west,34.61538461538461,3
17655,Davion Mitchell,14,6,9,2,4,0,SAC,pacific,west,77.77777777777777,4
17656,Chimezie Metu,11,4,8,3,5,0,SAC,pacific,west,68.75,1
17657,Marvin Bagley III,11,4,8,1,2,1,SAC,pacific,west,56.25,3
17658,Damian Jones,6,3,5,0,1,2,SAC,pacific,west,60.0,3
17659,Buddy Hield,3,1,5,1,4,1,SAC,pacific,west,30.0,0
17660,Richaun Holmes,8,3,5,0,0,3,SAC,pacific,west,60.0,3
17661,Harrison Barnes,14,4,10,2,4,1,SAC,pacific,west,50.0,2
17662,Tyrese Haliburton,24,9,14,5,8,10,SAC,pacific,west,82.14285714285714,4
17663,Richaun Holmes,9,4,6,0,0,1,SAC,pacific,west,66.66666666666667,4
17664,Terence Davis,11,4,11,3,5,3,SAC,pacific,west,50.0,1
17665,Chimezie Metu,5,2,7,1,3,1,SAC,pacific,west,35.714285714285715,1
17666,Buddy Hield,21,7,14,3,7,0,SAC,pacific,west,60.714285714285715,4
17667,Marvin Bagley III,9,3,9,0,3,1,SAC,pacific,west,33.333333333333336,3
17668,De'Aaron Fox,12,4,17,0,3,8,SAC,pacific,west,23.529411764705884,4
17669,Damian Jones,9,2,6,0,1,0,SAC,pacific,west,33.333333333333336,2
17670,Harrison Barnes,17,5,11,5,9,1,SAC,pacific,west,68.18181818181819,0
17671,Louis King,5,2,4,1,2,0,SAC,pacific,west,62.5,1
17672,Damian Jones,15,6,8,0,2,1,SAC,pacific,west,75.0,6
17673,Richaun Holmes,0,0,4,0,0,1,SAC,pacific,west,0.0,0
17674,Maurice Harkless,8,3,4,1,2,0,SAC,pacific,west,87.5,2
17675,Chimezie Metu,4,2,6,0,1,1,SAC,pacific,west,33.333333333333336,2
17676,Terence Davis,15,4,12,1,5,0,SAC,pacific,west,37.5,3
17677,Robert Woodard II,3,1,1,1,1,0,SAC,pacific,west,150.0,0
17678,Marvin Bagley III,3,1,4,1,2,1,SAC,pacific,west,37.5,0
17679,Buddy Hield,2,0,3,0,2,1,SAC,pacific,west,0.0,0
17680,Emmanuel Mudiay,3,0,0,0,0,2,SAC,pacific,west,,0
17681,Tyrese Haliburton,18,5,12,2,5,7,SAC,pacific,west,50.0,3
17682,Harrison Barnes,12,4,10,3,5,3,SAC,pacific,west,55.0,1
17683,Jahmi'us Ramsey,2,1,1,0,0,0,SAC,pacific,west,100.0,1
17684,Tristan Thompson,0,0,0,0,0,0,SAC,pacific,west,,0
17685,De'Aaron Fox,12,5,12,0,2,5,SAC,pacific,west,41.666666666666664,5
17686,Richaun Holmes,4,2,3,0,0,0,SAC,pacific,west,66.66666666666667,2
17687,Buddy Hield,16,5,22,5,18,3,SAC,pacific,west,34.09090909090909,0
17688,Damian Jones,2,1,2,0,0,0,SAC,pacific,west,50.0,1
17689,Emmanuel Mudiay,0,0,2,0,0,2,SAC,pacific,west,0.0,0
17690,Robert Woodard II,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17691,Maurice Harkless,4,2,3,0,1,1,SAC,pacific,west,66.66666666666667,2
17692,Jahmi'us Ramsey,1,0,0,0,0,0,SAC,pacific,west,,0
17693,Tristan Thompson,11,5,10,1,1,1,SAC,pacific,west,55.0,4
17694,Tyrese Haliburton,22,7,15,3,8,13,SAC,pacific,west,56.666666666666664,4
17695,Harrison Barnes,18,7,15,3,8,2,SAC,pacific,west,56.666666666666664,4
17696,Chimezie Metu,11,5,12,0,2,2,SAC,pacific,west,41.666666666666664,5
17697,Ade Murkey,0,0,0,0,0,0,SAC,pacific,west,,0
17698,Buddy Hield,18,6,15,6,13,2,SAC,pacific,west,60.0,0
17699,Chimezie Metu,16,7,12,0,3,3,SAC,pacific,west,58.333333333333336,7
17700,Justin Robinson,2,1,4,0,2,1,SAC,pacific,west,25.0,1
17701,Neemias Queta,0,0,0,0,0,1,SAC,pacific,west,,0
17702,Robert Woodard II,0,0,0,0,0,0,SAC,pacific,west,,0
17703,Harrison Barnes,19,6,11,4,7,3,SAC,pacific,west,72.72727272727273,2
17704,Maurice Harkless,7,3,5,1,3,1,SAC,pacific,west,70.0,2
17705,Damian Jones,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17706,Tyrese Haliburton,24,8,18,2,4,11,SAC,pacific,west,50.0,6
17707,Jahmi'us Ramsey,2,1,5,0,0,0,SAC,pacific,west,20.0,1
17708,Tristan Thompson,10,5,12,0,0,1,SAC,pacific,west,41.666666666666664,5
17709,Tristan Thompson,8,4,10,0,0,1,SAC,pacific,west,40.0,4
17710,Tyrese Haliburton,27,12,19,3,5,11,SAC,pacific,west,71.05263157894737,9
17711,Maurice Harkless,4,2,3,0,1,1,SAC,pacific,west,66.66666666666667,2
17712,Jahmi'us Ramsey,7,3,4,1,1,1,SAC,pacific,west,87.5,2
17713,Chimezie Metu,9,2,8,0,3,1,SAC,pacific,west,25.0,2
17714,Damian Jones,23,9,15,2,2,1,SAC,pacific,west,66.66666666666667,7
17715,Buddy Hield,29,10,18,7,9,4,SAC,pacific,west,75.0,3
17716,Harrison Barnes,14,4,11,1,3,3,SAC,pacific,west,40.90909090909091,3
17717,Justin Robinson,0,0,3,0,1,0,SAC,pacific,west,0.0,0
17718,Maurice Harkless,5,2,6,1,4,0,SAC,pacific,west,41.666666666666664,1
17719,Robert Woodard II,2,0,0,0,0,0,SAC,pacific,west,,0
17720,Damian Jones,6,2,2,0,0,0,SAC,pacific,west,100.0,2
17721,Tristan Thompson,12,6,10,0,0,4,SAC,pacific,west,60.0,6
17722,Tyrese Haliburton,21,9,16,3,5,10,SAC,pacific,west,65.625,6
17723,Jahmi'us Ramsey,6,2,8,0,4,0,SAC,pacific,west,25.0,2
17724,Justin Robinson,0,0,1,0,0,1,SAC,pacific,west,0.0,0
17725,Buddy Hield,15,5,10,4,6,1,SAC,pacific,west,70.0,1
17726,Neemias Queta,0,0,4,0,0,1,SAC,pacific,west,0.0,0
17727,Chimezie Metu,18,5,15,2,9,0,SAC,pacific,west,40.0,3
17728,Harrison Barnes,20,5,16,3,7,4,SAC,pacific,west,40.625,2
17729,Alex Len,6,3,4,0,0,2,SAC,pacific,west,75.0,3
17730,Davion Mitchell,13,6,13,1,4,5,SAC,pacific,west,50.0,5
17731,Chimezie Metu,13,5,8,2,3,0,SAC,pacific,west,75.0,3
17732,Maurice Harkless,2,1,2,0,1,1,SAC,pacific,west,50.0,1
17733,De'Aaron Fox,28,10,16,0,1,4,SAC,pacific,west,62.5,10
17734,Tristan Thompson,15,6,7,0,0,0,SAC,pacific,west,85.71428571428571,6
17735,Harrison Barnes,19,6,10,1,4,3,SAC,pacific,west,65.0,5
17736,Damian Jones,0,0,0,0,0,0,SAC,pacific,west,,0
17737,Tyrese Haliburton,8,4,12,0,6,9,SAC,pacific,west,33.333333333333336,4
17738,Buddy Hield,15,4,10,4,7,1,SAC,pacific,west,60.0,0
17739,Buddy Hield,14,5,13,4,11,3,SAC,pacific,west,53.84615384615385,1
17740,Tristan Thompson,11,4,7,0,0,0,SAC,pacific,west,57.142857142857146,4
17741,Davion Mitchell,8,3,7,2,3,6,SAC,pacific,west,57.142857142857146,1
17742,Tyrese Haliburton,3,1,2,1,1,4,SAC,pacific,west,75.0,0
17743,Louis King,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17744,Chimezie Metu,4,2,7,0,1,1,SAC,pacific,west,28.571428571428573,2
17745,Terence Davis,5,2,5,1,3,2,SAC,pacific,west,50.0,1
17746,Harrison Barnes,3,1,9,1,5,2,SAC,pacific,west,16.666666666666668,0
17747,Alex Len,12,4,8,0,0,0,SAC,pacific,west,50.0,4
17748,Damian Jones,0,0,3,0,0,0,SAC,pacific,west,0.0,0
17749,De'Aaron Fox,29,11,20,1,5,3,SAC,pacific,west,57.5,10
17750,Marvin Bagley III,12,5,12,1,5,0,SAC,pacific,west,45.833333333333336,4
17751,Maurice Harkless,0,0,1,0,0,0,SAC,pacific,west,0.0,0
17752,Tristan Thompson,1,0,3,0,0,1,SAC,pacific,west,0.0,0
17753,Harrison Barnes,12,4,10,0,2,3,SAC,pacific,west,40.0,4
17754,Alex Len,5,2,5,0,0,1,SAC,pacific,west,40.0,2
17755,De'Aaron Fox,13,6,14,0,3,1,SAC,pacific,west,42.857142857142854,6
17756,Tyrese Haliburton,8,4,8,0,2,3,SAC,pacific,west,50.0,4
17757,Chimezie Metu,8,4,6,0,2,0,SAC,pacific,west,66.66666666666667,4
17758,Davion Mitchell,14,6,12,2,3,5,SAC,pacific,west,58.333333333333336,4
17759,Damian Jones,5,1,2,0,0,3,SAC,pacific,west,50.0,1
17760,Buddy Hield,21,7,13,4,10,0,SAC,pacific,west,69.23076923076923,3
17761,Terence Davis,9,4,9,1,4,2,SAC,pacific,west,50.0,3
17762,Marvin Bagley III,7,3,10,0,2,0,SAC,pacific,west,30.0,3
17763,Marvin Bagley III,15,7,12,1,2,2,SAC,pacific,west,62.5,6
17764,Terence Davis,19,8,17,1,6,1,SAC,pacific,west,50.0,7
17765,Buddy Hield,15,6,19,2,10,1,SAC,pacific,west,36.8421052631579,4
17766,Harrison Barnes,8,2,9,2,5,0,SAC,pacific,west,33.333333333333336,0
17767,Tyrese Haliburton,15,5,9,5,8,7,SAC,pacific,west,83.33333333333333,0
17768,Davion Mitchell,10,4,10,2,5,4,SAC,pacific,west,50.0,2
17769,Maurice Harkless,0,0,0,0,0,0,SAC,pacific,west,,0
17770,Alex Len,4,2,4,0,1,2,SAC,pacific,west,50.0,2
17771,De'Aaron Fox,31,11,17,1,4,5,SAC,pacific,west,67.6470588235294,10
17772,Tristan Thompson,6,3,4,0,0,0,SAC,pacific,west,75.0,3
17773,Tristan Thompson,14,6,11,0,0,0,SAC,pacific,west,54.54545454545455,6
17774,Harrison Barnes,16,5,11,2,4,3,SAC,pacific,west,54.54545454545455,3
17775,Alex Len,6,3,3,0,0,0,SAC,pacific,west,100.0,3
17776,Richaun Holmes,4,2,3,0,0,1,SAC,pacific,west,66.66666666666667,2
17777,De'Aaron Fox,33,12,18,2,2,1,SAC,pacific,west,72.22222222222223,10
17778,Marvin Bagley III,12,4,8,2,4,0,SAC,pacific,west,62.5,2
17779,Terence Davis,16,6,11,2,5,3,SAC,pacific,west,63.63636363636363,4
17780,Buddy Hield,5,2,13,1,10,1,SAC,pacific,west,19.23076923076923,1
17781,Tyrese Haliburton,18,6,9,5,6,11,SAC,pacific,west,94.44444444444444,1
17782,Davion Mitchell,18,7,10,1,3,4,SAC,pacific,west,75.0,6
17783,Marvin Bagley III,12,4,6,0,1,0,SAC,pacific,west,66.66666666666667,4
17784,Buddy Hield,10,2,6,1,5,2,SAC,pacific,west,41.666666666666664,1
17785,Tristan Thompson,8,2,2,0,0,0,SAC,pacific,west,100.0,2
17786,De'Aaron Fox,17,8,22,0,4,5,SAC,pacific,west,36.36363636363637,8
17787,Alex Len,3,1,6,0,1,0,SAC,pacific,west,16.666666666666668,1
17788,Chimezie Metu,5,2,4,1,2,1,SAC,pacific,west,62.5,1
17789,Richaun Holmes,1,0,3,0,0,3,SAC,pacific,west,0.0,0
17790,Tyrese Haliburton,18,7,14,4,8,5,SAC,pacific,west,64.28571428571429,3
17791,Davion Mitchell,2,1,7,0,2,3,SAC,pacific,west,14.285714285714286,1
17792,Terence Davis,28,9,16,6,11,0,SAC,pacific,west,75.0,3
17793,Davion Mitchell,20,7,10,3,4,2,SAC,pacific,west,85.0,4
17794,Tyrese Haliburton,12,5,13,2,9,11,SAC,pacific,west,46.15384615384615,3
