,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Gilbert Arenas,WAS,24,6,2,4,47.4,34.0,10.8,23.3,46.4,3.3,7.7,43.5,9.0,11.7,77.1,1.2,4.3,5.5,5.3,3.3,2.2,0.7,3.5,53.8,1,0,-0.2,2240,1610612764
1,2,LeBron James,CLE,21,13,7,6,46.5,30.8,11.2,23.6,47.6,1.6,4.8,33.3,6.7,9.1,73.7,1.7,6.4,8.1,5.8,5.0,1.4,0.7,3.4,50.5,4,2,-3.8,2544,1610612739
2,3,Vince Carter,NJN,29,11,5,6,40.9,29.6,10.3,22.2,46.3,1.3,5.3,24.1,7.8,9.8,79.6,1.5,5.5,7.0,5.3,2.4,1.8,0.5,3.1,50.7,2,0,0.7,1713,1610612751
3,4,Dwyane Wade,MIA,24,23,16,7,41.7,28.4,9.5,19.2,49.7,0.6,1.6,37.8,8.8,10.9,80.8,1.2,4.7,5.9,5.7,3.9,2.2,1.1,3.1,50.2,6,0,5.8,2548,1610612748
4,5,Kobe Bryant,LAL,27,7,3,4,44.9,27.9,10.3,20.7,49.7,2.0,5.0,40.0,5.3,6.9,77.1,0.6,5.7,6.3,5.1,4.7,1.1,0.4,3.6,43.1,1,0,-6.9,977,1610612747
5,6,Michael Redd,MIL,26,5,1,4,37.1,27.2,8.8,16.8,52.4,1.4,3.0,46.7,8.2,9.2,89.1,3.2,2.2,5.4,1.6,2.0,0.8,0.0,2.2,36.5,0,0,-7.6,2072,1610612749
6,7,Dirk Nowitzki,DAL,28,23,14,9,42.7,27.0,8.5,18.2,46.8,1.0,2.9,34.3,8.9,10.0,89.5,2.0,9.6,11.7,2.9,2.1,1.1,0.6,2.8,48.3,14,0,4.7,1717,1610612742
7,8,Tim Duncan,SAS,30,13,7,6,37.9,25.8,9.3,16.2,57.3,0.0,0.2,0.0,7.2,10.1,71.8,2.5,8.0,10.5,3.3,2.6,0.8,1.9,3.8,49.1,7,0,4.6,1495,1610612759
8,9,Elton Brand,LAC,27,12,7,5,43.1,25.4,10.3,18.8,55.1,0.0,0.1,0.0,4.8,6.3,75.0,4.3,6.0,10.3,4.0,2.4,0.9,2.6,2.8,51.8,6,0,3.4,1882,1610612746
9,10,Bonzi Wells,SAC,29,6,2,4,41.4,23.2,8.8,14.5,60.9,0.8,1.3,62.5,4.7,7.2,65.1,4.2,7.8,12.0,1.3,3.0,0.8,0.3,4.2,40.1,5,0,-2.3,1719,1610612758
10,11,Andres Nocioni,CHI,26,6,2,4,38.3,22.3,7.8,14.0,56.0,1.7,3.5,47.6,5.0,5.8,85.7,0.8,8.0,8.8,1.5,2.3,0.8,0.3,3.5,36.4,2,0,-1.7,2804,1610612741
11,12,Richard Jefferson,NJN,26,11,5,6,39.7,22.2,8.2,15.0,54.5,1.1,2.6,41.4,4.7,5.7,82.5,0.6,3.5,4.1,4.1,2.7,0.9,0.4,2.9,34.3,0,0,-1.3,2210,1610612751
12,13,Tony Parker,SAS,24,13,7,6,36.5,21.1,8.0,17.4,46.0,0.2,0.7,22.2,4.9,6.1,81.0,0.6,3.0,3.6,3.8,3.1,1.0,0.1,2.4,31.3,1,0,2.2,2225,1610612759
13,14,Ben Gordon,CHI,23,6,2,4,40.9,21.0,7.2,17.7,40.6,2.5,6.8,36.6,4.2,6.2,67.6,0.8,2.5,3.3,3.0,2.8,1.0,0.0,2.0,29.7,0,0,-2.2,2732,1610612741
14,14,Carmelo Anthony,DEN,22,5,1,4,38.5,21.0,6.6,19.8,33.3,0.0,0.8,0.0,7.8,10.4,75.0,2.4,4.2,6.6,2.8,3.0,0.8,0.2,4.0,33.1,1,0,-1.6,2546,1610612743
15,14,Jermaine O'Neal,IND,27,6,2,4,36.0,21.0,7.3,14.0,52.4,0.0,0.3,0.0,6.3,8.8,71.7,1.5,6.0,7.5,1.7,4.3,0.5,2.3,4.7,36.7,1,0,3.8,979,1610612754
16,17,Kirk Hinrich,CHI,25,6,2,4,39.0,20.5,6.5,15.7,41.5,1.5,4.3,34.6,6.0,7.0,85.7,0.0,3.3,3.3,7.7,4.0,1.3,0.3,3.7,37.0,1,0,-0.2,2550,1610612741
17,18,Richard Hamilton,DET,28,18,10,8,38.3,20.4,7.1,17.2,41.3,0.8,2.2,35.0,5.4,6.3,85.1,0.9,2.0,2.9,2.7,2.2,0.9,0.3,3.3,29.4,1,0,4.1,1888,1610612765
18,19,Shawn Marion,PHX,28,20,10,10,42.5,20.4,8.2,16.7,48.9,1.1,3.5,31.4,3.0,3.4,88.1,2.9,8.8,11.7,1.6,1.1,1.9,1.2,3.3,44.6,12,0,2.3,1890,1610612756
19,19,Steve Nash,PHX,32,20,10,10,39.9,20.4,7.3,14.6,50.2,1.6,4.4,36.8,4.2,4.6,91.2,0.5,3.2,3.7,10.2,3.4,0.4,0.3,1.9,38.6,12,0,3.6,959,1610612756
20,21,Pau Gasol,MEM,25,4,0,4,39.4,20.3,7.3,16.8,43.3,0.0,0.3,0.0,5.8,7.5,76.7,1.0,5.8,6.8,3.0,2.8,0.5,1.3,2.8,35.4,0,0,-9.3,2200,1610612763
21,22,Anthony Johnson,IND,31,6,2,4,40.3,20.0,7.5,14.5,51.7,1.3,3.3,40.0,3.7,5.5,66.7,1.3,3.7,5.0,5.2,2.3,1.0,0.0,2.8,34.4,0,0,2.8,1533,1610612754
22,23,Antawn Jamison,WAS,30,6,2,4,42.1,19.2,7.0,16.5,42.4,1.7,5.3,31.3,3.5,4.5,77.8,1.5,5.7,7.2,3.0,1.8,1.0,0.3,3.8,34.4,2,0,3.2,1712,1610612764
23,24,Lamar Odom,LAL,26,7,3,4,44.8,19.1,7.0,14.1,49.5,0.9,4.3,20.0,4.3,6.4,66.7,2.1,8.9,11.0,4.9,3.3,0.4,1.1,3.3,41.1,4,0,-6.6,1885,1610612747
24,25,Jason Terry,DAL,28,22,14,8,38.4,18.9,7.4,16.8,44.2,1.4,4.6,30.7,2.7,3.2,83.1,0.5,2.4,2.9,3.8,2.0,1.2,0.0,2.5,29.7,0,0,4.0,1891,1610612742
25,26,Boris Diaw,PHX,24,20,10,10,39.8,18.7,7.6,14.5,52.6,0.2,0.4,42.9,3.4,4.4,76.1,2.0,4.7,6.7,5.2,2.8,0.9,1.1,3.2,37.7,3,0,2.2,2564,1610612756
26,27,Caron Butler,WAS,26,6,2,4,43.7,18.5,7.0,16.8,41.6,0.5,2.3,21.4,4.0,4.8,82.8,2.7,7.8,10.5,2.7,2.3,2.0,0.7,5.2,40.8,3,0,-0.5,2406,1610612764
27,28,Shaquille O'Neal,MIA,34,23,16,7,33.0,18.4,7.7,12.7,61.2,0.0,0.0,0.0,3.0,7.9,37.4,3.3,6.5,9.8,1.7,3.7,0.5,1.5,3.7,34.9,10,0,1.1,406,1610612748
28,29,Manu Ginobili,SAS,28,13,7,6,32.8,18.4,5.8,12.1,48.4,1.1,3.2,33.3,5.6,6.7,83.9,0.7,3.8,4.5,3.0,2.5,1.5,0.5,3.3,31.8,1,0,6.2,1938,1610612759
29,30,Sam Cassell,LAC,36,12,7,5,33.6,18.0,6.1,13.9,43.7,1.3,3.6,34.9,4.6,5.7,80.9,0.8,3.3,4.0,5.8,2.3,0.7,0.2,2.9,31.6,2,0,1.4,208,1610612746
30,31,Chauncey Billups,DET,29,18,10,8,39.2,17.9,5.2,12.7,40.6,1.8,5.2,34.0,5.8,6.4,90.5,0.4,3.0,3.4,6.5,2.4,1.2,0.1,2.4,33.4,2,0,4.6,1497,1610612765
31,32,Metta World Peace,SAC,26,5,2,3,39.6,17.4,6.2,16.2,38.3,1.8,5.4,33.3,3.2,4.6,69.6,1.6,3.4,5.0,3.0,1.0,1.6,0.8,3.0,34.1,1,0,-3.2,1897,1610612758
32,33,Josh Howard,DAL,26,23,14,9,35.8,16.7,6.1,13.4,45.3,1.0,2.8,36.9,3.5,4.3,80.8,1.8,5.7,7.4,1.4,2.3,1.0,0.6,3.7,30.3,5,0,5.3,2572,1610612742
33,34,Mike Bibby,SAC,28,6,2,4,42.6,16.7,5.3,15.3,34.8,1.5,4.3,34.6,4.5,5.0,90.0,1.0,2.8,3.8,5.2,3.0,1.5,0.0,2.8,30.5,0,0,-5.8,1710,1610612758
34,35,Tayshaun Prince,DET,26,18,10,8,41.4,16.4,5.9,12.8,45.9,1.2,2.6,45.7,3.5,4.2,82.9,2.4,3.3,5.7,3.0,1.7,0.7,0.8,1.3,30.5,1,0,3.2,2419,1610612765
35,36,Andre Miller,DEN,30,5,1,4,36.4,16.4,6.8,15.4,44.2,0.0,0.0,0.0,2.8,3.4,82.4,1.6,2.8,4.4,7.2,3.2,1.0,0.2,2.4,32.9,0,0,-3.0,1889,1610612743
36,37,Corey Maggette,LAC,26,12,7,5,24.3,15.3,4.8,10.2,46.7,0.7,2.0,33.3,5.1,5.6,91.0,0.6,6.7,7.3,1.4,2.2,0.6,0.4,3.3,26.9,1,0,2.7,1894,1610612746
37,38,Tim Thomas,PHX,29,20,10,10,31.8,15.1,5.4,11.0,49.1,2.4,5.4,44.4,1.9,2.5,77.6,0.8,5.5,6.3,1.3,1.1,0.9,0.4,4.5,27.3,4,0,1.6,1501,1610612756
38,39,Nenad Krstic,NJN,22,11,5,6,33.3,14.7,5.9,11.7,50.4,0.0,0.0,0.0,2.9,4.1,71.1,2.3,4.5,6.8,0.7,2.0,0.5,0.9,4.2,26.1,3,0,-0.5,2420,1610612751
39,40,Leandro Barbosa,PHX,23,20,10,10,31.6,14.2,5.2,11.0,47.0,1.4,3.5,39.1,2.5,2.9,86.2,0.3,1.4,1.6,2.7,1.5,0.8,0.2,3.3,21.5,0,0,-1.1,2571,1610612756
40,41,Rasheed Wallace,DET,31,18,10,8,34.9,14.1,5.3,12.4,43.0,1.8,4.4,40.5,1.6,3.1,52.7,0.9,5.4,6.3,1.8,1.4,0.6,0.8,3.6,27.1,1,0,2.1,739,1610612765
41,42,Jerry Stackhouse,DAL,31,22,14,8,32.3,13.7,5.0,12.5,40.2,1.0,3.0,33.8,2.6,3.4,78.4,0.9,1.9,2.8,2.5,1.7,0.5,0.3,2.0,21.7,0,0,3.7,711,1610612742
42,43,Raja Bell,PHX,29,17,9,8,39.6,13.6,4.6,9.7,47.9,2.4,5.1,46.5,2.0,2.4,82.9,0.5,2.4,2.8,2.2,0.6,0.6,0.2,4.1,22.4,0,0,1.4,1952,1610612756
43,44,Antoine Walker,MIA,29,23,16,7,37.5,13.3,5.0,12.3,40.3,2.1,6.4,32.4,1.3,2.3,57.4,0.7,4.9,5.6,2.4,2.0,1.0,0.3,3.0,25.7,2,0,3.1,952,1610612748
44,45,Stephen Jackson,IND,28,6,2,4,37.9,13.3,5.0,13.7,36.6,1.0,4.3,23.1,2.3,3.0,77.8,0.8,3.7,4.5,3.3,2.5,0.7,0.2,3.8,23.7,0,0,0.7,1536,1610612754
45,46,Cuttino Mobley,LAC,30,12,7,5,39.4,13.3,5.1,11.9,42.7,0.9,2.5,36.7,2.2,2.4,89.7,0.8,3.9,4.8,2.0,1.9,0.7,0.3,2.3,22.8,0,0,2.3,1749,1610612746
46,47,Antonio Daniels,WAS,31,6,2,4,36.1,13.2,4.7,8.7,53.8,0.5,1.8,27.3,3.3,3.7,90.9,0.3,2.5,2.8,3.3,1.7,0.5,0.2,0.7,21.9,0,0,3.2,1498,1610612764
47,47,Kevin Martin,SAC,23,6,2,4,32.8,13.2,3.7,9.0,40.7,1.0,3.2,31.6,4.8,4.8,100.0,1.7,3.3,5.0,0.5,0.3,0.5,0.3,1.8,22.1,0,0,-2.3,2755,1610612758
48,49,Kwame Brown,LAL,24,7,3,4,32.1,12.9,4.9,9.3,52.3,0.0,0.0,0.0,3.1,4.4,71.0,2.4,4.1,6.6,1.0,1.7,0.3,0.9,3.0,24.0,2,0,-10.0,2198,1610612747
49,50,Greg Buckner,DEN,29,5,1,4,27.5,12.6,4.6,11.0,41.8,2.0,6.4,31.3,1.4,1.6,87.5,0.6,2.2,2.8,1.2,0.2,0.6,0.2,2.4,20.0,0,0,-1.8,1761,1610612743
50,50,T.J. Ford,MIL,23,5,1,4,32.3,12.6,5.0,10.2,49.0,0.4,1.0,40.0,2.2,2.4,91.7,0.6,3.4,4.0,6.4,3.2,0.6,0.0,4.0,25.6,0,0,0.0,2551,1610612749
51,52,Luke Walton,LAL,26,7,3,4,33.5,12.1,5.4,11.9,45.8,0.6,1.6,36.4,0.7,0.7,100.0,1.4,5.0,6.4,1.7,1.6,1.0,0.1,2.3,24.3,1,0,-8.1,2575,1610612747
52,53,Jason Kidd,NJN,33,11,5,6,40.9,12.0,4.5,12.0,37.1,1.4,4.5,30.0,1.7,2.1,82.6,2.0,5.6,7.6,9.6,2.2,1.5,0.2,2.8,38.6,4,1,-0.4,467,1610612751
53,54,Marcus Camby,DEN,32,5,1,4,35.1,11.4,5.2,12.4,41.9,0.0,0.0,0.0,1.0,1.8,55.6,2.6,8.4,11.0,2.2,0.8,0.8,2.8,2.8,37.9,2,0,-4.2,948,1610612743
54,55,Larry Hughes,CLE,27,9,4,5,37.3,11.1,4.0,12.6,31.9,0.6,2.0,27.8,2.6,3.4,74.2,1.0,2.0,3.0,4.0,1.8,2.2,0.1,3.8,25.9,0,0,-3.2,1716,1610612739
55,56,Earl Boykins,DEN,30,5,1,4,28.0,11.0,3.8,11.8,32.2,0.8,3.8,21.1,2.6,3.4,76.5,0.6,0.8,1.4,4.0,0.6,0.8,0.0,1.2,20.5,0,0,-8.2,1863,1610612743
56,56,Peja Stojakovic,IND,29,2,2,0,25.4,11.0,4.0,9.0,44.4,0.0,1.5,0.0,3.0,3.5,85.7,0.0,4.5,4.5,2.0,0.5,0.5,0.5,2.0,21.9,0,0,4.5,978,1610612754
57,58,Chris Kaman,LAC,24,11,6,5,29.5,10.7,4.6,7.8,59.3,0.0,0.0,0.0,1.5,1.9,76.2,1.9,6.1,8.0,0.9,3.0,0.5,0.8,3.5,22.5,4,0,2.4,2549,1610612746
58,59,Michael Finley,SAS,33,13,7,6,31.6,10.5,3.8,8.1,47.6,1.4,3.6,38.3,1.4,1.5,90.0,0.1,3.7,3.8,1.4,0.7,0.6,0.2,1.5,18.9,0,0,1.0,714,1610612759
59,60,Zydrunas Ilgauskas,CLE,31,13,7,6,27.2,10.4,4.2,9.2,45.4,0.0,0.0,0.0,2.1,2.8,75.0,2.5,3.8,6.3,0.8,1.8,0.4,2.1,3.5,24.6,1,0,-4.1,980,1610612739
60,61,Eddie Jones,MEM,34,4,0,4,29.8,10.3,3.5,7.3,48.3,0.8,1.8,42.9,2.5,3.8,66.7,0.8,2.0,2.8,2.5,0.3,0.8,0.3,2.5,20.1,0,0,-4.8,224,1610612763
61,62,Luol Deng,CHI,21,6,2,4,30.0,10.2,4.0,9.3,42.9,0.2,0.8,20.0,2.0,3.5,57.1,1.3,3.5,4.8,0.5,0.8,0.8,0.7,2.2,20.4,0,0,-4.8,2736,1610612741
62,63,Chucky Atkins,MEM,31,4,0,4,25.7,9.8,3.8,9.3,40.5,1.0,2.8,36.4,1.3,2.0,62.5,0.0,0.8,0.8,3.0,1.0,0.5,0.0,3.8,15.7,0,0,-10.3,1088,1610612763
63,64,Donyell Marshall,CLE,33,13,7,6,26.5,9.5,3.5,8.0,43.3,1.4,3.5,39.1,1.2,1.3,88.2,1.8,3.8,5.6,0.6,1.0,0.5,0.7,1.8,19.8,1,0,1.5,923,1610612739
64,65,Devin Harris,DAL,23,23,14,9,24.2,9.4,3.6,7.4,48.0,0.0,0.3,0.0,2.3,3.2,70.3,0.7,1.0,1.7,2.2,1.8,0.8,0.1,3.0,15.6,0,0,0.3,2734,1610612742
65,66,Jason Williams,MIA,30,23,16,7,29.8,9.3,3.3,8.0,40.5,1.1,4.1,27.4,1.7,2.0,84.4,0.1,1.9,2.0,3.9,1.6,0.7,0.0,1.8,18.0,0,0,-0.2,1715,1610612748
66,67,Charlie Bell,MIL,27,5,1,4,21.6,9.2,3.4,8.6,39.5,1.0,2.2,45.5,1.4,1.4,100.0,0.4,0.2,0.6,1.4,0.8,0.6,0.4,3.0,14.2,0,0,-4.2,2294,1610612749
67,68,Brad Miller,SAC,30,6,2,4,27.7,9.2,3.5,8.7,40.4,0.2,1.2,14.3,2.0,2.2,92.3,0.5,2.5,3.0,2.5,1.2,1.2,0.8,3.3,21.4,0,0,-6.7,1802,1610612758
68,68,Shareef Abdur-Rahim,SAC,29,6,2,4,21.5,9.2,3.8,7.2,53.5,0.0,0.5,0.0,1.5,2.5,60.0,1.3,3.5,4.8,1.2,2.2,0.3,0.0,4.5,15.6,0,0,-1.8,949,1610612758
69,70,Jamaal Magloire,MIL,28,5,1,4,27.0,9.0,3.6,7.6,47.4,0.0,0.0,0.0,1.8,3.0,60.0,2.2,5.8,8.0,1.0,1.2,0.4,1.2,2.8,23.7,0,0,-5.8,2048,1610612749
70,71,Smush Parker,LAL,25,7,3,4,36.9,8.9,3.4,10.3,33.3,0.6,3.7,15.4,1.4,1.4,100.0,1.3,1.7,3.0,1.6,1.7,2.1,0.1,3.4,20.0,0,0,-6.7,2470,1610612747
71,72,Andrew Bogut,MIL,21,5,1,4,34.4,8.6,4.0,9.2,43.5,0.0,0.0,0.0,0.6,1.6,37.5,1.8,4.4,6.2,3.4,1.6,0.6,0.0,4.2,21.3,0,0,-7.0,101106,1610612749
72,73,Udonis Haslem,MIA,26,22,15,7,29.6,8.6,3.4,6.8,49.3,0.0,0.0,0.0,1.9,2.7,68.3,2.2,5.1,7.4,0.8,1.4,0.6,0.3,3.6,19.9,6,0,-0.5,2617,1610612748
73,74,Mike Miller,MEM,26,4,0,4,26.8,8.5,3.0,7.5,40.0,0.3,2.0,12.5,2.3,2.3,100.0,0.3,3.5,3.8,1.8,2.0,0.5,0.5,2.8,16.6,0,0,-16.5,2034,1610612763
74,75,Bobby Jackson,MEM,33,4,0,4,25.1,8.3,3.0,7.3,41.4,1.0,2.8,36.4,1.3,1.8,71.4,0.0,2.0,2.0,1.3,3.5,0.3,0.0,1.8,9.8,0,0,-5.8,1517,1610612763
75,76,Drew Gooden,CLE,24,13,7,6,21.7,8.2,3.5,6.5,52.9,0.0,0.0,0.0,1.3,1.4,94.4,2.4,5.2,7.5,0.6,1.4,0.2,0.2,3.1,18.0,1,0,-2.2,2400,1610612739
76,77,Austin Croshere,IND,31,6,2,4,29.1,8.2,2.0,6.3,31.6,1.5,3.8,39.1,2.7,3.0,88.9,0.8,2.8,3.7,1.2,1.0,0.8,0.0,1.8,15.8,0,0,-0.8,1506,1610612754
77,77,Danny Granger,IND,23,6,2,4,27.0,8.2,3.0,5.7,52.9,1.5,2.7,56.3,0.7,0.7,100.0,1.2,4.0,5.2,1.7,1.2,0.7,1.2,3.3,21.2,0,0,-6.0,101122,1610612754
78,79,Vladimir Radmanovic,LAC,25,12,7,5,20.5,8.1,2.6,5.5,47.0,1.6,3.4,46.3,1.3,1.9,69.6,0.8,3.3,4.0,1.1,0.7,0.6,0.5,2.9,17.1,0,0,2.9,2209,1610612746
79,80,Flip Murray,CLE,26,13,7,6,30.7,8.1,2.8,8.6,33.0,0.4,1.8,20.8,2.0,2.5,81.3,0.8,2.4,3.2,1.6,0.7,0.7,0.2,2.1,16.2,0,0,-3.0,2436,1610612739
80,81,Jared Jeffries,WAS,24,6,2,4,35.8,8.0,2.8,7.2,39.5,0.2,1.2,14.3,2.2,2.8,76.5,3.3,2.8,6.2,1.5,1.8,0.2,1.2,3.2,19.8,0,0,-0.8,2407,1610612764
81,82,Fred Jones,IND,27,6,2,4,27.9,7.8,2.5,6.0,41.7,1.0,2.7,37.5,1.8,2.0,91.7,0.3,3.0,3.3,2.5,1.3,1.0,0.2,2.2,17.8,0,0,-4.5,2410,1610612754
82,83,Brent Barry,SAS,34,13,7,6,23.1,7.8,2.6,4.7,55.7,1.3,2.6,50.0,1.2,1.6,76.2,0.2,2.2,2.5,1.7,0.7,0.7,0.2,2.2,15.3,0,0,-2.5,699,1610612759
83,84,Quinton Ross,LAC,25,12,7,5,24.5,7.7,3.3,6.1,53.4,0.0,0.0,0.0,1.2,1.3,87.5,0.7,2.0,2.7,0.8,0.8,0.6,0.7,3.0,15.0,0,0,1.4,2624,1610612746
84,85,Antonio McDyess,DET,31,18,10,8,20.6,7.6,3.2,5.7,55.9,0.0,0.1,0.0,1.3,2.3,54.8,2.2,3.9,6.1,0.6,0.8,0.4,0.7,3.0,18.5,2,0,0.9,686,1610612765
85,86,Joe Smith,MIL,30,5,1,4,21.2,7.6,3.2,6.6,48.5,0.0,0.0,0.0,1.2,1.8,66.7,1.2,4.2,5.4,0.6,0.2,0.4,0.4,3.2,17.2,0,0,-7.6,693,1610612749
86,87,Shaun Livingston,LAC,20,12,7,5,27.6,7.5,3.0,6.3,47.4,0.1,0.1,100.0,1.4,1.8,81.0,1.3,3.3,4.7,4.8,1.9,0.6,0.5,2.6,21.6,0,0,3.7,2733,1610612746
87,88,Toni Kukoc,MIL,37,3,1,2,17.6,7.3,2.7,4.7,57.1,1.7,2.7,62.5,0.3,0.7,50.0,0.0,1.7,1.7,3.0,1.0,0.3,0.0,2.7,13.8,0,0,-3.3,389,1610612749
88,89,James Posey,MIA,29,22,16,6,27.6,7.3,2.2,5.2,43.0,1.6,3.8,42.2,1.2,1.7,73.0,0.7,5.0,5.7,0.9,0.5,0.8,0.1,3.2,17.5,1,0,4.9,1899,1610612748
89,90,Lorenzen Wright,MEM,30,4,0,4,21.6,7.3,2.8,4.5,61.1,0.0,0.0,0.0,1.8,2.5,70.0,2.8,2.3,5.0,0.8,1.3,0.0,1.0,2.3,16.1,1,0,-6.8,953,1610612763
90,91,Mo Williams,MIL,23,5,1,4,15.1,7.2,3.4,6.8,50.0,0.4,2.2,18.2,0.0,0.0,0.0,0.0,0.6,0.6,2.0,1.2,0.2,0.0,2.4,10.3,0,0,-10.4,2590,1610612749
91,92,Brendan Haywood,WAS,26,6,2,4,25.8,7.2,2.5,3.7,68.2,0.0,0.0,0.0,2.2,4.2,52.0,1.2,2.0,3.2,0.8,1.2,0.3,1.8,3.7,17.6,0,0,-3.5,2217,1610612764
92,92,Michael Sweetney,CHI,23,6,2,4,20.0,7.2,2.3,5.7,41.2,0.0,0.0,0.0,2.5,3.2,78.9,2.7,2.8,5.5,1.2,1.2,0.5,1.0,4.0,18.9,0,0,-0.5,2552,1610612741
93,94,Anderson Varejao,CLE,23,13,7,6,18.3,6.8,2.4,3.8,62.0,0.0,0.0,0.0,2.0,2.8,70.3,1.4,3.1,4.5,0.2,0.5,0.7,0.2,3.8,14.5,0,0,-1.4,2760,1610612739
94,95,Hakim Warrick,MEM,23,3,0,3,14.2,6.7,1.3,5.3,25.0,0.0,0.3,0.0,4.0,4.7,85.7,0.3,2.0,2.3,0.0,1.3,0.3,0.0,2.3,9.1,0,0,-0.7,101124,1610612763
