,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Anthony Davis,NOP,22,4,0,4,42.9,31.5,11.8,21.8,54.0,0.0,0.5,0.0,8.0,9.0,88.9,2.3,8.8,11.0,2.0,3.3,1.3,3.0,3.0,57.2,3,0,-5.0,203076,1610612740
1,2,LeBron James,CLE,30,20,14,6,42.2,30.1,11.4,27.2,41.7,1.3,5.5,22.7,6.1,8.4,73.1,1.9,9.5,11.3,8.5,4.1,1.7,1.1,2.9,60.3,14,3,4.0,2544,1610612739
2,3,Stephen Curry,GSW,27,21,16,5,39.3,28.3,9.5,20.9,45.6,4.7,11.0,42.2,4.6,5.5,83.5,1.0,4.0,5.0,6.4,3.9,1.9,0.1,2.2,46.0,1,0,7.9,201939,1610612744
3,4,James Harden,HOU,25,17,9,8,37.4,27.2,7.6,17.3,43.9,2.4,6.3,38.3,9.6,10.5,91.6,0.7,5.0,5.7,7.5,4.5,1.6,0.4,2.9,47.0,6,1,-0.4,201935,1610612745
4,5,Monta Ellis,DAL,29,5,1,4,39.4,26.0,10.4,22.2,46.8,2.2,6.0,36.7,3.0,4.0,75.0,0.8,2.4,3.2,5.2,3.2,2.0,0.6,3.6,42.2,0,0,-0.8,101145,1610612742
5,6,Blake Griffin,LAC,26,14,7,7,39.8,25.5,10.0,19.6,51.1,0.1,0.5,14.3,5.4,7.6,71.7,2.7,10.0,12.7,6.1,3.2,1.0,1.0,3.1,52.8,12,3,3.7,201933,1610612746
6,7,Bradley Beal,WAS,22,10,6,4,41.8,23.4,8.1,20.0,40.5,2.3,6.3,36.5,4.9,5.9,83.1,1.4,4.1,5.5,4.6,2.6,1.6,0.7,1.9,41.2,0,0,2.9,203078,1610612764
7,8,Jimmy Butler,CHI,25,12,6,6,42.2,22.9,7.8,17.8,44.1,2.3,6.0,38.9,4.9,6.0,81.9,1.5,4.1,5.6,3.2,1.8,2.4,0.8,2.3,42.1,1,0,4.5,202710,1610612741
8,9,Chris Paul,LAC,30,12,6,6,37.1,22.1,7.9,15.8,50.3,2.3,5.4,41.5,4.0,4.3,94.1,0.6,3.8,4.4,8.8,2.2,1.8,0.3,3.1,44.6,6,0,3.1,101108,1610612746
9,10,LaMarcus Aldridge,POR,29,5,1,4,41.7,21.8,7.4,22.4,33.0,0.6,2.2,27.3,6.4,7.2,88.9,4.2,7.0,11.2,1.8,1.6,0.4,2.4,3.2,44.7,3,0,-8.2,200746,1610612757
10,11,Damian Lillard,POR,24,5,1,4,40.2,21.6,7.8,19.2,40.6,1.0,6.2,16.1,5.0,6.4,78.1,0.4,3.6,4.0,4.6,2.4,0.4,0.6,3.0,33.9,0,0,-5.4,203081,1610612757
11,12,Dirk Nowitzki,DAL,37,5,1,4,36.2,21.2,7.6,16.8,45.2,0.8,3.4,23.5,5.2,5.6,92.9,0.8,9.6,10.4,2.4,2.0,0.4,0.4,3.2,37.7,2,0,-2.0,1717,1610612742
12,13,Derrick Rose,CHI,26,12,6,6,37.8,20.3,7.8,19.6,39.6,1.9,5.5,34.8,2.9,3.3,89.7,1.1,3.8,4.8,6.5,3.2,1.2,0.5,1.8,37.7,1,0,6.2,201565,1610612741
13,14,Kawhi Leonard,SAS,24,7,3,4,35.8,20.3,7.4,15.6,47.7,1.6,3.7,42.3,3.9,5.0,77.1,1.9,5.6,7.4,2.6,2.1,1.1,0.6,2.6,36.1,1,0,-5.0,202695,1610612759
14,15,DeMar DeRozan,TOR,25,4,0,4,39.7,20.3,8.0,20.0,40.0,0.8,2.0,37.5,3.5,4.3,82.4,1.3,5.0,6.3,5.8,2.5,1.5,0.0,3.0,38.4,1,0,-11.8,201942,1610612761
15,16,Brook Lopez,BKN,27,6,2,4,38.9,19.8,7.2,14.5,49.4,0.0,0.0,0.0,5.5,6.7,82.5,3.3,5.7,9.0,0.8,1.0,0.7,2.2,3.0,39.4,3,0,-3.0,201572,1610612751
