Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Kevin Garnett,PF,8.3,16.8,49.5,0.1,0.3,25.0,3.6,4.5,81.0,8.3,16.5,50.0,1.21,0.5,26,26.0,38.0,20.4,2.8,7.8,10.5,3.3,1.3,1.1,2.1,2.8,1.6,0.0,BOS
Paul Pierce,SF,6.3,14.2,44.1,1.7,4.6,36.1,5.5,6.8,80.2,4.6,9.7,47.8,1.381,0.5,26,26.0,38.1,19.7,0.8,4.2,5.0,4.6,1.1,0.3,3.2,3.5,1.5,0.0,BOS
Ray Allen,SG,5.1,12.0,42.8,2.1,5.3,39.6,3.2,3.5,91.3,3.0,6.6,45.3,1.3019999999999998,0.52,26,26.0,38.0,15.6,1.0,2.8,3.8,2.7,0.9,0.3,1.5,2.4,1.9,0.0,BOS
Rajon Rondo,PG,4.1,10.1,40.7,0.2,0.8,25.0,1.8,2.6,69.1,3.9,9.3,42.0,1.011,0.42,26,26.0,32.0,10.2,1.5,2.6,4.1,6.6,1.7,0.3,1.8,2.8,3.7,0.0,BOS
James Posey,SF,2.0,4.6,43.7,1.3,3.4,39.8,1.3,1.5,87.5,0.7,1.2,54.8,1.462,0.58,26,0.0,22.0,6.7,0.5,3.1,3.6,1.1,1.0,0.3,0.5,2.3,2.0,0.0,BOS
Kendrick Perkins,C,2.5,4.2,58.5,0.0,0.0,0.0,1.6,2.4,67.8,2.5,4.2,59.0,1.547,0.58,25,25.0,25.2,6.6,2.1,4.0,6.1,0.5,0.6,1.3,1.2,3.6,0.4,0.0,BOS
Leon Powe,PF,1.6,3.2,49.3,0.0,0.0,0.0,1.9,2.9,66.7,1.6,3.2,49.3,1.589,0.49,23,1.0,11.7,5.0,1.4,1.3,2.7,0.2,0.0,0.1,0.5,2.0,0.3,0.0,BOS
Sam Cassell,PG,1.8,5.3,33.3,0.3,1.3,21.4,0.7,0.8,82.4,1.5,4.0,37.3,0.847,0.36,21,0.0,12.6,4.5,0.1,0.6,0.7,1.2,0.4,0.0,0.6,1.4,2.1,0.0,BOS
P.J. Brown,PF,1.0,2.2,46.4,0.0,0.0,0.0,0.8,1.0,84.0,1.0,2.2,47.3,1.304,0.46,25,0.0,13.6,2.9,0.7,1.6,2.4,0.5,0.2,0.4,0.5,2.3,1.0,0.0,BOS
Eddie House,SG,0.8,2.7,30.4,0.5,1.5,35.5,0.3,0.4,87.5,0.3,1.2,24.0,0.929,0.4,21,0.0,7.9,2.5,0.1,1.0,1.0,0.9,0.2,0.0,0.2,0.6,4.5,0.0,BOS
Glen Davis,PF,0.8,2.0,41.2,0.0,0.1,0.0,0.6,1.1,61.1,0.8,1.9,42.4,1.147,0.41,17,0.0,8.1,2.3,0.7,0.8,1.5,0.4,0.3,0.2,0.6,1.6,0.7,0.0,BOS
Tony Allen,SG,0.6,1.1,56.3,0.0,0.1,0.0,0.1,0.3,40.0,0.6,1.0,60.0,1.25,0.56,15,0.0,4.3,1.3,0.1,0.1,0.2,0.2,0.1,0.0,0.1,0.3,3.0,0.0,BOS
Jamal Crawford,G,7.1,17.4,41.0,2.2,6.2,35.6,4.1,4.8,86.4,4.9,11.2,43.9,1.183,0.47,80,80.0,39.9,20.6,0.5,2.1,2.6,5.0,1.0,0.2,2.4,1.8,2.1,16.35,NY
Zach Randolph,F,7.0,15.3,45.9,0.3,1.2,27.5,3.2,4.2,77.2,6.7,14.2,47.4,1.15,0.47,69,68.0,32.5,17.6,2.7,7.6,10.3,2.0,0.9,0.2,2.7,2.8,0.8,18.37,NY
Stephon Marbury,PG,4.6,11.0,41.9,1.2,3.1,37.8,3.5,4.8,71.6,3.5,8.0,43.5,1.2570000000000001,0.47,24,19.0,33.5,13.9,0.7,1.8,2.5,4.7,0.9,0.1,2.0,2.4,2.4,14.13,NY
Eddy Curry,NA,5.0,9.2,54.6,0.0,0.0,0.0,3.2,5.1,62.3,5.0,9.2,54.6,1.436,0.55,59,58.0,25.9,13.2,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7,0.3,15.37,NY
Nate Robinson,PG,4.6,10.9,42.3,1.3,4.1,33.2,2.1,2.7,78.6,3.3,6.8,47.8,1.168,0.49,72,17.0,26.2,12.7,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6,2.1,15.7,NY
David Lee,PF,4.2,7.6,55.2,0.0,0.0,0.0,2.4,2.9,81.9,4.2,7.6,55.4,1.4169999999999998,0.55,81,29.0,29.1,10.8,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6,1.0,18.18,NY
Quentin Richardson,SF,3.1,8.5,35.9,1.1,3.3,32.2,0.9,1.4,68.2,2.0,5.2,38.1,0.95,0.42,65,65.0,28.3,8.1,0.9,4.0,4.8,1.8,0.7,0.2,1.1,2.4,1.7,8.72,NY
Fred Jones,SG,2.6,6.2,42.1,1.1,2.7,38.5,1.3,1.8,74.6,1.5,3.4,45.0,1.2309999999999999,0.51,70,26.0,25.1,7.6,0.4,2.0,2.4,2.4,0.7,0.3,1.1,2.0,2.1,11.14,NY
Wilson Chandler,F,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,2.8,6.1,45.8,1.054,0.46,35,16.0,19.6,7.3,1.1,2.5,3.6,0.9,0.4,0.5,0.8,2.4,1.2,11.92,NY
Jared Jeffries,PF,1.5,3.7,40.0,0.1,0.3,16.0,0.7,1.3,52.7,1.4,3.4,42.4,0.996,0.41,73,19.0,18.2,3.7,1.6,1.7,3.3,0.9,0.5,0.3,0.9,1.8,1.0,8.05,NY
Malik Rose,PF,1.3,3.7,36.7,0.0,0.1,28.6,0.8,1.0,72.5,1.3,3.5,37.0,0.95,0.37,49,3.0,10.1,3.5,0.6,1.5,2.1,0.6,0.3,0.1,0.8,1.6,0.7,7.48,NY
Renaldo Balkman,SF,1.4,2.9,48.9,0.0,0.2,8.3,0.6,1.5,43.2,1.4,2.7,51.7,1.204,0.49,65,0.0,14.6,3.4,1.3,2.0,3.3,0.6,0.7,0.5,0.6,2.0,1.1,11.64,NY
Mardy Collins,PG,1.2,3.8,32.6,0.2,0.7,25.0,0.5,0.8,60.5,1.1,3.1,34.3,0.8290000000000001,0.35,46,8.0,13.8,3.2,0.4,1.2,1.6,1.9,0.5,0.2,1.2,1.2,1.6,6.08,NY
Randolph Morris,C,1.2,3.2,36.2,0.0,0.0,0.0,0.8,1.6,48.3,1.2,3.2,36.2,0.966,0.36,18,2.0,10.1,3.1,0.7,1.4,2.1,0.1,0.2,0.1,0.5,2.1,0.2,4.51,NY
Jerome James,C,0.5,0.5,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,100.0,4.0,1.0,2,0.0,2.5,2.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,45.75,NY
Andre Miller,PG,6.5,14.8,43.8,0.0,0.5,0.0,2.3,3.7,63.6,6.5,14.3,45.3,1.034,0.44,6,6.0,38.2,15.3,1.2,2.0,3.2,3.3,0.8,0.0,2.3,2.0,1.4,0.0,PHI
Andre Iguodala,F,3.8,11.5,33.3,0.3,2.3,14.3,5.2,7.2,72.1,3.5,9.2,38.2,1.145,0.35,6,6.0,39.0,13.2,1.0,3.8,4.8,5.0,2.2,0.2,4.3,1.8,1.2,0.0,PHI
Lou Williams,SG,4.0,10.0,40.0,0.3,1.5,22.2,3.7,5.0,73.3,3.7,8.5,43.1,1.2,0.42,6,0.0,22.5,12.0,0.5,1.5,2.0,2.0,1.0,0.0,1.2,1.8,1.7,0.0,PHI
Thaddeus Young,PF,4.0,8.3,48.0,0.2,0.8,20.0,2.0,2.3,85.7,3.8,7.5,51.1,1.22,0.49,6,6.0,26.7,10.2,2.5,2.0,4.5,0.7,1.2,0.0,0.7,1.2,1.0,0.0,PHI
Samuel Dalembert,C,3.2,7.5,42.2,0.0,0.0,0.0,2.7,3.2,84.2,3.2,7.5,42.2,1.2,0.42,6,6.0,32.2,9.0,3.3,6.2,9.5,0.5,0.3,1.7,1.7,2.8,0.3,0.0,PHI
Willie Green,SG,3.7,8.5,43.1,0.2,0.8,20.0,1.5,2.3,64.3,3.5,7.7,45.7,1.0590000000000002,0.44,6,6.0,23.7,9.0,0.3,1.0,1.3,2.0,0.8,0.7,1.5,3.2,1.3,0.0,PHI
Reggie Evans,C,2.2,4.3,50.0,0.0,0.0,0.0,2.5,4.0,62.5,2.2,4.3,50.0,1.577,0.5,6,0.0,24.7,6.8,2.7,5.2,7.8,0.5,0.8,0.0,2.2,3.3,0.2,0.0,PHI
Rodney Carney,SG,2.0,5.2,38.7,0.8,1.7,50.0,0.2,0.3,50.0,1.2,3.5,33.3,0.968,0.47,6,0.0,14.0,5.0,0.5,0.7,1.2,0.8,1.2,0.3,0.0,1.5,inf,0.0,PHI
Jason Smith,F,1.3,3.0,44.4,0.0,0.2,0.0,0.7,0.7,100.0,1.3,2.8,47.1,1.111,0.44,6,0.0,13.7,3.3,0.7,1.8,2.5,0.5,0.2,0.8,0.3,0.8,1.5,0.0,PHI
Lou Amundson,PF,1.0,2.0,50.0,0.0,0.0,0.0,0.5,1.0,50.0,1.0,2.0,50.0,1.25,0.5,2,0.0,5.0,2.5,2.5,1.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PHI
Shavlik Randolph,PF,0.0,0.5,0.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,0.5,0.0,3.0,0.0,2,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,PHI
Kevin Ollie,PG,0.3,1.3,25.0,0.0,0.0,0.0,0.7,0.7,100.0,0.3,1.3,25.0,1.0,0.25,3,0.0,6.3,1.3,0.0,0.3,0.3,1.0,0.7,0.0,0.0,0.3,inf,0.0,PHI
Chris Bosh,PF,8.4,17.8,47.2,0.2,1.4,14.3,7.0,8.4,83.3,8.2,16.4,50.0,1.348,0.48,5,5.0,39.8,24.0,4.0,5.0,9.0,3.6,1.6,0.4,2.6,3.8,1.4,0.0,TOR
Jason Kapono,SG,6.2,10.6,58.5,2.6,4.8,54.2,0.6,0.8,75.0,3.6,5.8,62.1,1.472,0.71,5,0.0,30.4,15.6,0.4,2.2,2.6,0.8,0.4,0.0,0.4,1.8,2.0,0.0,TOR
Jose Calderon,G,4.4,10.0,44.0,2.0,4.2,47.6,1.0,1.0,100.0,2.4,5.8,41.4,1.18,0.54,5,0.0,24.0,11.8,0.8,2.8,3.6,7.0,0.2,0.0,1.2,3.0,5.8,0.0,TOR
T.J. Ford,PG,4.2,11.6,36.2,0.2,1.6,12.5,3.0,3.2,93.8,4.0,10.0,40.0,1.0,0.37,5,5.0,24.8,11.6,0.6,3.8,4.4,6.6,1.0,0.0,2.0,2.0,3.3,0.0,TOR
Anthony Parker,SG,4.0,9.8,40.8,1.0,3.4,29.4,2.4,2.8,85.7,3.0,6.4,46.9,1.163,0.46,5,5.0,39.2,11.4,0.8,5.2,6.0,2.0,0.8,0.4,0.8,2.4,2.5,0.0,TOR
Carlos Delfino,SG,3.0,7.4,40.5,0.8,3.0,26.7,1.8,2.0,90.0,2.2,4.4,50.0,1.162,0.46,5,0.0,24.2,8.6,1.0,3.8,4.8,2.2,0.8,0.0,0.6,2.8,3.7,0.0,TOR
Andrea Bargnani,C,2.6,7.8,33.3,0.8,3.2,25.0,0.4,0.4,100.0,1.8,4.6,39.1,0.821,0.38,5,5.0,20.8,6.4,0.2,1.2,1.4,0.4,0.8,0.6,0.4,3.0,1.0,0.0,TOR
Jamario Moon,SF,2.2,5.8,37.9,0.8,2.2,36.4,0.2,0.2,100.0,1.4,3.6,38.9,0.9309999999999999,0.45,5,3.0,20.8,5.4,1.4,3.4,4.8,0.8,1.2,0.6,0.4,1.2,2.0,0.0,TOR
Rasho Nesterovic,C,2.2,4.4,50.0,0.0,0.0,0.0,0.2,0.4,50.0,2.2,4.4,50.0,1.045,0.5,5,2.0,15.4,4.6,0.6,2.0,2.6,0.6,0.2,0.4,1.0,2.8,0.6,0.0,TOR
