Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,6.4,13.7,46.4,1.8,4.6,39.2,5.1,6.1,84.3,4.6,9.2,49.9,1.43,0.53,80,80.0,35.9,19.6,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,1.6,19.85,BOS
Kevin Garnett,PF,7.5,13.9,53.9,0.0,0.2,0.0,3.8,4.7,80.1,7.5,13.8,54.5,1.351,0.54,71,71.0,32.8,18.8,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3,1.8,25.42,BOS
Ray Allen,SG,6.0,13.5,44.5,2.5,6.2,39.8,2.9,3.2,90.7,3.5,7.3,48.5,1.291,0.54,73,73.0,35.9,17.4,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,1.8,16.6,BOS
Rajon Rondo,PG,4.6,9.3,49.2,0.1,0.2,26.3,1.4,2.3,61.1,4.5,9.0,49.9,1.1420000000000001,0.5,77,77.0,29.9,10.6,1.0,3.2,4.2,5.1,1.7,0.2,1.9,2.4,2.7,15.74,BOS
Leon Powe,PF,2.8,4.8,57.2,0.0,0.0,0.0,2.4,3.4,71.0,2.8,4.8,57.5,1.6540000000000001,0.57,56,5.0,14.4,7.9,1.7,2.4,4.1,0.3,0.3,0.3,0.8,2.3,0.3,21.04,BOS
Sam Cassell,PG,2.9,7.6,38.5,0.5,1.3,40.9,1.2,1.5,84.0,2.4,6.4,38.0,1.0,0.42,17,1.0,17.6,7.6,0.3,1.5,1.8,2.1,0.5,0.2,1.1,1.7,1.8,15.34,BOS
Eddie House,SG,2.8,6.8,40.9,1.5,3.8,39.3,0.4,0.5,91.7,1.3,3.0,42.9,1.1,0.52,78,2.0,19.0,7.5,0.2,1.9,2.1,1.9,0.8,0.1,1.0,1.5,2.0,13.17,BOS
James Posey,SF,2.3,5.6,41.8,1.4,3.8,38.0,1.3,1.6,80.9,0.9,1.8,49.6,1.3159999999999998,0.55,74,2.0,24.6,7.4,0.4,3.9,4.4,1.5,1.0,0.3,0.9,2.5,1.8,12.16,BOS
Kendrick Perkins,C,2.7,4.5,61.5,0.0,0.0,0.0,1.5,2.3,62.3,2.7,4.4,61.7,1.557,0.61,78,78.0,24.5,6.9,1.9,4.2,6.1,1.1,0.4,1.5,1.6,3.1,0.7,13.38,BOS
Tony Allen,SG,2.3,5.2,43.4,0.2,0.8,31.6,1.8,2.4,76.2,2.0,4.4,45.5,1.27,0.46,75,11.0,18.3,6.6,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,1.0,10.81,BOS
