,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
0,1,Dirk Nowitzki,DAL,26,5,1,4,42.2,26.6,9.0,20.0,45.0,1.4,3.0,46.7,7.2,8.4,85.7,2.6,9.2,11.8,1.4,1.2,1.4,2.6,3.2,53.7,4,0,1.0,1717,1610612742
1,2,Kobe Bryant,LAL,25,22,13,9,44.2,24.5,8.6,20.9,41.3,1.1,4.4,24.7,6.1,7.5,81.3,0.8,3.9,4.7,5.5,2.8,1.9,0.3,2.7,42.3,2,0,1.4,977,1610612747
2,3,Kevin Garnett,MIN,28,18,10,8,43.5,24.3,9.3,20.7,45.2,0.3,0.9,31.3,5.4,6.9,77.6,2.2,12.4,14.6,5.1,4.2,1.3,2.3,3.2,56.2,17,1,2.2,708,1610612750
3,4,Tim Duncan,SAS,28,10,6,4,40.4,22.1,8.3,15.9,52.2,0.0,0.1,0.0,5.5,8.7,63.2,3.3,8.0,11.3,3.2,4.2,0.8,2.0,3.4,44.7,7,0,2.5,1495,1610612759
4,5,Shaquille O'Neal,LAL,32,22,13,9,41.8,21.5,8.3,14.0,59.3,0.0,0.0,0.0,5.0,11.5,42.9,4.1,9.1,13.2,2.5,2.5,0.3,2.8,4.1,47.9,17,0,4.1,406,1610612747
5,6,Richard Hamilton,DET,26,23,16,7,40.6,21.5,7.9,17.6,44.7,0.7,1.7,38.5,5.1,6.0,84.8,1.4,3.2,4.6,4.2,3.1,1.2,0.0,3.1,33.9,1,0,7.7,1888,1610612765
6,7,Stephon Marbury,NYK,27,4,0,4,43.8,21.3,7.8,20.8,37.3,1.5,5.0,30.0,4.3,6.3,68.0,1.3,3.0,4.3,6.5,3.5,1.8,0.0,2.3,37.9,1,0,-11.0,950,1610612752
7,8,Paul Pierce,BOS,26,4,0,4,40.7,20.8,6.5,19.0,34.2,1.3,4.3,29.4,6.5,7.8,83.9,1.5,7.3,8.8,2.5,6.3,1.3,1.0,3.0,35.5,2,0,-13.8,1718,1610612738
8,9,Mike Bibby,SAC,26,12,7,5,41.6,20.0,7.0,16.3,42.9,2.0,4.6,43.6,4.0,4.6,87.3,0.8,3.4,4.2,7.0,2.9,1.9,0.4,3.3,39.6,3,0,1.9,1710,1610612758
9,10,Latrell Sprewell,MIN,33,18,10,8,42.8,19.8,7.2,17.2,42.1,2.1,5.3,38.5,3.3,4.3,77.9,0.6,3.8,4.4,4.0,2.6,1.6,0.7,1.9,35.3,0,0,1.0,84,1610612750
10,11,Richard Jefferson,NJN,24,11,7,4,41.7,19.8,6.0,14.4,41.8,0.8,3.0,27.3,7.0,9.8,71.3,1.3,5.0,6.3,3.8,3.9,1.3,0.7,3.2,35.2,2,0,2.1,2210,1610612751
11,12,Steve Francis,HOU,27,5,1,4,44.7,19.2,6.0,14.0,42.9,1.4,3.4,41.2,5.8,8.0,72.5,1.2,7.2,8.4,7.6,4.2,1.4,0.2,3.6,41.3,1,1,-5.0,1883,1610612745
12,13,Jermaine O'Neal,IND,25,16,10,6,37.6,19.2,7.2,17.0,42.3,0.0,0.3,0.0,4.8,6.9,70.0,1.8,7.3,9.1,1.2,1.8,0.5,2.3,3.3,38.4,5,0,4.9,979,1610612754
13,14,Kenyon Martin,NJN,26,11,7,4,37.0,19.1,7.4,13.8,53.3,0.0,0.4,0.0,4.4,5.8,75.0,2.3,8.7,11.0,1.1,2.9,1.2,1.3,4.5,38.4,6,0,3.4,2030,1610612751
14,15,Pau Gasol,MEM,23,4,0,4,33.6,18.5,7.0,12.3,57.1,0.0,0.0,0.0,4.5,5.0,90.0,1.0,4.0,5.0,2.5,1.3,1.0,1.5,2.5,34.5,1,0,-9.8,2200,1610612763
15,16,Chris Webber,SAC,31,12,7,5,37.3,18.4,7.5,16.6,45.2,0.1,0.3,25.0,3.3,5.4,61.5,2.0,6.3,8.3,3.7,3.2,1.3,0.8,2.8,37.2,2,1,-0.5,185,1610612758
16,17,Metta World Peace,IND,24,15,9,6,39.1,18.4,6.5,17.3,37.8,1.3,4.4,28.8,4.1,5.7,71.8,1.6,4.9,6.5,3.2,2.5,1.4,1.1,3.0,36.0,3,0,3.7,1897,1610612754
17,17,Tony Parker,SAS,22,10,6,4,38.6,18.4,7.2,16.8,42.9,1.7,4.3,39.5,2.3,3.5,65.7,0.5,1.6,2.1,7.0,3.1,1.3,0.1,1.5,32.5,1,0,3.4,2225,1610612759
