,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
0,1,Allen Iverson,PHI,30,5,1,4,47.6,31.2,11.8,25.2,46.8,2.4,5.8,41.4,5.2,5.8,89.7,0.0,2.2,2.2,10.0,4.2,2.0,0.4,2.4,51.8,3,0,-9.4
1,2,Tracy McGrady,HOU,26,7,3,4,43.1,30.7,11.1,24.4,45.6,2.4,6.6,37.0,6.0,7.3,82.4,1.7,5.7,7.4,6.7,3.7,1.6,1.4,2.9,55.0,1,0,-3.0
2,3,Amar'e Stoudemire,PHX,22,15,9,6,40.0,29.9,10.2,18.9,53.9,0.0,0.2,0.0,9.5,12.2,78.1,4.0,6.7,10.7,1.2,3.1,0.7,2.0,3.9,49.4,7,0,1.4
3,4,Dwyane Wade,MIA,23,14,11,3,41.0,27.4,9.7,20.1,48.4,0.1,0.7,10.0,7.9,9.9,79.9,1.6,4.1,5.7,6.6,4.4,1.6,1.1,3.1,48.0,3,0,6.0
4,5,Vince Carter,NJN,28,4,0,4,45.2,26.8,8.8,24.0,36.5,1.5,4.8,31.6,7.8,9.0,86.1,2.3,6.3,8.5,5.8,3.8,2.3,0.0,4.3,48.6,3,0,-11.3
5,6,Ray Allen,SEA,29,11,6,5,39.6,26.5,9.3,19.5,47.4,2.8,7.5,37.8,5.1,5.7,88.9,1.1,3.2,4.3,3.9,3.1,1.3,0.4,2.0,39.3,1,0,-0.2
6,7,Steve Nash,PHX,31,15,9,6,40.7,23.9,9.3,17.9,52.0,1.4,3.6,38.9,3.8,4.1,91.9,0.6,4.2,4.8,11.3,4.7,0.9,0.2,2.4,45.4,11,1,4.4
7,8,Dirk Nowitzki,DAL,27,13,6,7,42.6,23.7,7.9,19.7,40.2,0.8,2.3,33.3,7.1,8.5,82.9,1.9,8.2,10.1,3.3,2.5,1.4,1.6,3.2,47.2,8,0,-2.2
8,9,Gilbert Arenas,WAS,23,10,4,6,45.1,23.6,7.3,19.4,37.6,1.8,7.7,23.4,7.2,9.4,76.6,0.8,4.4,5.2,6.2,3.9,2.1,0.6,3.4,43.3,1,0,0.6
9,10,Tim Duncan,SAS,29,23,16,7,37.6,23.6,8.6,18.5,46.4,0.0,0.2,20.0,6.4,8.9,71.7,3.8,8.7,12.4,2.7,2.7,0.3,2.3,2.9,47.7,18,0,3.2
10,11,Paul Pierce,BOS,27,7,3,4,39.7,22.9,6.7,13.3,50.5,1.0,3.9,25.9,8.4,9.7,86.8,1.0,6.7,7.7,4.6,2.7,1.9,1.4,2.6,46.1,1,0,-1.1
11,12,Peja Stojakovic,SAC,28,5,1,4,40.4,22.0,7.8,16.6,47.0,2.2,6.0,36.7,4.2,4.4,95.5,1.2,4.0,5.2,1.4,0.4,0.8,0.2,3.0,32.9,0,0,-5.2
