Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,8.4,18.5,45.4,1.8,4.7,38.3,6.7,9.0,74.5,6.6,13.8,47.8,1.369,0.5,82,82.0,38.0,25.3,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,1.0,0.0,BOS
Antoine Walker,PF,8.8,21.2,41.3,2.7,7.4,36.7,3.1,4.3,71.6,6.0,13.8,43.9,1.1,0.48,81,81.0,41.9,23.4,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,1.5,0.0,BOS
Bryant Stith,G,3.1,7.8,40.1,1.2,3.1,37.6,2.2,2.7,84.5,2.0,4.7,41.7,1.237,0.48,78,74.0,32.1,9.7,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,1.9,0.0,BOS
Kenny Anderson,PG,2.7,6.9,38.8,0.3,1.0,33.3,1.8,2.2,83.1,2.3,5.9,39.7,1.084,0.41,33,28.0,25.7,7.5,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,2.6,0.0,BOS
Vitaly Potapenko,C,3.0,6.4,47.6,0.0,0.0,0.0,1.4,1.9,72.8,3.0,6.4,47.6,1.173,0.48,82,7.0,23.2,7.5,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,0.6,0.0,BOS
Eric Williams,PF,2.0,5.5,36.2,0.6,1.7,33.1,2.0,2.9,71.4,1.4,3.8,37.5,1.194,0.41,81,11.0,21.5,6.6,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,1.5,0.0,BOS
Tony Battie,C,2.7,5.0,53.7,0.0,0.1,0.0,1.1,1.7,63.8,2.7,5.0,54.5,1.294,0.54,40,25.0,21.1,6.5,1.8,4.0,5.8,0.4,0.7,1.5,0.9,3.2,0.4,0.0,BOS
Milt Palacio,PG,2.2,4.6,47.2,0.2,0.6,33.3,1.3,1.6,84.8,2.0,4.0,49.4,1.281,0.49,58,6.0,19.7,5.9,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,1.9,0.0,BOS
Doug Overton,PG,2.1,6.3,34.1,0.1,0.6,25.0,1.0,1.6,63.6,2.0,5.7,35.0,0.8640000000000001,0.35,7,1.0,20.6,5.4,0.4,1.7,2.1,2.7,0.6,0.0,1.9,2.1,1.5,0.0,BOS
Chris Carr,G,1.5,3.2,47.3,0.5,1.1,45.9,1.3,1.7,76.7,1.0,2.1,48.0,1.5090000000000001,0.55,35,0.0,8.8,4.8,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,0.6,0.0,BOS
Randy Brown,G,1.9,4.4,42.2,0.0,0.1,0.0,0.4,0.7,57.5,1.9,4.3,42.7,0.941,0.42,54,35.0,22.9,4.1,0.4,1.4,1.8,2.9,1.1,0.2,1.0,2.4,2.8,0.0,BOS
Mark Blount,C,1.6,3.1,50.5,0.0,0.0,0.0,0.7,1.0,69.7,1.6,3.1,50.5,1.24,0.51,64,50.0,17.2,3.9,1.5,2.1,3.6,0.5,0.6,1.2,1.0,2.9,0.5,0.0,BOS
Rick Brunson,PG,1.4,5.0,28.6,0.3,1.6,18.2,0.6,1.3,44.4,1.1,3.4,33.3,0.743,0.31,7,0.0,20.3,3.7,0.3,1.0,1.3,3.4,1.0,0.1,1.3,2.3,2.7,0.0,BOS
Chris Herren,G,1.2,3.8,30.2,0.6,2.2,29.1,0.4,0.5,75.0,0.5,1.6,31.7,0.865,0.39,25,7.0,16.3,3.3,0.2,0.7,0.8,2.2,0.6,0.0,0.8,1.7,2.8,0.0,BOS
Walter McCarty,PF,0.8,2.1,35.7,0.3,0.9,33.9,0.4,0.5,78.6,0.4,1.2,37.1,1.04,0.43,60,3.0,8.0,2.2,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.0,0.0,BOS
Adrian Griffin,SG,0.8,2.2,34.0,0.2,0.6,34.6,0.4,0.5,75.0,0.5,1.6,33.8,0.9590000000000001,0.39,44,0.0,8.6,2.1,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,1.5,0.0,BOS
Jerome Moiso,C,0.5,1.3,40.0,0.0,0.0,0.0,0.5,1.1,42.3,0.5,1.2,41.4,1.167,0.4,24,0.0,5.6,1.5,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,0.2,0.0,BOS
Allan Houston,SG,6.9,15.5,44.9,1.2,3.2,38.1,3.6,3.9,90.9,5.7,12.3,46.7,1.208,0.49,78,78.0,36.6,18.7,0.3,3.4,3.6,2.2,0.7,0.1,2.1,2.4,1.1,0.0,NY
Latrell Sprewell,SG,6.8,15.8,43.0,0.5,1.8,30.4,3.6,4.6,78.3,6.3,14.1,44.6,1.119,0.45,77,77.0,39.2,17.7,0.6,3.9,4.5,3.5,1.4,0.4,2.8,2.1,1.2,0.0,NY
Marcus Camby,C,4.8,9.2,52.4,0.0,0.1,12.5,2.4,3.6,66.7,4.8,9.1,53.0,1.3090000000000002,0.53,63,63.0,33.8,12.0,3.1,8.4,11.5,0.8,1.0,2.2,1.0,3.3,0.8,0.0,NY
Glen Rice,SF,4.4,10.0,44.0,1.1,2.8,38.9,2.1,2.4,85.2,3.3,7.2,46.0,1.195,0.49,75,25.0,29.5,12.0,0.8,3.3,4.1,1.2,0.5,0.2,1.3,2.4,0.9,0.0,NY
Kurt Thomas,PF,4.1,8.0,51.1,0.0,0.0,33.3,2.2,2.7,81.4,4.1,7.9,51.2,1.3030000000000002,0.51,77,29.0,27.6,10.4,2.2,4.5,6.7,0.8,0.8,0.9,1.3,3.7,0.6,0.0,NY
Larry D. Johnson,F,3.8,9.2,41.1,0.8,2.5,31.3,1.6,2.0,79.7,3.0,6.7,44.8,1.079,0.45,65,65.0,32.4,9.9,1.4,4.2,5.6,2.0,0.6,0.4,1.5,3.2,1.3,0.0,NY
Charlie Ward,PG,2.5,6.1,41.6,1.1,2.9,38.3,0.9,1.1,80.0,1.4,3.2,44.4,1.161,0.51,61,33.0,24.5,7.1,0.5,2.1,2.6,4.5,1.1,0.2,1.8,2.2,2.4,0.0,NY
Othella Harrington,PF,2.2,4.0,55.4,0.0,0.0,0.0,1.7,2.3,72.9,2.2,4.0,55.4,1.5290000000000001,0.55,30,5.0,18.3,6.2,1.2,2.1,3.3,0.7,0.5,0.6,1.4,3.4,0.5,0.0,NY
Mark Jackson,PG,2.6,6.2,41.1,0.4,1.4,31.0,0.3,0.6,52.9,2.1,4.8,44.2,0.9440000000000001,0.45,29,28.0,27.1,5.9,0.7,3.4,4.1,5.6,0.7,0.0,2.0,1.9,2.8,0.0,NY
Chris Childs,G,1.8,4.4,41.9,0.4,1.3,31.3,0.8,0.9,84.8,1.4,3.1,46.2,1.104,0.46,51,5.0,25.7,4.8,0.3,2.4,2.7,4.6,0.7,0.1,1.9,3.1,2.4,0.0,NY
Erick Strickland,PG,1.4,4.7,30.5,0.6,1.7,34.0,0.9,1.0,85.7,0.9,3.0,28.6,0.9159999999999999,0.37,28,0.0,15.0,4.3,0.3,1.5,1.9,1.0,0.8,0.0,0.8,1.6,1.4,0.0,NY
Lavor Postell,G,0.7,2.1,31.5,0.1,0.4,27.3,0.8,1.0,81.5,0.5,1.7,32.6,1.093,0.34,26,0.0,6.5,2.3,0.3,0.7,1.0,0.2,0.2,0.1,0.7,0.5,0.3,0.0,NY
Felton Spencer,C,0.7,1.1,60.0,0.0,0.0,0.0,0.8,1.4,60.0,0.7,1.1,60.0,1.95,0.6,18,0.0,6.3,2.2,0.9,1.1,1.9,0.1,0.1,0.1,0.6,1.3,0.2,0.0,NY
Luc Longley,C,0.7,2.2,33.3,0.0,0.0,0.0,0.5,0.7,76.5,0.7,2.2,33.3,0.907,0.33,25,2.0,12.0,2.0,1.0,1.6,2.6,0.3,0.1,0.4,0.9,2.0,0.3,0.0,NY
Rick Brunson,PG,0.5,1.3,42.1,0.0,0.2,0.0,0.3,0.4,66.7,0.5,1.1,50.0,1.053,0.42,15,0.0,4.4,1.3,0.2,0.6,0.8,0.5,0.1,0.0,0.5,0.3,0.9,0.0,NY
Travis Knight,C,0.2,1.2,18.9,0.0,0.0,0.0,0.2,0.4,50.0,0.2,1.2,19.2,0.547,0.19,45,0.0,5.7,0.6,0.4,0.8,1.2,0.1,0.1,0.2,0.2,1.0,0.5,0.0,NY
Allen Iverson,SG,10.7,25.5,42.0,1.4,4.3,32.0,8.2,10.1,81.4,9.4,21.2,44.1,1.217,0.45,71,71.0,42.0,31.1,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,1.4,0.0,PHI
Theo Ratliff,C,4.6,9.1,49.9,0.0,0.0,0.0,3.3,4.3,76.0,4.6,9.1,49.9,1.359,0.5,50,50.0,36.0,12.4,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,0.5,0.0,PHI
Dikembe Mutombo,C,3.8,7.8,49.5,0.0,0.0,0.0,4.0,5.3,75.9,3.8,7.8,49.5,1.505,0.5,26,26.0,33.7,11.7,4.6,7.8,12.4,0.8,0.3,2.5,2.0,2.5,0.4,0.0,PHI
Aaron McKie,SG,4.4,9.4,47.3,0.7,2.2,31.2,2.0,2.6,76.8,3.8,7.2,52.4,1.23,0.51,76,33.0,31.5,11.6,0.4,3.7,4.1,5.0,1.4,0.1,2.7,2.3,1.9,0.0,PHI
Eric Snow,PG,3.6,8.7,41.8,0.1,0.4,26.3,2.4,3.1,79.2,3.5,8.3,42.5,1.129,0.42,50,50.0,34.8,9.8,0.5,2.8,3.3,7.4,1.5,0.1,2.5,2.5,3.0,0.0,PHI
Tyrone Hill,PF,3.7,7.7,47.4,0.0,0.0,0.0,2.3,3.6,63.0,3.7,7.7,47.4,1.24,0.47,76,75.0,31.1,9.6,3.1,5.9,9.0,0.6,0.5,0.4,1.7,3.2,0.4,0.0,PHI
George Lynch,SF,3.3,7.5,44.5,0.2,0.7,26.3,1.5,2.1,71.9,3.2,6.8,46.3,1.114,0.46,82,80.0,32.3,8.4,2.4,4.8,7.2,1.7,1.2,0.4,1.3,2.7,1.3,0.0,PHI
Toni Kukoc,SF,3.1,6.9,45.8,0.7,1.6,41.0,1.1,1.8,59.1,2.5,5.3,47.2,1.17,0.51,48,5.0,20.4,8.0,1.0,2.4,3.4,1.9,0.7,0.1,1.3,1.3,1.6,0.0,PHI
Matt Geiger,C,2.5,6.4,39.3,0.0,0.1,0.0,1.1,1.5,68.5,2.5,6.3,39.6,0.951,0.39,35,4.0,15.5,6.1,1.4,2.5,4.0,0.4,0.3,0.2,0.7,2.1,0.6,0.0,PHI
Rodney Buford,SF,2.2,5.1,43.2,0.3,0.8,42.1,0.5,0.6,82.8,1.9,4.3,43.3,1.0290000000000001,0.46,47,0.0,12.2,5.3,0.3,1.2,1.6,0.4,0.4,0.1,0.6,1.4,0.6,0.0,PHI
Vernon Maxwell,G,1.8,5.2,33.6,0.9,2.7,32.8,0.6,0.9,68.2,0.9,2.5,34.4,0.96,0.42,24,6.0,15.6,5.0,0.1,1.4,1.5,1.2,0.5,0.0,0.8,1.4,1.6,0.0,PHI
Jumaine Jones,SF,1.9,4.2,44.4,0.3,0.9,33.3,0.6,0.8,75.5,1.6,3.3,47.4,1.105,0.48,65,0.0,13.3,4.7,1.0,1.9,2.9,0.5,0.5,0.2,0.6,1.0,0.8,0.0,PHI
Todd MacCulloch,C,1.7,2.9,58.9,0.0,0.0,0.0,0.7,1.0,63.6,1.7,2.9,58.9,1.405,0.59,63,3.0,9.5,4.1,1.1,1.6,2.7,0.2,0.1,0.3,0.4,1.5,0.4,0.0,PHI
Kevin Ollie,PG,1.4,3.2,43.0,0.0,0.1,33.3,1.0,1.4,72.9,1.4,3.2,43.2,1.176,0.43,51,4.0,15.0,3.8,0.3,1.2,1.4,2.4,0.5,0.0,0.8,1.4,3.0,0.0,PHI
Nazr Mohammed,C,1.4,2.9,46.6,0.0,0.0,0.0,0.5,0.9,50.0,1.4,2.9,46.6,1.091,0.47,30,3.0,6.5,3.2,0.6,1.2,1.8,0.1,0.2,0.2,0.3,1.3,0.2,0.0,PHI
Roshown McLeod,F,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.5,1,0.0,15.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,PHI
Raja Bell,SG,0.4,1.4,28.6,0.2,0.6,33.3,0.0,0.0,0.0,0.2,0.8,25.0,0.7140000000000001,0.36,5,0.0,6.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,PHI
Pepe Sanchez,G,0.4,0.9,42.9,0.0,0.0,0.0,0.1,0.1,100.0,0.4,0.8,45.0,0.9520000000000001,0.43,24,0.0,4.8,0.8,0.1,0.5,0.6,1.5,0.4,0.0,0.1,0.8,12.0,0.0,PHI
Anthony Miller,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI
Vince Carter,G,10.2,22.1,46.0,2.2,5.3,40.8,5.1,6.7,76.5,8.0,16.8,47.7,1.25,0.51,75,75.0,39.7,27.6,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,1.7,0.0,TOR
