,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Miami Heat,23,16,7,0.696,48.2,96.3,34.8,72.4,48.1,6.3,19.1,33.3,20.3,30.9,65.5,9.5,32.5,42.0,17.5,15.5,7.0,4.6,2.9,24.0,25.7,3.8,1610612748
1,2,Dallas Mavericks,23,14,9,0.609,48.9,99.7,36.1,80.1,45.1,4.8,15.1,31.7,22.7,28.0,80.9,12.2,30.5,42.7,15.3,12.8,6.6,4.3,4.8,25.5,24.4,4.1,1610612742
2,3,Los Angeles Clippers,12,7,5,0.583,48.8,105.7,39.7,80.8,49.1,4.5,11.9,37.8,21.8,26.8,81.6,11.0,34.6,45.6,20.8,15.5,5.0,5.9,4.2,23.9,22.4,3.8,1610612746
3,4,Detroit Pistons,18,10,8,0.556,48.0,91.7,32.1,74.3,43.2,6.9,18.5,37.2,20.6,28.4,72.4,11.3,27.4,38.8,18.7,11.9,6.4,4.1,4.3,20.4,23.8,3.2,1610612765
4,5,Cleveland Cavaliers,13,7,6,0.5379999999999999,48.8,90.4,33.6,76.8,43.7,4.2,13.2,32.0,18.9,24.8,76.4,12.5,29.8,42.2,16.2,14.5,6.5,4.2,5.4,24.6,21.0,-3.2,1610612739
5,5,San Antonio Spurs,13,7,6,0.5379999999999999,49.2,103.1,36.5,74.1,49.2,6.0,15.3,39.2,24.2,31.1,77.7,8.2,29.0,37.2,17.5,13.3,6.5,5.5,4.2,23.7,26.6,2.2,1610612759
6,7,Phoenix Suns,20,10,10,0.5,49.0,107.2,40.1,83.1,48.2,9.2,23.5,39.1,17.9,21.6,83.1,7.7,29.0,36.7,23.4,11.6,5.7,4.4,4.3,21.9,21.7,1.2,1610612756
7,8,New Jersey Nets,11,5,6,0.455,48.0,94.2,34.3,75.8,45.2,5.4,17.5,30.7,20.3,26.6,76.1,10.0,28.6,38.6,22.1,12.7,6.9,2.5,3.7,26.6,24.0,-0.9,1610612751
8,9,Los Angeles Lakers,7,3,4,0.429,49.4,100.6,37.7,83.1,45.4,7.1,21.4,33.3,18.0,23.6,76.4,11.0,31.6,42.6,17.1,15.0,6.4,3.1,3.4,22.9,21.4,-6.7,1610612747
9,10,Chicago Bulls,6,2,4,0.33299999999999996,48.0,98.3,34.0,76.3,44.5,7.8,19.8,39.5,22.5,30.3,74.2,8.8,30.5,39.3,18.3,15.8,5.7,3.8,5.3,25.8,26.2,-3.0,1610612741
10,10,Indiana Pacers,6,2,4,0.33299999999999996,48.0,89.3,31.2,70.3,44.3,6.7,19.5,34.2,20.3,27.2,74.8,8.3,29.0,37.3,17.8,15.8,6.0,4.5,3.2,24.8,25.2,-3.7,1610612754
11,10,Sacramento Kings,6,2,4,0.33299999999999996,48.8,97.3,34.7,78.2,44.3,5.2,15.7,33.0,22.8,28.8,79.2,12.3,26.0,38.3,15.3,13.0,7.5,2.5,5.7,26.0,22.8,-9.5,1610612758
12,10,Washington Wizards,6,2,4,0.33299999999999996,49.7,101.7,35.3,78.7,44.9,6.2,19.2,32.2,24.8,33.3,74.5,11.5,27.7,39.2,17.5,12.8,6.8,5.5,4.3,22.7,26.8,0.2,1610612764
13,14,Denver Nuggets,5,1,4,0.2,48.0,87.4,32.6,85.8,38.0,3.0,13.6,22.1,19.2,26.4,72.7,14.0,27.8,41.8,19.8,11.8,6.8,4.2,5.8,23.2,27.0,-7.6,1610612743
14,14,Milwaukee Bucks,5,1,4,0.2,48.0,97.6,37.8,80.2,47.1,5.2,12.4,41.9,16.8,21.4,78.5,10.6,26.4,37.0,21.0,13.2,6.0,2.4,4.4,26.8,20.0,-9.6,1610612749
15,16,Memphis Grizzlies,4,0,4,0.0,49.3,84.3,30.0,66.5,45.1,3.8,12.0,31.3,20.5,28.3,72.6,8.3,26.0,34.3,14.0,16.0,4.8,3.8,4.5,27.5,28.0,-14.0,1610612763
