Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.2,8.5,49.7,1.495,0.53,71,71.0,34.0,18.3,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,1.3,18.24,BOS
Ray Allen,SG,5.8,12.2,47.7,1.8,5.0,36.3,2.9,3.2,91.3,4.0,7.2,55.6,1.34,0.55,80,80.0,35.2,16.3,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,1.6,15.22,BOS
Kevin Garnett,PF,5.8,11.2,52.1,0.0,0.1,20.0,2.7,3.2,83.7,5.8,11.1,52.3,1.2819999999999998,0.52,69,69.0,29.9,14.3,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,1.8,19.51,BOS
Rajon Rondo,PG,5.7,11.2,50.8,0.2,1.0,21.3,2.2,3.5,62.1,5.5,10.2,53.6,1.228,0.52,81,81.0,36.6,13.7,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,3.2,19.18,BOS
Kendrick Perkins,C,4.0,6.7,60.2,0.0,0.0,0.0,2.1,3.6,58.2,4.0,6.7,60.5,1.515,0.6,78,78.0,27.6,10.1,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,0.5,15.08,BOS
Rasheed Wallace,PF,3.4,8.2,40.9,1.0,3.7,28.3,1.2,1.6,76.8,2.3,4.6,51.1,1.092,0.47,79,13.0,22.5,9.0,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,1.3,13.18,BOS
Eddie House,SG,2.6,6.4,40.1,1.3,3.3,38.3,0.7,0.8,90.0,1.3,3.1,41.9,1.112,0.5,50,0.0,16.9,7.2,0.1,1.2,1.4,1.0,0.6,0.1,0.5,1.2,1.8,12.0,BOS
Oliver Lafayette,G,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,1.167,0.58,1,0.0,22.0,7.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,12.89,BOS
Nate Robinson,PG,2.4,6.0,40.1,1.4,3.3,41.4,0.3,0.5,61.5,1.0,2.7,38.6,1.083,0.52,26,0.0,14.7,6.5,0.2,1.3,1.5,2.0,0.8,0.0,0.8,1.9,2.6,13.98,BOS
Glen Davis,PF,2.3,5.2,43.7,0.0,0.1,0.0,1.8,2.6,69.6,2.3,5.1,44.4,1.219,0.44,54,1.0,17.3,6.3,1.9,1.9,3.8,0.6,0.4,0.3,1.0,2.4,0.7,11.59,BOS
Tony Allen,SG,2.4,4.7,51.0,0.0,0.1,0.0,1.3,2.2,60.5,2.4,4.6,52.0,1.304,0.51,54,8.0,16.5,6.1,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,1.1,14.23,BOS
Marquis Daniels,SG,2.4,4.9,49.8,0.1,0.5,21.4,0.7,1.1,60.7,2.3,4.3,53.4,1.157,0.51,51,4.0,18.4,5.6,0.5,1.3,1.9,1.3,0.5,0.1,0.8,1.8,1.6,9.64,BOS
Michael Finley,SG,2.1,4.1,50.6,0.9,2.0,46.3,0.1,0.3,33.3,1.2,2.2,54.3,1.253,0.61,21,1.0,15.0,5.2,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,3.0,12.13,BOS
Shelden Williams,C,1.2,2.2,52.1,0.0,0.0,0.0,1.4,1.8,76.5,1.2,2.2,52.5,1.661,0.52,54,0.0,11.1,3.7,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,0.7,14.12,BOS
Brian Scalabrine,PF,0.6,1.6,34.1,0.3,0.9,32.7,0.1,0.1,66.7,0.3,0.7,36.1,0.9179999999999999,0.44,52,3.0,9.1,1.5,0.2,0.8,0.9,0.5,0.2,0.1,0.3,1.1,1.6,3.58,BOS
Lester Hudson,SG,0.4,1.1,38.9,0.2,0.3,60.0,0.3,0.4,83.3,0.3,0.8,30.8,1.222,0.47,16,0.0,4.4,1.4,0.2,0.3,0.5,0.5,0.2,0.1,0.6,0.4,0.9,8.77,BOS
J.R. Giddens,SG,0.4,1.0,42.9,0.0,0.1,0.0,0.3,0.6,50.0,0.4,0.9,47.4,1.143,0.43,21,1.0,4.7,1.1,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.5,0.9,7.37,BOS
Henry Walker,SF,0.4,0.8,50.0,0.0,0.0,0.0,0.3,0.3,100.0,0.4,0.8,50.0,1.3330000000000002,0.5,8,0.0,3.6,1.0,0.0,0.6,0.6,0.4,0.0,0.0,0.3,0.5,1.5,7.6,BOS
Marcus Landry,SF,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.82,BOS
David Lee,PF,8.5,15.5,54.5,0.0,0.1,0.0,3.3,4.1,81.2,8.5,15.4,54.9,1.304,0.55,81,81.0,37.3,20.2,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,1.6,22.28,NY
Al Harrington,PF,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,4.3,8.6,49.6,1.239,0.5,72,15.0,30.5,17.7,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,0.8,16.82,NY
Wilson Chandler,F,6.3,13.2,47.9,0.6,2.3,26.7,2.0,2.5,80.6,5.7,10.9,52.4,1.155,0.5,65,64.0,35.7,15.3,1.4,3.9,5.4,2.1,0.7,0.8,1.7,2.8,1.3,13.76,NY
Danilo Gallinari,PF,4.8,11.4,42.3,2.3,6.0,38.1,3.1,3.8,81.8,2.5,5.4,46.9,1.317,0.52,81,74.0,33.9,15.1,0.8,4.1,4.9,1.7,0.9,0.7,1.4,2.4,1.2,14.89,NY
Nate Robinson,PG,5.1,11.2,45.2,1.7,4.5,37.5,1.4,1.8,77.8,3.4,6.7,50.5,1.182,0.53,30,2.0,24.4,13.2,0.8,1.6,2.4,3.7,0.9,0.2,1.8,2.2,2.1,17.68,NY
Henry Walker,SF,4.3,8.4,51.8,1.9,4.3,43.1,1.4,1.7,78.7,2.5,4.1,60.9,1.42,0.63,27,13.0,27.4,11.9,0.6,2.5,3.1,1.4,0.9,0.1,1.0,2.9,1.4,14.92,NY
