,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Golden State Warriors,82,67,15,0.8170000000000001,48.2,115.9,43.1,87.1,49.5,12.0,31.2,38.3,17.8,22.6,78.8,9.4,35.0,44.4,30.4,14.8,9.6,6.8,3.8,19.3,19.4,11.6,1610612744
1,2,San Antonio Spurs,82,61,21,0.7440000000000001,48.3,105.3,39.3,83.7,46.9,9.2,23.5,39.1,17.6,22.0,79.7,10.0,33.9,43.9,23.8,13.4,8.0,5.9,4.1,18.3,19.8,7.2,1610612759
2,3,Houston Rockets,82,55,27,0.6709999999999999,48.2,115.3,40.3,87.2,46.2,14.4,40.3,35.7,20.3,26.5,76.6,10.9,33.5,44.4,25.2,15.1,8.2,4.3,5.0,19.9,20.4,5.8,1610612745
3,4,Boston Celtics,82,53,29,0.6459999999999999,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,1610612738
4,5,Cleveland Cavaliers,82,51,31,0.622,48.5,110.3,39.9,84.9,47.0,13.0,33.9,38.4,17.5,23.3,74.8,9.3,34.4,43.7,22.7,13.7,6.6,4.0,4.3,18.1,20.6,3.2,1610612739
5,5,LA Clippers,82,51,31,0.622,48.2,108.7,39.5,83.2,47.5,10.3,27.4,37.5,19.3,26.0,74.5,9.0,34.0,43.0,22.5,13.0,7.5,4.2,3.1,19.8,22.4,4.3,1610612746
6,5,Toronto Raptors,82,51,31,0.622,48.2,106.9,39.2,84.4,46.4,8.8,24.3,36.3,19.7,24.7,79.6,10.6,32.6,43.3,18.5,12.7,8.3,4.9,4.8,20.8,20.3,4.2,1610612761
7,5,Utah Jazz,82,51,31,0.622,48.2,100.7,37.0,79.5,46.6,9.6,26.0,37.2,17.1,22.9,74.7,9.4,33.8,43.2,20.1,13.6,6.7,5.0,3.8,18.8,20.2,3.9,1610612762
8,9,Washington Wizards,82,49,33,0.598,48.4,109.2,41.3,87.0,47.5,9.2,24.8,37.2,17.3,22.1,78.4,10.3,32.6,42.9,23.9,14.2,8.5,4.1,4.6,21.3,19.8,1.8,1610612764
9,10,Oklahoma City Thunder,82,47,35,0.573,48.3,106.6,39.5,87.4,45.2,8.4,25.8,32.7,19.2,25.8,74.5,12.2,34.4,46.6,21.0,15.0,7.9,5.0,5.5,20.9,20.7,0.8,1610612760
10,11,Atlanta Hawks,82,43,39,0.524,48.5,103.2,38.1,84.4,45.1,8.9,26.1,34.1,18.1,24.9,72.8,10.3,34.1,44.3,23.6,15.8,8.2,4.8,5.2,18.2,21.6,-0.9,1610612737
11,11,Memphis Grizzlies,82,43,39,0.524,48.5,100.5,36.4,83.6,43.5,9.4,26.5,35.4,18.3,23.4,78.4,10.8,32.0,42.8,21.3,12.9,8.0,4.2,5.0,22.4,20.8,0.5,1610612763
12,13,Indiana Pacers,82,42,40,0.512,48.4,105.1,39.3,84.5,46.5,8.6,23.0,37.6,17.9,22.1,81.0,9.0,33.0,42.0,22.5,13.8,8.2,5.0,5.0,19.5,19.5,-0.2,1610612754
13,13,Milwaukee Bucks,82,42,40,0.512,48.2,103.6,38.8,81.9,47.4,8.8,23.7,37.0,17.2,22.4,76.8,8.8,31.6,40.4,24.2,14.0,8.1,5.3,4.6,20.2,19.3,-0.2,1610612749
14,15,Chicago Bulls,82,41,41,0.5,48.2,102.9,38.6,87.1,44.4,7.6,22.3,34.0,18.0,22.5,79.8,12.2,34.1,46.3,22.6,13.6,7.8,4.8,4.6,17.7,18.8,0.4,1610612741
15,15,Miami Heat,82,41,41,0.5,48.2,103.2,39.0,85.8,45.5,9.9,27.0,36.5,15.2,21.6,70.6,10.6,33.0,43.6,21.2,13.4,7.2,5.7,4.9,20.5,18.7,1.1,1610612748
16,15,Portland Trail Blazers,82,41,41,0.5,48.6,107.9,39.5,86.1,45.9,10.4,27.7,37.5,18.5,23.7,78.0,10.1,33.5,43.7,21.1,13.7,7.0,5.0,5.3,21.2,19.8,-0.5,1610612757
17,18,Denver Nuggets,82,40,42,0.488,48.2,111.7,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,11.8,34.6,46.4,25.3,15.0,6.9,3.9,4.9,19.1,20.2,0.5,1610612743
18,19,Detroit Pistons,82,37,45,0.451,48.3,101.3,39.9,88.8,44.9,7.7,23.4,33.0,13.9,19.3,71.9,11.1,34.6,45.7,21.1,11.9,7.0,3.8,4.1,17.9,17.5,-1.1,1610612765
19,20,Charlotte Hornets,82,36,46,0.439,48.4,104.9,37.7,85.4,44.2,10.0,28.6,35.1,19.4,23.8,81.5,8.8,34.8,43.6,23.1,11.5,7.0,4.8,5.5,16.6,19.9,0.2,1610612766
20,21,New Orleans Pelicans,82,34,48,0.415,48.5,104.3,39.1,87.0,45.0,9.4,26.8,35.0,16.7,22.3,75.0,8.6,35.1,43.7,22.8,12.9,7.8,5.5,4.2,18.2,19.3,-2.1,1610612740
21,22,Dallas Mavericks,82,33,49,0.402,48.2,97.9,36.2,82.3,44.0,10.7,30.2,35.5,14.8,18.5,80.1,7.9,30.7,38.6,20.8,11.9,7.5,3.7,3.4,19.1,19.4,-2.9,1610612742
22,23,Sacramento Kings,82,32,50,0.39,48.5,102.8,37.9,82.1,46.1,9.0,23.9,37.6,18.1,23.3,77.5,8.7,32.3,41.1,22.5,14.6,7.6,4.0,5.1,20.3,20.1,-3.9,1610612758
23,24,Minnesota Timberwolves,82,31,51,0.37799999999999995,48.3,105.6,39.5,84.4,46.7,7.3,21.0,34.9,19.3,24.2,79.9,11.4,31.0,42.4,23.7,14.0,8.0,4.5,5.0,20.1,20.5,-1.1,1610612750
24,24,New York Knicks,82,31,51,0.37799999999999995,48.4,104.3,39.6,88.5,44.7,8.6,24.7,34.8,16.6,21.1,78.8,12.0,33.2,45.2,21.8,13.9,7.1,5.5,4.6,20.3,18.5,-3.7,1610612752
25,26,Orlando Magic,82,29,53,0.354,48.3,101.1,38.3,87.0,44.0,8.5,26.1,32.8,16.0,21.4,74.7,9.8,33.3,43.2,22.2,13.3,7.1,4.8,5.1,19.3,18.7,-6.6,1610612753
26,27,Philadelphia 76ers,82,28,54,0.341,48.4,102.4,37.7,85.3,44.2,10.1,29.8,34.0,17.0,22.0,77.1,9.8,33.0,42.8,23.8,16.7,8.4,5.1,5.4,21.9,19.6,-5.7,1610612755
27,28,Los Angeles Lakers,82,26,56,0.317,48.1,104.6,39.3,87.4,45.0,8.9,25.7,34.6,17.0,22.6,75.4,11.4,32.1,43.5,20.9,15.2,8.2,3.9,5.4,20.7,18.5,-6.9,1610612747
28,29,Phoenix Suns,82,24,58,0.293,48.4,107.7,39.9,88.5,45.0,7.5,22.6,33.2,20.4,26.3,77.6,11.9,33.1,45.0,19.6,15.4,8.2,4.9,5.3,24.8,22.2,-5.6,1610612756
29,30,Brooklyn Nets,82,20,62,0.244,48.2,105.8,37.8,85.2,44.4,10.7,31.6,33.8,19.4,24.6,78.8,8.8,35.1,43.9,21.4,16.5,7.2,4.7,5.6,21.0,20.4,-6.7,1610612751
