Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,8.6,19.5,44.2,2.6,6.3,40.4,6.3,7.8,80.9,6.1,13.1,46.1,1.3419999999999999,0.51,82,82.0,40.3,26.1,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,1.1,0.0,BOS
Antoine Walker,PF,8.2,20.9,39.4,2.7,8.0,34.4,3.0,4.0,74.1,5.5,12.9,42.5,1.062,0.46,81,81.0,42.0,22.1,1.9,7.0,8.8,5.0,1.5,0.5,3.1,2.9,1.6,0.0,BOS
Rodney Rogers,SF,4.0,8.2,48.2,1.4,3.5,41.1,1.3,1.9,70.0,2.5,4.7,53.5,1.297,0.57,27,1.0,23.2,10.7,1.3,2.7,4.0,1.5,0.6,0.4,1.6,2.9,1.0,0.0,BOS
Kenny Anderson,PG,4.1,9.4,43.6,0.1,0.4,27.3,1.3,1.7,74.2,4.0,9.0,44.4,1.021,0.44,76,76.0,32.0,9.6,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,3.4,0.0,BOS
Erick Strickland,PG,2.4,6.2,38.9,1.2,3.1,38.5,1.7,2.0,84.5,1.2,3.1,39.4,1.242,0.49,79,4.0,20.8,7.7,0.3,2.4,2.7,2.3,0.7,0.0,1.2,1.8,2.0,0.0,BOS
Tony Delk,PG,2.7,7.8,34.9,0.9,3.0,29.9,1.0,1.4,73.3,1.8,4.8,38.1,0.9420000000000001,0.41,22,16.0,25.9,7.4,0.9,2.7,3.6,2.3,1.0,0.3,0.9,1.7,2.7,0.0,BOS
Tony Battie,C,2.9,5.3,54.1,0.0,0.0,0.0,1.2,1.8,67.7,2.9,5.2,54.4,1.308,0.54,74,73.0,24.6,6.9,2.5,4.0,6.5,0.5,0.8,0.9,0.7,3.0,0.7,0.0,BOS
Eric Williams,PF,1.9,5.2,37.4,0.3,1.2,27.9,2.2,3.0,73.1,1.6,4.0,40.1,1.226,0.41,74,30.0,23.6,6.4,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,1.1,0.0,BOS
Joe Johnson,G,2.7,6.2,43.9,0.5,1.8,27.3,0.4,0.5,76.9,2.2,4.3,51.0,1.0270000000000001,0.48,48,33.0,20.9,6.3,0.8,2.1,2.9,1.5,0.7,0.2,0.6,1.2,2.6,0.0,BOS
Vitaly Potapenko,C,1.7,3.8,45.5,0.0,0.0,0.0,1.1,1.5,74.2,1.7,3.8,45.5,1.206,0.46,79,9.0,17.0,4.6,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,0.5,0.0,BOS
Walter McCarty,PF,1.4,3.2,44.4,0.7,1.8,39.4,0.2,0.3,68.4,0.7,1.4,50.6,1.178,0.55,56,0.0,12.8,3.8,0.6,1.7,2.3,0.7,0.3,0.1,0.4,1.5,1.9,0.0,BOS
Milt Palacio,PG,1.3,3.3,38.5,0.3,0.8,35.3,0.9,1.2,70.6,1.0,2.5,39.6,1.126,0.43,41,0.0,12.6,3.7,0.2,1.0,1.2,1.3,0.5,0.1,0.6,0.9,2.3,0.0,BOS
Kedrick Brown,SG,0.8,2.4,32.9,0.2,0.9,18.5,0.4,0.7,60.0,0.6,1.5,41.9,0.9,0.36,29,5.0,8.4,2.2,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.1,0.0,BOS
Mark Blount,C,0.7,1.7,42.1,0.0,0.0,0.0,0.7,0.8,81.1,0.7,1.7,42.1,1.237,0.42,44,0.0,9.4,2.1,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,0.4,0.0,BOS
Joseph Forte,G,0.1,1.5,8.3,0.0,0.4,0.0,0.5,0.5,100.0,0.1,1.1,11.1,0.5,0.08,8,0.0,4.9,0.8,0.1,0.6,0.8,0.8,0.3,0.0,0.4,0.1,2.0,0.0,BOS
Randy Brown,G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,inf,0.0,BOS
Allan Houston,SG,7.4,16.9,43.7,1.8,4.5,39.3,3.8,4.4,87.0,5.6,12.4,45.2,1.204,0.49,77,77.0,37.8,20.4,0.5,2.8,3.3,2.5,0.7,0.1,2.2,2.4,1.1,0.0,NY
Latrell Sprewell,SG,7.1,17.5,40.4,1.8,5.0,36.0,3.5,4.3,82.1,5.3,12.5,42.1,1.11,0.45,81,81.0,41.1,19.4,0.7,3.0,3.7,3.9,1.2,0.2,2.8,2.0,1.4,0.0,NY
Kurt Thomas,PF,5.6,11.4,49.4,0.0,0.1,16.7,2.6,3.2,81.5,5.6,11.4,49.6,1.219,0.49,82,82.0,33.8,13.9,2.6,6.5,9.1,1.1,0.9,1.0,1.9,4.2,0.6,0.0,NY
Marcus Camby,C,4.5,10.0,44.8,0.0,0.0,0.0,2.1,3.4,62.6,4.5,10.0,45.0,1.11,0.45,29,29.0,34.7,11.1,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,0.8,0.0,NY
Clarence Weatherspoon,PF,3.4,8.1,41.8,0.0,0.0,0.0,2.1,2.6,79.5,3.4,8.1,41.8,1.093,0.42,56,41.0,30.9,8.8,2.7,5.6,8.2,1.1,0.7,0.9,0.8,2.4,1.3,0.0,NY
Mark Jackson,PG,3.2,7.2,43.9,1.0,2.4,40.5,1.1,1.3,79.1,2.2,4.8,45.6,1.159,0.51,82,82.0,28.9,8.4,0.7,3.1,3.8,7.4,0.9,0.0,1.8,2.0,4.0,0.0,NY
Othella Harrington,PF,3.1,5.8,52.7,0.0,0.0,0.0,1.6,2.2,70.9,3.1,5.8,52.9,1.324,0.53,77,4.0,20.3,7.7,1.6,2.9,4.5,0.5,0.4,0.5,1.2,3.2,0.4,0.0,NY
Charlie Ward,PG,1.8,4.8,37.3,0.8,2.6,32.3,0.7,0.9,81.0,1.0,2.2,43.2,1.0759999999999998,0.46,63,0.0,16.8,5.2,0.2,1.8,2.0,3.2,1.1,0.2,1.2,1.6,2.7,0.0,NY
Shandon Anderson,SF,1.8,4.5,39.9,0.5,1.7,27.7,0.9,1.3,69.2,1.3,2.8,47.4,1.102,0.45,82,6.0,19.5,5.0,0.7,2.3,3.0,0.9,0.6,0.2,1.2,1.6,0.8,0.0,NY
Howard Eisley,PG,1.5,4.5,33.7,0.4,1.5,24.1,1.0,1.3,79.6,1.2,3.0,38.5,0.977,0.38,39,0.0,15.6,4.4,0.2,1.0,1.3,2.6,0.6,0.1,1.4,1.4,1.9,0.0,NY
Lavor Postell,G,1.2,3.7,33.3,0.3,1.1,23.1,1.3,1.8,75.6,1.0,2.5,37.9,1.107,0.37,23,0.0,7.8,4.0,0.1,0.6,0.7,0.2,0.3,0.0,0.5,0.3,0.5,0.0,NY
Travis Knight,C,0.8,2.3,36.3,0.0,0.0,0.0,0.3,0.4,76.2,0.8,2.3,36.3,0.867,0.36,49,0.0,8.8,2.0,1.0,1.1,2.1,0.2,0.2,0.2,0.6,1.9,0.3,0.0,NY
Larry Robinson,G,0.5,2.0,25.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.38,2,0.0,5.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,NY
Felton Spencer,C,0.2,0.8,23.1,0.0,0.0,0.0,0.5,1.0,51.5,0.2,0.8,23.1,1.115,0.23,32,8.0,7.8,0.9,0.5,1.1,1.6,0.1,0.2,0.3,0.4,2.3,0.3,0.0,NY
Allen Iverson,SG,11.1,27.8,39.8,1.3,4.5,29.1,7.9,9.8,81.2,9.8,23.4,41.9,1.128,0.42,60,59.0,43.7,31.4,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,1.4,0.0,PHI
Derrick Coleman,PF,5.7,12.7,45.0,0.5,1.4,33.7,3.2,3.9,81.5,5.2,11.2,46.5,1.19,0.47,58,58.0,35.9,15.1,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,0.8,0.0,PHI
Aaron McKie,SG,4.6,10.2,44.9,1.1,2.7,39.8,2.0,2.5,78.7,3.5,7.5,46.7,1.198,0.5,48,16.0,30.6,12.2,0.5,3.5,4.0,3.7,1.2,0.3,1.9,1.5,1.9,0.0,PHI
Eric Snow,PG,4.5,10.2,44.2,0.0,0.4,11.1,3.0,3.7,80.6,4.5,9.8,45.7,1.183,0.44,61,61.0,36.5,12.1,0.5,3.0,3.5,6.6,1.6,0.1,2.3,2.7,2.9,0.0,PHI
