Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,7.6,18.9,40.3,1.9,6.5,28.8,7.5,9.8,76.4,5.8,12.4,46.2,1.3,0.45,16,16.0,42.0,24.6,1.7,6.9,8.6,4.1,1.7,1.3,3.8,3.3,1.1,0.0,BOS
Antoine Walker,PF,8.2,19.9,41.1,2.6,6.8,38.5,3.1,4.0,78.1,5.6,13.1,42.4,1.11,0.48,16,16.0,43.9,22.1,1.4,7.2,8.6,3.3,1.5,0.4,3.4,3.5,0.9,0.0,BOS
Kenny Anderson,PG,5.1,12.3,41.6,0.0,0.0,0.0,1.8,2.2,80.0,5.1,12.3,41.6,0.975,0.42,16,16.0,35.0,12.0,0.8,2.3,3.1,4.8,1.3,0.0,1.8,3.6,2.7,0.0,BOS
Rodney Rogers,SF,2.9,6.8,42.6,1.2,3.3,36.5,1.9,2.2,88.6,1.7,3.5,48.2,1.315,0.51,16,0.0,24.6,8.9,1.8,3.8,5.5,2.1,1.0,0.4,1.4,2.6,1.5,0.0,BOS
Eric Williams,PF,2.9,5.9,50.0,0.9,1.9,46.7,1.1,1.4,73.9,2.1,4.0,51.6,1.33,0.57,16,16.0,30.4,7.8,1.1,3.3,4.4,1.3,1.6,0.3,0.7,3.3,1.9,0.0,BOS
Tony Battie,C,2.6,5.4,48.8,0.0,0.0,0.0,0.8,1.3,61.9,2.6,5.4,48.8,1.128,0.49,16,16.0,27.7,6.1,2.4,5.1,7.6,0.8,0.6,1.9,0.7,3.2,1.2,0.0,BOS
Tony Delk,PG,1.6,4.6,35.4,0.9,2.4,39.4,0.5,0.9,58.3,0.7,2.3,31.3,1.015,0.45,14,0.0,16.2,4.7,0.6,1.9,2.4,1.1,0.6,0.4,1.1,0.9,1.1,0.0,BOS
Walter McCarty,PF,1.2,2.7,44.7,0.2,1.3,16.7,0.5,0.6,77.8,1.0,1.4,70.0,1.158,0.49,14,0.0,13.9,3.1,0.6,1.9,2.4,0.3,0.3,0.0,0.3,1.4,1.0,0.0,BOS
Erick Strickland,PG,0.9,3.3,28.2,0.3,1.7,20.0,0.8,0.8,100.0,0.6,1.6,36.8,0.897,0.33,12,0.0,9.8,2.9,0.2,0.9,1.1,1.4,0.4,0.1,0.8,1.3,1.9,0.0,BOS
Kedrick Brown,SG,1.0,1.0,100.0,0.5,0.5,100.0,0.0,0.0,0.0,0.5,0.5,100.0,2.5,1.25,2,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,BOS
Mark Blount,C,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.5,100.0,0.5,1.0,50.0,1.5,0.5,4,0.0,9.8,1.5,0.8,1.0,1.8,0.3,0.5,0.5,0.3,1.8,1.0,0.0,BOS
Allan Houston,SG,7.4,16.9,43.7,1.8,4.5,39.3,3.8,4.4,87.0,5.6,12.4,45.2,1.204,0.49,77,77.0,37.8,20.4,0.5,2.8,3.3,2.5,0.7,0.1,2.2,2.4,1.1,0.0,NY
Latrell Sprewell,SG,7.1,17.5,40.4,1.8,5.0,36.0,3.5,4.3,82.1,5.3,12.5,42.1,1.11,0.45,81,81.0,41.1,19.4,0.7,3.0,3.7,3.9,1.2,0.2,2.8,2.0,1.4,0.0,NY
Kurt Thomas,PF,5.6,11.4,49.4,0.0,0.1,16.7,2.6,3.2,81.5,5.6,11.4,49.6,1.219,0.49,82,82.0,33.8,13.9,2.6,6.5,9.1,1.1,0.9,1.0,1.9,4.2,0.6,0.0,NY
Marcus Camby,C,4.5,10.0,44.8,0.0,0.0,0.0,2.1,3.4,62.6,4.5,10.0,45.0,1.11,0.45,29,29.0,34.7,11.1,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7,0.8,0.0,NY
Clarence Weatherspoon,PF,3.4,8.1,41.8,0.0,0.0,0.0,2.1,2.6,79.5,3.4,8.1,41.8,1.093,0.42,56,41.0,30.9,8.8,2.7,5.6,8.2,1.1,0.7,0.9,0.8,2.4,1.3,0.0,NY
Mark Jackson,PG,3.2,7.2,43.9,1.0,2.4,40.5,1.1,1.3,79.1,2.2,4.8,45.6,1.159,0.51,82,82.0,28.9,8.4,0.7,3.1,3.8,7.4,0.9,0.0,1.8,2.0,4.0,0.0,NY
