Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,8.4,20.2,41.6,1.5,4.9,30.2,7.6,9.5,80.2,6.9,15.2,45.4,1.286,0.45,79,79.0,39.2,25.9,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,1.2,23.49,BOS
Antoine Walker,PF,7.7,19.9,38.8,2.4,7.5,32.3,2.3,3.7,61.5,5.3,12.5,42.7,1.01,0.45,78,78.0,41.5,20.1,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,1.4,15.57,BOS
Tony Delk,PG,3.5,8.4,41.6,1.8,4.5,39.5,1.0,1.3,78.2,1.7,3.8,44.1,1.168,0.52,67,39.0,28.0,9.8,0.6,2.9,3.5,2.2,1.1,0.1,1.0,1.9,2.1,13.79,BOS
Eric Williams,PF,3.1,7.0,44.2,0.5,1.3,33.6,2.5,3.3,75.0,2.6,5.7,46.7,1.297,0.47,82,79.0,28.7,9.1,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,1.4,12.77,BOS
J.R. Bremer,PG,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,1.1,2.8,39.3,1.138,0.48,64,41.0,23.5,8.3,0.3,2.0,2.3,2.6,0.6,0.0,0.9,1.3,2.8,13.2,BOS
Shammond Williams,PG,2.6,6.6,39.6,1.1,3.1,35.2,0.9,1.1,84.2,1.5,3.5,43.6,1.101,0.48,51,2.0,22.9,7.3,0.2,1.9,2.2,2.5,1.2,0.1,1.2,1.6,2.1,12.54,BOS
Tony Battie,C,3.0,5.5,53.9,0.0,0.1,20.0,1.3,1.8,74.6,3.0,5.4,54.4,1.32,0.54,67,62.0,25.1,7.3,2.2,4.3,6.5,0.7,0.5,1.2,0.7,2.9,1.0,14.07,BOS
Walter McCarty,PF,2.1,5.1,41.4,1.1,3.0,36.7,0.7,1.2,62.2,1.0,2.1,48.2,1.1909999999999998,0.52,82,8.0,23.8,6.1,0.8,2.7,3.5,1.3,1.0,0.3,0.8,2.3,1.6,10.45,BOS
Vin Baker,PF,1.9,4.0,47.8,0.0,0.1,0.0,1.4,2.1,67.3,1.9,3.9,48.8,1.304,0.48,52,9.0,18.1,5.2,1.7,2.1,3.8,0.6,0.4,0.6,1.2,2.8,0.5,9.95,BOS
Mark Blount,C,1.7,3.0,56.3,0.0,0.0,0.0,1.1,1.5,75.0,1.7,3.0,56.3,1.5,0.56,27,7.0,19.2,4.4,1.8,2.8,4.6,0.8,0.7,0.6,1.2,2.8,0.6,11.07,BOS
Bimbo Coles,PG,1.6,3.5,44.9,0.0,0.5,0.0,0.6,0.6,100.0,1.6,3.0,52.4,1.061,0.45,14,0.0,12.5,3.7,0.1,0.7,0.8,1.1,0.4,0.0,0.7,1.2,1.6,9.14,BOS
Kedrick Brown,SG,1.2,3.4,35.7,0.1,0.8,7.7,0.4,0.6,62.5,1.1,2.6,43.9,0.848,0.37,51,5.0,13.1,2.8,0.9,1.9,2.7,0.4,0.7,0.3,0.5,1.3,0.9,8.3,BOS
Grant Long,F,0.7,1.7,38.6,0.0,0.1,0.0,0.4,0.6,78.3,0.7,1.6,40.3,1.0290000000000001,0.39,41,1.0,11.9,1.8,0.6,1.4,2.0,0.6,0.2,0.0,0.5,1.5,1.3,4.88,BOS
Bruno Sundov,C,0.5,2.2,25.0,0.2,0.6,25.0,0.0,0.1,0.0,0.4,1.5,25.0,0.5710000000000001,0.29,26,0.0,5.3,1.2,0.3,0.8,1.1,0.3,0.2,0.1,0.3,0.9,0.8,1.62,BOS
Ruben Wolkowyski,F,0.3,0.6,50.0,0.0,0.1,0.0,0.1,0.6,25.0,0.3,0.4,66.7,1.25,0.5,7,0.0,3.4,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.4,1.0,1.76,BOS
Mark Bryant,F,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0.0,4.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,inf,-1.79,BOS
Mikki Moore,C,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3,0.0,4.0,0.0,0.3,0.0,0.3,0.0,0.0,0.7,0.0,2.0,0.0,-5.69,BOS
Allan Houston,SG,8.0,17.9,44.5,2.2,5.5,39.6,4.4,4.8,91.9,5.8,12.4,46.7,1.2590000000000001,0.51,82,82.0,37.9,22.5,0.3,2.5,2.8,2.7,0.7,0.1,2.2,2.3,1.2,18.84,NY
Latrell Sprewell,SG,6.1,15.2,40.3,1.8,4.9,37.2,2.3,2.9,79.4,4.3,10.4,41.7,1.078,0.46,74,73.0,38.6,16.4,0.6,3.2,3.9,4.5,1.4,0.3,2.3,1.8,1.9,15.18,NY
Kurt Thomas,PF,6.1,12.7,48.3,0.0,0.0,66.7,1.7,2.3,75.0,6.1,12.7,48.3,1.103,0.48,81,81.0,31.8,14.0,2.0,5.9,7.9,2.0,1.0,1.2,1.7,4.2,1.2,16.46,NY
Howard Eisley,PG,3.2,7.7,41.7,1.6,4.1,38.9,1.1,1.3,84.8,1.6,3.5,45.0,1.185,0.52,82,76.0,27.4,9.1,0.3,2.0,2.3,5.4,0.9,0.1,1.8,2.7,3.0,14.47,NY
Shandon Anderson,SF,3.0,6.5,46.2,0.6,1.7,37.1,1.7,2.3,73.2,2.4,4.8,49.4,1.2790000000000001,0.51,82,9.0,21.1,8.4,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,0.8,13.52,NY
Othella Harrington,PF,3.0,6.0,50.8,0.0,0.0,0.0,1.7,2.0,82.0,3.0,6.0,50.8,1.2930000000000001,0.51,74,64.0,25.0,7.7,2.2,4.2,6.4,0.8,0.2,0.3,1.2,3.1,0.7,11.8,NY
Charlie Ward,PG,2.5,6.3,39.9,1.5,4.0,37.8,0.6,0.8,77.4,1.0,2.2,43.5,1.14,0.52,66,6.0,22.2,7.2,0.4,2.3,2.7,4.6,1.2,0.2,1.4,2.2,3.2,16.06,NY
Clarence Weatherspoon,PF,2.4,5.2,44.9,0.0,0.0,0.0,1.9,2.5,76.8,2.4,5.2,44.9,1.258,0.45,79,19.0,25.6,6.6,2.7,4.9,7.6,0.9,0.9,0.5,0.8,2.2,1.1,13.58,NY
Lee Nailon,SF,2.2,5.0,44.2,0.0,0.0,0.0,1.1,1.3,82.4,2.2,5.0,44.4,1.105,0.44,38,0.0,10.7,5.5,0.8,1.0,1.8,0.7,0.2,0.1,0.8,1.2,0.8,15.06,NY
Michael Doleac,C,1.9,4.6,42.6,0.0,0.0,0.0,0.5,0.6,78.3,1.9,4.6,42.6,0.956,0.43,75,0.0,13.9,4.4,0.9,2.1,2.9,0.6,0.2,0.2,0.7,2.0,0.9,8.84,NY
