Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,7.7,19.3,39.9,1.6,4.5,35.6,10.1,11.7,86.3,6.1,14.8,41.2,1.4040000000000001,0.44,10,10.0,44.5,27.1,1.1,7.9,9.0,6.7,2.1,0.8,4.4,3.8,1.5,0.0,BOS
Antoine Walker,PF,7.3,17.6,41.5,1.6,4.5,35.6,1.1,2.2,50.0,5.7,13.1,43.5,0.983,0.46,10,10.0,44.0,17.3,2.0,6.7,8.7,4.3,1.7,0.4,3.7,4.4,1.2,0.0,BOS
Tony Delk,PG,5.4,11.4,47.4,2.2,4.9,44.9,2.8,3.2,87.5,3.2,6.5,49.2,1.386,0.57,10,10.0,36.8,15.8,0.5,4.2,4.7,3.6,1.2,0.4,1.3,2.4,2.8,0.0,BOS
Walter McCarty,PF,3.6,7.5,48.0,2.1,5.2,40.4,0.6,0.7,85.7,1.5,2.3,65.2,1.32,0.62,10,8.0,35.2,9.9,1.0,3.3,4.3,2.2,0.8,0.5,1.1,3.5,2.0,0.0,BOS
Eric Williams,PF,3.3,8.8,37.5,0.3,1.5,20.0,2.7,3.4,79.4,3.0,7.3,41.1,1.091,0.39,10,2.0,31.0,9.6,1.2,2.0,3.2,1.7,0.9,0.0,1.2,4.2,1.4,0.0,BOS
Tony Battie,C,3.1,5.5,56.4,0.0,0.3,0.0,0.4,0.8,50.0,3.1,5.2,59.6,1.2,0.56,10,10.0,21.3,6.6,1.3,3.6,4.9,0.5,0.4,1.4,0.7,4.2,0.7,0.0,BOS
J.R. Bremer,PG,1.6,5.6,28.6,0.8,3.2,25.0,0.7,0.8,87.5,0.8,2.4,33.3,0.8390000000000001,0.36,10,0.0,14.7,4.7,0.0,1.5,1.5,1.2,0.3,0.0,0.8,1.2,1.5,0.0,BOS
Mark Blount,C,1.2,2.2,54.5,0.0,0.0,0.0,0.7,1.0,70.0,1.2,2.2,54.5,1.409,0.55,10,0.0,14.4,3.1,1.2,2.4,3.6,0.2,1.1,0.8,0.8,2.0,0.3,0.0,BOS
Kedrick Brown,SG,0.3,1.3,25.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,1.3,25.0,0.75,0.25,3,0.0,3.7,1.0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,BOS
Grant Long,F,0.1,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,25.0,0.5,0.25,8,0.0,4.3,0.3,0.4,0.3,0.6,0.1,0.0,0.0,0.1,0.1,1.0,0.0,BOS
