Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,6.2,14.2,43.6,1.9,5.0,38.0,4.3,5.5,78.7,4.3,9.2,46.6,1.31,0.5,77,77.0,33.4,18.6,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,1.7,19.14,BOS
Kevin Garnett,PF,6.2,12.5,49.6,0.0,0.2,12.5,2.3,3.0,78.6,6.2,12.3,50.4,1.181,0.5,68,68.0,29.7,14.8,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,1.4,19.25,BOS
Rajon Rondo,PG,5.9,12.2,48.4,0.3,1.3,24.0,1.6,2.4,64.5,5.6,10.9,51.3,1.123,0.5,38,38.0,37.4,13.7,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,2.8,18.12,BOS
Jeff Green,PF,4.6,10.0,46.7,0.9,2.2,38.5,2.6,3.3,80.8,3.8,7.7,49.0,1.285,0.51,81,17.0,27.8,12.8,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,1.0,15.01,BOS
Jason Terry,G,3.6,8.2,43.4,1.6,4.2,37.2,1.4,1.7,87.0,2.0,4.0,49.8,1.2329999999999999,0.53,79,24.0,26.9,10.1,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,1.9,12.81,BOS
Avery Bradley,PG,3.8,9.6,40.2,0.8,2.5,31.7,0.7,1.0,75.5,3.0,7.0,43.2,0.9640000000000001,0.44,50,50.0,28.7,9.2,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,1.4,8.89,BOS
Jordan Crawford,G,3.3,8.0,41.5,0.9,2.8,32.0,1.6,2.0,79.2,2.4,5.3,46.5,1.1340000000000001,0.47,27,2.0,21.6,9.1,0.5,2.3,2.7,2.5,0.4,0.1,1.6,1.7,1.5,12.05,BOS
Brandon Bass,PF,3.5,7.3,48.6,0.0,0.0,0.0,1.6,1.9,86.0,3.5,7.2,48.7,1.19,0.49,81,69.0,27.6,8.7,1.6,3.7,5.2,1.0,0.5,0.8,1.0,2.3,1.1,12.38,BOS
Courtney Lee,G,3.2,6.8,46.4,0.7,2.0,37.2,0.8,0.9,86.1,2.4,4.8,50.3,1.155,0.52,78,39.0,24.9,7.8,0.4,2.0,2.4,1.8,1.1,0.3,1.1,1.8,1.7,11.71,BOS
Jared Sullinger,C,2.5,5.0,49.3,0.0,0.1,20.0,1.0,1.4,74.6,2.4,4.9,50.0,1.2,0.5,45,5.0,19.8,6.0,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,1.2,13.52,BOS
Leandro Barbosa,G,2.0,4.7,43.0,0.4,1.1,38.3,0.8,1.0,75.6,1.6,3.6,44.5,1.114,0.48,41,2.0,12.5,5.2,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,2.8,13.57,BOS
Terrence Williams,SG,2.0,4.0,49.5,0.2,0.6,33.3,0.4,0.9,42.9,1.8,3.4,52.4,1.1340000000000001,0.52,24,0.0,13.3,4.6,0.2,1.7,1.8,1.6,0.5,0.1,0.9,0.5,1.7,12.35,BOS
Chris Wilcox,PF,1.8,2.5,71.9,0.0,0.0,0.0,0.6,1.0,67.2,1.8,2.5,72.4,1.693,0.72,61,7.0,13.6,4.2,0.9,2.0,3.0,0.4,0.5,0.5,0.6,2.0,0.6,15.32,BOS
Shavlik Randolph,PF,1.8,3.0,58.3,0.0,0.0,0.0,0.7,1.7,40.7,1.8,3.0,58.3,1.396,0.58,16,0.0,12.4,4.2,1.8,2.6,4.4,0.3,0.5,0.4,0.6,2.4,0.4,15.93,BOS
D.J. White,PF,1.0,1.9,52.2,0.0,0.0,0.0,0.4,0.8,55.6,1.0,1.9,52.2,1.261,0.52,12,0.0,7.2,2.4,0.3,0.8,1.1,0.3,0.1,0.5,0.2,0.4,2.0,14.76,BOS
Jarvis Varnado,PF,0.4,0.8,50.0,0.0,0.0,0.0,0.4,0.8,50.0,0.4,0.8,50.0,1.5,0.5,5,0.0,3.6,1.2,0.2,0.4,0.6,0.2,0.2,0.0,0.2,0.2,1.0,12.84,BOS
Kris Joseph,SF,0.3,1.8,18.2,0.0,0.3,0.0,0.5,0.7,75.0,0.3,1.5,22.2,0.636,0.18,6,0.0,4.0,1.2,0.2,0.7,0.8,0.2,0.0,0.0,0.3,0.3,0.5,-3.15,BOS
Fab Melo,C,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.7,25.0,0.5,1.0,50.0,1.167,0.5,6,0.0,6.0,1.2,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,0.0,4.95,BOS
Jason Collins,C,0.3,0.7,34.8,0.0,0.0,0.0,0.7,0.9,70.0,0.3,0.7,34.8,1.609,0.35,32,7.0,10.3,1.2,0.7,1.0,1.6,0.2,0.3,0.2,0.5,2.3,0.4,3.03,BOS
Darko Milicic,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,-30.12,BOS
Brook Lopez,C,7.7,14.8,52.1,0.0,0.0,0.0,4.0,5.3,75.8,7.7,14.8,52.2,1.314,0.52,74,74.0,30.4,19.4,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,0.5,24.81,BKN
Deron Williams,PG,6.3,14.4,44.0,2.2,5.7,37.8,4.1,4.7,85.9,4.2,8.7,48.2,1.3130000000000002,0.52,78,78.0,36.4,18.9,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,2.8,20.38,BKN
Joe Johnson,G,6.2,14.6,42.3,2.1,5.5,37.5,1.8,2.2,82.0,4.1,9.1,45.2,1.112,0.49,72,72.0,36.7,16.3,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4,2.1,14.14,BKN
Andray Blatche,C,4.2,8.2,51.2,0.0,0.3,13.6,1.8,2.6,68.5,4.2,8.0,52.4,1.247,0.51,82,8.0,19.0,10.3,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0,0.7,21.98,BKN
Gerald Wallace,SF,2.6,6.6,39.7,0.7,2.4,28.2,1.8,2.8,63.7,2.0,4.3,46.1,1.159,0.45,69,68.0,30.1,7.7,1.0,3.6,4.6,2.6,1.4,0.7,1.6,1.7,1.6,11.58,BKN
C.J. Watson,PG,2.4,5.7,41.8,1.1,2.7,41.1,0.9,1.1,78.0,1.3,3.1,42.4,1.183,0.51,80,8.0,19.0,6.8,0.5,1.3,1.8,2.0,0.8,0.2,0.9,1.5,2.3,13.9,BKN
Kris Humphries,PF,2.1,4.8,44.8,0.0,0.0,0.0,1.5,1.9,78.9,2.1,4.7,45.1,1.21,0.45,65,21.0,18.3,5.8,1.9,3.7,5.6,0.5,0.2,0.5,0.9,2.0,0.6,13.67,BKN
MarShon Brooks,G,2.1,4.6,46.3,0.2,0.8,27.3,0.9,1.3,73.4,1.9,3.8,50.0,1.176,0.49,73,2.0,12.5,5.4,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,1.1,13.55,BKN
Jerry Stackhouse,SF,1.8,4.6,38.4,0.8,2.4,33.7,0.5,0.6,87.0,1.0,2.2,43.4,1.058,0.47,37,0.0,14.7,4.9,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,1.5,8.57,BKN
Reggie Evans,C,1.6,3.3,47.9,0.0,0.0,0.0,1.4,2.8,50.9,1.6,3.3,47.9,1.391,0.48,80,56.0,24.6,4.5,3.3,7.9,11.1,0.5,0.9,0.2,1.4,2.5,0.4,12.81,BKN
Keith Bogans,SG,1.5,3.8,38.0,1.1,3.3,34.3,0.1,0.2,64.7,0.3,0.5,61.5,1.095,0.53,74,23.0,19.0,4.2,0.2,1.4,1.6,1.0,0.4,0.1,0.7,1.5,1.6,6.69,BKN
Mirza Teletovic,PF,1.3,3.5,38.4,0.7,2.0,34.3,0.2,0.2,81.8,0.6,1.5,44.2,1.016,0.48,53,0.0,9.4,3.5,0.6,1.2,1.8,0.4,0.2,0.2,0.4,1.0,1.2,12.39,BKN
Tyshawn Taylor,PG,0.8,2.3,36.8,0.2,0.3,46.2,0.4,0.7,55.6,0.7,1.9,35.1,0.977,0.4,38,0.0,5.8,2.2,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,0.8,6.28,BKN
