Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Jeff Green,PF,6.2,14.2,43.5,1.7,3.7,45.5,6.3,7.5,84.4,4.5,10.5,42.9,1.435,0.49,6,6.0,43.0,20.3,1.0,4.3,5.3,2.3,0.3,0.7,3.2,3.7,0.7,14.74,BOS
Paul Pierce,SF,6.5,17.7,36.8,1.8,6.8,26.8,4.3,4.8,89.7,4.7,10.8,43.1,1.085,0.42,6,6.0,42.5,19.2,0.7,5.0,5.7,5.3,0.8,0.5,5.3,3.5,1.0,10.68,BOS
Kevin Garnett,PF,5.0,10.0,50.0,0.0,0.3,0.0,2.7,2.8,94.1,5.0,9.7,51.7,1.2670000000000001,0.5,6,6.0,35.3,12.7,1.5,12.2,13.7,3.5,0.8,1.0,3.2,3.8,1.1,17.38,BOS
Jason Terry,G,4.0,9.0,44.4,2.5,5.7,44.1,1.5,1.8,81.8,1.5,3.3,45.0,1.3330000000000002,0.58,6,1.0,31.5,12.0,0.0,2.2,2.2,2.0,0.7,0.3,0.8,1.5,2.4,14.82,BOS
Brandon Bass,PF,2.3,4.8,48.3,0.0,0.0,0.0,2.0,2.5,80.0,2.3,4.8,48.3,1.379,0.48,6,5.0,34.0,6.7,1.3,5.3,6.7,1.2,0.3,0.2,0.8,2.8,1.4,9.29,BOS
Avery Bradley,PG,2.8,7.0,40.5,0.3,1.3,25.0,0.7,0.7,100.0,2.5,5.7,44.1,0.9520000000000001,0.43,6,6.0,31.8,6.7,0.5,1.7,2.2,1.3,1.8,0.2,1.8,1.8,0.7,6.72,BOS
Jordan Crawford,G,1.4,4.6,30.4,0.6,2.4,25.0,0.2,0.4,50.0,0.8,2.2,36.4,0.7829999999999999,0.37,5,0.0,11.8,3.6,0.0,0.6,0.6,0.0,0.4,0.0,0.6,0.6,0.0,1.67,BOS
Courtney Lee,G,0.3,1.3,20.0,0.0,0.5,0.0,1.0,1.0,100.0,0.3,0.8,33.3,1.2,0.2,4,0.0,9.8,1.5,0.0,0.5,0.5,0.3,0.5,0.0,0.0,0.8,inf,6.65,BOS
Terrence Williams,SG,0.4,2.0,20.0,0.0,0.6,0.0,0.2,0.4,50.0,0.4,1.4,28.6,0.5,0.2,5,0.0,9.6,1.0,0.2,1.8,2.0,1.2,0.0,0.2,0.8,0.6,1.5,0.64,BOS
Chris Wilcox,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,BOS
Shavlik Randolph,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.72,BOS
Brook Lopez,C,8.3,17.6,47.2,0.1,0.1,100.0,5.6,6.3,88.6,8.1,17.4,46.7,1.268,0.48,7,7.0,37.6,22.3,4.1,3.3,7.4,1.4,0.9,3.0,2.3,2.9,0.6,25.3,BKN
Deron Williams,PG,6.4,15.1,42.5,2.4,6.1,39.5,5.3,6.4,82.2,4.0,9.0,44.4,1.358,0.5,7,7.0,41.7,20.6,0.1,3.0,3.1,8.4,1.0,0.6,3.0,2.4,2.8,20.63,BKN
Joe Johnson,G,6.1,14.7,41.7,1.4,5.6,25.6,1.1,1.3,88.9,4.7,9.1,51.6,1.01,0.47,7,7.0,38.7,14.9,0.6,2.6,3.1,2.7,1.1,0.0,1.7,1.9,1.6,11.72,BKN
Gerald Wallace,SF,4.4,9.6,46.3,1.6,4.1,37.9,1.6,2.9,55.0,2.9,5.4,52.6,1.254,0.54,7,7.0,34.7,12.0,0.7,3.3,4.0,2.4,1.1,0.7,1.3,2.9,1.9,14.0,BKN
Andray Blatche,C,4.1,8.3,50.0,0.0,0.0,0.0,2.0,2.4,82.4,4.1,8.3,50.0,1.2409999999999999,0.5,7,0.0,19.7,10.3,1.4,3.4,4.9,1.3,0.3,0.4,0.7,2.0,1.8,21.82,BKN
