Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Isaiah Thomas,G,7.4,17.4,42.5,2.4,7.2,33.3,6.1,7.4,82.0,5.0,10.2,49.0,1.337,0.49,15,15.0,34.7,23.3,0.3,2.8,3.1,6.7,0.9,0.1,3.3,2.3,2.0,18.17,BOS
Avery Bradley,PG,6.7,15.1,44.1,2.2,6.3,35.1,1.2,1.5,77.8,4.4,8.8,50.6,1.107,0.51,18,18.0,35.8,16.7,1.0,2.9,3.9,2.3,1.3,0.2,1.7,2.2,1.3,12.02,BOS
Al Horford,C,6.2,10.6,58.4,1.5,2.9,51.9,1.2,1.6,75.9,4.7,7.7,60.9,1.426,0.66,18,18.0,33.9,15.1,1.7,4.8,6.6,5.4,0.8,0.8,1.8,1.8,2.9,20.16,BOS
Jae Crowder,PF,4.8,11.1,43.5,1.7,4.9,35.2,2.2,2.7,83.3,3.1,6.2,50.0,1.225,0.51,18,18.0,33.1,13.6,1.1,5.3,6.4,2.7,1.1,0.3,0.7,2.9,4.0,14.56,BOS
Kelly Olynyk,PF,3.6,6.9,51.2,0.8,2.6,31.9,1.2,1.7,73.3,2.7,4.3,62.8,1.32,0.57,18,2.0,19.2,9.2,0.8,2.4,3.2,1.9,0.7,0.8,1.2,2.6,1.5,16.23,BOS
Marcus Smart,PG,2.6,7.4,35.1,1.6,4.1,39.7,1.8,2.8,64.0,1.0,3.4,29.5,1.157,0.46,18,3.0,29.9,8.6,1.3,3.4,4.7,4.7,1.5,0.9,2.1,2.8,2.2,11.77,BOS
Gerald Green,G,2.6,5.5,47.2,1.6,3.5,46.7,0.6,0.7,88.9,1.0,2.1,48.1,1.347,0.62,13,7.0,14.8,7.5,0.2,1.4,1.5,0.7,0.2,0.1,0.5,1.6,1.3,13.34,BOS
Terry Rozier,SG,1.9,4.8,40.2,0.8,2.2,36.8,0.9,1.2,80.0,1.1,2.6,43.2,1.171,0.49,17,0.0,16.3,5.6,0.7,1.9,2.6,1.9,0.6,0.2,0.6,1.2,3.2,13.47,BOS
Jaylen Brown,SG,2.0,4.2,47.9,0.3,1.4,21.7,0.7,1.1,66.7,1.7,2.8,60.4,1.197,0.51,17,0.0,12.6,5.0,0.7,1.4,2.1,0.8,0.4,0.1,0.8,1.5,1.0,10.68,BOS
Jonas Jerebko,F,1.3,2.6,48.4,0.4,1.3,33.3,0.7,0.7,100.0,0.8,1.3,62.5,1.3869999999999998,0.56,12,0.0,10.7,3.6,0.6,1.8,2.4,1.0,0.4,0.3,0.5,1.1,2.0,15.11,BOS
