,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Cleveland Cavaliers,21,16,5,0.762,48.0,104.8,38.3,81.8,46.9,12.3,30.2,40.6,15.8,21.8,72.5,10.7,32.6,43.3,21.2,12.5,7.8,4.2,4.5,19.6,21.0,8.6,1610612739
1,2,Golden State Warriors,24,15,9,0.625,48.2,107.7,38.9,85.6,45.5,12.8,32.4,39.3,17.1,23.3,73.5,10.5,32.7,43.2,24.3,14.0,8.0,5.5,5.2,22.0,22.1,4.4,1610612744
2,3,Oklahoma City Thunder,18,11,7,0.611,48.0,106.4,38.2,84.5,45.2,8.3,24.9,33.3,21.7,27.6,78.6,12.5,34.4,46.9,20.5,13.9,7.7,5.4,4.0,20.3,21.2,5.3,1610612760
3,4,San Antonio Spurs,10,6,4,0.6,48.0,102.0,38.7,82.5,46.9,8.2,19.1,42.9,16.4,20.5,80.0,7.9,31.6,39.5,21.3,11.6,9.1,7.0,4.7,18.2,19.9,9.1,1610612759
4,5,Miami Heat,14,7,7,0.5,49.1,96.9,36.9,80.5,45.8,6.9,19.1,35.8,16.3,21.3,76.5,9.1,35.1,44.2,16.4,13.1,5.4,5.9,3.4,21.2,19.6,3.1,1610612748
5,5,Toronto Raptors,20,10,10,0.5,48.8,93.4,34.3,81.4,42.1,6.9,23.0,29.8,18.1,24.5,73.7,10.8,29.6,40.4,15.7,13.0,7.5,3.7,4.9,21.9,20.5,-4.3,1610612761
6,7,Portland Trail Blazers,11,5,6,0.455,48.5,105.0,37.1,89.1,41.6,11.9,31.3,38.1,18.9,25.5,74.0,12.9,34.7,47.6,21.5,13.1,6.2,3.9,5.9,23.5,21.8,-2.5,1610612757
7,8,Charlotte Hornets,7,3,4,0.429,48.0,90.3,31.9,80.4,39.6,5.7,18.6,30.8,20.9,24.9,83.9,7.1,29.7,36.9,13.6,9.4,5.7,3.3,7.1,17.4,21.6,-8.9,1610612766
8,8,Indiana Pacers,7,3,4,0.429,48.0,93.7,33.0,74.9,44.1,8.1,21.3,38.3,19.6,23.9,82.0,9.1,30.1,39.3,18.1,14.4,7.6,5.6,4.6,22.3,21.7,1.4,1610612754
9,10,Atlanta Hawks,10,4,6,0.4,48.5,100.1,36.6,84.8,43.2,10.6,31.8,33.3,16.3,20.5,79.5,8.9,35.4,44.3,22.6,14.4,7.5,7.6,5.5,20.2,20.9,-1.0,1610612737
10,11,Boston Celtics,6,2,4,0.33299999999999996,48.8,93.8,34.3,89.5,38.4,8.7,31.5,27.5,16.5,21.0,78.6,10.7,35.3,46.0,21.0,14.7,6.3,6.5,8.7,22.0,20.0,-6.7,1610612738
11,11,LA Clippers,6,2,4,0.33299999999999996,48.0,98.3,37.2,85.0,43.7,5.7,19.5,29.1,18.3,29.3,62.5,11.3,34.8,46.2,18.2,9.7,8.5,4.7,3.5,20.5,23.8,1.0,1610612746
12,13,Dallas Mavericks,5,1,4,0.2,48.0,93.8,35.4,81.2,43.6,6.2,21.4,29.0,16.8,24.2,69.4,9.2,25.8,35.0,20.6,11.8,6.0,2.4,4.6,24.0,22.4,-18.2,1610612742
13,13,Houston Rockets,5,1,4,0.2,48.0,91.2,33.0,85.6,38.6,7.6,28.4,26.8,17.6,27.4,64.2,14.4,33.0,47.4,18.0,19.0,8.4,4.2,5.4,25.6,22.2,-18.8,1610612745
14,15,Detroit Pistons,4,0,4,0.0,48.0,95.0,36.0,75.3,47.8,8.8,23.3,37.6,14.3,22.0,64.8,7.0,30.8,37.8,21.8,10.5,5.3,3.3,2.5,19.0,20.3,-8.5,1610612765
15,15,Memphis Grizzlies,4,0,4,0.0,48.0,81.0,32.0,81.3,39.4,4.8,16.0,29.7,12.3,17.5,70.0,13.8,27.3,41.0,16.5,15.5,7.8,4.0,9.3,21.5,17.5,-22.0,1610612763
