Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Isaiah Thomas,G,7.2,16.9,42.8,2.0,5.7,35.9,5.8,6.6,87.1,5.2,11.2,46.2,1.319,0.49,82,79.0,32.2,22.2,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,2.3,21.54,BOS
Avery Bradley,PG,6.0,13.4,44.8,1.9,5.4,36.1,1.3,1.6,78.0,4.1,8.1,50.5,1.133,0.52,76,72.0,33.4,15.2,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,1.4,13.25,BOS
Jae Crowder,PF,4.9,11.1,44.3,1.7,5.0,33.6,2.7,3.3,82.0,3.3,6.2,52.9,1.2770000000000001,0.52,73,73.0,31.6,14.2,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,1.6,15.85,BOS
Evan Turner,G,4.2,9.3,45.6,0.2,1.0,24.1,1.8,2.2,82.7,4.0,8.3,48.2,1.1340000000000001,0.47,81,12.0,28.0,10.5,0.6,4.3,4.9,4.4,1.0,0.3,2.1,1.7,2.1,13.65,BOS
Jared Sullinger,C,4.3,10.0,43.5,0.4,1.3,28.2,1.3,2.0,64.0,4.0,8.7,45.8,1.035,0.45,81,73.0,23.6,10.3,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,1.8,16.78,BOS
Kelly Olynyk,PF,3.7,8.1,45.5,1.2,3.0,40.5,1.4,1.9,75.0,2.4,5.0,48.6,1.236,0.53,69,8.0,20.2,10.0,1.0,3.0,4.1,1.5,0.8,0.5,1.1,2.4,1.4,16.33,BOS
Marcus Smart,PG,3.0,8.7,34.8,1.0,4.0,25.3,2.1,2.7,77.7,2.0,4.7,42.7,1.055,0.41,61,10.0,27.3,9.1,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,2.3,11.34,BOS
Amir Johnson,F,3.2,5.4,58.5,0.1,0.5,23.3,0.9,1.5,57.0,3.0,4.8,62.4,1.354,0.6,79,76.0,22.8,7.3,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,1.5,16.03,BOS
David Lee,PF,2.9,6.4,45.3,0.0,0.0,0.0,1.3,1.7,78.4,2.9,6.4,45.5,1.115,0.45,30,4.0,15.7,7.1,1.4,3.0,4.3,1.8,0.4,0.4,1.3,1.7,1.4,15.54,BOS
Tyler Zeller,C,2.3,4.8,47.6,0.0,0.0,0.0,1.5,1.8,81.5,2.3,4.8,47.6,1.255,0.48,60,3.0,11.8,6.1,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,0.6,15.42,BOS
Jonas Jerebko,F,1.5,3.7,41.3,0.6,1.4,39.8,0.8,1.0,78.2,1.0,2.3,42.1,1.189,0.49,78,0.0,15.1,4.4,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,1.2,10.32,BOS
RJ Hunter,G,1.0,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.5,1.0,48.6,0.99,0.46,36,0.0,8.8,2.7,0.1,1.0,1.0,0.4,0.4,0.1,0.3,0.8,1.2,7.74,BOS
Coty Clarke,PF,0.7,1.3,50.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.7,0.0,1.5,0.75,3,0.0,2.0,2.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,24.02,BOS
Terry Rozier,SG,0.7,2.7,27.4,0.2,0.7,22.2,0.2,0.3,80.0,0.6,2.0,29.1,0.679,0.3,39,0.0,8.0,1.8,0.6,1.0,1.6,0.9,0.2,0.0,0.5,0.6,1.9,5.05,BOS
Jordan Mickey,F,0.5,1.4,36.4,0.0,0.0,0.0,0.3,0.6,50.0,0.5,1.4,36.4,0.955,0.36,16,0.0,3.6,1.3,0.4,0.4,0.8,0.1,0.0,0.7,0.1,0.3,1.0,15.35,BOS
James Young,G,0.4,1.2,30.6,0.2,0.9,23.1,0.0,0.1,25.0,0.2,0.3,50.0,0.8059999999999999,0.39,29,0.0,6.9,1.0,0.1,0.8,0.9,0.3,0.2,0.0,0.2,0.6,1.8,3.62,BOS
Brook Lopez,C,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,8.1,15.7,51.5,1.297,0.51,73,73.0,33.7,20.6,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,0.8,21.8,BKN
Thaddeus Young,PF,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,6.7,12.8,52.3,1.1440000000000001,0.52,73,73.0,33.0,15.1,2.4,6.6,9.0,1.9,1.5,0.5,1.9,2.5,1.0,17.58,BKN
Sean Kilpatrick,G,5.0,10.8,46.2,1.5,4.2,36.1,2.3,2.6,89.8,3.5,6.6,52.6,1.2770000000000001,0.53,23,0.0,23.2,13.8,0.4,1.7,2.2,1.1,0.4,0.1,1.2,1.3,1.0,16.79,BKN
Jarrett Jack,G,4.4,11.2,39.1,1.0,3.2,30.4,3.1,3.5,89.3,3.4,8.0,42.6,1.148,0.43,32,32.0,32.1,12.8,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,2.5,14.49,BKN
Joe Johnson,G,4.3,10.7,40.6,1.5,4.0,37.1,1.6,1.9,85.2,2.8,6.6,42.7,1.104,0.48,57,57.0,33.9,11.8,0.6,3.3,3.9,4.1,0.7,0.0,2.0,1.8,2.0,10.73,BKN
Bojan Bogdanovic,SF,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,2.5,5.2,47.4,1.1840000000000002,0.52,79,39.0,26.8,11.2,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,0.9,10.79,BKN
Wayne Ellington,SG,2.9,7.4,38.9,1.3,3.5,35.8,0.7,0.8,85.7,1.6,3.9,41.6,1.045,0.47,76,41.0,21.3,7.7,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,1.8,10.19,BKN
Shane Larkin,G,2.8,6.4,44.2,0.5,1.4,36.1,1.1,1.4,77.6,2.3,5.1,46.4,1.127,0.48,78,17.0,22.4,7.3,0.4,1.9,2.3,4.4,1.2,0.2,1.9,1.6,2.3,13.36,BKN
Donald Sloan,G,2.5,5.7,44.0,0.6,1.6,38.4,1.3,1.7,75.0,1.9,4.1,46.2,1.2109999999999999,0.49,61,33.0,21.6,7.0,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,3.4,13.98,BKN
Andrea Bargnani,C,2.8,6.1,45.5,0.1,0.3,18.8,1.0,1.2,82.5,2.7,5.7,47.1,1.09,0.46,46,0.0,13.8,6.6,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,0.7,11.89,BKN
Henry Sims,C,2.4,5.5,42.9,0.0,0.0,0.0,1.8,2.1,83.3,2.4,5.5,42.9,1.182,0.43,14,4.0,18.8,6.5,1.5,3.6,5.1,0.6,0.6,1.0,0.9,2.6,0.8,13.91,BKN
Markel Brown,G,2.0,5.2,39.4,0.6,2.0,31.4,1.1,1.5,75.5,1.4,3.2,44.3,1.127,0.45,62,6.0,15.8,5.9,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,1.7,11.31,BKN
Rondae Hollis-Jefferson,SF,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,2.0,4.3,47.6,1.21,0.47,29,17.0,21.2,5.8,1.3,4.0,5.3,1.5,1.3,0.6,0.9,2.1,1.7,14.23,BKN
Willie Reed,C,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.9,3.4,57.1,1.368,0.57,39,2.0,10.9,4.7,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,0.6,19.22,BKN
Chris McCullough,F,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.3,3.1,41.3,1.028,0.46,24,4.0,15.1,4.7,1.0,1.8,2.8,0.4,1.2,0.5,0.6,1.6,0.6,12.2,BKN
Thomas Robinson,F,1.8,4.1,44.7,0.0,0.0,0.0,0.7,1.5,43.1,1.8,4.1,44.8,1.055,0.45,71,7.0,12.9,4.3,1.9,3.1,5.1,0.6,0.5,0.5,1.0,1.6,0.7,14.54,BKN
Sergey Karasev,SG,0.8,1.9,40.5,0.3,0.9,29.7,0.7,0.7,92.9,0.5,0.9,51.4,1.311,0.48,40,5.0,10.0,2.4,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,1.6,8.57,BKN
Carmelo Anthony,PF,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,6.4,13.8,46.3,1.204,0.47,72,72.0,35.1,21.8,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,1.7,20.38,NY
Kristaps Porzingis,C,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,4.1,8.9,45.4,1.16,0.47,72,72.0,28.4,14.3,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,0.8,17.8,NY
Arron Afflalo,G,5.0,11.3,44.3,1.3,3.4,38.2,1.5,1.8,84.0,3.7,7.9,46.9,1.138,0.5,71,57.0,33.4,12.8,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,1.8,10.98,NY
Robin Lopez,C,4.4,8.1,53.9,0.0,0.0,0.0,1.6,2.0,79.5,4.4,8.1,54.0,1.272,0.54,82,82.0,27.1,10.3,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,0.9,17.66,NY
Derrick Williams,PF,3.2,7.1,45.0,0.6,1.9,29.3,2.4,3.2,75.8,2.6,5.2,50.6,1.32,0.49,80,9.0,17.9,9.3,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,1.2,17.28,NY
Lance Thomas,F,2.9,6.5,44.2,0.7,1.8,40.4,1.7,2.0,85.7,2.1,4.6,45.8,1.2670000000000001,0.5,59,5.0,22.3,8.2,0.6,1.6,2.2,0.9,0.4,0.1,1.0,1.8,0.9,10.45,NY
Langston Galloway,SG,2.8,7.2,39.3,0.9,2.7,34.4,1.0,1.4,75.4,1.9,4.4,42.3,1.063,0.46,82,7.0,24.8,7.6,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,3.4,11.69,NY
