Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Isaiah Thomas,G,7.8,19.8,39.5,2.2,7.7,28.3,6.3,7.8,80.9,5.7,12.2,46.6,1.218,0.45,6,6.0,36.7,24.2,0.3,2.7,3.0,5.0,0.7,0.8,2.3,3.0,2.1,17.52,BOS
Avery Bradley,PG,7.0,16.0,43.8,1.0,7.0,14.3,3.0,3.0,100.0,6.0,9.0,66.7,1.125,0.47,1,1.0,33.0,18.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,16.19,BOS
Evan Turner,G,5.2,14.2,36.5,0.5,2.3,21.4,2.3,3.0,77.8,4.7,11.8,39.4,0.929,0.38,6,4.0,35.7,13.2,1.3,4.3,5.7,4.5,1.3,1.0,2.8,3.2,1.6,9.89,BOS
Marcus Smart,PG,3.7,10.0,36.7,1.8,5.3,34.4,2.8,3.5,81.0,1.8,4.7,39.3,1.2,0.46,6,1.0,32.2,12.0,1.3,3.2,4.5,3.0,1.7,0.8,2.5,2.8,1.2,12.18,BOS
Jae Crowder,PF,3.3,12.0,27.8,1.7,6.8,24.4,1.2,1.8,63.6,1.7,5.2,32.3,0.792,0.35,6,6.0,32.8,9.5,0.8,5.7,6.5,2.2,1.5,0.5,1.2,2.8,1.9,6.78,BOS
Jonas Jerebko,F,3.7,7.7,47.8,1.2,3.7,31.8,0.7,0.8,80.0,2.5,4.0,62.5,1.196,0.55,6,4.0,27.0,9.2,1.2,5.7,6.8,1.7,0.3,0.7,0.8,2.5,2.0,13.32,BOS
Amir Johnson,F,3.7,5.5,66.7,0.0,0.3,0.0,1.2,1.5,77.8,3.7,5.2,71.0,1.545,0.67,6,6.0,22.3,8.5,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,0.4,16.73,BOS
Tyler Zeller,C,2.3,5.0,46.7,0.0,0.0,0.0,1.3,2.0,66.7,2.3,5.0,46.7,1.2,0.47,3,0.0,12.7,6.0,1.3,3.7,5.0,0.7,0.0,0.7,0.7,0.3,1.0,18.9,BOS
Jared Sullinger,C,2.2,7.0,31.0,0.3,0.7,50.0,0.5,0.7,75.0,1.8,6.3,28.9,0.738,0.33,6,2.0,13.5,5.2,1.7,2.8,4.5,1.2,0.2,0.0,1.0,2.7,1.2,5.72,BOS
Terry Rozier,SG,1.8,4.6,39.1,0.8,2.2,36.4,0.4,0.4,100.0,1.0,2.4,41.7,1.043,0.48,5,0.0,19.8,4.8,0.6,2.8,3.4,1.2,0.2,0.6,0.4,1.0,3.0,9.63,BOS
Jordan Mickey,F,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,0.5,2,0.0,5.0,2.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,inf,24.21,BOS
RJ Hunter,G,0.4,1.8,22.2,0.2,1.0,20.0,0.0,0.0,0.0,0.2,0.8,25.0,0.556,0.28,5,0.0,8.2,1.0,0.2,1.0,1.2,0.6,0.0,0.2,0.2,0.6,3.0,1.96,BOS
James Young,G,0.3,1.0,33.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.667,0.33,3,0.0,3.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,-6.42,BOS
Kelly Olynyk,PF,0.3,2.3,11.1,0.0,0.8,0.0,0.0,0.0,0.0,0.3,1.5,16.7,0.222,0.11,4,0.0,8.0,0.5,0.5,0.5,1.0,0.8,0.3,0.0,1.0,1.3,0.8,-8.23,BOS
John Holland,G,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.01,BOS
Brook Lopez,C,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,8.1,15.7,51.5,1.297,0.51,73,73.0,33.7,20.6,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,0.8,21.8,BKN
