Name,POS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PER,Team
Paul Pierce,SF,6.8,14.9,45.5,1.3,3.6,37.0,6.7,8.1,82.2,5.5,11.4,48.1,1.446,0.5,82,82.0,36.1,21.6,1.0,5.6,6.6,4.2,1.6,0.5,2.8,3.1,1.5,21.83,BOS
Antoine Walker,PF,6.7,15.2,44.2,1.0,3.0,34.2,1.8,3.3,55.7,5.7,12.1,46.7,1.074,0.48,24,24.0,34.5,16.3,2.3,5.9,8.3,3.0,1.0,1.1,2.9,2.9,1.0,15.5,BOS
Ricky Davis,SG,5.9,12.7,46.2,0.7,2.2,33.9,3.5,4.3,81.5,5.1,10.5,48.8,1.2570000000000001,0.49,82,11.0,32.9,16.0,0.8,2.2,3.0,3.0,1.1,0.3,2.5,2.1,1.2,15.0,BOS
Gary Payton,PG,4.4,9.4,46.8,0.5,1.7,32.6,2.0,2.6,76.1,3.9,7.7,49.8,1.204,0.5,77,77.0,33.0,11.3,0.6,2.4,3.1,6.1,1.1,0.2,1.9,1.6,3.2,15.17,BOS
Raef LaFrentz,C,4.3,8.6,49.6,1.0,2.8,36.4,1.5,1.9,81.1,3.2,5.8,55.9,1.285,0.56,80,80.0,27.5,11.1,1.9,5.0,6.9,1.2,0.5,1.2,0.9,3.3,1.4,17.33,BOS
Mark Blount,C,4.0,7.5,52.9,0.0,0.0,0.0,1.4,2.0,71.3,4.0,7.5,53.0,1.248,0.53,82,57.0,26.0,9.4,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,0.8,12.57,BOS
Jiri Welsch,GF,2.5,5.8,42.8,0.6,1.8,32.3,2.0,2.6,77.3,1.9,4.0,47.5,1.297,0.48,55,32.0,20.5,7.5,0.4,2.2,2.5,1.5,0.7,0.1,1.1,1.9,1.4,10.96,BOS
Al Jefferson,C,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,2.7,5.2,53.3,1.287,0.53,71,1.0,14.8,6.7,1.7,2.7,4.4,0.3,0.3,0.8,0.9,2.7,0.4,16.68,BOS
Tony Allen,SG,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,2.2,4.6,48.3,1.271,0.49,77,34.0,16.4,6.4,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,0.8,14.74,BOS
Marcus Banks,PG,1.4,3.5,40.2,0.3,0.7,35.6,1.5,2.0,74.2,1.2,2.8,41.4,1.301,0.44,81,2.0,14.1,4.6,0.4,1.2,1.6,1.9,0.8,0.2,1.0,1.8,2.0,12.35,BOS
Delonte West,SG,1.7,4.0,42.6,0.6,1.7,35.8,0.5,0.7,70.4,1.1,2.3,47.7,1.129,0.5,39,7.0,13.0,4.5,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,2.2,12.34,BOS
Walter McCarty,PF,1.4,3.4,41.3,0.7,2.0,33.3,0.2,0.3,53.3,0.7,1.4,53.3,1.08,0.51,44,0.0,12.6,3.7,0.5,1.3,1.8,0.6,0.3,0.2,0.4,1.9,1.5,8.21,BOS
Kendrick Perkins,C,0.9,2.0,47.1,0.0,0.0,0.0,0.6,1.0,63.8,0.9,2.0,47.1,1.252,0.47,60,3.0,9.1,2.5,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,0.5,11.21,BOS
Justin Reed,SF,0.7,1.3,51.7,0.0,0.1,0.0,0.5,0.7,73.3,0.7,1.1,57.7,1.4140000000000001,0.52,23,0.0,5.3,1.8,0.3,0.3,0.7,0.4,0.1,0.0,0.2,0.5,2.0,13.78,BOS
Tom Gugliotta,PF,0.6,1.9,29.7,0.0,0.0,0.0,0.2,0.3,66.7,0.6,1.9,29.7,0.703,0.3,20,0.0,10.9,1.3,0.8,1.4,2.2,0.6,0.5,0.2,0.5,1.2,1.3,9.92,BOS
Stephon Marbury,PG,7.4,16.0,46.2,1.4,4.0,35.4,5.6,6.7,83.4,6.0,12.0,49.7,1.3619999999999999,0.51,82,82.0,40.0,21.7,0.6,2.4,3.0,8.1,1.5,0.1,2.8,2.3,2.9,21.97,NY
Jamal Crawford,G,6.2,15.7,39.8,2.6,7.3,36.1,2.6,3.1,84.3,3.6,8.4,43.1,1.131,0.48,70,67.0,38.4,17.7,0.5,2.4,2.9,4.3,1.3,0.3,2.1,1.9,2.0,15.21,NY
Tim Thomas,PF,4.4,10.1,43.9,1.2,2.9,40.9,1.9,2.4,78.6,3.2,7.2,45.1,1.185,0.5,71,68.0,27.3,12.0,0.6,2.7,3.3,1.5,0.6,0.2,1.6,3.1,1.0,12.32,NY
Allan Houston,SG,4.3,10.3,41.5,1.6,4.0,38.8,1.8,2.2,83.7,2.7,6.3,43.2,1.156,0.49,20,11.0,26.6,11.9,0.2,1.0,1.2,2.1,0.4,0.1,1.1,2.0,2.0,12.57,NY
Kurt Thomas,PF,5.3,11.3,47.1,0.0,0.1,50.0,0.8,1.1,78.6,5.3,11.2,47.0,1.0170000000000001,0.47,80,80.0,35.7,11.5,2.1,8.3,10.4,2.0,0.9,1.0,1.2,3.9,1.6,14.19,NY
Nazr Mohammed,C,4.3,8.5,50.9,0.0,0.0,0.0,2.2,3.2,70.8,4.3,8.5,51.0,1.28,0.51,54,54.0,28.1,10.9,3.1,5.0,8.1,0.5,1.0,1.0,1.5,3.2,0.3,16.47,NY
Michael Sweetney,PF,3.1,5.8,53.1,0.0,0.0,0.0,2.3,3.1,74.9,3.1,5.8,53.3,1.4569999999999999,0.53,77,28.0,19.6,8.4,2.2,3.2,5.4,0.6,0.4,0.4,1.4,2.9,0.4,16.44,NY
Malik Rose,PF,2.8,6.7,42.5,0.0,0.2,16.7,2.6,3.3,78.2,2.8,6.5,43.5,1.247,0.43,26,4.0,23.6,8.3,1.3,3.1,4.4,0.7,0.6,0.3,1.8,3.2,0.4,12.19,NY
Anfernee Hardaway,SF,3.0,7.0,42.3,0.4,1.4,30.0,0.9,1.2,73.9,2.6,5.7,45.2,1.035,0.45,37,0.0,24.2,7.3,0.5,1.9,2.4,2.0,0.8,0.1,1.4,2.1,1.5,8.99,NY
Maurice Taylor,PF,2.8,5.7,49.4,0.0,0.0,0.0,0.9,1.6,55.8,2.8,5.7,49.7,1.143,0.49,27,0.0,16.0,6.5,1.0,2.5,3.4,0.5,0.4,0.3,1.1,2.1,0.5,9.46,NY
Trevor Ariza,SF,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,2.1,4.7,44.9,1.203,0.45,80,12.0,17.3,5.9,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,1.2,13.32,NY
Jerome Williams,PF,1.5,3.1,50.2,0.0,0.1,0.0,1.5,2.2,66.9,1.5,3.0,51.3,1.4769999999999999,0.5,79,4.0,15.3,4.5,1.5,2.1,3.6,0.5,0.7,0.1,0.8,2.0,0.6,13.29,NY
Jackie Butler,C,1.3,1.3,100.0,0.0,0.0,0.0,0.7,0.7,100.0,1.3,1.3,100.0,2.5,1.0,3,0.0,1.7,3.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,90.52,NY
Moochie Norris,PG,1.0,2.9,34.4,0.0,0.4,0.0,0.6,0.7,81.8,1.0,2.5,39.5,0.882,0.34,32,0.0,10.0,2.6,0.3,1.0,1.3,1.1,0.5,0.1,0.8,1.3,1.4,6.14,NY
Jermaine Jackson,PG,0.8,1.6,51.5,0.0,0.1,0.0,0.4,0.6,61.5,0.8,1.5,54.8,1.273,0.52,21,0.0,11.0,2.0,0.1,1.0,1.1,1.1,0.3,0.0,0.5,1.2,2.4,8.04,NY
Jamison Brewer,PG,0.6,2.1,29.7,0.2,0.8,20.0,0.3,0.7,46.2,0.4,1.2,36.4,0.838,0.34,18,0.0,10.3,1.7,0.3,0.9,1.2,0.7,0.4,0.1,0.7,0.6,0.9,4.01,NY
Vin Baker,PF,0.5,1.6,34.2,0.0,0.0,0.0,0.3,0.6,46.7,0.5,1.5,35.1,0.868,0.34,24,0.0,8.0,1.4,0.7,0.8,1.5,0.4,0.1,0.2,0.6,1.3,0.6,1.4,NY
Bruno Sundov,C,0.5,1.8,29.7,0.0,0.1,33.3,0.1,0.1,100.0,0.5,1.6,29.4,0.6759999999999999,0.31,21,0.0,3.5,1.2,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,0.3,1.23,NY
Shandon Anderson,SF,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.98,NY
Allen Iverson,SG,10.3,24.2,42.4,1.4,4.5,30.8,8.7,10.5,83.5,8.9,19.7,45.1,1.266,0.45,75,75.0,42.3,30.7,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,1.7,23.27,PHI
Chris Webber,C,6.8,17.4,39.1,0.2,0.7,26.7,1.8,2.3,77.6,6.6,16.7,39.6,0.8959999999999999,0.4,21,21.0,33.4,15.6,1.7,6.1,7.9,3.1,1.2,0.9,2.3,3.3,1.3,18.67,PHI
Marc Jackson,PF,4.2,9.0,46.5,0.0,0.0,0.0,3.6,4.3,82.8,4.2,9.0,46.6,1.3259999999999998,0.47,81,23.0,24.4,12.0,2.3,2.7,5.0,1.0,0.4,0.2,1.6,2.1,0.6,15.98,PHI
Kyle Korver,G,3.9,9.3,41.8,2.8,6.8,40.5,1.0,1.2,85.4,1.1,2.5,45.3,1.2409999999999999,0.57,82,57.0,32.5,11.5,0.5,4.1,4.6,2.2,1.3,0.4,1.3,3.2,1.7,12.87,PHI
Kenny Thomas,PF,4.6,10.1,45.6,0.0,0.1,25.0,2.0,2.5,79.8,4.6,10.0,45.8,1.113,0.46,47,43.0,28.6,11.3,2.3,4.3,6.6,1.6,0.9,0.1,1.8,3.2,0.9,15.25,PHI
Corliss Williamson,PF,4.0,8.7,46.5,0.0,0.0,0.0,2.7,3.4,78.8,4.0,8.6,46.7,1.242,0.47,48,5.0,22.0,10.8,1.5,2.2,3.7,0.9,0.5,0.3,1.3,3.0,0.7,14.7,PHI
Andre Iguodala,F,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,2.7,4.9,55.0,1.357,0.54,82,82.0,32.8,9.0,1.1,4.6,5.7,3.0,1.7,0.6,1.7,2.5,1.8,13.5,PHI
Samuel Dalembert,C,3.5,6.6,52.4,0.0,0.0,0.0,1.2,2.1,60.1,3.5,6.6,52.4,1.235,0.52,72,60.0,24.8,8.2,2.6,4.9,7.5,0.5,0.6,1.7,1.6,3.3,0.3,14.42,PHI
Willie Green,SG,2.7,7.4,36.6,0.5,1.8,28.6,1.7,2.2,77.6,2.2,5.6,39.3,1.033,0.4,57,21.0,18.7,7.7,0.4,1.9,2.3,1.8,0.6,0.1,1.3,2.1,1.3,9.67,PHI
Rodney Rogers,SF,2.3,5.8,39.1,0.8,2.7,30.3,0.7,1.0,71.4,1.4,3.0,47.1,1.05,0.46,28,7.0,17.3,6.0,1.2,2.5,3.7,0.9,0.8,0.3,0.7,2.5,1.3,8.91,PHI
Michael Bradley,PF,2.0,2.5,80.0,0.0,0.5,0.0,0.5,1.0,50.0,2.0,2.0,100.0,1.8,0.8,2,0.0,8.0,4.5,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.0,11.73,PHI
