,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,TEAM_ID
0,1,Los Angeles Lakers,19,15,4,0.789,48.3,97.8,35.7,80.5,44.4,6.1,18.0,33.9,20.3,28.1,72.1,12.3,33.2,45.4,19.6,13.7,6.8,5.8,4.4,23.6,0.1,3.8,1610612747
1,2,Sacramento Kings,16,10,6,0.625,48.6,101.1,36.9,82.4,44.8,5.0,16.2,30.9,22.2,29.9,74.1,12.9,32.6,45.6,20.6,14.8,7.5,4.7,5.4,23.8,0.1,2.3,1610612758
2,3,Boston Celtics,16,9,7,0.563,48.0,91.3,32.8,78.4,41.8,7.9,22.9,34.3,17.8,22.9,77.4,10.6,32.7,43.3,18.8,14.1,8.9,4.8,4.9,22.9,0.0,2.8,1610612738
3,4,New Jersey Nets,20,11,9,0.55,48.5,95.4,35.9,82.9,43.2,4.2,14.6,28.5,19.5,26.9,72.6,12.4,30.4,42.7,21.3,14.2,7.9,5.5,6.3,24.5,0.1,-0.1,1610612751
4,5,Dallas Mavericks,8,4,4,0.5,48.6,109.0,39.8,88.0,45.2,8.4,22.1,37.9,21.1,25.3,83.7,10.9,31.0,41.9,19.6,12.5,6.3,4.6,4.1,25.8,0.3,0.3,1610612742
5,6,Charlotte Hornets,9,4,5,0.444,49.1,96.1,34.1,81.0,42.1,4.4,12.2,36.4,23.4,32.3,72.5,14.7,31.6,46.2,19.6,14.8,8.9,7.3,5.2,27.4,0.1,0.0,1610612766
6,7,Detroit Pistons,10,4,6,0.4,48.0,83.0,29.4,73.6,39.9,8.0,22.6,35.4,16.2,22.4,72.3,9.6,28.1,37.7,18.7,14.6,7.3,5.6,4.4,21.0,0.1,-0.4,1610612765
7,7,Indiana Pacers,5,2,3,0.4,50.0,91.6,34.8,76.0,45.8,4.8,11.8,40.7,17.2,22.6,76.1,8.4,33.8,42.2,21.2,18.2,8.2,4.0,6.4,25.0,0.0,0.2,1610612754
8,7,Philadelphia 76ers,5,2,3,0.4,48.0,89.0,30.4,73.6,41.3,4.0,13.0,30.8,24.2,32.0,75.6,12.6,28.6,41.2,19.4,14.4,9.0,4.0,4.6,18.6,0.0,-8.8,1610612755
9,7,San Antonio Spurs,10,4,6,0.4,48.0,91.1,32.9,76.2,43.2,5.0,14.7,34.0,20.3,26.6,76.3,11.1,29.9,41.0,16.9,11.1,6.1,6.5,5.0,20.4,0.1,3.0,1610612759
10,7,Seattle SuperSonics,5,2,3,0.4,48.0,86.2,34.2,79.6,43.0,4.8,12.2,39.3,13.0,19.0,68.4,11.4,28.8,40.2,17.4,10.6,4.0,4.8,7.8,23.4,0.0,-10.2,1610612760
11,7,Toronto Raptors,5,2,3,0.4,48.0,83.8,32.6,77.2,42.2,3.4,10.6,32.1,15.2,20.6,73.8,12.4,30.0,42.4,21.0,16.0,8.0,5.2,5.2,23.4,0.2,-2.8,1610612761
12,13,Orlando Magic,4,1,3,0.25,50.5,93.8,33.3,78.5,42.4,4.3,16.5,25.8,23.0,31.0,74.2,9.0,30.5,39.5,19.5,12.0,5.5,3.8,6.0,25.8,0.0,-5.0,1610612753
13,13,Utah Jazz,4,1,3,0.25,48.0,88.0,33.0,79.5,41.5,3.5,11.5,30.4,18.5,27.0,68.5,15.3,28.0,43.3,23.0,16.5,9.0,7.0,5.0,26.0,0.3,-1.0,1610612762
14,15,Minnesota Timberwolves,3,0,3,0.0,48.0,102.0,36.0,81.0,44.4,5.0,12.7,39.5,25.0,34.7,72.1,14.3,35.0,49.3,16.0,15.7,5.7,2.7,5.3,27.0,0.7,-10.7,1610612750
15,15,Portland Trail Blazers,3,0,3,0.0,48.0,91.3,31.3,82.0,38.2,6.7,18.0,37.0,22.0,27.7,79.5,12.0,32.0,44.0,20.7,14.7,8.3,3.0,6.3,27.0,0.3,-5.3,1610612757
